t,V,Na_i,K_i,m,h,r,s,Ca_i,d,f_Ca,Ca_up,ActFrac,ProdFrac,Ca_rel,Ca_Calmod,Ca_Trop
1.8,-90.9353530073457,6.4583161076773905,140.0091360179759,0.0021051484272061956,0.9914177373683125,2.8109762574173498e-08,0.9998060805337216,7.025955562296057e-06,3.86650345280865e-08,4.061447740685387e-08,0.3328414219556302,0.0014229774808978421,0.23777037178777988,0.32803768102700764,0.00027685410585666847,0.0005249622011441816
1.81,-90.9340507408907,6.458115907119729,140.00923944553338,0.002105522350378298,0.9914152429816229,2.8117087295127637e-08,0.9998062138336735,7.029720437738058e-06,3.867762308930313e-08,4.063844680573937e-08,0.3330542367440891,0.0014271710516991559,0.2362566665624151,0.328251488152418,0.00027700092651716866,0.0005252427691401668
1.82,-90.93274994134289,6.457915861850074,140.00934281815987,0.002105896477307337,0.9914127506762784,2.81244055700761e-08,0.9998063351766555,7.033480885161299e-06,3.869012113572896e-08,4.066239994432254e-08,0.3332668273204835,0.001431335323506943,0.23476052321794486,0.32846507440093864,0.0002771475594723731,0.0005255229787466176
1.83,-90.93145060949922,6.457715971680236,140.00944613591682,0.0021062710833418354,0.9914102604515669,2.813171733449234e-08,0.9998064453779393,7.0372370744148375e-06,3.870248838451472e-08,4.0686336987680564e-08,0.3334791939559818,0.0014354705566199367,0.23328174955661773,0.3286784400590752,0.0002772940048433993,0.0005258028290122393
1.84,-90.93015274628884,6.457516236422148,140.0095493988657,0.0021066465025743916,0.9914077723060046,2.8139022511316466e-08,0.999806545214657,7.040989211598883e-06,3.871467591840765e-08,4.0710258144203906e-08,0.33369133692600483,0.001439577007403764,0.23182015543823656,0.3288915854133027,0.0002774402627904644,0.0005260823187859655
1.85,-90.92885635086749,6.45731665588734,140.00965260706803,0.0021070222791223663,0.9914052862462186,2.8146321177197684e-08,0.9998066353584928,7.044737012868353e-06,3.872674702909639e-08,4.0734163092892656e-08,0.3339032564664335,0.0014436549535696921,0.2303755528361026,0.3291045107470269,0.0002775863331792092,0.0005263614492914376
1.86,-90.92756141766941,6.457117229886128,140.00975576058593,0.0021073958566475304,0.9914028023006564,2.8153613819272823e-08,0.9998067162676564,7.0484788919785595e-06,3.873906382151121e-08,4.0758050099022284e-08,0.33411495270602276,0.001447704733185156,0.22894775593669497,0.32931721633588845,0.0002777322150654592,0.0005266402281049153
1.87,-90.92626794913447,6.456917958231184,140.0098588594805,0.002107768209632294,0.9914003204607031,2.8160900230895276e-08,0.999806788690969,7.052215451209409e-06,3.875148521902659e-08,4.0781919814621e-08,0.3343264259564989,0.0014517265772513615,0.22753658058187065,0.3295297024679874,0.0002778779089094697,0.0005269186520351228
1.8800000000000001,-90.9249759441706,6.456718840734315,140.0099619038133,0.0021081387291697158,0.9913978407341698,2.8168180514199525e-08,0.9998068532244311,7.055946310878466e-06,3.876409526979939e-08,4.080577182709697e-08,0.3345376764489818,0.001455720761828559,0.22614184472880894,0.3297419694255323,0.00027802341456506806,0.0005271967226618243
1.8900000000000001,-90.92368540141315,6.456519877207384,140.01006489364576,0.0021085066614682756,0.9913953631302557,2.817545479789432e-08,0.9998069104455974,7.059671001055223e-06,3.877699825877471e-08,4.0829605630122956e-08,0.3347487044080443,0.0014596875652976608,0.22476336828932447,0.3299540174900125,0.0002781687318453096,0.0005274744419587506
1.9000000000000001,-90.92239631924241,6.456321067462362,140.0101678290394,0.0021088711963084157,0.9913928876586867,2.8182723223788748e-08,0.9998069609147561,7.063389017492315e-06,3.8790306996363106e-08,4.0853420673863834e-08,0.3349595100559308,0.001463627265659023,0.22340097311012524,0.3301658469420882,0.00027831386054789654,0.0005277518121324294
1.9100000000000001,-90.92110869790034,6.456122411313685,140.01027071005495,0.0021092375193581124,0.9913904142698539,2.818998500127192e-08,0.9998070048695099,7.067103642224689e-06,3.880333541353425e-08,4.087721987852826e-08,0.3351700939077423,0.0014675399539855474,0.22205448315758994,0.3303774580572041,0.00027845880227246746,0.0005280288239659537
1.92,-90.9198225351522,6.455923908573485,140.01037353675386,0.0021096045254888935,0.9913879429763774,2.8197240327856005e-08,0.9998070428621563,7.0708141877308124e-06,3.881623793243126e-08,4.0901002498121704e-08,0.33538045617189394,0.0014714259132053516,0.22072372407364424,0.3305888511143509,0.0002786035567278441,0.0005283054805103226
1.93,-90.91853782943494,6.455725559055097,140.0104763091972,0.0021099738018437527,0.9913854737642517,2.820448898563083e-08,0.9998070753035994,7.074521667560395e-06,3.8828811042691796e-08,4.09247693359405e-08,0.3355905971882862,0.0014752853412096515,0.21940852346104256,0.3308000263895784,0.00027874812442987954,0.0005285817797793204
1.94,-90.91725457907694,6.455527362572218,140.01057902744594,0.002110347450072918,0.9913830066144024,2.821173068196043e-08,0.9998071025810352,7.0782274217205935e-06,3.884078394759595e-08,4.094852147876287e-08,0.33580051732195854,0.0014791184180114937,0.21810871078591068,0.33101098415750946,0.00027889250604598017,0.0005288577189563826
1.95,-90.91597278302508,6.455329318938507,140.01068169156105,0.0021107219536159946,0.9913805415271241,2.8218965570773557e-08,0.9998071250249175,7.081929161418243e-06,3.8852450902216516e-08,4.097225854302611e-08,0.33601021685882954,0.0014829254060135454,0.21682411731085177,0.3312217247026145,0.00027903670195545305,0.0005291332987673934
1.96,-90.91469245120868,6.455131427966015,140.01078430160362,0.002111089575636812,0.9913780785667768,2.822619482480123e-08,0.9998071429228609,7.085621953352802e-06,3.886497515966154e-08,4.099597566761013e-08,0.3362196958009105,0.0014867066825903412,0.21555457604820086,0.33143224832690704,0.0002791807108603297,0.0005294085270435609
1.97,-90.91341358380241,6.454933689467065,140.01088685763492,0.0021114577915069942,0.9913756177442832,2.823341780487634e-08,0.9998071565810135,7.089310639865222e-06,3.887738662532863e-08,4.101967509098521e-08,0.3364289543266739,0.0014904624923344227,0.21429992189985347,0.3316425553079789,0.0002793245322055244,0.0005296834023874292
1.98,-90.91213617172797,6.454736103255732,140.01098935971604,0.002111825706207478,0.9913731590402632,2.8240634264740218e-08,0.9998071662879761,7.092994644736624e-06,3.888963926664664e-08,4.104335799503154e-08,0.3366379927925074,0.0014941930464615297,0.21305999171933865,0.33185264591669217,0.0002794681665982957,0.000529957924787799
1.99,-90.91086021091309,6.454538669146341,140.01109180790783,0.002112193074939813,0.9913707024320996,2.8247844418543685e-08,0.9998071723119264,7.096673757831523e-06,3.890213715112079e-08,4.106702372794363e-08,0.3368468115543803,0.001497898549447345,0.21183462409904544,0.3320625204246596,0.0002796116146893592,0.000530232093587206
2.0,-90.90958570211741,6.454341386952915,140.01119420227113,0.0021125601818242517,0.9913682479209834,2.8255048246159364e-08,0.9998071749035816,7.100348221432352e-06,3.8914591635042895e-08,4.109067230525381e-08,0.3370554108834694,0.00150157922673793,0.21062365917552667,0.33227217910839496,0.00027975487664450195,0.0005305059089957628
2.0100000000000002,-90.908312644879,6.454144256489706,140.01129654286663,0.0021129269412343333,0.9913657955117944,2.8262245702086857e-08,0.9998071742952481,7.104017971065214e-06,3.8926993731215065e-08,4.111430384773029e-08,0.33726379104278664,0.0015052353084091855,0.20942693896243872,0.33248162224460465,0.0002798979525944267,0.0005307793716159798
2.02,-90.90704103798134,6.453947277571179,140.01139882975508,0.002113293345468337,0.9913633452061357,2.826943678354397e-08,0.9998071707064222,7.107683005985632e-06,3.893936777557968e-08,4.113791835011911e-08,0.33747195230275795,0.0015088670209370757,0.20824430689721515,0.3326908501090502,0.0002800408427104127,0.0005310524819129569
2.0300000000000002,-90.90577087994293,6.4537504500120875,140.0115010629971,0.0021136593943514733,0.9913608970047475,2.8276621488344852e-08,0.9998071643385688,7.111343331780201e-06,3.895172141473517e-08,4.116151581969827e-08,0.3376798949347941,0.0015124745886896536,0.20707560852567744,0.33289986297680113,0.00028018354717372276,0.0005313252403572158
2.04,-90.904502168974,6.4535537736274105,140.01160324265322,0.002114025088539665,0.9913584509059239,2.8283799828705513e-08,0.9998071553818785,7.114998954001128e-06,3.8964060082324955e-08,4.1185096230483434e-08,0.3378876192174662,0.0015160582322081269,0.20592069078203704,0.3331086611220636,0.00028032606620893684,0.0005315976473269487
2.05,-90.90323490317509,6.453357248232124,140.01170536878408,0.002114390426634223,0.9913560069104849,2.829097180426543e-08,0.9998071440223111,7.118649877542188e-06,3.897641805188312e-08,4.1208659594241797e-08,0.3380951254204045,0.0015196181753609902,0.20477940095868732,0.33331724481949293,0.000280468399989779,0.0005318697033454599
2.06,-90.90196908148873,6.453160873641808,140.01180744145,0.002114755411992698,0.9913535650147743,2.8298137422639676e-08,0.9998071304272048,7.122296110065676e-06,3.8988728357370094e-08,4.123220589147637e-08,0.3383024138316482,0.001523154630368958,0.2036515895297325,0.33352561434148503,0.00028061054880871043,0.0005321414086871353
2.07,-90.90070470113163,6.452964649672171,140.0119094607114,0.00211512004218127,0.9913511252173202,2.8305296697819864e-08,0.9998071147390915,7.125937655587248e-06,3.900105797108675e-08,4.125573511630118e-08,0.33850948472543513,0.0015266678152043175,0.2025371089854385,0.3337337699608122,0.0002807525128756976,0.000532412763875941
2.08,-90.89944176061897,6.452768576139186,140.0120114266285,0.0021154843181450133,0.991348687516798,2.8312449631238784e-08,0.9998070971026605,7.129574520705674e-06,3.9013390816536484e-08,4.1279247272353635e-08,0.33871633838101634,0.0015301579422506613,0.20143581278848405,0.3339417119495227,0.00028089429243849194,0.0005326837693466254
2.09,-90.89818025870251,6.452572652859095,140.0121133392615,0.0021158482413589632,0.9913462519120478,2.8319596220708346e-08,0.999807077652934,7.133206712575003e-06,3.90256965081938e-08,4.1302742369191407e-08,0.33892297507832453,0.0015336252212501508,0.2003475560117678,0.3341494405790926,0.0002810358877542555,0.0005329544255347366
2.1,-90.89692019317219,6.452376879648472,140.01221519867045,0.0021162118112478317,0.9913438184009173,2.8326736475186527e-08,0.9998070564999512,7.136834236884199e-06,3.90379957624897e-08,4.132622040686066e-08,0.33912939509697154,0.001537069860920908,0.199272196401569,0.33435695612021693,0.0002811772990809927,0.0005332247329259375
2.11,-90.89566156265906,6.452181256323998,140.01231700491545,0.0021165750283473044,0.9913413869835717,2.8333870394787216e-08,0.99980703377478,7.14045710054531e-06,3.9050281605567216e-08,4.1349681384719655e-08,0.3393355987132203,0.0015404920690976008,0.1982095911698298,0.33456425884377855,0.0002813185266609167,0.0005334946920141512
2.12,-90.89440436538558,6.451985782702742,140.0124187580564,0.0021169378928315155,0.9913389576586329,2.8340997982416445e-08,0.999807009574711,7.1440753101805895e-06,3.906255442388078e-08,4.137312530967885e-08,0.33954158620660885,0.0015438920500666132,0.1971596008218417,0.33477134901952343,0.00028145957076142946,0.0005337643032983176
2.13,-90.89314859939333,6.451790458602002,140.01252045815323,0.0021173004050676937,0.9913365304247123,2.8348119244223893e-08,0.9998069840043586,7.147688872727003e-06,3.907481603367811e-08,4.1396552183994534e-08,0.33974735785550714,0.0015472700079028885,0.19612208643922846,0.33497822691686363,0.0002816004316448289,0.0005340335672946192
2.14,-90.89189426269496,6.45159528383934,140.01262210526565,0.002117662565431796,0.9913341052804717,2.8355234186454702e-08,0.9998069571606681,7.151297795286696e-06,3.908706849543719e-08,4.1419962010575396e-08,0.3399529139381859,0.0015506261448918089,0.19509691059955042,0.33518489280468977,0.0002817411095769813,0.0005343024845329596
2.15,-90.89064135337354,6.451400258232613,140.0127236994534,0.0021180243742794595,0.9913316822245383,2.8362342813700063e-08,0.999806929130718,7.154902085083019e-06,3.909931149290601e-08,4.144335479615508e-08,0.34015825473353506,0.00155396066099723,0.19408393758353223,0.3353913469512392,0.00028188160483252683,0.0005345710555513187
2.16,-90.88938986925261,6.451205381600088,140.01282524077604,0.002118385832042761,0.991329261254087,2.8369445133143706e-08,0.9998069000026649,7.158501749382893e-06,3.911154271713482e-08,4.146673055226021e-08,0.34036338052277604,0.0015572737548630174,0.19308303302587926,0.335597589623764,0.0002820219177033225,0.0005348392808829694
2.17,-90.888139808294,6.451010653760108,140.01292672929313,0.0021187469391133673,0.9913268423680249,2.8376541150801057e-08,0.9998068698493892,7.1620967957844464e-06,3.912376462329308e-08,4.149008928406156e-08,0.34056829158384216,0.0015605656232700374,0.19209406404189258,0.33580362108959927,0.00028216204846594076,0.0005351071610992403
2.18,-90.8868911683303,6.450816074531358,140.01302816506413,0.0021191076959211712,0.9913244255645245,2.8383630873749325e-08,0.9998068387401912,7.165687231980781e-06,3.9135978294707293e-08,4.151343100007285e-08,0.34077298819594193,0.0015638364613549402,0.1911168992071864,0.3360094416152973,0.00028230199740845015,0.000535374696774725
2.19,-90.88564394726218,6.450621643732949,140.01312954814838,0.002119468102877095,0.9913220108414139,2.8390714307916948e-08,0.9998068067450058,7.169273065614807e-06,3.914818263100961e-08,4.153675571133786e-08,0.3409774706396646,0.00156708646207698,0.19015140847655743,0.3362150514665198,0.0002824417648325232,0.0005356418884757608
2.2,-90.8843981430001,6.450427361184348,140.01323087860507,0.002119828160389883,0.9913195981962968,2.8397791458830558e-08,0.9998067739310474,7.172854304374626e-06,3.916037546444456e-08,4.156006343063026e-08,0.34118173919637945,0.0015703158164368139,0.18919746322376346,0.3364204509081928,0.00028258135104922453,0.0005359087367699412
2.21,-90.88315375322294,6.450233226705087,140.0133321564934,0.0021201878689354253,0.9913171876270417,2.840486233469844e-08,0.9998067403489623,7.176430956387253e-06,3.917255816790486e-08,4.158335416915053e-08,0.34138579414575443,0.0015735247143796867,0.18825493640572877,0.33662564020514296,0.000282720756361625,0.0005361752422653796
2.22,-90.88191077564468,6.450039240115084,140.01343338187246,0.0021205472289801464,0.9913147791312409,2.8411926943002928e-08,0.999806706048132,7.180003029783498e-06,3.9184730562466726e-08,4.160662794017629e-08,0.34158963576849827,0.0015767133437972977,0.18732370238107635,0.33683061962139405,0.00028285998108401557,0.0005364414055673178
2.23,-90.88066920813914,6.449845401234789,140.01353455480117,0.0021209062409456134,0.9913123727070212,2.8418985289913834e-08,0.9998066710893314,7.183570532541915e-06,3.919689299806127e-08,4.1629884754414155e-08,0.3417932643443744,0.0015798818906565602,0.1864036363606096,0.337035389420214,0.00028299902553062767,0.0005367072272687898
2.24,-90.87942904843058,6.449651709884821,140.01363567533838,0.002121264905296728,0.9913099683520535,2.842603738270904e-08,0.9998066355186122,7.187133472921324e-06,3.92090454730054e-08,4.1653124625432084e-08,0.3419966801539917,0.0015830305392514619,0.18549461532450615,0.3372399498643588,0.00028313789002417094,0.0005369727079842839
2.25,-90.87819029415984,6.449458165886041,140.0137367435429,0.0021216232225229146,0.9913075660637636,2.843308322925809e-08,0.9998065993728743,7.190691859368532e-06,3.922118782183686e-08,4.167634756850047e-08,0.34219988347842245,0.0015861594721493346,0.18459651782664807,0.33744430121602065,0.00028327657489401147,0.0005372378483425622
2.2600000000000002,-90.8769529429826,6.449264769059668,140.0138377594734,0.002121981193110057,0.9913051658396478,2.8440122837252064e-08,0.9998065626881758,7.1942457003807284e-06,3.923331999544587e-08,4.1699553598863764e-08,0.3424028745986326,0.0015892688701107216,0.18370922370280585,0.33764844373675007,0.00028341508047345583,0.00053750264897595
2.27,-90.87571699257595,6.449071519227506,140.0139387231884,0.0021223388175388123,0.9913027676775849,2.8447156214620043e-08,0.999806525519774,7.197795004277297e-06,3.9245442299009864e-08,4.172274273008909e-08,0.34260565379235436,0.0015923589133248627,0.1828326129553754,0.3378523776875659,0.0002835534070786502,0.0005377671105062131
2.2800000000000002,-90.87448244053489,6.448878416211381,140.01403963474644,0.0021226960963137776,0.9913003715749046,2.8454183369376146e-08,0.9998064878932292,7.201339779795894e-06,3.9257554645354273e-08,4.174591497905067e-08,0.34280822134105077,0.0015954297789377392,0.1819665683181629,0.33805610332880004,0.00028369155505453833,0.0005380312335834575
2.29,-90.87324928444593,6.448685459833531,140.0141404942058,0.0021230530299427624,0.9912979775290498,2.846120430972822e-08,0.9998064498391493,7.204880035668891e-06,3.926965708549906e-08,4.1769070362388e-08,0.3430105775249669,0.0015984816428085938,0.18111097343390137,0.3382596209202079,0.00028382952474220486,0.0005382950188584887
2.3000000000000003,-90.8720175218704,6.448492649916547,140.01424130162488,0.0021234096189414525,0.9912955855373977,2.8468219044059273e-08,0.9998064113868844,7.208415780698544e-06,3.9281749655571774e-08,4.1792208897355586e-08,0.34321272262410585,0.001601514679280652,0.18026571314907272,0.33846293072093897,0.00028396731648504215,0.0005385584669874377
2.31,-90.87078715035078,6.448299986283534,140.01434205706167,0.0021237658638315177,0.991293195597116,2.8475227580977865e-08,0.9998063725781042,7.2119470235797055e-06,3.929383219198439e-08,4.181533060186733e-08,0.3434146569168325,0.0016045290624857596,0.17943067255339387,0.33866603298951736,0.00028410493061764477,0.000538821578618267
2.32,-90.86955816739341,6.4481074687576685,140.01444276057435,0.002124121765145797,0.9912908077055362,2.8482229929184175e-08,0.9998063334306658,7.215473773371308e-06,3.9305904813497104e-08,4.18384354944139e-08,0.3436163806836023,0.0016075249628880464,0.17860573952962325,0.3388689279838926,0.0002842423674954037,0.0005390843544266135
2.33,-90.8683305704828,6.447915097162563,140.01454341222086,0.0021244773234240046,0.9912884218598441,2.848922609758094e-08,0.9998062939685383,7.21899603910589e-06,3.93179675219799e-08,4.1861523594131215e-08,0.34381789420387354,0.0016105025501464163,0.177790802641847,0.3390716159613976,0.00028437962746999683,0.0005393467950861038
2.34,-90.86710435713496,6.447722871322328,140.01464401205897,0.0021248325391979425,0.9912860380572187,2.8496216094852088e-08,0.9998062542222399,7.222513829758322e-06,3.933002034729542e-08,4.188459491986119e-08,0.344019197756532,0.0016134619933710526,0.17698575081159618,0.3392740971786111,0.0002845167108929051,0.0005396089012650171
2.35,-90.86587952483842,6.4475307910613955,140.01474456014645,0.002125187413007963,0.9912836562947823,2.850319992986183e-08,0.9998062142194012,7.226027154395189e-06,3.934206331854099e-08,4.1907649491095e-08,0.3442202916203827,0.0016164034600004002,0.17619047428449855,0.33947637189151164,0.000284653618119166,0.0005398706736386254
2.36,-90.86465607097358,6.4473388562043,140.01484505654093,0.0021255419454254344,0.9912812765695356,2.8510177612198392e-08,0.9998061739718155,7.229536022379512e-06,3.93540964259318e-08,4.193068732925891e-08,0.3444211760748275,0.0016193271142621506,0.17540486595403573,0.3396784403556865,0.0002847903495125588,0.0005401321129061021
2.37,-90.86343399294385,6.44714706657605,140.0149455013,0.002125896137016197,0.9912788988784575,2.8517149151293678e-08,0.999806133497047,7.233040443030755e-06,3.936611967477645e-08,4.195370845562867e-08,0.34462185139870366,0.0016222331197276569,0.1746288191713295,0.33988030282599124,0.00028492690543670474,0.0005403932197624935
2.38,-90.86221328813002,6.446955422002004,140.01504589448106,0.0021262499883532553,0.9912765232184679,2.852411455673117e-08,0.9998060928112048,7.23654042573934e-06,3.937813306261194e-08,4.1976712892057004e-08,0.3448223178706575,0.0016251216384508488,0.17386222848693553,0.34008195955666803,0.00028506328625791934,0.0005406539949081846
2.39,-90.86099395389064,6.4467639223078725,140.01514623614145,0.0021266035000166933,0.9912741495864247,2.853107383824554e-08,0.9998060519291988,7.240035979963233e-06,3.939013657627576e-08,4.199970066097122e-08,0.34502257576911927,0.0016279928309933368,0.1731049896318974,0.3402834108013448,0.00028519949234501575,0.0005409144390486363
2.4,-90.85977598756226,6.446572567319718,140.0152465263384,0.002126956672593592,0.9912717779791219,2.853802700572226e-08,0.999806010864994,7.243527115224531e-06,3.940213018897795e-08,4.2022671785370804e-08,0.3452226253722784,0.0016308468564495136,0.172356999498801,0.3404846568130343,0.00028533552406910794,0.0005411745528941233
2.41,-90.85855938651775,6.446381356864003,140.01534676512895,0.0021273095066614597,0.9912694083934709,2.854497406882459e-08,0.9998059696320244,7.247013840970025e-06,3.941411394606398e-08,4.204562628761662e-08,0.3454224669578172,0.0016336838724343254,0.17161815585044585,0.34068569784414554,0.0002854713818021818,0.0005414343371502648
2.42,-90.8573441483492,6.446190290767703,140.01544695257007,0.0021276620027363114,0.9912670408270746,2.8551915035821744e-08,0.9998059282439445,7.250496166140093e-06,3.94260882409359e-08,4.206856418562921e-08,0.34562210080212724,0.0016365040349910001,0.17088835644451267,0.34088653414652037,0.0002856070659130255,0.0005416937924888137
2.43,-90.85613027019876,6.445999368857883,140.0155470887187,0.002128014161462689,0.9912646752761113,2.8558849917884718e-08,0.9998058867130641,7.253974100733797e-06,3.943805278946924e-08,4.209148550681999e-08,0.3458215271830676,0.0016393074990466085,0.17016750215534301,0.3410871659712949,0.00028574257678123656,0.0005419529196535574
2.44,-90.85491774937849,6.445808590962098,140.01564717363158,0.002128365983437626,0.9912623117372888,2.8565778725109484e-08,0.9998058450522888,7.2574476543537265e-06,3.945000757361229e-08,4.211439027519248e-08,0.3460207463773639,0.0016420944180387512,0.16945549404806823,0.3412875935690263,0.00028587791478387867,0.0005422117193617951
2.45,-90.85370658318845,6.445617956908283,140.01574720736537,0.00212871746926232,0.9912599502072673,2.8572701467686172e-08,0.9998058032748788,7.260916836629588e-06,3.9461952560055515e-08,4.213727851513316e-08,0.3462197586613414,0.0016448649440578486,0.16875223421467941,0.3414878171896546,0.0002860130802991515,0.0005424701923329771
2.46,-90.8524967689175,6.445427466524746,140.01584718997657,0.0021290686195419004,0.9912575906826583,2.8579618155895424e-08,0.9998057613947071,7.2643816572136015e-06,3.947388769807883e-08,4.216015025139846e-08,0.3464185643108978,0.0016476192278719163,0.168057625752701,0.34168783708250167,0.0002861480737061829,0.0005427283392883616
2.47,-90.85128830384403,6.445237119640188,140.01594712152163,0.002129419434885205,0.9912552331600243,2.8586528800104743e-08,0.999805719426515,7.267842125775905e-06,3.9485812917398945e-08,4.218300550910185e-08,0.34661716360147626,0.0016503574189513416,0.16737157274386355,0.3418876534962709,0.0002862828953848217,0.0005429861609506715
2.48,-90.85008118523686,6.445046916083691,140.01604700205684,0.0021297699159045494,0.9912528776358781,2.8593433410764825e-08,0.999805677386169,7.271298251999946e-06,3.9497728126016725e-08,4.22058443137008e-08,0.3468155568080386,0.0016530796654936582,0.16669398023277754,0.3420872666790464,0.00028641754571543,0.0005432436580437517
2.49,-90.84887541038812,6.44485685568416,140.01614683163854,0.0021301200632052298,0.9912505241078361,2.860033199781534e-08,0.9998056352319713,7.274750046407965e-06,3.950963417542532e-08,4.2228666688834026e-08,0.34701374420862807,0.0016557861113171658,0.16602475642482264,0.34228667687849784,0.0002865520251099581,0.0005435008313439573
2.5,-90.84767097654093,6.444666938271619,140.01624661032278,0.0021304698774086616,0.9912481725719927,2.8607224572024763e-08,0.9998055929990103,7.278197518468092e-06,3.952153065786844e-08,4.225147266119912e-08,0.34721172607617606,0.0016584769030085825,0.16536380761646385,0.3424858843414121,0.00028668633394057417,0.0005437576815621308
2.5100000000000002,-90.84646788094287,6.4444771636762885,140.01634633816548,0.00213081935913532,0.9912458230248113,2.861411114401889e-08,0.9998055507028177,7.281640677950046e-06,3.953341748945428e-08,4.227426225701643e-08,0.3474095026843582,0.0016611521848166244,0.16471104181067459,0.3426848893140294,0.00028682047259072114,0.0005440142094280334
2.52,-90.84526612083873,6.444287531728721,140.01644601522247,0.00213116850900709,0.9912434754628332,2.8620991724425523e-08,0.9998055083544317,7.28507953471204e-06,3.954529466503092e-08,4.229703550255614e-08,0.3476070743066654,0.0016638120994632312,0.1640663681382098,0.34288369204199104,0.0002869544414470518,0.0005442704156770089
2.5300000000000002,-90.84406569346854,6.444098042259862,140.01654564154953,0.0021315173276479234,0.991241129882578,2.8627866323921513e-08,0.9998054659657122,7.288514098624941e-06,3.955716217301095e-08,4.23197924243098e-08,0.347804441216069,0.0016664567884370736,0.16342969664581727,0.3430822927703212,0.0002870882408965365,0.0005445263010452011
2.54,-90.84286659606842,6.443908695101049,140.0166452172022,0.002131865815683593,0.9912387862805453,2.863473495322819e-08,0.9998054235495067,7.2919443795689425e-06,3.9569019994708276e-08,4.234253304897402e-08,0.3480016036849994,0.001669086392013506,0.16280093827832795,0.34328069174342646,0.00028722187132630385,0.0005447818662692904
2.5500000000000003,-90.8416688258714,6.443719490084014,140.01674474223609,0.0021322139737414507,0.9912364446532154,2.8641597623106797e-08,0.9998053811198165,7.295370387430246e-06,3.95808681036748e-08,4.2365257403434244e-08,0.34819856198532434,0.0016717010492745237,0.16218000486074594,0.3434788892050954,0.00028735533312348105,0.0005450371120862305
2.56,-90.84047238000973,6.443530427040491,140.01684421670657,0.0021325618024784095,0.9912341049970146,2.8648454344851947e-08,0.9998053386599421,7.298792132511615e-06,3.959270663783619e-08,4.2387965516491383e-08,0.3483953163912828,0.001674300896402216,0.16156681074927592,0.3436768853985911,0.000287488626697283,0.0005452920392695672
2.57,-90.83927725564999,6.443341505802757,140.01694364066904,0.0021329093025422505,0.9912317673083656,2.865530512960867e-08,0.9998052961662675,7.302209624965263e-06,3.960453566344209e-08,4.2410657416471305e-08,0.3485918671754379,0.0016768860690505583,0.1609612705399896,0.34387468056652454,0.00028762175244854634,0.0005455466485793426
2.58,-90.83808345002647,6.443152726203771,140.01704301417857,0.002133256474562068,0.9912294315837007,2.8662149988203518e-08,0.9998052536589912,7.30562287465296e-06,3.961635511738202e-08,4.243333313063351e-08,0.3487882146076807,0.001679456702935085,0.16036329850019404,0.34407227495082304,0.0002877547107622279,0.0005458009407497617
2.59,-90.83689096032053,6.442964088076681,140.01714233729024,0.0021336033191828104,0.991227097819418,2.8668988931753755e-08,0.9998052111428317,7.309031891652777e-06,3.96281650194817e-08,4.245599268730277e-08,0.3489843589588505,0.0016820129317250835,0.15977281060734033,0.34426966879284476,0.00028788750203466516,0.0005460549165340114
2.6,-90.83569978370691,6.442775591255012,140.01724161005902,0.00213394983705202,0.9912247660119001,2.8675821971433153e-08,0.999805168621957,7.312436686064919e-06,3.963996539215973e-08,4.247863611504922e-08,0.34918030049935045,0.0016845548878596632,0.159189723761543,0.3444668623333353,0.00028802012666315723,0.00054630857668713
2.61,-90.83450991735401,6.442587235572669,140.01734083253967,0.0021342960288197477,0.9912224361575143,2.868264911847016e-08,0.9998051260999758,7.315837268010664e-06,3.965175626070957e-08,4.25012634426816e-08,0.34937603949914264,0.0016870827025582667,0.15861395577679946,0.3446638558124281,0.0002881525850459274,0.0005465619219659437
2.62,-90.83332135837897,6.44239902086385,140.017440004787,0.0021346418951517176,0.9912201082525119,2.8689470384389107e-08,0.9998050835747753,7.319233647840549e-06,3.966353772814255e-08,4.252387470016199e-08,0.34957157622896856,0.001689596505763673,0.15804542563686486,0.3448606494695511,0.00028828487759116915,0.0005468149531433747
2.63,-90.83213410392055,6.442210946963184,140.01753912685558,0.002134987436707973,0.9912177822931936,2.869628578061846e-08,0.9998050410467783,7.322625835797638e-06,3.967530985585824e-08,4.254646991712086e-08,0.34976691095837725,0.001692096426260806,0.15748405306190866,0.34505724354357653,0.00028841700470243626,0.0005470676709853232
2.64,-90.83094815112919,6.4420230137057075,140.01763819879992,0.0021353326541458067,0.9912154582758854,2.8703095318544368e-08,0.9998049985177606,7.326013842064123e-06,3.968707268091044e-08,4.256904912306019e-08,0.34996204395599934,0.0016945825916718676,0.156929758560019,0.3452536382727997,0.000288548966780674,0.0005473200762538779
2.65,-90.82976349713165,6.4418352209268095,140.01773722067435,0.0021356775481301137,0.9912131361968611,2.870989900970022e-08,0.9998049559867836,7.329397676925051e-06,3.9698826275007485e-08,4.259161234807246e-08,0.35015697549050717,0.0016970551284136838,0.15638246362684363,0.3454498338948659,0.0002886807642313352,0.0005475721697185705
2.66,-90.82858013904671,6.4416475684622485,140.01783619253317,0.002136022119328773,0.9912108160523772,2.871669686568181e-08,0.9998049134519442,7.3327773506958246e-06,3.9710570719337105e-08,4.261415962251925e-08,0.3503517058301909,0.001699514161731267,0.155842090646449,0.34564583064680227,0.0002888123974612413,0.0005478239521514061
