t,Py,Py1,Dw,Qw2,Qw1,Rw,Mw,Px,Px1,Dz,Qz4,Qz2,Qz1,Rz,Qz3,Qz5,Mz
2.61,0.044321617148765265,21.595026641958995,0.14053131667189053,3.3606517408922483,0.49881694243586355,49.50118305756413,0.0,23.866357413805126,0.16314389072634558,3.0148892161718153,0.9476772648839668,0.00798352181675325,0.014612088359639801,49.97055000287254,0.0012926160054751168,0.013545292762346733,0.0
2.62,0.04431082198261871,21.59493570722412,0.1405345695718254,3.3607534707932705,0.4987119596349063,49.50128804036509,0.0,23.865222646878546,0.16374371814727762,3.014322839438819,0.9481070411035323,0.00802376488598519,0.014643525586988435,49.97045364542834,0.0013035198130483404,0.013599309171623794,0.0
2.63,0.04430048445549609,21.594844656491457,0.14053781463721463,3.360854859053056,0.49860732630973137,49.50139267369026,0.0,23.864093866708526,0.16434344599086737,3.013762458255128,0.948530982917906,0.008064032947526225,0.014674854444249789,49.97035747412057,0.0013144652469720332,0.013653206188214686,0.0
2.64,0.044290584835744794,21.594753507268713,0.14054105073361933,3.360955907895553,0.49850304137082974,49.50149695862916,0.0,23.86297100072636,0.1649430746427166,3.0132079999640164,0.9489491629537553,0.008104325857476634,0.014706075405044313,49.97026148877526,0.0013254522283289224,0.01370698359137496,0.0
2.65,0.04428110425102244,21.594662275891835,0.14054427639753764,3.3610566198571514,0.498399103745313,49.50160089625468,0.0,23.861853977261354,0.1655426044851416,3.012659392806709,0.9493616529338379,0.008144643473280172,0.014737188939772158,49.970165689213836,0.0013364806781743146,0.013760641168222872,0.0
2.66,0.044272024666041514,21.594570977501366,0.14054748978842316,3.361156997832606,0.498295512378973,49.50170448762102,0.0,23.860742725530137,0.16614203589721643,3.012116565911696,0.9497685236877851,0.008184985653702138,0.01476819551564378,49.97007007525319,0.0013475505175384033,0.013814178713631328,0.0
2.67,0.044263328796362224,21.594479628391277,0.1405506910516782,3.361257042812373,0.4981922661359513,49.50180773386404,0.0,23.859637175624727,0.16674136925482533,3.0115794492828214,0.9501698451641258,0.008225352258799366,0.014799095596713698,49.96997464670575,0.001358661667429416,0.013867596030107102,0.0
2.68,0.044255000020955185,21.594388248177477,0.1405538844919472,3.361356751801582,0.49808936370647333,49.50191063629352,0.0,23.858537258500654,0.1673406049307154,3.0110479737874356,0.9505656864422487,0.008265743149890592,0.014829889643914096,49.96987940337958,0.001369814048836734,0.01392089292767076,0.0
2.69,0.04424702250914522,21.594296852624222,0.14055707121389113,3.3614561248666464,0.49798680391946504,49.50201319608053,0.0,23.857442905969766,0.16793974329451186,3.010522071149182,0.9509561157396661,0.008306158189556757,0.014860578115076463,49.96978434507841,0.0013810075827307795,0.013974069223784524,0.0
2.7,0.04423938112225783,21.594205455289604,0.1405602507378387,3.3615551635881524,0.49788458567401134,49.502115414325985,0.0,23.856354050687884,0.16853878471277478,3.0100016739356725,0.9513412004244557,0.008346597241607962,0.014891161464966402,49.96968947160174,0.0013922421900665481,0.014027124743227284,0.0
2.71,0.04423206135084289,21.59411406815874,0.14056342159545335,3.361653870490431,0.49778270791411866,49.50221729208588,0.0,23.855270626143305,0.16913772954904854,3.0094867155470224,0.9517210070268374,0.008387060171055595,0.014921640145316216,49.96959478274493,0.001403517791786579,0.014080059317978412,0.0
2.72,0.044225049321731734,21.594022704519812,0.14056658434084376,3.361752246158468,0.4976811695006906,49.50231883049931,0.0,23.854192566647612,0.16973657816389506,3.008977130206641,0.9520956012484585,0.008427546844098195,0.014952014604851653,49.969500278299215,0.0014148343088223791,0.014132872787125068,0.0
2.73,0.04421833176073797,21.59393137704044,0.14056973950253937,3.3618502911988344,0.49757996929862885,49.50242003070137,0.0,23.853119807324976,0.1703353309149374,3.0084728529505753,0.9524650479731497,0.008468057128098155,0.014982285289322387,49.96940595805184,0.0014261916620969045,0.014185564996754428,0.0
2.74,0.044211895968028624,21.59384009675307,0.14057288649809027,3.3619480072789165,0.4974791062229953,49.502520893777,0.0,23.852052284102033,0.17093398815690042,3.0079738196173853,0.9528294112771409,0.008508590891561404,0.015012452641531122,49.96931182178611,0.001437589772526718,0.01423813579985149,0.0
2.75,0.044205729792511674,21.59374887434196,0.14057602495141966,3.362045395865544,0.49737857918303857,49.50262142081696,0.0,23.850989933698003,0.17153255024164943,3.0074799668382743,0.9531887544390193,0.008549148004117806,0.01504251710136198,49.96921786928143,0.0014490285610240564,0.014290585056199468,0.0
2.7600000000000002,0.04419982160622686,21.593657720227657,0.14057915475426797,3.362142458166129,0.49727838707960526,49.502721612920396,0.0,23.84993269361376,0.17213101751823365,3.006991232026166,0.9535431399507504,0.008589728336499612,0.015072479105811956,49.96912410031344,0.0014605079484991247,0.014342912632269632,0.0
2.77,0.044194160286723266,21.593566644506318,0.14058227598439607,3.362239195206973,0.49717852880863345,49.50282147119136,0.0,23.848880502124846,0.17272939033291354,3.006507553368734,0.9538926295247118,0.008630331760527502,0.015102339089010966,49.969030514653994,0.001472027855861569,0.014395118401150929,0.0
2.7800000000000002,0.04418873518497409,21.59347565669371,0.14058538860470038,3.362335608121331,0.49707900327397087,49.502920996726026,0.0,23.847833298266387,0.1733276690292197,3.0060288698133286,0.9542372841088993,0.008670958149081788,0.015132097482265376,49.96893711207133,0.001483588204023559,0.014447202242398163,0.0
2.79,0.04418353612861368,21.59338476582431,0.14058849257008563,3.362431698047088,0.4969798093828286,49.503020190617164,0.0,23.84679102183471,0.1739258539479463,3.0055551210685914,0.9545771638852986,0.008711607376105485,0.01516175471405332,49.968843892330014,0.0014951889138994567,0.01449916404204824,0.0
2.8000000000000003,0.044178553366636335,21.59329398046215,0.14059158778096698,3.3625274661712297,0.49688094604780586,49.50311905395219,0.0,23.845753613362,0.1745239454272498,3.0050862475791384,0.9549123282954279,0.008752279316555934,0.015191311210097822,49.96875085519114,0.001506829906411004,0.014551003692365104,0.0
2.81,0.044173777586306126,21.593203308716213,0.14059467411706617,3.362622913697498,0.4967824121854381,49.503217587814554,0.0,23.84472101412379,0.17512194380261942,3.004622190533055,0.9552428360327762,0.008792973846419234,0.015220767393345162,49.96865800041227,0.0015185111024857716,0.014602721091915278,0.0
2.82,0.044169199859311,21.593112758399077,0.14059775154678034,3.3627180417416307,0.4966842067115911,49.5033157932884,0.0,23.843693166112516,0.1757198494069794,3.0041628918354415,0.9555687450694889,0.00883369084266059,0.015250123684041408,49.968565327747605,0.001530232423062488,0.014654316145301613,0.0
2.83,0.04416481161839992,21.593022336981054,0.1406008200552911,3.3628128514005637,0.49658632854414736,49.50341367145584,0.0,23.842670011965755,0.1763176625709427,3.003708294036678,0.9558901127285119,0.008874430183131499,0.0152793805000112,49.96847283694834,0.001541993789087778,0.014705788762575611,0.0
2.84,0.04416060481854958,21.5929320514074,0.14060387962008095,3.3629073437740677,0.49648877660585317,49.50351122339413,0.0,23.84165149534374,0.17691538362146753,3.0032583407099875,0.9562069953038331,0.008915191747071068,0.01530853825520967,49.96838052776091,0.0015537951215284977,0.01475713886236648,0.0
2.85,0.044156571567538216,21.592841908470138,0.14060693021673099,3.363001519962341,0.49639154982092987,49.50360845017905,0.0,23.840637560215594,0.17751301288440707,3.002812975737572,0.9565194487786213,0.008955975414137726,0.015337597362419164,49.968288399930344,0.0015656363413585534,0.014808366365887242,0.0
2.86,0.044152704500358395,21.59275191442636,0.14060997180762325,3.3630953810732995,0.496294647119079,49.50370535288091,0.0,23.839628151632983,0.17811055068174383,3.002372144084411,0.956827528046848,0.008996781065455765,0.01536655823030734,49.96819645319673,0.0015775173695777517,0.014859471203396295,0.0
2.87,0.044148996273571606,21.592662075522007,0.1406130043659612,3.3631889282044356,0.49619806742960487,49.50380193257038,0.0,23.838623214670964,0.17870799733537773,3.001935790738875,0.9571312879789344,0.009037608582182076,0.015395421267459616,49.968104687300006,0.0015894381271848287,0.014910453305360049,0.0
2.88,0.044145440235049786,21.592572397325327,0.14061602787170333,3.3632821624396394,0.4961018096886588,49.503898190311325,0.0,23.837622695924594,0.17930535316179214,3.0015038622097303,0.957430781916012,0.009078457847503895,0.015424186876647709,49.96801310197326,0.0016013985352236323,0.01496131261487808,0.0
2.89,0.0441420296768418,21.592482885459365,0.140619042304361,3.3633750848638053,0.49600587283183495,49.50399412716815,0.0,23.836626541866146,0.17990261847790817,3.0010763048829343,0.9577260633227398,0.009119328744444447,0.015452855461112934,49.967921696950135,0.0016133985147343704,0.015012049074029525,0.0
2.9,0.04413875835463637,21.592393545096144,0.1406220476512027,3.3634676965492316,0.4959102557995673,49.504089744200414,0.0,23.8356347000412,0.18049979359682677,3.000653066218055,0.9580171845839549,0.00916022115745017,0.015481427419969062,49.96783047195948,0.0016254379867945967,0.015062662633772083,0.0
2.91,0.0441356203688966,21.5923043810717,0.1406250439047224,3.3635599985594187,0.4958149575358605,49.50418504246412,0.0,23.83464711878629,0.18109687882883338,3.000234094465828,0.9583041972887383,0.009201134972017676,0.015509903149291033,49.9677394267266,0.0016375168725086882,0.0151131532516117,0.0
2.92,0.044132609872168965,21.5922153981689,0.14062803105528313,3.3636519919589416,0.4957199769857768,49.5042800230142,0.0,23.833663746613478,0.18169387448358884,2.9998193380526033,0.9585871528496023,0.00924207007387094,0.015538283044458593,49.967648560976095,0.0016496350929918516,0.015163520886468572,0.0
2.93,0.044129721403500306,21.5921266007909,0.14063100909534068,3.363743677805612,0.4956253130990489,49.50437468690093,0.0,23.832684532993774,0.18229078086734085,2.999408746363968,0.9588661017143374,0.009283026349999807,0.01556656749714045,49.96755787442832,0.001661792569398105,0.015213765505151642,0.0
2.94,0.04412694969016498,21.592037993156193,0.14063397801846247,3.3638350571536515,0.49553096482788767,49.50446903517209,0.0,23.831709427893653,0.18288759828457413,2.9990022692811453,0.9591410938323004,0.009324003688044811,0.01559475689707647,49.967467366801515,0.0016739892229041525,0.015263887078524338,0.0
2.95,0.04412428973745302,21.59194957921292,0.1406369378205905,3.3639261310496362,0.4954369311297745,49.504563068870205,0.0,23.830738382237037,0.18348432703637038,2.9985998576432085,0.9594121781898391,0.009365001976878841,0.015622851630193954,49.967377037809946,0.0016862249747502517,0.015313885585124502,0.0
2.96,0.04412173665788068,21.591861362803055,0.1406398884979953,3.3640169005390734,0.49534321096293255,49.50465678903705,0.0,23.82977134713626,0.18408096742313923,2.99820146247767,0.959679403583695,0.009406021105632642,0.015650852081722188,49.96728688716702,0.001698499746177089,0.015363761005098514,0.0
2.97,0.04411928577804938,21.591773347558004,0.1406428300480334,3.364107366663957,0.495249803288011,49.504750196711974,0.0,23.828808274212264,0.18467751974347965,2.997807035320807,0.9599428182989082,0.009447060964111029,0.015678758634931185,49.96719691458385,0.0017108134584438487,0.015413513322793924,0.0
2.98,0.04411693272962471,21.591685536809695,0.14064576246979227,3.3641975304606895,0.4951567070695195,49.50484329293047,0.0,23.827849115867245,0.18527398429321032,2.9974165284903913,0.9602024698345885,0.009488121443147233,0.015706571670057845,49.96710711976815,0.0017231660328435854,0.015463142528966772,0.0
2.99,0.04411467344933648,21.59159793359059,0.1406486857640903,3.364287392960083,0.49506392127582816,49.50493607872416,0.0,23.82689382528463,0.18587036136536977,2.9970298950856855,0.960458404903916,0.009529202434602903,0.015734291564305957,49.96701750242423,0.0017355573907032297,0.0155126486207816,0.0
3.0,0.04411250414017826,21.591510540672218,0.1406515999333774,3.3643769551876135,0.49497144487901046,49.50502855512097,0.0,23.825942356374615,0.18646665125041365,2.996647088932983,0.9607106694889753,0.009570303831287463,0.015761918692037354,49.96692806225327,0.0017479874533861846,0.015562031601326359,0.0
3.0100000000000002,0.04411042056051414,21.591423361271374,0.1406545049799124,3.3644662181681233,0.49487927685196575,49.50512072314802,0.0,23.824994662776188,0.18706285423983243,2.9962680635877406,0.9609593098454354,0.009611425525480576,0.01578945342827397,49.966838798958676,0.00176045614234001,0.015611291470724983,0.0
3.02,0.04410841886786279,21.591336398211908,0.1406574009079263,3.3645551829202405,0.4947874161718346,49.50521258382815,0.0,23.824050699041674,0.18765897062185738,2.995892773518982,0.9612043713100604,0.009652567410685878,0.015816896144541112,49.96674971223975,0.0017729633790398251,0.015660428236686185,0.0
3.0300000000000002,0.0441064956544197,21.591249653889445,0.14066028772371342,3.364643850456145,0.4946958618201427,49.50530413817984,0.0,23.823110420686575,0.18825500068128015,2.995521174159157,0.9614458982505079,0.009693729381704824,0.015844247208692472,49.96666080179139,0.0017855090849859326,0.015709441914947577,0.0
3.04,0.044104647746112585,21.591163130471,0.14066316543511598,3.364732221782898,0.49460461278198736,49.505395387217995,0.0,23.822173783907513,0.18885094470047506,2.9951532216220804,0.9616839343493153,0.009734911334219012,0.01587150698590003,49.96657206730564,0.0017980931817172894,0.015758332526763483,0.0
3.0500000000000003,0.04410287220260142,21.59107682989497,0.14066603405152434,3.364820297902439,0.49451366804603775,49.505486331953946,0.0,23.821240745582195,0.1894468029593992,2.9947888727029337,0.9619185226039012,0.00977611316479022,0.015898675838654064,49.96648350847165,0.001810715590811513,0.015807100098904944,0.0
3.06,0.044101166302893714,21.590990753885418,0.14066889358383625,3.3649080798117,0.49442302660446485,49.50557697339552,0.0,23.82031126324757,0.19004257573566835,2.9944280848563927,0.9621497053485779,0.009817334770831788,0.015925754126841045,49.96639512497583,0.0018233762338854805,0.01585574466346706,0.0
3.0700000000000003,0.044099526716277114,21.59090490477477,0.1406717440421138,3.3649955685089616,0.4943326874489255,49.505667312551054,0.0,23.819385293839428,0.1906382633089338,2.994070814936121,0.9623775255232843,0.009858576048961565,0.015952742212233157,49.966306916508394,0.0018360750326302407,0.015904266246765563,0.0
3.08,0.0440979502509859,21.59081928476091,0.14067458543769923,3.365082764988113,0.49424264957418884,49.505757350425796,0.0,23.81846279483055,0.19123386595692984,2.9937170203330377,0.9626020255278916,0.00989983689648924,0.015979640454434164,49.966218882757445,0.0018488119087794873,0.015952664879363455,0.0
3.09,0.044096434204199425,21.590733895559847,0.14067741778420412,3.365169670235965,0.49415291197983213,49.505847088020154,0.0,23.817543724762814,0.1918293839536264,2.9933666595074504,0.9628232466865961,0.009941117212111689,0.016006449208984107,49.966131023406184,0.001861586784094828,0.01600094060075844,0.0
3.1,0.04409497601727949,21.590648738747834,0.140680241096535,3.3652562852348957,0.49406347366857056,49.50593652633141,0.0,23.816628042723064,0.1924248175710488,2.9930196914648817,0.963041229775514,0.009982416895228049,0.01603316882922624,49.96604333813565,0.0018743995803802986,0.016049093454765642,0.0
3.11,0.044093573275770334,21.59056381576139,0.14068305539089346,3.3653426109628506,0.49397433364625715,49.50602566635373,0.0,23.815715708343102,0.1930201670792778,2.992676075756068,0.963256015022681,0.0100237358459397,0.016059799666307044,49.965955826624715,0.0018872502194823603,0.016097123489517563,0.0
3.12,0.044092223709250006,21.590479127897414,0.14068586068477307,3.365428648393345,0.4938854909218828,49.5061145090781,0.0,23.814806681799496,0.19361543274645054,2.9923357724767676,0.9634676421082494,0.010065073965049966,0.0160863420691768,49.965868488550086,0.0019001386232899375,0.0161450307574622,0.0
3.13,0.044090924962339836,21.590394676537677,0.14068865699242727,3.3655143984999913,0.49379694450758194,49.5062030554924,0.0,23.81390092351345,0.1942106148398563,2.991998741967819,0.9636761504669463,0.010106431153570874,0.01611279638548412,49.96578132358836,0.0019130647137867204,0.016192815312388916,0.0
3.14,0.044089674708458246,21.5903104630373,0.14069144432712086,3.3655998622542502,0.49370869341862983,49.50629130658135,0.0,23.812998394299882,0.19480571362539228,2.9916649449641413,0.9638815791378238,0.010147807312968181,0.016139162961131583,49.96569433141495,0.0019260284130251841,0.016240477210905876,0.0
3.15,0.04408847088371883,21.590226488495485,0.14069422270575913,3.365685040620805,0.4936207366734365,49.506379263326544,0.0,23.81209905567402,0.19540072936644387,2.9913343429010997,0.9640839664553179,0.010189202345665156,0.016165442139362024,49.9656075117021,0.0019390296430731588,0.016288016515477875,0.0
3.16,0.044087311538885524,21.590142753900633,0.1406969921459579,3.3657699345604923,0.4935330732935506,49.50646692670643,0.0,23.81120286965734,0.1959956623245933,2.991006897720592,0.9642833502447917,0.010230616154723723,0.016191634261336872,49.96552086412013,0.0019520683260476504,0.016335433292503546,0.0
3.17,0.04408619483937258,21.59005926013034,0.1406997526660435,3.365854545030298,0.49344570230365953,49.506554297696326,0.0,23.81030979877757,0.19659051275961967,2.9906825718710497,0.9644797678225353,0.010272048643844438,0.016217739666136124,49.96543438833745,0.0019651443841148353,0.016382727612315365,0.0
3.18,0.04408511906524457,21.589976007951407,0.14070250428505265,3.365938872983359,0.4933586227315892,49.506641377268394,0.0,23.8094198060687,0.19718528092949894,2.9903613283074355,0.9646732559957656,0.010313499717366512,0.01624375869075838,49.96534808402059,0.001978257739490065,0.01642989954917967,0.0
3.19,0.0440840824556436,21.589892998170445,0.14070524701773068,3.3660229193739215,0.49327183360834875,49.50672816639163,0.0,23.80853285485241,0.1977799670911369,2.9900431302727695,0.9648638512828643,0.010354969279976705,0.01626969167077589,49.96526195083564,0.0019914083144733337,0.016476949179136034,0.0
3.2,0.04408308318244505,21.589810231659385,0.1407079808736843,3.366106685158179,0.49318533396813785,49.50681466603184,0.0,23.807648908701083,0.19837457150049342,2.98972794126113,0.9650515899506732,0.01039645723666006,0.016295538940445487,49.96517598844849,0.0020045960314552884,0.01652387657963145,0.0
3.21,0.04408211966684203,21.589727709048983,0.14071070586756063,3.366190171284184,0.4930991228482563,49.50690087715173,0.0,23.806767931882536,0.19896909441109062,2.9894157254622487,0.9652365075663173,0.010437963493292218,0.01632130083137555,49.965090196521885,0.0020178208128450426,0.01657068183391699,0.0
3.22,0.04408119041965895,21.58964543088341,0.14071342201391276,3.3662733786969383,0.4930131992891498,49.506986800710834,0.0,23.80588988913569,0.19956353607476543,2.9891064475372526,0.9654186392232672,0.010479487956340666,0.016346977673198388,49.965004574716886,0.0020310825811065887,0.016617365028830117,0.0
3.23,0.04408029403965457,21.58956339762191,0.14071612932714542,3.3663563083384456,0.49292756233441004,49.50707243766557,0.0,23.80501474566819,0.20015789674167742,2.9888000726162853,0.9655980195437411,0.01052103053286154,0.016372569793577384,49.96491912269292,0.002044381258759182,0.016663926254771103,0.0
3.24,0.04407942921352197,21.589481609638778,0.14071882782151474,3.3664389611477112,0.49284221103077525,49.50715778896921,0.0,23.804142467156403,0.200752176660309,2.9884965662985032,0.965774682678705,0.010562591130499639,0.01639807751820701,49.96483384010774,0.0020577167683773446,0.01671036560570304,0.0
3.25,0.04407859458142727,21.589400067359016,0.1407215175125835,3.366521338059568,0.4927571444278499,49.50724285557213,0.0,23.80327301952963,0.20134637607816908,2.988195894436331,0.9659486625253253,0.010604169657223512,0.01642350117146495,49.96474872661891,0.0020710890326234854,0.016756683177027526,0.0
3.2600000000000002,0.044077788618206104,21.589318771378167,0.14072419841850659,3.3666034400036375,0.49267236157785743,49.507327638422126,0.0,23.802406368779412,0.20194049524241506,2.9878980229448326,0.9661199929190988,0.010645766021091423,0.01644884107698834,49.96466378188505,0.002084497974276732,0.01680287906370775,0.0
3.27,0.04407701010144956,21.58923772199014,0.14072687055496583,3.3666852679084207,0.49258786153661493,49.507412138463366,0.0,23.801542481710783,0.20253453439740252,2.987602918552777,0.966288706876859,0.0106873801311735,0.016474097555403484,49.96457900556084,0.0020979435161193505,0.016848953367663587,0.0
3.2800000000000002,0.0440762578915788,21.589156919409056,0.14072953393754972,3.3667668226993768,0.49250364336307495,49.507496356636906,0.0,23.800681325589316,0.20312849378583658,2.987310548449756,0.9664548369524414,0.01072901189711848,0.01649927092539252,49.96449439729935,0.0021114255809901116,0.016894906194297087,0.0
3.29,0.04407553092094273,21.58907636378024,0.14073218858187156,3.3668481052988266,0.492419706119303,49.50758029388068,0.0,23.799822868123616,0.20372237364882878,2.9870208802686946,0.9666184152543155,0.010770661229132217,0.016524361503746303,49.96440995675217,0.0021249440917869324,0.016940737652320233,0.0
3.3000000000000003,0.044074828193818055,21.58899605518024,0.1407348345035693,3.3669291166259545,0.49233604887047766,49.5076639511295,0.0,23.79896707746532,0.20431617422589732,2.9867338820858476,0.9667794734455841,0.010812328037977692,0.016549369605364392,49.96432568356944,0.0021384989714668813,0.016986447853754943,0.0
3.31,0.044074148786409195,21.588915993616798,0.14073747171830564,3.3670098575968055,0.4922526706848902,49.50774732931509,0.0,23.798113922209094,0.20490989575496676,2.986449522420802,0.9669380427439843,0.010854012234975003,0.01657429554325507,49.96424157739979,0.0021520901430461714,0.017032036913933065,0.0
3.3200000000000003,0.04407349184684836,21.588836179028874,0.140740100241768,3.3670903291242884,0.49216957063394506,49.50783042936604,0.0,23.797263371392646,0.20550353847236835,2.986167770236476,0.9670941539218865,0.010895713732001383,0.01659913962853532,49.964157637890395,0.002165717529600167,0.017077504951496385,0.0
3.33,0.044072856595195505,21.58875661128664,0.14074272008966857,3.3671705321181733,0.49208674779215944,49.50791325220782,0.0,23.796415394496716,0.2060971026128397,2.9858885949391185,0.9672478373062949,0.010937432441491174,0.01662390217043084,49.96407386468694,0.002179381054263378,0.017122852088396617,0.0
3.34,0.04407224201801896,21.588677290506215,0.14074533128822622,3.3672504674757784,0.4920042012359965,49.507995798763986,0.0,23.79556996086314,0.20669058841138183,2.985611965796472,0.9673991233652118,0.010979168275763734,0.016648583478045702,49.96399025743748,0.00219308064031681,0.017168078444185667,0.0
3.35,0.04407164691220948,21.588598217004495,0.14074793387266282,3.367330136083306,0.49192193004403234,49.50807806995595,0.0,23.79472703977836,0.20728399610299278,2.985337852021237,0.9675480426235201,0.01102092114711984,0.016673183860108486,49.96390681579191,0.0022068162111754342,0.017213184136834737,0.0
3.36,0.04407107045273234,21.588519390714122,0.14075052786771808,3.3674095388331566,0.4918399332991262,49.50816006670086,0.0,23.793886601555144,0.2078773259192157,2.9850662238526717,0.9676946245729761,0.01106269096909111,0.016697703621682606,49.96382353939477,0.002220587690225812,0.017258169293348287,0.0
3.37,0.04407051186358474,21.58844081152253,0.14075311329894213,3.3674886766138963,0.49175821008716264,49.50824178991282,0.0,23.793048616905686,0.2084705780901397,2.984797051929748,0.9678388983039262,0.011104477655715901,0.01672214306607285,49.96374042788942,0.0022343950009202046,0.017303034043612685,0.0
3.38,0.04406997041550895,21.58836247927432,0.14075569019277417,3.367567550310184,0.4916767594970429,49.50832324050294,0.0,23.792213056937225,0.20906375284441325,2.9845303072867937,0.9679808925096984,0.011146281121534275,0.01674650249483863,49.96365748091806,0.002248238066777221,0.017347778520353442,0.0
3.39,0.04406944542599232,21.588284393771247,0.1407582585765424,3.3676461608027735,0.4915955806206851,49.508404419379296,0.0,23.791379893152047,0.20965685040924467,2.984265961353495,0.9681206354866018,0.011188101281588,0.016770782207793985,49.96357469812172,0.0022621168113818218,0.017392402859135233,0.0
3.4,0.04406893625926731,21.58820655477223,0.1407608184784639,3.3677245089685135,0.4915146725530237,49.50848532744696,0.0,23.790549097447506,0.21024987101040174,2.9840039859548946,0.968258155133926,0.011229938051420547,0.01679498250300758,49.96349207914027,0.0022760311583853166,0.017436907198361863,0.0
3.41,0.04406844232631146,21.588128961993355,0.14076336992764488,3.3678025956803457,0.4914340343920103,49.50856596560797,0.0,23.789720642115988,0.21084281487221193,2.983744353311392,0.9683934789539423,0.011271791347077094,0.016819103676802706,49.96340962361244,0.002289981031505367,0.017481291679276305,0.0
3.42,0.04406796308406671,21.58805161510868,0.14076591295412907,3.3678804218072647,0.491353665238607,49.50864633476137,0.0,23.788894499842748,0.21143568221756914,2.983487036036549,0.9685266340541149,0.011313661085102109,0.01684314602376405,49.9633273311758,0.002303966354526297,0.017525556445939294,0.0
3.43,0.04406749779736606,21.587974514001402,0.14076844760373025,3.367957988201242,0.49127356419502877,49.50872643580495,0.0,23.78807064303643,0.21202847327003824,2.9832320064676616,0.9686576478216219,0.01135554718180293,0.016867109838802394,49.96324520147112,0.002317987051395493,0.017569701638711674,0.0
3.44,0.044067045730673125,21.587897658561584,0.14077097392608634,3.3680352957077555,0.4911937303661591,49.50880626963382,0.0,23.787249044368238,0.2126211882521599,2.9829792372049018,0.9687865473801099,0.011397449553842856,0.016890995415491755,49.96316323413889,0.0023320430461457628,0.017613727399503593,0.0
3.45,0.044066606330209666,21.587821048494007,0.14077349196331282,3.368112345175793,0.4911141628608955,49.50888583713909,0.0,23.78642967728409,0.2132138273838412,2.9827287016234383,0.968913359073681,0.01143936811880453,0.01691480304448987,49.963081428815954,0.0023461342628216027,0.01765763387676057,0.0
3.46,0.04406617907437524,21.587744683476,0.14077600175932173,3.368189137449635,0.4910348607910444,49.50896513920894,0.0,23.785612515583995,0.2138063908836776,2.9824803734528342,0.9690381088906908,0.011481302794727234,0.016938533014835427,49.96299978513829,0.002360260625539755,0.017701421221368464,0.0
3.47,0.04406576347374718,21.587668563157404,0.14077850335982164,3.3682656733688576,0.49095582327132153,49.50904417672866,0.0,23.78479753342205,0.2143988789689529,2.982234226777049,0.9691608224637488,0.011523253500106898,0.016962185613948084,49.96291830274094,0.002374422058489213,0.01774508958665349,0.0
3.48,0.04406535907108065,21.587592687160598,0.14078099681231776,3.3683419537683315,0.49087704941935173,49.50912295058063,0.0,23.783984705306434,0.21499129185563925,2.9819902360344392,0.9692815250697185,0.011565220153896091,0.01698576112762845,49.962836981258086,0.002388618485931216,0.017788639128382185,0.0
3.49,0.04406496544130857,21.587517055080482,0.14078348216611172,3.3684179794782203,0.4907985383556688,49.50920146164432,0.0,23.783174006099422,0.2155836297583973,2.9817483760177557,0.9694002416297174,0.011607202675504037,0.017009259840058112,49.96275582032301,0.0024028498321992525,0.017832070004761454,0.0
3.5,0.044064582191541676,21.587441666484487,0.14078595947230185,3.3684937513239834,0.49072028920371563,49.509279710796264,0.0,23.782365411017373,0.21617589289057587,2.981508621874146,0.9695169967091164,0.011649200984796592,0.017032682033799595,49.96267481956809,0.002417116021699058,0.017875382376438532,0.0
3.5100000000000002,0.04406420895534559,21.587366520917385,0.14078842878288436,3.3685692701272787,0.4906423010898383,49.509357698910144,0.0,23.78155889560865,0.21676808146428017,2.9812709490830627,0.9696318145397949,0.011691215002073674,0.017056027989865417,49.96259397862496,0.0024314169789117312,0.017918576406287526,0.0
3.52,0.044063845211921956,21.58729161805354,0.14079089012236284,3.368644536734548,0.4905645731430904,49.50943542685689,0.0,23.7807544350557,0.21736019569251416,2.9810353327583146,0.9697447197232705,0.011733244647355373,0.017079297989898608,49.96251329712897,0.0024457526284921206,0.01796165225266446,0.0
3.5300000000000002,0.04406349050240475,21.58721695751478,0.1407933435217092,3.3687195519828252,0.4904871044954668,49.509512895504514,0.0,23.779952005009907,0.21795223578661777,2.9808017484829565,0.9698557363896121,0.0117752898412359,0.017102492313564345,49.96243277471383,0.002460122895151134,0.018004610077475624,0.0
3.54,0.04406314446150195,21.58714253884378,0.1407957890233318,3.3687943166947316,0.4904098942819378,49.50959010571805,0.0,23.779151581713705,0.21854420195589153,2.9805701724314257,0.969964888074397,0.011817350505008494,0.017125611238168362,49.96235241101086,0.0024745277036385183,0.018047450047357846,0.0
3.5500000000000003,0.04406280674652767,21.587068361563787,0.14079822666993286,3.3688688316896958,0.4903329416403725,49.50966705835961,0.0,23.778353141726686,0.21913609440843798,2.980340581095608,0.970072197994677,0.011859426560385258,0.017148655039512798,49.9622722056507,0.0024889669787814778,0.018090172331031277,0.0
3.56,0.04406247703740204,21.586994425178656,0.14080065650450804,3.3689430977839545,0.49025624571153864,49.50974375428844,0.0,23.77755666192558,0.2197279133511613,2.98011295128484,0.9701776890489785,0.011901517929497148,0.017171623991896166,49.96219215826335,0.002503440645484672,0.01813277709929935,0.0
3.5700000000000003,0.044062155036651326,21.586920729172807,0.14080307857034688,3.3690171157905517,0.4901798056391028,49.50982019436088,0.0,23.77676211950426,0.22031965898976755,2.9798872601259077,0.9702813838173019,0.011943624534893975,0.017194518368113376,49.96211226847814,0.002517948628730218,0.0181752645250488,0.0
