t,c,ce,A,O,R,I_1,S,I_2
1.78,0.0006260581349648725,2.011834751238138,0.005990833413090078,0.7266524067125635,0.002884610271982175,0.0358873533249012,0.0026746032201673607,0.03591019305729645
1.79,0.0006295435464290862,2.0227775921871447,0.005990098433384955,0.7272485572892092,0.0028866903166605232,0.03558742142651432,0.002676870041921129,0.035610362492310546
1.8,0.0006330298322570304,2.0337204246526164,0.005989567692880929,0.727839515082727,0.0028887567507666924,0.0352900001893638,0.0026791171382582334,0.035313043146004024
1.81,0.0006365169918539366,2.0446632486159806,0.005989239128279189,0.7284253242207266,0.0028908096926701277,0.034995068431697536,0.002681344677252025,0.03501821384937526
1.82,0.0006400050253423846,2.055606064054779,0.005989110959649908,0.729006027850579,0.002892849254088788,0.034702605325208816,0.0026835528228144213,0.034725853787659786
1.83,0.0006434939328470809,2.0665488709465247,0.005989181423149591,0.729581668761294,0.002894875545815624,0.03441259021385767,0.0026857417374955717,0.03443594231838815
1.84,0.0006469837144950324,2.0774916692687038,0.005989448770886969,0.7301522893870555,0.0028968886777265305,0.03412500261216144,0.0026879115824972387,0.03414845896967304
1.85,0.0006504743704157207,2.088434458998773,0.005989911270788892,0.7307179318107556,0.0028988887587883035,0.03383982220348539,0.002690062517686179,0.03386338343849634
1.86,0.0006539659007412767,2.099377240114159,0.005990567206466223,0.7312786377675309,0.002900875897066595,0.03355702883833327,0.0026921947016075283,0.03358069558899622
1.87,0.000657458305606654,2.1103200125922563,0.005991414877079736,0.7318344486482967,0.002902850199733864,0.033276602532637915,0.0026943082914981788,0.03330037545075428
1.8800000000000001,0.0006609515851498044,2.121262776410429,0.005992452597206006,0.7323854055032828,0.0029048117730773354,0.03299852346605183,0.0026964034433001652,0.033022403217082594
1.8900000000000001,0.0006644457395118512,2.1322055315460076,0.005993678696703306,0.7329315490455678,0.0029067607225069523,0.03272277198023777,0.0026984803116740443,0.03274675924331082
1.9000000000000001,0.0006679407683910228,2.1431482779786974,0.005995091588408371,0.7334729188242808,0.0029086971530252518,0.03244932895897265,0.0027005390467676727,0.032473424428546054
1.9100000000000001,0.0006714366721920534,2.154091015684375,0.005996689593314114,0.7340095553665362,0.0029106211680457123,0.03217817484313551,0.0027025798025855793,0.032202379226383644
1.92,0.0006749334510328405,2.1650337446404473,0.0059984710914550675,0.7345414983323026,0.002912532870429134,0.03190929047907228,0.0027046027297785162,0.03193360449696311
1.93,0.0006784311050277199,2.175976464824327,0.0060004344787404846,0.7350687870447123,0.002914432362198546,0.031642656874659066,0.0027066079777152605,0.03166708126197507
1.94,0.0006819296342909514,2.18691917621341,0.006002578166316933,0.7355914604997573,0.0029163197445437328,0.03137825519475964,0.00270859569452007,0.03140279070010307
1.95,0.0006854290389367155,2.197861878785077,0.006004900580461187,0.7361095573694941,0.0029181951178293723,0.031116066759668035,0.002710566027084776,0.031140714145463214
1.96,0.0006889293190791096,2.208804572516694,0.006007400162473121,0.7366231160052485,0.002920058581603175,0.030856073043551098,0.00271251912108087,0.03088083308604393
1.97,0.0006924304748321451,2.2197472573856105,0.006010075368568612,0.7371321744408197,0.002921910234604023,0.03059825567289107,0.002714455120971599,0.030623129162145737
1.98,0.0006959325063097437,2.2306899333691605,0.006012924669772424,0.7376367703956851,0.002923750174770106,0.030342596424928155,0.00271637417002405,0.03036758416482095
1.99,0.0006994354136257343,2.2416326004446643,0.006015946551811111,0.7381369412782048,0.0029255784992470633,0.03008907722610307,0.002718276410321246,0.03011418003431343
2.0,0.0007029391966678085,2.252575258590646,0.00601913939436841,0.7386327236945348,0.0029273953031500257,0.029837680458749287,0.002720161981146258,0.02986289916805205
2.0100000000000002,0.0007064438556481839,2.263517907783862,0.006022501764867505,0.7391241546559927,0.002929200682607409,0.029588388208597504,0.002722031022960265,0.029613723664975403
2.02,0.00070994939068186,2.2744605480015765,0.0060260321932821825,0.739611270660029,0.0029309947324441276,0.029341182838340925,0.0027238836743772184,0.0293666359015274
2.0300000000000002,0.0007134558018588218,2.2854031792211753,0.006029729210565854,0.7400941078513259,0.002932777546587785,0.029096046887611342,0.0027257200726959695,0.029121618431213914
2.04,0.0007169630892665885,2.2963458014200384,0.006033591360581178,0.7405727020743212,0.0029345492182011397,0.028852963040665872,0.002727540354074791,0.028878653952156583
2.05,0.0007204712529901094,2.3072884145755466,0.006037617199938519,0.7410470888761892,0.0029363098396896826,0.02861191412496852,0.0027293446535427337,0.02863772530567213
2.06,0.000723980293111658,2.3182310186650787,0.006041805297834398,0.7415173035098225,0.0029380595027092117,0.028372883109771915,0.002731133105010983,0.02839881547485185
2.07,0.0007274902097107262,2.329173613666011,0.006046154235889953,0.7419833809368132,0.0029397982981734113,0.02813585310469899,0.0027329058412842127,0.02816190758314105
2.08,0.0007310010028639198,2.340116199555721,0.006050662607989392,0.742445355830435,0.002941526316261424,0.02790080735832461,0.0027346629940719434,0.027926984892918408
2.09,0.0007345126726448522,2.3510587763115853,0.006055329020118454,0.7429032625786243,0.002943243646425431,0.027667729256757277,0.0027364046939998945,0.027694030804075488
2.1,0.0007380252194957288,2.3620013439089758,0.006060152088523731,0.7433571348632154,0.0029449503760133958,0.02743660253603003,0.002738131069094097,0.027463029067124164
2.11,0.0007415386433864348,2.372943902325797,0.006065130443349518,0.7438070066214884,0.002946646593409295,0.02720741079701939,0.0027398422482470667,0.02723396329648729
2.12,0.0007450529443404028,2.3838864515396496,0.00607026272610016,0.7442529114495126,0.0029483323860810436,0.02698013780658545,0.0027415383590679754,0.027006817272653704
2.13,0.000748568122462045,2.3948289915276804,0.0060755475893541,0.7446948825737335,0.0029500078404854657,0.026754767511994768,0.002743219527780851,0.026781574956652184
2.14,0.0007520841778566824,2.4057715222670164,0.006080983696963589,0.7451329529451193,0.002951673042373807,0.026531283993502793,0.00274488587956451,0.02655822044247693
2.15,0.0007556011106306319,2.416714043734761,0.006086569723892264,0.7455671552419223,0.002953328076798593,0.026309671463046354,0.0027465375385631193,0.02633673795577823
2.16,0.0007591189208912939,2.4276565559079986,0.006092304356052741,0.7459975218724418,0.0029549730281204873,0.02608991426293608,0.002748174627896761,0.026117111852552964
2.17,0.0007626376087472391,2.4385990587637885,0.006098186290144195,0.7464240849777853,0.0029566079800151506,0.0258719968645489,0.002749797269671998,0.025899326617835262
2.18,0.0007661571743082959,2.44954155227917,0.006104214233489953,0.7468468764346309,0.0029582330154800975,0.02565590386702043,0.0027514055849924375,0.025683366864387012
2.19,0.0007696776176856377,2.4604840364311564,0.006110386903875071,0.747265927857989,0.0029598482168415588,0.025441619995937494,0.002752999693969296,0.025469217331388506
2.2,0.0007731989391321912,2.4714265111959786,0.00611670311600421,0.747681270196866,0.0029614536649488978,0.025229130263249536,0.0027545797140706746,0.02525686304486144
2.21,0.0007767211387567121,2.4823689765506316,0.006123161604784571,0.7480929345667989,0.0029630494408374322,0.02501841963735487,0.002756145763518262,0.025046288986706737
2.22,0.0007802442166411021,2.493311432472242,0.006129761097528614,0.7485009519125143,0.0029646356250565557,0.024809473176480194,0.002757697959910008,0.02483748022851112
2.23,0.0007837681729218995,2.5042538789376207,0.006136500364043032,0.7489053527745195,0.0029662122972052753,0.024602276120901774,0.0027592364192669198,0.024630422024064312
2.24,0.0007872930077393661,2.5151963159235473,0.006143378184982972,0.7493061674398299,0.002967779536234361,0.02439681383304047,0.0027607612566474438,0.024425099749265603
2.25,0.0007908187212376583,2.5261387434067597,0.006150393351741985,0.749703425944485,0.002969337420452713,0.024193071796251762,0.002762272586157025,0.024221498900912252
2.2600000000000002,0.0007943453135650001,2.5370811613639606,0.006157544666341986,0.750097158076064,0.0029708860275337295,0.023991035613615583,0.00276377052095767,0.024019605095487808
2.27,0.000797872784873854,2.5480235697718125,0.006164830941323207,0.7504873933762015,0.002972425434521675,0.02379069100672632,0.0027652551732775025,0.023819404067950536
2.2800000000000002,0.000801401135321094,2.5589659686069384,0.006172250999634156,0.7508741611431039,0.0029739557178380463,0.023592023814482672,0.0027667266544203284,0.02362088167052169
2.29,0.000804930365068177,2.56990835784592,0.006179803674521568,0.7512574904340644,0.0029754769532879402,0.02339501999187764,0.002768185074775191,0.02342402387147398
2.3000000000000003,0.0008084604736018831,2.5808507374689666,0.006187487854867325,0.7516374096864187,0.002976989214964053,0.023199665777879765,0.0027696305422879523,0.023228816923583077
2.31,0.000811991460960222,2.5917931074532947,0.006195302403089461,0.7520139474084179,0.0029784925772417823,0.023005947389172488,0.002771063165245459,0.02303524705683377
2.32,0.000815523327632171,2.602735467773669,0.006203246161750212,0.7523871321253424,0.002979987114622644,0.022813851043939532,0.0027724830520577588,0.02284330050228828
2.33,0.0008190560737137831,2.613677818406961,0.006211318009905014,0.752756991908001,0.002981472900371158,0.02262336317071815,0.0027738903093570094,0.022652963701648418
2.34,0.0008225896992987064,2.624620159330037,0.0062195168368822384,0.7531235545944619,0.0029829500071545463,0.02243447031004259,0.002775285042890646,0.022464223208568918
2.35,0.000826124204478047,2.6355624905197628,0.006227841542193904,0.7534868477923937,0.002984418507048601,0.02224715911331116,0.0027766673575302363,0.022277065687523193
2.36,0.0008296595893402305,2.646504811953001,0.006236291035446363,0.753846898881408,0.002985878471543547,0.022061416341653366,0.0027780373572803387,0.022091477912669195
2.37,0.0008331958539708642,2.657447123606615,0.0062448642362510015,0.7542037350154005,0.002987329971549906,0.021877228864796948,0.0027793951452873625,0.021907446766715143
2.38,0.0008367329984525982,2.668389425457466,0.006253560074134944,0.7545573831248926,0.0029887730774043626,0.021694583659935058,0.0027807408238484234,0.021724959239785395
2.39,0.0008402710228649893,2.6793317174824174,0.00626237748845174,0.7549078699193738,0.0029902078588756255,0.021513467810593285,0.0027820744944202043,0.021544002428286167
2.4,0.0008438099272843604,2.6902739996583325,0.006271315428292071,0.7552552218896424,0.0029916343851702954,0.021333868505496806,0.00278339625762781,0.021364563533771412
2.41,0.0008473497117453172,2.70121627196229,0.006280372844445611,0.7555994651542473,0.002993052724513875,0.021155773119728733,0.0027847062127043763,0.021186629944360956
2.42,0.0008508903761909564,2.7121585343718535,0.006289548679019535,0.7559406252599677,0.0029944629436065365,0.020979169320148417,0.002786004456762854,0.02101018934049568
2.43,0.0008544319207799821,2.7231007868633843,0.006298841929038162,0.7562787284332897,0.002995865111033045,0.02080404440491076,0.0027872910893659278,0.020835229032363154
2.44,0.0008579743455618,2.7340430294138267,0.0063082515790345494,0.7566138002624146,0.002997259293670539,0.020630385999262757,0.0027885662077138432,0.02066173665790449
2.45,0.0008615176505807151,2.74498526200014,0.00631777662258798,0.7569458661237684,0.002998645557850304,0.020458181830516536,0.002789829908202057,0.0204896999570756
2.46,0.000865061835875744,2.755927484599292,0.006327416062224861,0.7572749511841507,0.0030000239693631172,0.020287419727017943,0.002791082286429395,0.02031910677081476
2.47,0.000868606901480432,2.7668696971882674,0.006337168909319631,0.7576010804028853,0.0030013945934645853,0.020118087617114963,0.0027923234372062085,0.02014994504001012
2.48,0.0008721528474226657,2.777811899744063,0.006347034183995652,0.7579242785339685,0.003002757494880488,0.019950173528126315,0.00279355345456253,0.019982202804467247
2.49,0.0008756996737244896,2.788754092243692,0.006357010915026124,0.7582445701282198,0.0030041127378121163,0.01978366558530987,0.002794772431756231,0.01981586820187663
2.5,0.0008792473804019188,2.7996962746641842,0.0063670981397349795,0.7585619795354306,0.0030054603859416135,0.019618552010831233,0.0027959804612811777,0.019650929466781236
2.5100000000000002,0.0008827959674647559,2.8106384469825865,0.006377294903897789,0.7588765309065141,0.0030068005024373175,0.019454821122732193,0.002797177634875389,0.019487374929544
2.52,0.0008863454349164033,2.821580609175964,0.00638760026164266,0.7591882481956551,0.003008133149959101,0.01929246133389928,0.0027983640435291896,0.019325193015315406
2.5300000000000002,0.0008898957846284317,2.832522761211272,0.006398013298110824,0.7594971544319616,0.0030094583895266683,0.019131461506355505,0.0027995397747952577,0.019164372599250898
2.54,0.0008934470157250423,2.8434649030702936,0.006408533073326695,0.7598032735199876,0.003010776283324122,0.01897181007547748,0.00280070491943912,0.019004902128445734
2.5500000000000003,0.0008969991281086876,2.8544070347305923,0.006419158664902404,0.7601066288680517,0.0030120868925668925,0.018813495717212695,0.002801859566373027,0.018846770290894037
2.56,0.0009005521219108059,2.865349156168476,0.0064298891612728365,0.7604072436043352,0.003013390277840095,0.01865650724298068,0.0028030038034543314,0.018689965910117564
2.57,0.0009041059972695873,2.8762912673602017,0.00644072365890082,0.7607051406655538,0.003014686499238546,0.018500833556556188,0.0028041377178132207,0.018534477901938167
2.58,0.0009076607543303382,2.887233368281971,0.006451661262184708,0.7610003427988923,0.003015975616371769,0.018346463653141982,0.0028052613958600777,0.018380295273549868
2.59,0.0009112163932458453,2.8981754589099284,0.0064627010833659595,0.7612928725639404,0.0030172576883690026,0.0181933866184416,0.002806374923292847,0.01822740712259092
2.6,0.0009147729141767417,2.909117539220162,0.006473842242436716,0.7615827523346275,0.003018532773884208,0.01804159162773208,0.0028074783851044015,0.018075802636215825
2.61,0.00091833031729187,2.920059609188696,0.006485083867047386,0.7618700043011581,0.0030198009311010743,0.01789106794493677,0.002808571865589904,0.01792547109016742
2.62,0.0009218886027686492,2.931001668791496,0.006496425092414222,0.7621546504719473,0.0030210622177380274,0.01774180492169803,0.0028096554483541753,0.017776401847848903
2.63,0.0009254477707934371,2.941943718004459,0.0065078650612269,0.7624367126755556,0.0030223166910532365,0.01759379199645004,0.002810729216319057,0.01762858435939592
2.64,0.0009290078215523527,2.952885756803447,0.006519402943263432,0.7627162122151103,0.0030235644065862836,0.01744701885846308,0.002811793250405781,0.017482008326171812
2.65,0.0009325687552460895,2.9638277851642356,0.006531037905460836,0.7629931703963775,0.0030248054200758636,0.0173014751971493,0.0028128476315483794,0.017336663449388848
2.66,0.0009361305720961621,2.9747698030625025,0.00654276909968058,0.7632676087438077,0.003026039788243165,0.017157150599492684,0.0028138924415174117,0.017192539327259167
2.67,0.0009396932723269546,2.9857118104738722,0.006554595700434029,0.7635395483356014,0.0030272675663725623,0.01701403486569809,0.0028149277603846928,0.01704962577150989
2.68,0.0009432568561734881,2.9966538073738964,0.006566516889506781,0.7638090100751449,0.003028488809296354,0.01687211788032676,0.0028159536675582083,0.016907912678167648
2.69,0.0009468213238817787,3.0075957937380506,0.0065785318558766615,0.7640760146927617,0.003029703571399105,0.01673138961145635,0.0028169702417887785,0.016767390026718135
2.7,0.0009503866757091998,3.0185377695417324,0.00659063979563173,0.7643405827474637,0.003030911906621982,0.016591840109840876,0.0028179775611767224,0.016628047879265577
2.71,0.0009539529119248388,3.029479734760259,0.006602839911888273,0.7646027346287038,0.003032113868467097,0.016453459508070704,0.0028189757031785224,0.01648987637969228
2.72,0.0009575200328098594,3.0404216893688676,0.006615131414708808,0.7648624905581259,0.0030333095100018425,0.01631623801973251,0.0028199647446134892,0.016352865752818097
2.73,0.0009610880386578597,3.0513636333427088,0.006627513521020076,0.7651198705913176,0.003034498883863232,0.0161801659385693,0.0028209447616704265,0.01621700630355998
2.74,0.0009646569297752328,3.06230556665685,0.006639985454531046,0.7653748946195613,0.003035682042262241,0.01604523363764031,0.0028219158299142943,0.016082288416091436
2.75,0.0009682267058009009,3.0732474892899484,0.0066525464520483775,0.7656275822871059,0.0030368590369088235,0.01591143160768397,0.002822878023964305,0.015948702592289272
2.7600000000000002,0.0009717973632070451,3.0841894012377593,0.006665195786889447,0.7658779526826627,0.003038029918724944,0.015778750600252474,0.0028238314162939023,0.01581623959517723
2.77,0.0009753689050139763,3.095131302460631,0.006677932677489763,0.7661260255469287,0.0030391947389810524,0.015647181067331647,0.0028247760819270647,0.01568488988734249
2.7800000000000002,0.0009789413312529512,3.1060731929350514,0.0066907563769681684,0.7663718200905316,0.003040353548188909,0.015516713709848024,0.002825712093840761,0.01555464418062326
2.79,0.0009825146419388453,3.1170150726375785,0.006703666145106856,0.7666153553647069,0.003041506396452323,0.01538733930562836,0.002826639524406486,0.015425493263699772
2.8000000000000003,0.0009860888370692683,3.1279569415448485,0.00671666124828108,0.7668566502628951,0.0030426533334713445,0.015259048708631285,0.0028275584453963253,0.015297428001325622
2.81,0.0009896639166236787,3.138898799633577,0.006729740959388855,0.7670957235223381,0.0030437944085464574,0.015131832848179037,0.0028284689279890174,0.015170439333559188
2.82,0.0009932398805624976,3.149840646880568,0.006742904557780658,0.7673325937256772,0.003044929670582777,0.015005682728189123,0.002829371042776018,0.015044518274994985
2.83,0.0009968167288262246,3.1607824832627154,0.006756151329189132,0.7675672793025488,0.003046059168094241,0.014880589426406026,0.002830264859767563,0.014919655913995048
2.84,0.0010003944613345504,3.171724308757008,0.006769480565658787,0.7677997985311821,0.0030471829492078055,0.014756544093632923,0.0028311504483987315,0.014795843411920343
2.85,0.0010039730779854738,3.1826661233405376,0.006782891565475706,0.7680301695399965,0.0030483010616676374,0.014633537952963335,0.0028320278775355095,0.0146730720023621
2.86,0.001007552578654414,3.193607926990498,0.006796383633097244,0.7682584103091972,0.00304941355283931,0.014511562299012869,0.0028328972154808537,0.014551332990373247
2.87,0.0010111329629791882,3.2045497196854558,0.006809956086127828,0.7684845382615999,0.0030505204660691955,0.014390608701468239,0.002833758528372541,0.014430617956363023
2.88,0.0010147142308591097,3.2154915014024086,0.006823608238796974,0.7687085712233281,0.0030516218491987795,0.01427066852726548,0.0028346118839441934,0.014310918277467225
2.89,0.001018296382123024,3.226433272118742,0.006837339412782957,0.7689305267903135,0.0030527177489336277,0.014151733255716543,0.0028354573490448833,0.014192225443209281
2.9,0.001021879416527655,3.2373750318122325,0.006851148937167746,0.7691504223284213,0.0030538082108345277,0.014033794478472887,0.002836294989639437,0.014074531055464806
2.91,0.0010254633338009481,3.2483167804608013,0.006865036146911484,0.7693682750598849,0.0030548932800744427,0.013916843856559464,0.0028371248711466426,0.013957826785423802
2.92,0.0010290481336411115,3.2592585180425098,0.006879000382784472,0.7695841020647687,0.003055973001441522,0.013800873119672803,0.0028379470584447906,0.013842104372888554
2.93,0.001032633815715665,3.270200244535573,0.006893040991299164,0.7697979202824319,0.0030570474193421116,0.013685874065479003,0.0028387616158772155,0.013727355625571418
2.94,0.0010362203796604821,3.2811419599183576,0.006907157324642152,0.7700097465129925,0.003058116577803765,0.013571838558911824,0.002839568607257836,0.013613572418392705
2.95,0.0010398078250788373,3.292083664169394,0.006921348740606167,0.7702195974187905,0.0030591805204782537,0.013458758531470674,0.0028403680958766966,0.01350074669277848
2.96,0.0010433961515404493,3.3030253572673747,0.006935614602522055,0.7704274895258515,0.003060239290644578,0.013346625980518704,0.00284116014450551,0.013388870455958438
2.97,0.0010469853585805273,3.3139670391911653,0.006949954279190781,0.7706334392253503,0.003061292931211977,0.013235432968580796,0.0028419448154031975,0.01327793578026371
2.98,0.001050575452032342,3.324908709885582,0.006964367167357837,0.770837462485679,0.0030623414881497625,0.013125171754758046,0.0028427221693014654,0.013167934934754742
2.99,0.001054166436418847,3.3358503693025066,0.006978852664568722,0.7710395752015134,0.0030633850063742497,0.013015834635336053,0.0028434922666354624,0.013058860225572812
3.0,0.0010577583051746763,3.3467920174537205,0.006993410134302267,0.7712397936420171,0.0030644235244617945,0.012907413739135332,0.002844255169123833,0.012950703790960477
3.0100000000000002,0.0010613510585187613,3.357733654314332,0.007008038969518617,0.7714381336356124,0.0030654570843224884,0.012799901399649235,0.0028450109368958667,0.01284345797400213
3.02,0.0010649446966993579,3.3686752798592727,0.007022738568552179,0.7716346108800544,0.0030664857275488375,0.012693290013454284,0.0028457596295847183,0.012737115180806344
3.0300000000000002,0.0010685392199955306,3.379616894063294,0.007037508335052294,0.7718292409437822,0.003067509495420092,0.01258757203955903,0.002846501306332555,0.012631667879854591
3.04,0.0010721346287186331,3.390558496900956,0.007052347677923896,0.7720220392672715,0.0030685284289065744,0.012482739998752958,0.0028472360257957067,0.012527108601350046
3.0500000000000003,0.0010757309232137925,3.4015000883466207,0.007067256011268183,0.7722130211643871,0.003069542568674011,0.012378786472955346,0.0028479638461498145,0.012423429936566317
3.06,0.0010793281038613896,3.4124416683744436,0.0070822327543232765,0.7724022018237342,0.0030705519550878572,0.012275704104564179,0.002848684825094979,0.012320624537196243
3.0700000000000003,0.0010829261710785432,3.4233832369583683,0.007097277331404896,0.7725895963100117,0.0030715566282176325,0.012173485595804992,0.0028493990198609083,0.012218685114700619
3.08,0.0010865251253205912,3.434324794072112,0.007112389171847013,0.7727752195653635,0.0030725566278412444,0.0120721237080798,0.0028501064872120683,0.012117604439657
3.09,0.001090124967082574,3.4452663396891663,0.00712756770994253,0.7729590864107315,0.003073551993449322,0.011971611261315943,0.0028508072834528284,0.012017375341108433
3.1,0.0010937256969007158,3.4562078737827817,0.007142812384883934,0.7731412115472073,0.0030745427642495412,0.011871941133314981,0.002851501464432614,0.011917990705912235
3.11,0.0010973273167216235,3.467149396318255,0.0071581227008721045,0.7733216090496566,0.0030755289678545414,0.01177310648926731,0.002852189083562757,0.011819443708787201
3.12,0.001100929827360093,3.4780909072672577,0.007173498115156336,0.7735002933123436,0.0030765106413325138,0.01167510035303903,0.002852870195519475,0.011721727382609614
3.13,0.0011045332288000718,3.4890324066061362,0.007188938051149743,0.7736772789391073,0.0030774878287336267,0.011577915656919206,0.002853544855813652,0.01162483466827701
3.14,0.0011081375218906613,3.49997389430636,0.007204441972914593,0.7738525801156709,0.0030784605670740035,0.011481545526130038,0.0028542131183326097,0.011528758699878258
3.15,0.0011117427075404876,3.510915370339055,0.007220009349596883,0.7740262109106114,0.0030794288930180306,0.011385983142351681,0.0028548750365185787,0.011433492667903892
3.16,0.0011153487867195722,3.5218568346750008,0.007235639655384004,0.7741981852765675,0.0030803928428794923,0.011291221743136105,0.002855530663373285,0.01133902981865999
3.17,0.0011189557604611993,3.532798287284614,0.0072513323694623965,0.7743685170514496,0.003081352452622704,0.011197254621321002,0.0028561800514625368,0.01124536345368213
3.18,0.0011225636298637853,3.5437397281379437,0.007267086975975208,0.7745372199596477,0.0030823077578636445,0.011104075124443644,0.0028568232529208116,0.011152486929149262
3.19,0.0011261723960927469,3.5546811572046564,0.007282902963979947,0.7747043076132409,0.003083258793871092,0.011011676654154803,0.002857460319455844,0.01106039365529767
3.2,0.0011297820603823696,3.5656225744540295,0.0072987798274061514,0.7748697935132056,0.0030842055955677544,0.010920052665632592,0.0028580913023532133,0.01096907709583484
3.21,0.001133392624037677,3.5765639798549382,0.007314717065013032,0.775033691050625,0.0030851481975314047,0.010829196666996395,0.0028587162524809284,0.010878530767353421
3.22,0.0011370040884362991,3.5875053733758495,0.007330714180347144,0.7751960135078971,0.003086086633996014,0.010739102218720707,0.002859335220294017,0.0107887482387451
3.23,0.0011406164550303406,3.5984467549848063,0.0073467706817000305,0.7753567740599444,0.003087020938852886,0.010649762933049062,0.0028599482558391127,0.01069972313061455
3.24,0.001144229700033023,3.6093881247862427,0.007362886025480245,0.7755159851990735,0.003087951181773798,0.010561172772569046,0.0028605554066684197,0.010611449414435108
3.25,0.0011478438315408576,3.620329482712253,0.007379059743848682,0.7756736600366347,0.0030888773867078227,0.010473325374610466,0.002861156722561498,0.010523920735636877
3.2600000000000002,0.0011514588571231443,3.631270828697766,0.007395291372226761,0.7758298115663033,0.003089799578131304,0.010386214433690418,0.0028617522528531208,0.010437130796795232
3.27,0.001155074776594888,3.6422121627195985,0.007411580433095626,0.7759844525007065,0.0030907177913638982,0.010299833786354913,0.0028623420458408705,0.010351073442638263
3.2800000000000002,0.0011586915896957984,3.6531534847549563,0.007427926453114052,0.7761375954474178,0.0030916320616152988,0.01021417731986871,0.002862926149423731,0.010265742568560575
3.29,0.0011623092960865626,3.664094794781452,0.007444328963063586,0.7762892529100371,0.003092542423994353,0.01012923897169534,0.0028635046111062114,0.01018113212010346
3.3000000000000003,0.0011659278953451212,3.6750360927771295,0.0074607874977937125,0.7764394372892737,0.0030934489135181764,0.010045012728977067,0.002864077478002471,0.010097236092435024
3.31,0.0011695473869629417,3.6859773787204766,0.007477301596166996,0.7765881608840263,0.0030943515651212696,0.009961492628014918,0.0028646447968404464,0.010014048529830368
3.3200000000000003,0.0011731677703412941,3.696918652590454,0.007493870801004246,0.7767354358924651,0.0030952504136646324,0.00987867275374863,0.0028652066139659743,0.009931563525151706
3.33,0.0011767890447875245,3.7078599143665065,0.007510494659029661,0.7768812744131137,0.0030961454939448796,0.00979654723923668,0.0028657629753469187,0.009849775219328552
3.34,0.0011804112095113305,3.7188011640285907,0.007527172720815986,0.7770256884459298,0.0030970368407033586,0.00971511026513626,0.0028663139265772933,0.009768677800837835
3.35,0.0011840342636210354,3.7297424015571905,0.00754390454072967,0.7771686898933869,0.003097924488635262,0.009634356059183261,0.002866859512881391,0.009688265505184078
3.36,0.0011876582061198626,3.7406836269333383,0.007560689676876011,0.7773102905615563,0.0030988084723987458,0.009554278895672291,0.0028673997791179035,0.009608532614379543
3.37,0.0011912830258934133,3.751624840194038,0.007577527600038838,0.7774505017975699,0.003099688672774867,0.009474873400579363,0.0028679347676473193,0.009529473761390692
3.38,0.0011949087269430183,3.7625660412925863,0.007594417923095028,0.7775893354075606,0.003100565204605795,0.009396133780366965,0.0028684645237237938,0.00945108316064895
3.39,0.0011985353084638317,3.773507230208853,0.007611360219852615,0.7777268029341198,0.0031014381106336773,0.009318054429713687,0.002868989091247034,0.00937335521443442
3.4,0.0012021627683644963,3.784448406929789,0.007628354057032557,0.777862915785383,0.0031023074156692177,0.00924062982339896,0.0028695085135186163,0.00929628440499888
3.41,0.0012057911043783947,3.7953895714432826,0.007645399004351867,0.7779976852766185,0.0031031731437395123,0.009163854481734575,0.002870022833484144,0.009219865260072815
3.42,0.001209420314058121,3.806330723738186,0.007662494634452363,0.7781311226312424,0.0031040353180694603,0.009087722970099738,0.0028705320937369846,0.009144092352400515
3.43,0.0012130503947699524,3.8172718638043444,0.007679640522829446,0.7782632389818357,0.0031048939610631727,0.009012229898476085,0.0028710363365220134,0.00906896029927512
3.44,0.0012166813436883218,3.8282129916326286,0.007696836247760854,0.7783940453711595,0.003105749094285378,0.00893736992098274,0.002871535603739352,0.008994463762073723
3.45,0.0012203131577902897,3.8391541072149633,0.0077140813902354345,0.7785235527531714,0.0031066007384428357,0.008863137735411331,0.0028720299369481084,0.00892059744579242
3.46,0.001223945833850016,3.850095210544357,0.0077313755338819,0.7786517719940413,0.003107448913365742,0.008789528082761039,0.0028725193773701187,0.008847356098581394
3.47,0.0012275793684332333,3.8610363016149343,0.007748718264897604,0.7787787138731675,0.0031082936379891388,0.00871653574677362,0.002873003965893687,0.00877473451127998
3.48,0.0012312137578917167,3.8719773804219617,0.007766109171977292,0.7789043890841924,0.0031091349303343243,0.008644155553468457,0.002873483743077324,0.008702727516951753
3.49,0.0012348490016969849,3.8829184469438247,0.007783547855847294,0.77902880820009,0.0031099728186233674,0.008572382378297484,0.002873958749083724,0.00863132999805935
3.5,0.001238485214549817,3.8938595005357115,0.007801034251697644,0.77915198046788,0.0031108077150563546,0.008501211401519809,0.002874429021341096,0.008560537142506245
3.5100000000000002,0.0012421223105127345,3.9048005416378904,0.00781856772052135,0.7792739172081625,0.0031116393626968875,0.008430637386959294,0.002874894601146174,0.008490343720514935
3.52,0.001245760291438874,3.9157415702158267,0.007836147878736108,0.7793946287127218,0.003112467797104778,0.008360655339728993,0.002875355527641731,0.008420744744067647
3.5300000000000002,0.0012493991594791517,3.9266825862333654,0.007853774346452371,0.7795141251868632,0.0031132930546314288,0.008291260306125566,0.0028758118396481794,0.008351735266280214
3.54,0.0012530389170961787,3.9376235896526532,0.007871446747458039,0.7796324167502195,0.0031141151724660763,0.008222447373208697,0.002876263575666907,0.008283310380981665
3.5500000000000003,0.0012566795670781801,3.9485645804340654,0.007889164709203166,0.7797495134375577,0.0031149341886820324,0.008154211668380495,0.0028767107738836097,0.008215465222293761
