t,M,T
6.61,3.498729707504978,38.785110551774515
6.62,3.4987296994973116,38.785110345146734
6.63,3.4987296915699733,38.78511013888809
6.640000000000001,3.498729683746704,38.78510993299097
6.65,3.498729676069926,38.78510972744236
6.66,3.4987296685659666,38.7851095222339
6.67,3.4987296612089884,38.78510931737268
6.68,3.4987296539458272,38.78510911287386
6.69,3.4987296467508355,38.78510890874447
6.7,3.498729639625392,38.78510870498335
6.71,3.4987296325804893,38.78510850158646
6.72,3.498729625615237,38.78510829855331
6.73,3.4987295728105567,38.78510809588341
6.74,3.487807412175111,38.78509213556848
6.75,3.477008787170852,38.78504493735802
6.76,3.4663323005410596,38.78496691387185
6.7700000000000005,3.4557765708535304,38.78485847294373
6.78,3.445340232273956,38.78472001768978
6.79,3.4350219344086024,38.784551946555744
6.8,3.4248203421621133,38.78435465336
6.8100000000000005,3.414734135524167,38.784128527357794
6.82,3.4047620094245103,38.78387395328508
6.83,3.3949026735474774,38.783591311414376
6.84,3.385154852176038,38.7832809776019
6.8500000000000005,3.375517284017637,38.7829433233401
6.86,3.365988722049945,38.78257871580428
6.87,3.3565679333713487,38.78218751789781
6.88,3.3472536991376063,38.78177008827185
6.890000000000001,3.3380448142142267,38.7813267814292
6.9,3.3289400870690664,38.780857947757106
6.91,3.3199383396286013,38.78036393357073
6.92,3.3110384071196393,38.77984508116101
6.93,3.30223913791299,38.77930172884186
6.94,3.2935393933690906,38.77873421099689
6.95,3.2849380476856,38.77814285812545
6.96,3.2764339877469433,38.777527996888175
6.97,3.268026112975826,38.77688995015188
6.98,3.2597133352839025,38.776229037004974
6.99,3.251494579499685,38.77554557263049
7.0,3.243368782260536,38.77483986863719
7.01,3.2353348921306355,38.77411223302496
7.0200000000000005,3.227391869573407,38.77336297019382
7.03,3.219538686821631,38.77259238098329
7.04,3.211774327749782,38.77180076271112
7.05,3.2040977877486068,38.77098840921146
7.0600000000000005,3.1965080736019296,38.7701556108722
7.07,3.1890042033657,38.769302654671826
7.08,3.181585206249261,38.768429824215474
7.09,3.174250122415843,38.76753739979437
7.1000000000000005,3.1669980022521584,38.76662565859833
7.11,3.1598279072328883,38.765694874468224
7.12,3.152738909590367,38.76474531799303
7.13,3.1457300920735665,38.76377725658117
7.140000000000001,3.138800547835679,38.76279095449467
7.15,3.1319493803236456,38.761786672882806
7.16,3.1251757031696337,38.760764669815146
7.17,3.1184786400844677,38.75972520031397
7.18,3.1118573247530072,38.75866851638619
7.19,3.105310900731473,38.75759486705462
7.2,3.0988385212411664,38.75650449841946
7.21,3.0924393480739285,38.75539765397831
7.22,3.0861125529804636,38.75427457422335
7.23,3.079857317312212,38.753135496747035
7.24,3.0736728316873236,38.75198065634062
7.25,3.067558295888499,38.75081028502527
7.26,3.061512918762336,38.749624612082705
7.2700000000000005,3.0555359181201736,38.748423864085375
7.28,3.049626520640443,38.7472082649262
7.29,3.0437839617725153,38.74597803584787
7.3,3.038007485642054,38.74473339547165
7.3100000000000005,3.032296344924904,38.74347455983532
7.32,3.0266498003546003,38.74220174253652
7.33,3.021067121194481,38.74091515459835
7.34,3.0155475850815736,38.739615004515805
7.3500000000000005,3.0100904778307433,38.73830149831373
7.36,3.0046950933446186,38.736974839574216
7.37,2.9993607335248367,38.73563522946363
7.38,2.994086708184615,38.734282866759294
7.390000000000001,2.9888723349626485,38.73291794787565
7.4,2.983716939238328,38.73154066689017
7.41,2.978619854048281,38.730151215568746
7.42,2.973580419980638,38.72874978339767
7.43,2.9685979847161916,38.72733655771872
7.44,2.963671903446241,38.72591172360811
7.45,2.958801538769098,38.7244754639077
7.46,2.9539862604981266,38.72302795928217
7.47,2.9492254455820652,38.72156938824321
7.48,2.944518478026494,38.72009992717353
7.49,2.9398647488164644,38.718619750350356
7.5,2.935263655840283,38.71712902996876
7.51,2.930714603814449,38.71562793616446
7.5200000000000005,2.9262170042097555,38.7141166370364
7.53,2.9217702752058985,38.7125952986609
7.54,2.9173738411312655,38.711064085257014
7.55,2.9130271330827764,38.70952315900527
7.5600000000000005,2.9087295886206492,38.70797268013811
7.57,2.904480651672598,38.70641280696882
7.58,2.9002797724630778,38.70484369591311
7.59,2.8961264074436452,38.70326550151031
7.6000000000000005,2.892020019224428,38.70167837644427
7.61,2.8879600765066815,38.70008247156394
7.62,2.8839460540164246,38.69847793590357
7.63,2.8799774324391465,38.69686491670265
7.640000000000001,2.8760536983459413,38.695243559428356
7.65,2.872174343836891,38.693614007881585
7.66,2.868338866828234,38.69197640411262
7.67,2.8645467710319688,38.69033088842775
7.68,2.8607975657785194,38.688677599442265
7.69,2.8570907659545006,38.68701667409943
7.7,2.853425891941278,38.68534824768925
7.71,2.849802469554308,38.683672453866876
7.72,2.8462200299832476,38.681989424670974
7.73,2.842678109732808,38.68029929054164
7.74,2.839176250564338,38.678602180338295
7.75,2.8357139994381235,38.67689822135723
7.76,2.8322909084563803,38.67518753934897
7.7700000000000005,2.8289065348069258,38.67347025853549
7.78,2.8255604406719392,38.671746501637784
7.79,2.822252192876689,38.67001638998132
7.8,2.8189813633071354,38.66828004337134
7.8100000000000005,2.8157475287555394,38.666537580139384
7.82,2.812550270796527,38.664789117180625
7.83,2.809389175731304,38.6630347699709
7.84,2.806263834532248,38.66127465258352
7.8500000000000005,2.803173842787847,38.65950887770607
7.86,2.800118800647971,38.657737556657004
7.87,2.7970983127694455,38.65596079940224
7.88,2.794111988261914,38.654178714571586
7.890000000000001,2.791159440633962,38.65239140947514
7.9,2.788240287739481,38.65059899011958
7.91,2.785354151724251,38.64880156122439
7.92,2.7825006590990915,38.646999226201004
7.930000000000001,2.779679441059756,38.645192087059854
7.94,2.77689013262505,38.643380244663085
7.95,2.7741323728889062,38.6415637986514
7.96,2.7714058050237034,38.639742847443635
7.97,2.7687100762328534,38.637917488251205
7.98,2.766044837703759,38.63608781709239
7.99,2.763409744561122,38.63425392880654
8.0,2.7608044558205864,38.6324159170682
8.01,2.758228634342711,38.6305738744011
8.02,2.7556819467872464,38.628727892192046
8.03,2.753164063567709,38.62687806070472
8.040000000000001,2.7506746588062367,38.62502446909342
8.05,2.748213410288714,38.62316720541669
8.06,2.7457799995793244,38.62130635660436
8.07,2.7433741120907227,38.61944200843754
8.08,2.7409954365369553,38.617574245708994
8.09,2.7386436651419577,38.615703152162716
8.1,2.7363184936094256,38.61382881050323
8.11,2.7340196210829384,38.61195130240769
8.120000000000001,2.7317467501064647,38.61007070853796
8.13,2.7294995865852405,38.60818710855248
8.14,2.727277839747015,38.60630058111804
8.15,2.7250812221036522,38.604411203921536
8.16,2.7229094494130845,38.60251905368145
8.17,2.720762240641603,38.60062420615939
8.18,2.718639317926482,38.59872673617143
8.19,2.716540406538926,38.596826717599384
8.2,2.7144652349414424,38.59492422337439
8.21,2.712413534707986,38.59301932550074
8.22,2.7103850403673064,38.591112095102126
8.23,2.708379489449679,38.589202602408385
8.24,2.7063966224526976,38.58729091676587
8.25,2.7044361828073833,38.58537710664781
8.26,2.7024979168446355,38.58346123966446
8.27,2.700581573762028,38.58154338257323
8.28,2.698686905590929,38.57962360128871
8.290000000000001,2.6968136671639513,38.577701960892526
8.3,2.694961616082724,38.575778525643166
8.31,2.693130512685967,38.57385335898569
8.32,2.691320120017884,38.57192652356132
8.33,2.6895302037986624,38.569998081216454
8.34,2.687760532478314,38.56806809298673
8.35,2.686010877113237,38.56613661913407
8.36,2.684281011312238,38.56420371916294
8.370000000000001,2.6825707112448267,38.56226945181804
8.38,2.6808797556122186,38.560333875093114
8.39,2.6792079256186545,38.55839704623969
8.4,2.677555004943034,38.55645902177569
8.41,2.67592077971085,38.55451985749395
8.42,2.6743050384664255,38.55257960847068
8.43,2.672707572145447,38.5506383290738
8.44,2.6711281740477864,38.5486960729712
8.45,2.669566639810611,38.5467528931389
8.46,2.6680227673817725,38.54480884186916
8.47,2.666496356994803,38.54286397077809
8.48,2.664987211157035,38.54091833080947
8.49,2.6634951346025297,38.53897197224871
8.5,2.662019934269971,38.537024944729644
8.51,2.6605614192811706,38.53507729724108
8.52,2.659119400916187,38.53312907813439
8.53,2.6576936925886954,38.531180335130955
8.540000000000001,2.656284109821615,38.529231115329615
8.55,2.6548904702229716,38.52728146521395
8.56,2.6535125934620094,38.52533143065956
8.57,2.6521503012455323,38.52338105694124
8.58,2.6508034172944814,38.521430388740086
8.59,2.649471767320732,38.51947947015054
8.6,2.6481551790041196,38.51752834468737
8.61,2.6468534819815437,38.51557705528901
8.620000000000001,2.6455665078688573,38.51362564431099
8.63,2.644294090149712,38.51167415355952
8.64,2.6430360641841366,38.509722624288855
8.65,2.641792267193967,38.50777109720584
8.66,2.6405625382416615,38.50581961247626
8.67,2.6393467182093366,38.50386820973122
8.68,2.6381446497780208,38.50191692807348
8.69,2.636956177407122,38.499965806083594
8.700000000000001,2.6357811473141064,38.49801488182616
8.71,2.634619407454379,38.49606419285587
8.72,2.6334708075013693,38.49411377622357
8.73,2.6323351988268144,38.49216366848221
8.74,2.631212434481235,38.490213905692805
8.75,2.6301023691964556,38.488264523423645
8.76,2.6290048593874387,38.4863155567498
8.77,2.627919763050782,38.484367040283786
8.78,2.6268469397864225,38.48241900816901
8.790000000000001,2.625786250781598,38.48047149408465
8.8,2.624737558792677,38.478524531251125
8.81,2.6237007281271687,38.47657815243561
8.82,2.6226756246259044,38.474632389957364
8.83,2.6216621156453987,38.47268727569312
8.84,2.620660070040372,38.47074284108234
8.85,2.6196693581464445,38.468799117132484
8.86,2.6186898517629844,38.466856134424184
8.870000000000001,2.617721424136123,38.4649139231164
8.88,2.616763949941915,38.46297251295149
8.89,2.615817305269657,38.4610319332603
8.9,2.6148813676053466,38.45909221296713
8.91,2.6139560158152895,38.4571533805947
8.92,2.61304113013236,38.455215464268335
8.93,2.612136592265464,38.45327849168282
8.94,2.6112422852374455,38.451342490151454
8.950000000000001,2.6103580933346633,38.44940748662126
8.96,2.6094839021518776,38.44747350765948
8.97,2.608619598577298,38.445540579458026
8.98,2.607765070777778,38.443608727838
8.99,2.6069202081841594,38.441677978254084
9.0,2.606084901476756,38.43974835579896
9.01,2.6052590425709825,38.43781988520766
9.02,2.604442524603116,38.435892590861826
9.03,2.6036352419161943,38.43396649679399
9.040000000000001,2.6028370900460454,38.432041626691834
9.05,2.6020479657074453,38.43011800390231
9.06,2.601267766780402,38.4281956514358
9.07,2.6004963922965603,38.42627459197026
9.08,2.5997337424257294,38.42435484785524
9.09,2.5989797184625227,38.42243644111594
9.1,2.5982342228382533,38.42051939344955
9.11,2.5974971591845675,38.41860372620587
9.120000000000001,2.5967684321460394,38.41668946044429
9.13,2.5960479474336586,38.414776616917486
9.14,2.595335611824447,38.41286521607149
9.15,2.5946313331492536,38.41095527804941
9.16,2.593935020280666,38.40904682269502
9.17,2.593246583121044,38.40713986955642
9.18,2.5925659325906643,38.40523443788958
9.19,2.5918929806159805,38.4033305466619
9.200000000000001,2.591227640117993,38.40142821455568
9.21,2.5905698250007236,38.39952745997164
9.22,2.589919450139803,38.39762830103232
9.23,2.58927643137115,38.39573075558551
9.24,2.5886406854797617,38.39383484120765
9.25,2.588012130188595,38.39194057520711
9.26,2.5873906841475485,38.39004797462759
9.27,2.586776266922531,38.38815705625135
9.28,2.586168799053231,38.386267836581595
9.290000000000001,2.5855682019982327,38.38438033185911
9.3,2.5849743980469713,38.38249455808915
9.31,2.5843873103674895,38.38061053102678
9.32,2.583806862996383,38.378728266179934
9.33,2.583232980828849,38.376847778812355
9.34,2.582665589608829,38.37496908394662
9.35,2.5821046159192482,38.37309219636704
9.36,2.5815499871723486,38.37121713062258
9.370000000000001,2.581001631600113,38.36934390102974
9.38,2.5804594782447814,38.36747252167537
9.39,2.5799234569494476,38.36560300641955
9.4,2.579393498348752,38.36373536889835
9.41,2.5788695338596486,38.361869622526626
9.42,2.5783514956722593,38.36000578050075
9.43,2.5778393167408047,38.358143855801345
9.44,2.577332930774613,38.356283861195976
9.450000000000001,2.5768322722388346,38.354425809238904
9.46,2.5763372764186627,38.35256971225135
9.47,2.5758478792844053,38.350715582362774
9.48,2.575364017513335,38.348863431504085
9.49,2.5748856284987287,38.34701327140489
9.5,2.5744126503416873,38.34516511359587
9.51,2.5739450218430333,38.343318969411285
9.52,2.5734826824952934,38.34147484999132
9.53,2.573025572474756,38.33963276628451
9.540000000000001,2.5725736326336057,38.33779272905006
9.55,2.572126804492135,38.335954748860196
9.56,2.5716850302310283,38.3341188361025
9.57,2.5712482526837173,38.33228500098213
9.58,2.570816415328808,38.3304532535242
9.59,2.5703894622825763,38.3286236035759
9.6,2.569967338291531,38.32679606080882
9.61,2.569549988725039,38.32497063472111
9.620000000000001,2.569137359568021,38.3231473346397
9.63,2.5687293974413983,38.321326169713906
9.64,2.5683260496021583,38.31950714891543
9.65,2.5679272638627273,38.31769028106299
9.66,2.5675329886245972,38.31587557481201
9.67,2.5671431728725764,38.31406303865627
9.68,2.5667577661681023,38.31225268092995
9.69,2.5663767186426196,38.310444509809564
9.700000000000001,2.5659999809910246,38.30863853331596
9.71,2.5656275044651693,38.30683475931622
9.72,2.565259240867426,38.30503319552563
9.73,2.564895142544318,38.303233849509546
9.74,2.5645351623801984,38.301436728685275
9.75,2.564179253790996,38.29964184032398
9.76,2.5638273707180117,38.297849191552494
9.77,2.56347946762177,38.29605878935517
9.78,2.563135499475924,38.294270640575704
9.790000000000001,2.562795421761213,38.29248475191892
9.8,2.562459190461855,38.29070112995186
9.81,2.562126762111911,38.28891978108947
9.82,2.5617980937181684,38.287140711618235
9.83,2.5614731427544832,38.28536392769786
9.84,2.561151867175541,38.28358943535696
9.85,2.5608342254113565,38.28181724049476
9.86,2.5605201763618335,38.280047348882675
9.870000000000001,2.560209679391373,38.27827976616592
9.88,2.5599026943235357,38.27651449786511
9.89,2.559599181435758,38.274751549377804
9.9,2.559299101454114,38.27299092598009
9.91,2.5590024155481323,38.271232632828124
9.92,2.558709085325655,38.26947667495965
9.93,2.558419072827748,38.26772305729549
9.94,2.5581323405236565,38.26597178464111
9.950000000000001,2.5578488513058035,38.264222861688026
9.96,2.5575685684848337,38.262476293015325
9.97,2.5572914557847013,38.26073208309113
9.98,2.557017477350597,38.25899023627006
9.99,2.5567465977667907,38.25725075678776
