t,Py,Zn,Py1,Dw,Qw2,Qw1,Rw,Mw,Px,Px1,Dz,Qz4,Qz2,Tp,Tp1,Qz1,Rz,Qz3,Qz5,Mz
2.96,2.1743148844e-314,2.174314916e-314,2.1743149476e-314,2.1743149792e-314,2.174315232e-314,2.174315264e-314,2.1743152955e-314,2.174315327e-314,2.1743153587e-314,2.1743153903e-314,2.174315422e-314,2.1743154536e-314,2.174315485e-314,2.174315517e-314,2.1743155484e-314,2.17431558e-314,2.1743156117e-314,2.1743156433e-314,2.174315675e-314,2.1743157065e-314
2.97,2.174315738e-314,2.17431577e-314,2.1743158014e-314,2.174315833e-314,2.1743158646e-314,2.174315896e-314,2.174315928e-314,2.1743160227e-314,2.1743160543e-314,2.174316086e-314,2.1743161176e-314,2.174316149e-314,2.174316181e-314,2.1743162124e-314,2.174316244e-314,2.1743162757e-314,2.1743163073e-314,2.174316339e-314,2.174316845e-314,2.1743168765e-314
2.98,2.174316908e-314,2.1743169397e-314,2.1743169713e-314,2.174317003e-314,2.1743170346e-314,2.174317066e-314,2.174319975e-314,2.1743199436e-314,2.174319912e-314,2.1743198804e-314,2.174319849e-314,2.174319817e-314,2.1743197855e-314,2.174319754e-314,2.1743197223e-314,2.1743196907e-314,2.174319659e-314,2.174319406e-314,2.174319343e-314,2.1743182678e-314
2.99,2.174318236e-314,2.1743182045e-314,2.174318173e-314,2.1743181413e-314,2.1743181096e-314,2.174318078e-314,2.1743180464e-314,2.174318015e-314,2.174317983e-314,2.1743179515e-314,2.17431792e-314,2.1743178883e-314,2.1743178567e-314,2.174317825e-314,2.1743177934e-314,2.174317762e-314,2.17431773e-314,2.1743176986e-314,2.174317667e-314,2.174317509e-314
3.0,2.1743176353e-314,2.1743176037e-314,2.174317572e-314,2.1743175405e-314,2.174317477e-314,2.1743174456e-314,2.174317351e-314,2.1743173824e-314,2.174317319e-314,2.1743172875e-314,2.1743131137e-314,2.1743131453e-314,2.174313177e-314,2.1743132085e-314,2.17431324e-314,2.174313272e-314,2.1743133034e-314,2.1743171294e-314,2.174317098e-314,2.174317161e-314
3.0100000000000002,2.1743171927e-314,2.174317256e-314,2.1743172243e-314,2.174316813e-314,2.1743167816e-314,2.17431675e-314,2.1743167184e-314,2.1743166867e-314,2.174316655e-314,2.1743166235e-314,2.174316592e-314,2.1743165603e-314,2.1743165286e-314,2.174316497e-314,2.1743164654e-314,2.174316434e-314,2.174316402e-314,2.1743163705e-314,2.1659786294e-314,2.1659784396e-314
3.02,2.1735996987e-314,2.173595177e-314,2.1735981177e-314,2.1735929003e-314,2.1735982125e-314,2.17359309e-314,2.1735929636e-314,2.173592426e-314,2.1735951137e-314,2.1735928055e-314,2.173598276e-314,2.173593501e-314,2.1735932165e-314,2.173598023e-314,2.1735921414e-314,2.1735934695e-314,2.173593185e-314,2.1735931533e-314,2.1735935644e-314,2.1735922995e-314
3.0300000000000002,2.1735957145e-314,2.1735958726e-314,2.1735959043e-314,2.173595936e-314,2.1735997303e-314,2.173592521e-314,2.1735994457e-314,2.1735994773e-314,2.1735992244e-314,2.173599003e-314,2.1735962837e-314,2.1735963153e-314,2.173596252e-314,2.173597106e-314,2.173596916e-314,2.1735970426e-314,2.173597011e-314,2.1735969793e-314,2.1735973904e-314,2.173597264e-314
3.04,2.173597327e-314,2.173597833e-314,2.1735978015e-314,2.1735975485e-314,2.173597169e-314,2.1735971374e-314,2.1735972323e-314,2.173597422e-314,2.173594861e-314,2.1735948924e-314,2.173594355e-314,2.173596189e-314,2.1735986236e-314,2.17359894e-314,2.173598655e-314,2.1735984655e-314,2.1735985603e-314,2.1735960624e-314,2.173596094e-314,2.173596157e-314
3.0500000000000003,2.1735979596e-314,2.1735972955e-314,2.173598339e-314,2.1735983706e-314,2.173592774e-314,2.173598497e-314,2.173599161e-314,2.1735991928e-314,2.17359328e-314,2.1735933114e-314,2.1735978647e-314,2.173597517e-314,2.1735937857e-314,2.173593754e-314,2.1735937225e-314,2.1735972007e-314,2.173599256e-314,2.173595082e-314,2.1735950505e-314,2.173595019e-314
3.06,2.1735949873e-314,2.1735949556e-314,2.173594671e-314,2.1735946394e-314,2.173594608e-314,2.173594576e-314,2.1735945446e-314,2.173594513e-314,2.1735944813e-314,2.1735923944e-314,2.173592995e-314,2.1735922363e-314,2.173592742e-314,2.1735933746e-314,2.173593438e-314,2.1735990347e-314,2.1735922047e-314,2.1735983074e-314,2.173598244e-314,2.173592268e-314
3.0700000000000003,2.173598592e-314,2.173593248e-314,2.173599509e-314,2.1735931217e-314,2.17359426e-314,2.173597074e-314,2.173593912e-314,2.173593944e-314,2.1735939754e-314,2.173594007e-314,2.173597991e-314,2.1735940387e-314,2.1735940703e-314,2.173597928e-314,2.173593027e-314,2.173599319e-314,2.1735989714e-314,2.173595778e-314,2.1735934063e-314,2.1735947027e-314
3.08,2.173599572e-314,2.1735952086e-314,2.173595272e-314,2.1735958094e-314,2.1735992876e-314,2.1735995406e-314,2.1735985287e-314,2.1735928687e-314,2.173592932e-314,2.1735978963e-314,2.1735969477e-314,2.1735968845e-314,2.173594102e-314,2.1735938173e-314,2.1735938806e-314,2.1735943865e-314,2.173594418e-314,2.1735944497e-314,2.173595841e-314,2.158959577e-314
3.09,2.1589615375e-314,2.158961411e-314,2.158961316e-314,2.158959672e-314,2.1589634664e-314,2.158957016e-314,2.158961506e-314,2.158963561e-314,2.158957079e-314,2.1589610316e-314,2.1659294916e-314,2.165929555e-314,2.1659262663e-314,2.1659293967e-314,2.165929302e-314,2.16592946e-314,2.174055757e-314,2.1740556936e-314,2.174055725e-314,2.174058476e-314
3.1,2.1740585394e-314,2.174058413e-314,2.1740583813e-314,2.1740584446e-314,2.1740579386e-314,2.174057907e-314,2.1740583497e-314,2.174057591e-314,2.174057559e-314,2.1740578754e-314,2.174057496e-314,2.1740574643e-314,2.1740575276e-314,2.174057401e-314,2.1740573695e-314,2.1740574327e-314,2.174057306e-314,2.1740572746e-314,2.174057338e-314,2.1740572114e-314
3.11,2.1740571797e-314,2.174057243e-314,2.1740571165e-314,2.174057085e-314,2.174057148e-314,2.1740570216e-314,2.17405699e-314,2.1740570533e-314,2.174056927e-314,2.174056895e-314,2.1740569584e-314,2.174056832e-314,2.1740568003e-314,2.1740568635e-314,2.174056737e-314,2.1740567054e-314,2.1740567687e-314,2.174056579e-314,2.1740565473e-314,2.174056674e-314
3.12,2.174056484e-314,2.1740564525e-314,2.1740565157e-314,2.174056389e-314,2.1740563576e-314,2.174056421e-314,2.1740562944e-314,2.174056263e-314,2.174056326e-314,2.1740561995e-314,2.1740558833e-314,2.1740559466e-314,2.1740605947e-314,2.174060658e-314,2.1740605315e-314,2.1740605e-314,2.174060563e-314,2.1740604366e-314,2.174060405e-314,2.174058223e-314
3.13,2.174058255e-314,2.1740580335e-314,2.174053733e-314,2.1740581284e-314,2.174053575e-314,2.1740555355e-314,2.174055567e-314,2.1740596145e-314,2.174059235e-314,2.1740592034e-314,2.1740592667e-314,2.174059172e-314,2.1740591086e-314,2.1740552825e-314,2.174055251e-314,2.174055314e-314,2.174058508e-314,2.1740586343e-314,2.174058571e-314,2.1740586027e-314
3.14,2.174058729e-314,2.1740597094e-314,2.174059646e-314,2.1740596777e-314,2.174059804e-314,2.174059741e-314,2.1740597726e-314,2.174059899e-314,2.17406031e-314,2.174060342e-314,2.174060816e-314,2.174054745e-314,2.174054334e-314,2.1740606264e-314,2.174060753e-314,2.1740606896e-314,2.174060721e-314,2.1740608477e-314,2.1740590137e-314,2.174059583e-314
3.15,2.1740538596e-314,2.17405465e-314,2.1740543023e-314,2.174053986e-314,2.174054144e-314,2.1740557885e-314,2.1740558517e-314,2.174053765e-314,2.1740536383e-314,2.1740581916e-314,2.1740532905e-314,2.1740537964e-314,2.1740602785e-314,2.174060247e-314,2.174060057e-314,2.1740600256e-314,2.1740601837e-314,2.1740553774e-314,2.1740554723e-314,2.174055346e-314
3.16,2.1740554406e-314,2.1740555987e-314,2.174055409e-314,2.17405582e-314,2.174055915e-314,2.1740560414e-314,2.174055978e-314,2.17405601e-314,2.1740561363e-314,2.174056073e-314,2.1740561047e-314,2.174056231e-314,2.174056168e-314,2.1740592983e-314,2.17405914e-314,2.1740590453e-314,2.1740589505e-314,2.1740533853e-314,2.1740533537e-314,2.174053322e-314
3.17,2.174057844e-314,2.1740577173e-314,2.1740577805e-314,2.174057749e-314,2.174057654e-314,2.1740576224e-314,2.1740576857e-314,2.174058318e-314,2.174056642e-314,2.1740593615e-314,2.1740566106e-314,2.17405933e-314,2.174059425e-314,2.174059393e-314,2.1740595196e-314,2.1740594564e-314,2.174055504e-314,2.17405816e-314,2.174054492e-314,2.174057812e-314
3.18,2.1740612904e-314,2.174061259e-314,2.174061322e-314,2.1740611955e-314,2.174061164e-314,2.1740611007e-314,2.1740611323e-314,2.174061006e-314,2.174060974e-314,2.1740610374e-314,2.174060911e-314,2.1740609426e-314,2.174058887e-314,2.174058824e-314,2.174058919e-314,2.1740543656e-314,2.174054239e-314,2.1740542707e-314,2.1740546185e-314,2.1740544604e-314
3.19,2.174054081e-314,2.1740556304e-314,2.174055662e-314,2.174059488e-314,2.1740595513e-314,2.1740604682e-314,2.1740603734e-314,2.174060152e-314,2.1740599623e-314,2.1740601204e-314,2.1740607845e-314,2.1740586975e-314,2.174058666e-314,2.174058065e-314,2.1740580967e-314,2.174058002e-314,2.1420994644e-314,2.142099401e-314,2.1744091126e-314,2.174409144e-314
3.2,2.1744060454e-314,2.174402314e-314,2.174407911e-314,2.1744024723e-314,2.174408069e-314,2.174408227e-314,2.174405571e-314,2.1744064565e-314,2.174401998e-314,2.1744075e-314,2.1744018083e-314,2.1744075316e-314,2.1744020297e-314,2.174402251e-314,2.174405508e-314,2.174402093e-314,2.1744072786e-314,2.174407247e-314,2.174407184e-314,2.174407152e-314
3.21,2.174407089e-314,2.1744070257e-314,2.1744070573e-314,2.174406994e-314,2.174409239e-314,2.1744093656e-314,2.1744092074e-314,2.1744093023e-314,2.1744090493e-314,2.174408986e-314,2.1744089545e-314,2.174409081e-314,2.174408923e-314,2.1744090177e-314,2.1744086383e-314,2.1744084486e-314,2.1744081324e-314,2.17440731e-314,2.174407342e-314,2.1744073735e-314
3.22,2.174407405e-314,2.1744074367e-314,2.174408164e-314,2.1744077213e-314,2.174407595e-314,2.174407753e-314,2.174407816e-314,2.1744076897e-314,2.174406235e-314,2.174406172e-314,2.1744061087e-314,2.174409176e-314,2.172118134e-314,2.164981834e-314,2.1649812966e-314,2.164982909e-314,2.1649792413e-314,2.1649851226e-314,2.164983668e-314,2.1649800634e-314
3.23,2.1649865456e-314,2.1649824033e-314,2.1649812334e-314,2.1649837314e-314,2.1649818025e-314,2.1649838895e-314,2.1649804745e-314,2.1649863875e-314,2.164979273e-314,2.164985945e-314,2.164982087e-314,2.164982846e-314,2.1649803164e-314,2.1649840476e-314,2.16498e-314,2.1649834784e-314,2.164979684e-314,2.164984585e-314,2.164979526e-314,2.164980917e-314
3.24,2.16498234e-314,2.1649830673e-314,2.1649810753e-314,2.1649821187e-314,2.1649848064e-314,2.1649822136e-314,2.16498683e-314,2.164986672e-314,2.164979779e-314,2.164985249e-314,2.164983352e-314,2.1649793045e-314,2.1649852175e-314,2.164986609e-314,2.164984522e-314,2.164986419e-314,2.164981107e-314,2.1649835733e-314,2.1649867985e-314,2.164984933e-314
3.25,2.164982751e-314,2.1649850594e-314,2.1649802215e-314,2.164981866e-314,2.164983194e-314,2.164984743e-314,2.1649827827e-314,2.164985692e-314,2.1649864823e-314,2.1649833835e-314,2.1649861345e-314,2.164984111e-314,2.164980285e-314,2.164985186e-314,2.1649859764e-314,2.1649793994e-314,2.1649792097e-314,2.164984016e-314,2.164985439e-314,2.164987083e-314
3.2600000000000002,2.1649842373e-314,2.16498585e-314,2.1649832887e-314,2.164980411e-314,2.164983858e-314,2.164984427e-314,2.1649858815e-314,2.1649836365e-314,2.1649855337e-314,2.164986862e-314,2.1649853124e-314,2.164986103e-314,2.1649862294e-314,2.1649825614e-314,2.1649843005e-314,2.1649815496e-314,2.1649860713e-314,2.1649836997e-314,2.164979431e-314,2.1649846483e-314
3.27,2.1649819606e-314,2.1649817077e-314,2.164979178e-314,2.1649828776e-314,2.1649857234e-314,2.1649841424e-314,2.1649829725e-314,2.1649799053e-314,2.164984838e-314,2.164985755e-314,2.1731129057e-314,2.1731129373e-314,2.173112969e-314,2.1731130005e-314,2.173113032e-314,2.1731140756e-314,2.173114044e-314,2.1731140124e-314,2.173113981e-314,2.173113949e-314
3.2800000000000002,2.1731139175e-314,2.17311338e-314,2.1731090164e-314,2.173108953e-314,2.173113633e-314,2.173111293e-314,2.173108036e-314,2.1731112614e-314,2.1731087634e-314,2.1731093326e-314,2.173108795e-314,2.1731074354e-314,2.1731142337e-314,2.1731131903e-314,2.173113443e-314,2.173113475e-314,2.173113728e-314,2.1731137594e-314,2.173113886e-314,2.173113791e-314
3.29,2.1731138227e-314,2.1731138543e-314,2.173110945e-314,2.1731109136e-314,2.1731078464e-314,2.173111483e-314,2.173111451e-314,2.1731080045e-314,2.173106202e-314,2.173107562e-314,2.173106297e-314,2.1731099966e-314,2.173110123e-314,2.173109807e-314,2.1731099334e-314,2.1731079097e-314,2.173110566e-314,2.1731105974e-314,2.173110629e-314,2.1731106606e-314
3.3000000000000003,2.173110787e-314,2.1731106923e-314,2.173110724e-314,2.1731107555e-314,2.173112779e-314,2.173112811e-314,2.173111957e-314,2.1731120203e-314,2.173109143e-314,2.173107815e-314,2.17311221e-314,2.1731121784e-314,2.173112147e-314,2.173112115e-314,2.1731120836e-314,2.1731119254e-314,2.1731115144e-314,2.1731114195e-314,2.173111388e-314,2.1731113563e-314
3.31,2.173111198e-314,2.1731111666e-314,2.173110977e-314,2.173110882e-314,2.1731108504e-314,2.1731108187e-314,2.1731105025e-314,2.173110376e-314,2.1731101547e-314,2.173110471e-314,2.1731101863e-314,2.173110313e-314,2.1731102496e-314,2.173112558e-314,2.173110534e-314,2.1731090796e-314,2.1731062654e-314,2.1731119887e-314,2.17310889e-314,2.173109902e-314
3.3200000000000003,2.1731125895e-314,2.1731088583e-314,2.1731115776e-314,2.173111546e-314,2.1731116092e-314,2.173111641e-314,2.1731116725e-314,2.173111799e-314,2.1731118306e-314,2.173111862e-314,2.173111894e-314,2.173114107e-314,2.173114139e-314,2.1731141705e-314,2.173114202e-314,2.17310987e-314,2.17310753e-314,2.1731074986e-314,2.1731076883e-314,2.173107625e-314
3.33,2.1731087e-314,2.1731086686e-314,2.1731092377e-314,2.1731088267e-314,2.1731117357e-314,2.173111704e-314,2.173112874e-314,2.1731128424e-314,2.1731127476e-314,2.173112716e-314,2.1731126843e-314,2.1731126527e-314,2.1731124314e-314,2.1731123998e-314,2.173112368e-314,2.1731123365e-314,2.173112305e-314,2.1731122733e-314,2.1731122417e-314,2.173108985e-314
3.34,2.173112526e-314,2.1731098385e-314,2.173110281e-314,2.173111135e-314,2.1731111033e-314,2.1731110717e-314,2.17311104e-314,2.1731110085e-314,2.173113064e-314,2.1731136646e-314,2.1731076567e-314,2.173110218e-314,2.1731117673e-314,2.173112052e-314,2.1731132535e-314,2.1731096804e-314,2.1731097753e-314,2.1731104393e-314,2.1731100915e-314,2.1731104077e-314
3.35,2.173109965e-314,2.173110028e-314,2.173112621e-314,2.173113127e-314,2.1731133167e-314,2.1731133484e-314,2.173113696e-314,2.1731131586e-314,2.1731130954e-314,2.1731134116e-314,2.1731124946e-314,2.173112463e-314,2.1731113247e-314,2.17311123e-314,2.1278584213e-314,2.127857852e-314,2.1278579154e-314,2.164970103e-314,2.164966625e-314,2.1649666564e-314
3.36,2.1649667513e-314,2.1649701347e-314,2.1649676367e-314,2.164968522e-314,2.1649685537e-314,2.1649630517e-314,2.1649674153e-314,2.1649677315e-314,2.1649640003e-314,2.164967036e-314,2.1649688066e-314,2.164967099e-314,2.1649699133e-314,2.164969091e-314,2.164964633e-314,2.1649629885e-314,2.164969755e-314,2.164967605e-314,2.164964032e-314,2.1649680794e-314
3.37,2.164970672e-314,2.1649635577e-314,2.164967352e-314,2.164968427e-314,2.1649669094e-314,2.164969692e-314,2.1649629253e-314,2.164965265e-314,2.1649656446e-314,2.1649708936e-314,2.1649686485e-314,2.1649637474e-314,2.16496302e-314,2.1649633363e-314,2.164969787e-314,2.164969597e-314,2.1649708303e-314,2.164965676e-314,2.1649707987e-314,2.164970008e-314
3.38,2.1649657395e-314,2.164970451e-314,2.1649644114e-314,2.164967289e-314,2.1649685853e-314,2.1649692493e-314,2.1649705457e-314,2.164963684e-314,2.174061417e-314,2.174061828e-314,2.1740678674e-314,2.174068057e-314,2.174061923e-314,2.1740676144e-314,2.1740676777e-314,2.174067836e-314,2.1740677725e-314,2.174067741e-314,2.174067583e-314,2.1740681836e-314
3.39,2.174068215e-314,2.174068247e-314,2.1740682784e-314,2.17406831e-314,2.1740683417e-314,2.1740683733e-314,2.174068405e-314,2.1740684365e-314,2.174068468e-314,2.1740685e-314,2.1740685314e-314,2.174068563e-314,2.1740619544e-314,2.174062081e-314,2.1740670453e-314,2.174066824e-314,2.1740617647e-314,2.174066919e-314,2.1740668555e-314,2.1740671085e-314
3.4,2.17406714e-314,2.1740671717e-314,2.1740672034e-314,2.174067235e-314,2.1740672666e-314,2.174067298e-314,2.17406733e-314,2.1740673615e-314,2.174067393e-314,2.1740674247e-314,2.1740674563e-314,2.174067488e-314,2.1740675196e-314,2.174067551e-314,2.174069417e-314,2.174069385e-314,2.1740689425e-314,2.174068911e-314,2.174068879e-314,2.1740687844e-314
3.41,2.1740687527e-314,2.1740685946e-314,2.1740686263e-314,2.174068658e-314,2.1740686895e-314,2.174068721e-314,2.17406148e-314,2.174067077e-314,2.174068816e-314,2.1740688476e-314,2.1740680255e-314,2.174067804e-314,2.1740677093e-314,2.1740617963e-314,2.174068974e-314,2.1740661915e-314,2.1740693535e-314,2.174069322e-314,2.1740692903e-314,2.1740692587e-314
3.42,2.174069227e-314,2.174069164e-314,2.174069132e-314,2.1740691006e-314,2.174069069e-314,2.1740690373e-314,2.1740690057e-314,2.1740614485e-314,2.174061891e-314,2.174061575e-314,2.174061638e-314,2.1740617014e-314,2.174061385e-314,2.174067994e-314,2.1741608624e-314,2.174160388e-314,2.174160894e-314,2.1741626015e-314,2.174163329e-314,2.1741633604e-314
3.43,2.174163392e-314,2.174163455e-314,2.1741636133e-314,2.1741635817e-314,2.17416355e-314,2.1741625383e-314,2.1741625066e-314,2.17416121e-314,2.1741609572e-314,2.1741609256e-314,2.1741620007e-314,2.1741607043e-314,2.174160799e-314,2.1741606727e-314,2.174160641e-314,2.1741606094e-314,2.174160578e-314,2.174160546e-314,2.1741605146e-314,2.174160483e-314
3.44,2.1741604513e-314,2.1741604197e-314,2.1741603565e-314,2.174160325e-314,2.174160293e-314,2.1741602616e-314,2.17416023e-314,2.1741601984e-314,2.1741601667e-314,2.1741601035e-314,2.174160072e-314,2.1741600403e-314,2.1741600086e-314,2.174159977e-314,2.1741599454e-314,2.174159914e-314,2.174159882e-314,2.1741598505e-314,2.174159819e-314,2.1741597873e-314
3.45,2.1741597557e-314,2.174159724e-314,2.1741596924e-314,2.174159661e-314,2.174159629e-314,2.1741595976e-314,2.174159566e-314,2.1741595343e-314,2.1741595027e-314,2.174159471e-314,2.1741594395e-314,2.174159408e-314,2.1741590284e-314,2.174158997e-314,2.174158965e-314,2.1741589336e-314,2.174158902e-314,2.1741588703e-314,2.1741588387e-314,2.174158807e-314
3.46,2.1741587755e-314,2.174158744e-314,2.174158712e-314,2.1741586806e-314,2.174158649e-314,2.1741586174e-314,2.1741585857e-314,2.1741611154e-314,2.174161147e-314,2.1741665224e-314,2.174163645e-314,2.1741636766e-314,2.174163708e-314,2.17416374e-314,2.1741637714e-314,2.174163803e-314,2.1741638347e-314,2.1741638663e-314,2.174163898e-314,2.1741639295e-314
3.47,2.174163961e-314,2.174163993e-314,2.1741640876e-314,2.1741641193e-314,2.174164151e-314,2.1741641825e-314,2.174164214e-314,2.1741642458e-314,2.1741642774e-314,2.174164309e-314,2.1741643406e-314,2.174164372e-314,2.174164404e-314,2.1741644355e-314,2.174164467e-314,2.1741644987e-314,2.1741645303e-314,2.174164562e-314,2.1741648465e-314,2.174164878e-314
3.48,2.17416491e-314,2.1741649414e-314,2.174164973e-314,2.1741650046e-314,2.1741650363e-314,2.174165068e-314,2.174165131e-314,2.1741651627e-314,2.1741651944e-314,2.174165226e-314,2.1741652576e-314,2.174165289e-314,2.174165321e-314,2.1741653525e-314,2.174165384e-314,2.1741654157e-314,2.1741654473e-314,2.174165479e-314,2.1741655106e-314,2.174165542e-314
3.49,2.174165574e-314,2.1741656054e-314,2.174165637e-314,2.1741656687e-314,2.1741657003e-314,2.174165732e-314,2.1741657635e-314,2.174165795e-314,2.174165827e-314,2.174161811e-314,2.17416589e-314,2.1741617794e-314,2.1741659216e-314,2.1741661113e-314,2.174166048e-314,2.1741658584e-314,2.1741660165e-314,2.174161653e-314,2.1741662694e-314,2.1741660797e-314
3.5,2.174165953e-314,2.1741616845e-314,2.1741615897e-314,2.174166206e-314,2.174161716e-314,2.174160135e-314,2.174164815e-314,2.1741647833e-314,2.1741647517e-314,2.17416472e-314,2.1741645936e-314,2.1741646884e-314,2.174164657e-314,2.174164625e-314,2.17415906e-314,2.1741590917e-314,2.1741620956e-314,2.174160736e-314,2.174160831e-314,2.1741612735e-314
3.5100000000000002,2.1741620323e-314,2.1741622853e-314,2.174161305e-314,2.174161242e-314,2.174162127e-314,2.1741591233e-314,2.174159155e-314,2.1741591865e-314,2.174159218e-314,2.17415925e-314,2.174159376e-314,2.1741592814e-314,2.174159313e-314,2.1741593446e-314,2.1741611786e-314,2.1741610837e-314,2.174161052e-314,2.1741610205e-314,2.174164056e-314,2.1741640244e-314
3.52,2.1741619375e-314,2.174161906e-314,2.174161874e-314,2.174161969e-314,2.1741618426e-314,2.1741614316e-314,2.1741614e-314,2.1741613683e-314,2.1741613367e-314,2.1741650995e-314,2.1741585225e-314,2.174158554e-314,2.174163297e-314,2.1741634236e-314,2.1741632655e-314,2.174166459e-314,2.174166491e-314,2.174166396e-314,2.17416257e-314,2.164949107e-314
3.5300000000000002,2.164952143e-314,2.1649519847e-314,2.164948285e-314,2.1649504985e-314,2.16495306e-314,2.164948981e-314,2.164950941e-314,2.1649502456e-314,2.164950688e-314,2.1649466725e-314,2.164947526e-314,2.164948222e-314,2.164953534e-314,2.1649494867e-314,2.1649508147e-314,2.164947621e-314,2.1649474946e-314,2.164952111e-314,2.1649494234e-314,2.164952048e-314
3.54,2.164953629e-314,2.1649520163e-314,2.1649501507e-314,2.164949803e-314,2.164951384e-314,2.1649499294e-314,2.1649490756e-314,2.164952364e-314,2.164949392e-314,2.164954451e-314,2.164953028e-314,2.164952301e-314,2.1649481586e-314,2.1649531546e-314,2.164949613e-314,2.1649501823e-314,2.1649471784e-314,2.1649469887e-314,2.164953218e-314,2.164951858e-314
3.5500000000000003,2.164948127e-314,2.164954546e-314,2.1649540716e-314,2.164953439e-314,2.16495189e-314,2.164949645e-314,2.1649545775e-314,2.1649498977e-314,2.164951542e-314,2.164950878e-314,2.164953186e-314,2.164954704e-314,2.1649493286e-314,2.164948949e-314,2.1649478424e-314,2.164950783e-314,2.164948791e-314,2.1649510993e-314,2.164954388e-314,2.164950214e-314
3.56,2.1649475895e-314,2.1649519214e-314,2.1649542297e-314,2.164954609e-314,2.1649546724e-314,2.1649488227e-314,2.1649517633e-314,2.164950562e-314,2.164948032e-314,2.164953281e-314,2.164951953e-314,2.1649509096e-314,2.1649522376e-314,2.1649527436e-314,2.16495053e-314,2.164952459e-314,2.164949139e-314,2.164951637e-314,2.1649507515e-314,2.1730518154e-314
3.5700000000000003,2.173051784e-314,2.173051752e-314,2.1730517206e-314,2.173051689e-314,2.173051594e-314,2.173050361e-314,2.1730503925e-314,2.173050424e-314,2.173050456e-314,2.1730504874e-314,2.173050519e-314,2.1730505506e-314,2.1730505823e-314,2.173050614e-314,2.1730506455e-314,2.173050677e-314,2.1730507087e-314,2.1730507404e-314,2.1730503293e-314,2.1730502977e-314
3.58,2.173050266e-314,2.173050203e-314,2.1730514676e-314,2.173051499e-314,2.173051531e-314,2.1730515625e-314,2.1730495704e-314,2.173049539e-314,2.1730518787e-314,2.1730508036e-314,2.173050835e-314,2.1730526376e-314,2.173052701e-314,2.1730527957e-314,2.1730528905e-314,2.173050867e-314,2.1730525743e-314,2.1730528273e-314,2.173052954e-314,2.173052859e-314
3.59,2.173052764e-314,2.173049792e-314,2.17304976e-314,2.1730497285e-314,2.173049697e-314,2.173051847e-314,2.1730519103e-314,2.173051942e-314,2.1730519735e-314,2.1730523214e-314,2.1730522897e-314,2.173052353e-314,2.1730523846e-314,2.173052448e-314,2.173052416e-314,2.1730524795e-314,2.173052511e-314,2.1730568747e-314,2.1730514044e-314,2.173051373e-314
3.6,2.173051341e-314,2.1730513095e-314,2.173051278e-314,2.1730512463e-314,2.1730512147e-314,2.173051183e-314,2.1730511514e-314,2.17305112e-314,2.173051088e-314,2.1730510566e-314,2.173051025e-314,2.1730509933e-314,2.1730509617e-314,2.173050772e-314,2.1730529854e-314,2.17305093e-314,2.1730498234e-314,2.173049855e-314,2.1730516257e-314,2.1730516573e-314
3.61,2.1730569063e-314,2.1730525427e-314,2.1730527324e-314,2.1730496653e-314,2.1730496337e-314,2.173049602e-314,2.1730508985e-314,2.173052922e-314,2.173050171e-314,2.1730501396e-314,2.173050108e-314,2.1730500763e-314,2.1730500447e-314,2.173050013e-314,2.1730499815e-314,2.17304995e-314,2.173049918e-314,2.1730498866e-314,2.173056938e-314,2.1730502344e-314
3.62,2.173051436e-314,2.173052005e-314,2.173052669e-314,2.173052037e-314,2.1730520684e-314,2.1730521633e-314,2.1730521316e-314,2.1655188716e-314,2.1655187135e-314,2.165514097e-314,2.165517512e-314,2.1655193776e-314,2.165519441e-314,2.1655170693e-314,2.1655150456e-314,2.1655155515e-314,2.1655198202e-314,2.165521085e-314,2.1655165e-314,2.165519409e-314
3.63,2.1655211167e-314,2.1655165317e-314,2.1655208005e-314,2.1655185554e-314,2.1655138124e-314,2.1655162155e-314,2.165516943e-314,2.1655210534e-314,2.1655137175e-314,2.165515773e-314,2.165518081e-314,2.1655148243e-314,2.165519662e-314,2.165520579e-314,2.165518018e-314,2.1655176385e-314,2.1655165634e-314,2.1655153934e-314,2.1655196305e-314,2.16551786e-314
3.64,2.1655136227e-314,2.1655154567e-314,2.1655146345e-314,2.16551435e-314,2.1655139073e-314,2.165517101e-314,2.1655167847e-314,2.165516911e-314,2.165518176e-314,2.165517164e-314,2.1655140654e-314,2.165513496e-314,2.165514666e-314,2.165514603e-314,2.165517828e-314,2.1655175436e-314,2.1655195673e-314,2.1655184606e-314,2.16551533e-314,2.1655170377e-314
3.65,2.1655188084e-314,2.165516184e-314,2.1655178914e-314,2.165513591e-314,2.1655133065e-314,2.165514761e-314,2.1655194724e-314,2.16551884e-314,2.165518271e-314,2.165520168e-314,2.165517354e-314,2.1655168796e-314,2.1655199783e-314,2.1655147926e-314,2.165513749e-314,2.1655186503e-314,2.165517607e-314,2.1655158993e-314,2.1655179547e-314,2.165516247e-314
3.66,2.1655142235e-314,2.165516595e-314,2.1655135594e-314,2.165518429e-314,2.1655158045e-314,2.165515014e-314,2.1655179863e-314,2.1655204527e-314,2.165519694e-314,2.165517923e-314,2.165519915e-314,2.165519852e-314,2.165520358e-314,2.1655149824e-314,2.16552001e-314,2.165521243e-314,2.165519251e-314,2.1655149507e-314,2.1655198835e-314,2.165520326e-314
