t,ATbl,ADbl,CT_A,CD_A,ATl,ADl,ATif,ATst,ATp,ADp,CT_R,CD_R,CDT,CDD,CTT,CDD5a,CDDcd,CDDsec,CDDcp,CDT5a,CDTcd,CDTsec,CDTcp,CTT5a,CTTcd,CTTsec,CTTcp,ATb,ADb,ALH,AR,VPC1,VPL1
0.89,0.09958172405431016,-0.07019508865025653,6.970265741965174,0.550324663806722,0.12292141218575055,-0.004252192303913868,4.408732993462539,0.0,-0.33788984294177415,-0.42732502734871536,0.7041913997063524,1.150009060471979,0.019249937263646714,0.031199013434288436,0.011877837270446489,8.028803135802325e-05,7.983351659881844e-05,7.834785873027316e-05,7.155270015635903e-05,4.560675854929078e-05,4.370212282206158e-05,3.822925663987376e-05,2.2755578709418973e-05,2.6983130390669293e-05,2.5366275433310163e-05,2.1011689711049245e-05,1.0837955068840413e-05,0.010205435558060593,0.03398374316882383,0.0010601960019495454,0.0001899597307805096,0.0,0.0
0.9,0.10069663918126065,-0.07099537394594829,6.970265741965174,0.550324663806722,0.12292141206182908,-0.004252192303983498,4.458269297810865,0.0,-0.34156290520278987,-0.4319989736770828,0.7115820104255571,1.1626663697558126,0.019785051249274675,0.0320807044941801,0.012202544171191711,8.354585749860644e-05,8.306741683057251e-05,8.150387785261546e-05,7.435937564345713e-05,4.739139463914417e-05,4.539089986285486e-05,3.9651690673373695e-05,2.3506644083514633e-05,2.8013714483347778e-05,2.6317815230943877e-05,2.1760275041625155e-05,1.1175792312400929e-05,0.010316148605380037,0.034365197219745465,0.0010683347488279883,0.00019122529663942095,0.0,0.0
0.91,0.10181137437025109,-0.07179594035420091,6.970265741965174,0.550324663806722,0.12292141201078373,-0.004252192304713598,4.507805602159192,0.0,-0.3452331594719281,-0.436670010838972,0.7189611600710197,1.1753176364780777,0.020327921732122917,0.032975784709733905,0.012531731418404529,8.689417764877773e-05,8.639085886843874e-05,8.47463587976903e-05,7.723911668818716e-05,4.92222113749361e-05,4.7122308881938575e-05,4.110743642174995e-05,2.4271662009116774e-05,2.9069686744683218e-05,2.729195802631782e-05,2.2524874185204517e-05,1.1519228340586883e-05,0.01042686165269948,0.03474665127066711,0.0010764086454883007,0.00019249262210479026,0.0,0.0
0.92,0.10292592950680944,-0.07259678841879155,6.970265741965174,0.550324663806722,0.122921411902819,-0.004252192305454675,4.557341906507518,0.0,-0.3489006034134285,-0.44133813606931743,0.7263288524998631,1.1879628544445642,0.020878542466307586,0.03388426299633175,0.012865388356854936,9.033430895453442e-05,8.980513442564315e-05,8.807651189488679e-05,8.019279965938567e-05,5.109974748287938e-05,4.889680642338186e-05,4.2596759658157414e-05,2.5050654549152183e-05,3.0151293545072828e-05,2.828889244649231e-05,2.3305563659700574e-05,1.1868256851965565e-05,0.010537574700018926,0.03512810532158875,0.0010844182086074017,0.00019376170549146232,0.0,0.0
0.93,0.10404030447737371,-0.07339791868303502,6.970265741965174,0.550324663806722,0.1229214118522566,-0.004252192306418319,4.606878210855844,0.0,-0.35256523470430784,-0.446003346615383,0.7336850915990556,1.200602017468422,0.021436906886732915,0.03480614774776496,0.013203504150915453,9.386756617861688e-05,9.331153248183189e-05,9.149554365953809e-05,8.322129350600204e-05,5.3024536360166214e-05,5.0714843079602505e-05,4.41199198346238e-05,2.5843641910526605e-05,3.125877701179485e-05,2.9308802735239386e-05,2.410241637813397e-05,1.2222871040919101e-05,0.010648287747338371,0.035509559372510394,0.0010923639508476685,0.00019503254501147745,0.0,0.0
0.9400000000000001,0.10515449916873482,-0.07419933169061091,6.970265741965174,0.550324663806722,0.12292141186788669,-0.004252192307321503,4.65641451520417,0.0,-0.35622705102594543,-0.4506656397280776,0.7410298812652673,1.2132351193590183,0.022003007764167925,0.035741446321054936,0.013546067553318566,9.749526328220737e-05,9.691134090519189e-05,9.50046585250118e-05,8.632546179106585e-05,5.4997107357168533e-05,5.257686482244976e-05,4.567717129254066e-05,2.66506420052189e-05,3.23923759105151e-05,3.035186961303907e-05,2.4915502160672102e-05,1.2583063232087263e-05,0.010759000794657816,0.03589101342343203,0.0011002463807545445,0.00019630513865345615,0.0,0.0
0.9500000000000001,0.10626851346824513,-0.07500102798524728,6.970265741965174,0.550324663806722,0.12292141195311206,-0.004252192307762819,4.705950819552496,0.0,-0.35988605006725805,-0.4553250126652376,0.7483632254123705,1.2258621539261938,0.022576837336819495,0.036690165232835414,0.013893066993341068,0.00010121871277221283,0.00010060584579035482,9.860505815660645e-05,8.950616197035281e-05,5.701798531025799e-05,5.448331254216218e-05,4.7268762904212984e-05,2.7471670655466486e-05,3.3552325350083504e-05,3.141827000881011e-05,2.5744887618911094e-05,1.2948825023968948e-05,0.01086971384197726,0.03627246747435368,0.00110806600283132,0.00019757948422854553,0.0,0.0
0.96,0.10738234726299851,-0.07580300811194002,6.970265741965174,0.550324663806722,0.12292141207641306,-0.0042521923095976515,4.755487123900822,0.0,-0.36354222951229725,-0.4599814626788247,0.7556851279418147,1.2384831149638376,0.023158386802225293,0.037652309400483384,0.01424449023615419,0.00010503922804766842,0.0001043963338643491,0.00010229794401596753,9.276424836238885e-05,5.908769242254367e-05,5.643462398517647e-05,4.889493978463382e-05,2.8306740977032505e-05,3.473885806064803e-05,3.2508178290797044e-05,2.6590636850803756e-05,1.3320146785440539e-05,0.010980426889296707,0.036653921525275315,0.0011158233173674736,0.0001988555791927756,0.0,0.0
0.97,0.10849600044176531,-0.07660527261405944,6.970265741965174,0.550324663806722,0.12292141223331647,-0.004252192311627432,4.8050234282491475,0.0,-0.3671955870695741,-0.4646349870452094,0.7629955928124349,1.251097996288851,0.02374764752225686,0.0386278839414848,0.014600325190630817,0.00010895811771454996,0.00010828408667525104,0.00010608451121812165,9.610056523685896e-05,6.120674385702002e-05,5.843122927142293e-05,5.055593947847941e-05,2.915586494056695e-05,3.595220146174909e-05,3.3621763490969776e-05,2.7452809981933563e-05,1.3697018865549393e-05,0.011091139936616153,0.037035375576196954,0.0011235188209316321,0.0002001334210681984,0.0,0.0
0.98,0.10960947289357915,-0.07740782203545508,6.970265741965174,0.550324663806722,0.12292141239715863,-0.0042521923136296545,4.854559732597474,0.0,-0.3708461204506722,-0.4692855830430921,0.7702946239894167,1.2637067917127978,0.02434461014616377,0.03961689286375351,0.014960559321422005,0.00011297668966145472,0.00011227038476739906,0.00010996595297067397,9.951595191221195e-05,6.337565097108186e-05,6.047355421453125e-05,5.225199486142094e-05,3.0019052285909657e-05,3.7192579846890364e-05,3.475919139854512e-05,2.8331464324144543e-05,1.4079430721147922e-05,0.011201852983935596,0.0374168296271186,0.0011311530060568134,0.00020141300713632094,0.0,0.0
0.99,0.11072276450812478,-0.07821065691987197,6.970265741965174,0.550324663806722,0.1229214125296664,-0.004252192315363486,4.9040960369458,0.0,-0.37449382737613895,-0.4739332479595904,0.7775822254582639,1.2763094950497622,0.024949264853507427,0.040619339428312314,0.015325179811799658,0.00011709624988489269,0.00011635650648481695,0.00011394345932083998,0.00010301124139349618,6.559492044073368e-05,6.256201944483622e-05,5.3983333429792634e-05,3.089631086025085e-05,3.846021381594735e-05,3.5920624034398505e-05,2.9226654126290536e-05,1.4467371164525144e-05,0.011312566031255042,0.03779828367804024,0.0011387263613601402,0.00020269433452297256,0.0,0.0
1.0,0.11183587517578368,-0.07901377781087772,6.970265741965173,0.550324663806722,0.12292141258017307,-0.004252192316529969,4.953632341294126,0.0,-0.37813870557619395,-0.4785779790909747,0.784858401226416,1.2889061001173274,0.025561601384324267,0.04163522619423784,0.015694173583859317,0.00012131810231211237,0.00012054372779523665,0.00011801821698394593,0.00010658726023750251,6.786505416572598e-05,6.46970403298197e-05,5.5750177276445036e-05,3.178764668576952e-05,3.9755320230465925e-05,3.710621962308672e-05,3.013843059247111e-05,1.4860828398247172e-05,0.011423279078574485,0.03817973772896188,0.0011462393715800103,0.0002039774002088028,0.0,0.0
1.01,0.11294880478716796,-0.07981718525255332,6.970265741965173,0.5503246638067218,0.12292141261744552,-0.004252192317376886,5.003168645642453,0.0,-0.3817807527836909,-0.4832197737354058,0.7921231553063977,1.3014966007272686,0.026181608751312216,0.04266455458877686,0.016067527105539825,0.0001256435501081731,0.000124833323634763,0.000122191410786505,0.0001102448302397679,7.018655033618492e-05,6.687902807365256e-05,5.7552744042921174e-05,3.2693063569877186e-05,4.1078112939872205e-05,3.8316133287159146e-05,3.106684224671178e-05,1.5259789720975613e-05,0.011533992125893927,0.03856119177988353,0.0011536925174808232,0.00020526220092865796,0.0,0.0
1.02,0.11406155323333778,-0.08062087978916378,6.970265741965173,0.5503246638067218,0.12292141277930262,-0.004252192318469031,5.052704949990779,0.0,-0.3854199667374271,-0.48785862919635586,0.7993764917236378,1.314080990689985,0.026809275376757046,0.04370732511171798,0.01644522648240445,0.00013007389500064461,0.0001292265672214853,0.0001264642229526666,0.00011398476768843151,7.255990294795708e-05,6.910838924217306e-05,5.939124656916836e-05,3.361256332823079e-05,4.2428802478288594e-05,3.9550516777391203e-05,3.2011934836685895e-05,1.5664241673153235e-05,0.01164470517321337,0.038942645830805166,0.0011610862759349253,0.00020654873321938807,0.0,0.0
1.03,0.11517412040707188,-0.08142486196325731,6.970265741965173,0.550324663806722,0.1229214129415706,-0.0042521923191729235,5.102241254339105,0.0,-0.38905634520139115,-0.49249454280248633,0.8066184145622841,1.3266592638400978,0.027444589883701458,0.04476353851673057,0.016827257988050657,0.00013461043355078472,0.0001337247262405832,0.0001308378290687337,0.00011780787887022439,7.498559892845273e-05,7.138552286250719e-05,6.126589053701565e-05,3.45461469516171e-05,4.380759417573649e-05,4.080951671801317e-05,3.2973750527405745e-05,1.6074170860233557e-05,0.011755418220532814,0.03932409988172681,0.0011684211202775264,0.00020783699369628637,0.0,0.0
1.04,0.11628650620146805,-0.08222913231774913,6.970265741965173,0.550324663806722,0.1229214130987038,-0.004252192319401257,5.151777558687431,0.0,-0.3926898859435964,-0.4971275118857977,0.813848927914671,1.3392314140083807,0.0280875402281784,0.045833194515448955,0.017213607482307627,0.00013925446116740475,0.0001383290669622539,0.00013531340247096408,0.00012171496507976761,7.7464121321448e-05,7.371082367256823e-05,6.317687720077557e-05,3.54938133795021e-05,4.521469028991234e-05,4.2093276617403054e-05,3.3952328895309285e-05,1.648956305789078e-05,0.011866131267852256,0.03970555393264845,0.0011756975199694521,0.00020912697874979482,0.0,0.0
1.05,0.1173987105104155,-0.08303369139521148,6.970265741965174,0.550324663806722,0.12292141324542662,-0.004252192319071804,5.2013138630357565,0.0,-0.3963205867432506,-0.5017575337890361,0.8210680358983408,1.351797435031319,0.028738113994594305,0.046916292218464585,0.017604260609252756,0.0001440072706920097,0.00014304085279760306,0.00013989211272745153,0.00012570682096569934,7.999594822369501e-05,7.60846810586161e-05,6.512440255104803e-05,3.645555995164864e-05,4.6650289318969914e-05,4.340193623865355e-05,3.494770666001345e-05,1.691040352180586e-05,0.0119768443151717,0.040087007983570094,0.0011829159407452008,0.00021041868464868532,0.0,0.0
1.06,0.11851073322862284,-0.0838385397378274,6.970265741965175,0.5503246638067221,0.12292141337691083,-0.004252192318109269,5.250850167384082,0.0,-0.3999484453911942,-0.5063846058661505,0.8282757426570169,1.3643573207517299,0.029396298414799717,0.04801283016370614,0.0179992028099779,0.00014887015227356147,0.0001478613441758281,0.00014457512552299044,0.00012978423445967466,8.25815527307133e-05,7.850747901714184e-05,6.710865732583681e-05,3.743138246109978e-05,4.8114585983969925e-05,4.473563159731541e-05,3.595991771594159e-05,1.7336677011298935e-05,0.012087557362491144,0.04046846203449173,0.001190076844645715,0.00021171210754668073,0.0,0.0
1.07,0.11962257425035004,-0.08464367788927725,6.970265741965175,0.5503246638067221,0.12292141346166434,-0.00425219231703069,5.300386471732409,0.0,-0.40357345967070074,-0.5110087254624741,0.8354720523148395,1.3769110649933505,0.03006207958334183,0.049122805144278796,0.018398418796488097,0.00015384439698473687,0.0001527918022612398,0.00014936360663017455,0.00013394799127815408,8.522140580812776e-05,8.097959906355707e-05,6.912982933428702e-05,3.8421273841831356e-05,4.960777313074285e-05,4.609449671979981e-05,3.698899386495444e-05,1.776836693092929e-05,0.012198270409810587,0.04084991608541338,0.0011971806896865082,0.00021300724320825424,0.0,0.0
1.08,0.1207342334721145,-0.0854491063906971,6.970265741965175,0.5503246638067221,0.12292141349811386,-0.00425219231574109,5.349922776080735,0.0,-0.40719562739850673,-0.5156298899570899,0.8426569690739465,1.3894586616152658,0.030735444138038526,0.05024621471837949,0.018801893678314634,0.00015893128896296856,0.00015783348089344433,0.00015425871334795777,0.00013819886539938393,8.791597019031352e-05,8.350141410299002e-05,7.118809868758024e-05,3.942522704389345e-05,5.113003774488419e-05,4.747866000181421e-05,3.803496339899353e-05,1.8205457177301424e-05,0.012308983457130029,0.04123137013633502,0.0012042279306441598,0.00021430408759571208,0.0,0.0
1.09,0.12184571079096752,-0.08625482578324502,6.970265741965175,0.5503246638067221,0.12292141347789867,-0.004252192314324054,5.399459080429061,0.0,-0.410814946398707,-0.5202480967358832,0.8498304971522757,1.4020001044773442,0.03141637819259565,0.051383055615006855,0.019209612246939362,0.00016413211034227218,0.00016298763165451368,0.00015926159990953818,0.00014253762517305035,9.066570428040293e-05,8.60732923751189e-05,7.328364093582679e-05,4.044323324099089e-05,5.2681563528513654e-05,4.888824658584064e-05,3.90978520791961e-05,1.8647930970528362e-05,0.012419696504449471,0.04161282418725666,0.0012112190185962276,0.00021560263649625174,0.0,0.0
1.1,0.12295700610470564,-0.08706083660778106,6.970265741965173,0.550324663806722,0.12292141338991154,-0.0042521923129609646,5.448995384777387,0.0,-0.4144314145059735,-0.5248633431948697,0.8569926407911553,1.4145353874445437,0.032104867469489234,0.05253332393232445,0.01962155906485852,0.00016944814059825628,0.0001682555032024907,0.00016437341678865767,0.0001469650326018238,9.347106168185233e-05,8.869559699882177e-05,7.541662675174077e-05,4.147528207678212e-05,5.4262530610957404e-05,5.0323378109589495e-05,4.017768306826841e-05,1.9095771002749928e-05,0.012530409551768915,0.041994278238178306,0.001218154401005648,0.0002169028855683439,0.0,0.0
1.11,0.12406811931200519,-0.08786713940466154,6.9702657419651715,0.5503246638067217,0.12292141322272686,-0.004252192311884715,5.498531689125713,0.0,-0.4180450295676133,-0.5294756267423235,0.8641434042601328,1.4270645043896788,0.03280089738533992,0.0536970152650688,0.020037718522798034,0.00017488065611426435,0.000173638340831839,0.00016959531024740942,0.00015148184289316707,9.633249090291657e-05,9.13686856909905e-05,7.758722175099738e-05,4.252136183048328e-05,5.587311537287287e-05,5.1784172558512934e-05,4.127447690429018e-05,1.954895953452058e-05,0.012641122599088356,0.042375732289099945,0.0012250345217835843,0.00021820483037151712,0.0,0.0
1.12,0.12517905031212476,-0.08867373471417783,6.970265741965169,0.5503246638067216,0.12292141300369261,-0.004252192310960016,5.54806799347404,0.0,-0.4216557894390662,-0.5340849447941347,0.8712827918462174,1.4395874491875071,0.033504452868704265,0.05487412443224331,0.02045807471754995,0.00018043093098604534,0.00017913738730852038,0.00017492842324542897,0.000156088805514236,9.925043602824578e-05,9.409291144685673e-05,7.979558699822686e-05,4.3581459031838034e-05,5.7513490892634243e-05,5.327074466848819e-05,4.2388251615519755e-05,2.0007478178915335e-05,0.012751835646407798,0.04275718634002159,0.001231859821214687,0.00021950846630266888,0.0,0.0
1.1300000000000001,0.12628979900477028,-0.08948062307675239,6.970265741965169,0.5503246638067216,0.12292141281815454,-0.004252192309479557,5.5976042978223655,0.0,-0.4252636919818733,-0.5386912947717158,0.8784108078489905,1.4521042157120863,0.03421551827854607,0.05606464535521616,0.020882611397300826,0.0001861002373613449,0.00018475388322596438,0.0001803738958367061,0.0001607866646837711,0.00010222533702749297,9.686862286112392e-05,8.204187926621134e-05,4.4655558296028154e-05,5.918382716080368e-05,5.478320612626573e-05,4.351902279440653e-05,2.0471307805611275e-05,0.012862548693727242,0.043138640390943235,0.0012386307359362717,0.0002208137885675456,0.0,0.0
1.1400000000000001,0.12740036529153004,-0.09028780503079516,6.97026574196517,0.5503246638067216,0.12292141263708206,-0.004252192308041773,5.647140602170691,0.0,-0.42886873508548184,-0.5432946741245159,0.8855274566323055,1.4646147978656412,0.03493407829362907,0.057268572386259556,0.021311312557827457,0.0001918898412944507,0.00019048906274070243,0.00018593286062520858,0.00016557615443455321,0.0001052576265633925,9.969616098516726e-05,8.432624891506303e-05,4.574364427961111e-05,6.088428905810888e-05,5.6321663819638464e-05,4.466680327821402e-05,2.0940429601969137e-05,0.012973261741046684,0.04352009444186487,0.001245347699437484,0.00022212079249137883,0.0,0.0
1.1500000000000001,0.1285107490744925,-0.09109528111475887,6.970265741965172,0.5503246638067218,0.12292141248853916,-0.004252192306692929,5.696676906519017,0.0,-0.43247091664627413,-0.5478950803083762,0.8926327425744315,1.4771191895508788,0.03566011705947992,0.05848589903410565,0.02174416187063645,0.000197801006649668,0.0001963441575997245,0.00019160644708803612,0.00017045800341960676,0.00010834773308194032,0.00010257586240065749,8.664884204261927e-05,4.684569983003124e-05,6.261503834706543e-05,5.788622158761057e-05,4.583160353562535e-05,2.141482405774547e-05,0.013083974788366128,0.04390154849278652,0.0012520111416252904,0.0002234294732208667,0.0,0.0
1.16,0.12962095025667866,-0.09190305186648949,6.970265741965178,0.5503246638067222,0.1229214124076598,-0.004252192305475633,5.746213210867342,0.0,-0.436070234574151,-0.5524925107923303,0.8997266700836168,1.4896173846797331,0.03639361845777701,0.05971661836627358,0.02218114286353387,0.00020383499381989277,0.00020232039582653304,0.0001973957801863517,0.00017543293344174477,0.00011149607985581455,0.00010550805828873306,8.900979988343546e-05,4.796170658712748e-05,6.437623307811799e-05,5.94769797159615e-05,4.701343159857399e-05,2.1894471287345623e-05,0.013194687835685568,0.04428300254370815,0.0012586214889915947,0.00022473982581823422,0.0,0.0
1.17,0.13073096874206014,-0.09271111782319486,6.970265741965187,0.5503246638067228,0.12292141243723483,-0.004252192304427469,5.795749515215668,0.0,-0.4396666867928199,-0.5570869630589066,0.9068092435987045,1.5021093771737857,0.037134566119265335,0.06096072302825478,0.02262223892926478,0.00020999305962993446,0.00020841900162768437,0.00020330198028155544,0.00018050165941733002,0.00011470308495248033,0.00010849307441418912,9.14092588364732e-05,4.909164502436045e-05,6.616802758656375e-05,6.109403494798694e-05,4.8212293097990585e-05,2.237935104644892e-05,0.013305400883005011,0.044664456594629795,0.0012651791646429973,0.00022605184526570363,0.0,0.0
1.18,0.1318408044349707,-0.09351947952231537,6.97026574196519,0.5503246638067231,0.12292141239797807,-0.004252192303665675,5.845285819563995,0.0,-0.4432602712308582,-0.561678434594908,0.9138804675679282,1.514595160952536,0.037882943063432734,0.062218204705039096,0.02306743308391833,0.00021627645894885185,0.00021464119707003426,0.00020932616495817556,0.00018566489137218536,0.00011796916253176804,0.00011153123238737836,9.384735117294046e-05,5.02354934748436e-05,6.79905733024426e-05,6.273748114337504e-05,4.9428191205049686e-05,2.2869442275774327e-05,0.013416113930324455,0.04504591064555145,0.0012716845880827853,0.00022736552633988917,0.0,0.0
1.19,0.13295045724126572,-0.09432813749979328,6.970265741965189,0.5503246638067231,0.1229214123228785,-0.004252192303223767,5.894822123912321,0.0,-0.4468509858393719,-0.5662669229096428,0.9209403464906182,1.5270747299567038,0.03863873241434721,0.06348905519054297,0.023516708446835434,0.00022268644137467757,0.0002209881986524965,0.00021546944534910588,0.00019092333057819114,0.00012129472031017017,0.00011462284724207492,9.632420378304351e-05,5.139323008449541e-05,6.984401721639365e-05,6.440740806830905e-05,5.0661126844888713e-05,2.3364724008245116e-05,0.013526826977643899,0.045427364696473085,0.0012781381757073155,0.00022868086386123963,0.0,0.0
1.2,0.13405992706777287,-0.09513709229088552,6.970265741965185,0.5503246638067226,0.12292141224225517,-0.004252192303130684,5.944358428260647,0.0,-0.4504388285836518,-0.5708524255263175,0.9279888848973998,1.5395480781372808,0.039401917064298964,0.06477326588494312,0.023970048015081492,0.00022922425273701885,0.0002274612188695924,0.0002217329278360674,0.00019627767141871207,0.00012468016077305443,0.00011776822861533383,9.883993884015493e-05,5.256483190325651e-05,7.172850263734509e-05,6.610390201272696e-05,5.1911098643922774e-05,2.3865174943116908e-05,0.013637540024963339,0.04580881874739473,0.0012845403406039153,0.00022999785257678555,0.0,0.0
1.21,0.1351692138221972,-0.09594634443030003,6.970265741965172,0.5503246638067217,0.12292141214150712,-0.004252192303425426,5.993894732608973,0.0,-0.45402379744174565,-0.5754349399805667,0.9350260873467497,1.5520151994536906,0.04017247961729684,0.06607082771014307,0.02442743462554502,0.00023589113531823766,0.00023406146644732337,0.00022811771432040994,0.00020172860173031513,0.0001281258813900358,0.00012096768096932007,0.00010139467395500224,5.375027473750128e-05,7.36441693406403e-05,6.782704592160842e-05,5.317810294801534e-05,2.4370773374656127e-05,0.01374825307228278,0.04619027279831637,0.0012908914925345578,0.00023131648714041665,0.0,0.0
1.22,0.1362783174132417,-0.09675589445201148,6.970265741965152,0.5503246638067202,0.12292141200073689,-0.004252192304141125,6.0434310369572986,0.0,-0.45760589040630856,-0.5800144638223678,0.9420519584293092,1.5644760878762691,0.04095040246524243,0.06738173122347482,0.0248888510059888,0.00024268832746711643,0.0002407901459495989,0.00023462490181612051,0.0002072768024221059,0.00013163227435775173,0.00012422150335894086,0.00010398852208807844,5.494953336332802e-05,7.55911534271733e-05,6.957691929586462e-05,5.446213387424156e-05,2.4881497288908987e-05,0.013858966119602219,0.046571726849238014,0.0012971920380076168,0.00023263676213939856,0.0,0.0
1.23,0.13738723775049,-0.0975657428894308,6.970265741965127,0.5503246638067183,0.12292141183707714,-0.004252192305189031,6.092967341305625,0.0,-0.4611851054828328,-0.5845909946142187,0.9490665027636304,1.5769307373839734,0.041735667717807484,0.06870596651284586,0.025354279727996216,0.0002496170638823025,0.0002476484580800805,0.00024125558279306945,0.00021292294788322844,0.00013519972686263634,0.00012752998969280544,0.00010662159169431288,5.6162581329485345e-05,7.756958749444228e-05,7.135359833206417e-05,5.576318329308519e-05,2.5397324276124064e-05,0.01396967916692166,0.04695318090015966,0.001303442380244575,0.00023395867206972985,0.0,0.0
1.24,0.13849597474416242,-0.0983758902757631,6.970265741965123,0.550324663806718,0.12292141178806212,-0.004252192306132384,6.142503645653951,0.0,-0.4647614406859513,-0.5891645299273267,0.956069724987366,1.5893791419595513,0.04252825705460841,0.07004352297581734,0.025823703107801774,0.00025667857625145236,0.0002546376003539622,0.0002480108459199545,0.00021866770680541896,0.00013882862161941053,0.00013089342925301544,0.00010929398697647601,5.738939053704106e-05,7.957960097040294e-05,7.315715618253265e-05,5.708124075983074e-05,2.5918231345687776e-05,0.0140803922142411,0.047334634951081304,0.0013096429190875667,0.0002352822112842522,0.0,0.0
1.25,0.13960452830615117,-0.09918633714246305,6.970265741965131,0.5503246638067185,0.12292141178012919,-0.004252192307073506,6.192039950002277,0.0,-0.46833489405520806,-0.5937350673578888,0.9630616297945138,1.6018212956103657,0.04332815236277932,0.07139439027187451,0.026297103633893322,0.00026387409029506086,0.0002617587640305332,0.0002548917727672101,0.00022451173881031335,0.00014251933462271468,0.00013431210459876879,0.00011200580703953166,5.8629933075674557e-05,8.162131880178713e-05,7.49876619987486e-05,5.8416293959474856e-05,2.644419572643147e-05,0.014191105261560541,0.04771608900200294,0.0013157940515049734,0.00023660737421616327,0.0,0.0
1.26,0.14071289834911221,-0.09999708402058058,6.9702657419651555,0.5503246638067204,0.12292141182739272,-0.004252192307849663,6.241576254350603,0.0,-0.4719054636412543,-0.5983026045128508,0.970042221902695,1.6142571923502453,0.04413533518136392,0.07275855749237785,0.026774463594340187,0.0002712048282723105,0.0002690131367263788,0.00026189944064755757,0.00023045569745019288,0.00014627223713254857,0.0001377862934444867,0.00011475714671467527,5.9884179631695916e-05,8.369486264232587e-05,7.684518182316153e-05,5.976832837149699e-05,2.6975194169957272e-05,0.014301818308879983,0.04809754305292459,0.0013218961711884542,0.00023793415518413657,0.0,0.0
1.27,0.14182108478674044,-0.10080813144034688,6.970265741965205,0.5503246638067242,0.12292141194670839,-0.0042521923082585586,6.291112558698929,0.0,-0.4754731475100497,-0.6028671390142457,0.9770115060630271,1.6266868262050633,0.04494978687211566,0.07413601341558948,0.027255765191327906,0.00027867200816164485,0.00027640190157021037,0.00026903492171996085,0.000236500229328583,0.00015008769508217075,0.00014131626811825235,0.00011754809636686788,6.115209998319673e-05,8.580035051903139e-05,7.87297783556912e-05,6.113732740957938e-05,2.7511203165325585e-05,0.014412531356199427,0.048478997103846226,0.0013279496687031087,0.0002392625484521589,0.0,0.0
1.28,0.14292908753378186,-0.10161947993115117,6.970265741965289,0.5503246638067304,0.12292141215792733,-0.004252192308055217,6.340648863047256,0.0,-0.47903794374306574,-0.6074286684994102,0.9839694870605417,1.6391101912130466,0.04577148862902342,0.07552674652079533,0.02774099054752517,0.00028627684357960723,0.0002839262371255105,0.00027629928292316805,0.00024264597408230773,0.00015396606905825408,0.00014490229555745978,0.00012037874192805054,6.243366303182358e-05,8.793789683637476e-05,8.064151097006593e-05,6.252327245588061e-05,2.805219895140548e-05,0.014523244403518874,0.04886045115476787,0.0013339549315148373,0.00024059254823281633,0.0,0.0
1.29,0.14403690650548995,-0.10243113002234452,6.970265741965346,0.5503246638067346,0.12292141233332103,-0.00425219230822527,6.390185167395581,0.0,-0.4825998504290355,-0.6119871906124728,0.9909161696946454,1.6515272814139708,0.04660042114657256,0.07693074449287049,0.028230121483464897,0.0002940205452741526,0.0002915873189522888,0.00028369358767927857,0.00024889356617400094,0.00015790771549745484,0.00014854463843333215,0.00012324916536269974,6.372883590489035e-05,9.010761308692519e-05,8.258043623662775e-05,6.392614264650096e-05,2.859815711798482e-05,0.014633957450838318,0.049241905205689517,0.001339912343742212,0.00024192414857294095,0.0,0.0
1.3,0.14514454161863813,-0.10324308224172898,6.970265741965376,0.5503246638067368,0.12292141246910489,-0.004252192308686239,6.4397214717439075,0.0,-0.4861588656793621,-0.6165427030202608,0.9978515588154262,1.6639380908694617,0.047436565243042496,0.07834799515285006,0.028723139935747162,0.00030190431821176214,0.00029938631658174954,0.000291218892643853,0.0002552436316180154,0.00016191298447882174,0.00015224355311627472,0.00012615944392346739,6.503758565916759e-05,9.230960658494148e-05,8.454660702777937e-05,6.534591535324282e-05,2.9149053357745158e-05,0.014744670498157761,0.049623359256611155,0.0013458222866793072,0.00024325734356847343,0.0,0.0
1.31,0.1462519927912083,-0.10405533711601589,6.970265741965392,0.5503246638067381,0.1229214125978807,-0.00425219230902753,6.489257776092233,0.0,-0.4897149876234004,-0.6210952034074362,1.004775659312452,1.6763426136568336,0.04827990167135039,0.07977848617539086,0.02922002783009215,0.0003099293624129297,0.00030732439439321566,0.00029887624866995106,0.00026169678901651245,0.00016598222041213883,0.00015599929032874323,0.00012910965043610108,6.635987877141374e-05,9.454398088184658e-05,8.65400728291839e-05,6.678256607302992e-05,2.970486323919084e-05,0.014855383545477203,0.0500048133075328,0.0013516851386626732,0.0002445921272992602,0.0,0.0
1.32,0.14735925994209084,-0.1048678951712672,6.970265741965387,0.5503246638067377,0.1229214127041573,-0.004252192309224381,6.538794080440559,0.0,-0.4932682144039114,-0.6256446894718074,1.0116884761039777,1.688740843863156,0.04913041093685999,0.08122220481663282,0.02972076695906658,0.0003180968737555136,0.0003154027124575998,0.00030666670173604534,0.0002682536505586018,0.00017011576270144265,0.00015981209577507386,0.0001320998535755408,6.769568064788012e-05,9.681083616728406e-05,8.856088004062802e-05,6.823606832240431e-05,3.0265561987971322e-05,0.014966096592796643,0.05038626735845444,0.0013575012749439293,0.0002459284937662516,0.0,0.0
