t,SL,TRPNCaL,TRPNCaH,xXBpostr,xXBprer,XBpostr,XBprer,N_NoXB,P_NoXB,P,intf
2.25,2.2,0.969942385239467,0.9969069964089975,0.007000050767489771,3.122806514401567e-08,0.00035741296947298246,0.012249123830886206,0.5977680377351647,0.40223196226482744,0.8791087930152706,-0.8169643877078712
2.2600000000000002,2.2,0.9699425562888199,0.9969072089622191,0.007000050753479377,3.12161764055989e-08,0.0003605338830481181,0.0123016594367743,0.5963925062828367,0.4036074937171555,0.8791027945617726,-0.8205984509856803
2.27,2.2,0.9699427180584719,0.9969074102768385,0.007000050739470506,3.1204295438816606e-08,0.0003636680555808395,0.012354178787583431,0.5950207078191738,0.40497929218081824,0.8790966754662956,-0.8242325554584545
2.2800000000000002,2.2,0.9699428710773903,0.9969076009716679,0.007000050725463163,3.119242223392866e-08,0.00036681548211230775,0.012406681881243973,0.5936526322145399,0.40634736778545216,0.8790904360713035,-0.8278667013007891
2.29,2.2,0.9699430158206632,0.9969077816130536,0.007000050711457353,3.118055678120936e-08,0.00036997615768378665,0.012459168715704676,0.5922882693624347,0.4077117306375574,0.8790840767184754,-0.8315008886872131
2.3000000000000003,2.2,0.9699431527349124,0.9969079527327656,0.0070000506974530795,3.116869907094963e-08,0.00037315007733621186,0.012511639288937728,0.5909276091851594,0.40907239081483265,0.8790775977485118,-0.8351351177921907
2.31,2.2,0.969943282240923,0.9969081148298468,0.007000050683450347,3.115684909345719e-08,0.0003763372361101447,0.012564093598939263,0.5895706416344031,0.4104293583655889,0.8790709995011142,-0.8387693887901208
2.32,2.2,0.9699434047261268,0.9969082683653234,0.007000050669449162,3.114500683905597e-08,0.0003795376290459012,0.012616531643727879,0.5882173566895668,0.41178264331042536,0.8790642823150434,-0.8424037018553369
2.33,2.2,0.9699435205446023,0.9969084137622047,0.007000050655449526,3.1133172298086055e-08,0.0003827512511835515,0.012668953421344635,0.5868677443577631,0.413132255642229,0.8790574465281182,-0.8460380571621073
2.34,2.2,0.9699436300170752,0.9969085514054826,0.007000050641451446,3.112134546090375e-08,0.00038597809756291964,0.012721358929853042,0.5855217946738173,0.41447820532617474,0.8790504924772164,-0.8496724548846348
2.35,2.2,0.9699437334309176,0.9969086816421322,0.007000050627454924,3.1109526317881525e-08,0.0003892181632235843,0.012773748167339082,0.5841794977002663,0.4158205022997258,0.8790434204982742,-0.8533068951970574
2.36,2.2,0.9699438310463304,0.9969088047879863,0.007000050613459965,3.109771485940793e-08,0.00039247144320490065,0.012826121131910923,0.5828408435270638,0.4171591564729283,0.8790362309262963,-0.856941378273447
2.37,2.2,0.9699439232851306,0.9969089213376902,0.007000050599466574,3.108591107588425e-08,0.00039573793254669076,0.012878477821690893,0.5815058222625572,0.41849417773743486,0.8790289240956631,-0.8605759042878106
2.38,2.2,0.9699440105103423,0.9969090317195807,0.007000050585474757,3.10741149577284e-08,0.00039901762628843744,0.012930818234824861,0.5801744240440221,0.41982557595597,0.879021500339772,-0.8642104734140893
2.39,2.2,0.9699440929924146,0.9969091362581148,0.007000050571484516,3.106232649537555e-08,0.0004023105194691621,0.012983142369483685,0.5788466390392762,0.4211533609607158,0.8790139599909829,-0.8678450858261596
2.4,2.2,0.9699441709804091,0.9969092352530403,0.007000050557495855,3.1050545679276817e-08,0.00040561660712768333,0.01303545022386016,0.5775224574432776,0.42247754255671444,0.8790063033807334,-0.8714797416978323
2.41,2.2,0.9699442447019999,0.9969093289793953,0.00700005054350878,3.10387724998993e-08,0.00040893588430261825,0.013087741796169047,0.5762018694781242,0.4237981305218678,0.8789985308395397,-0.875114441202853
2.42,2.2,0.9699443143634741,0.9969094176875082,0.007000050529523295,3.102700694772609e-08,0.00041226834603238144,0.013140017084647045,0.5748848653930545,0.42511513460693756,0.8789906426969956,-0.8787491845149018
2.43,2.2,0.9699443801497307,0.9969095016029975,0.0070000505155394036,3.101524901325623e-08,0.00041561398735518584,0.013192276087552808,0.5735714354644467,0.42642856453554545,0.878982639281773,-0.8823839718075939
2.44,2.2,0.9699444422278293,0.9969095809307427,0.007000050501557111,3.100349868700465e-08,0.0004189728033090612,0.013244518803166712,0.5722615699955674,0.4277384300044247,0.8789745209216305,-0.8860188032544787
2.45,2.2,0.9699445008755031,0.9969096559987255,0.00700005048757642,3.099175595949858e-08,0.00042234478893255086,0.013296745229782733,0.5709552593074428,0.4290447406925493,0.8789662879437239,-0.8896536790290404
2.46,2.2,0.9699445563364443,0.9969097270960546,0.0070000504735973365,3.098002082128158e-08,0.00042572993926392707,0.013348955365717586,0.5696524937491382,0.43034750625085394,0.8789579406742559,-0.8932885993046972
2.47,2.2,0.9699446087899904,0.9969097944390376,0.007000050459619865,3.0968293262914375e-08,0.000429128249341028,0.013401149209312667,0.5683532636999106,0.4316467363000815,0.8789494794384042,-0.8969235642548031
2.48,2.2,0.9699446584023237,0.9969098582284863,0.007000050445644008,3.095657327497344e-08,0.0004325397142015336,0.013453326758930791,0.567057559565573,0.43294244043441915,0.8789409045604436,-0.9005585740526458
2.49,2.2,0.969944705326471,0.9969099186497169,0.007000050431669771,3.0944860848050993e-08,0.00043596432888296703,0.013505488012956214,0.5657653717784934,0.4342346282214988,0.8789322163637476,-0.9041936288714485
2.5,2.2,0.9699447497023039,0.9969099758725494,0.007000050417697158,3.0933155972754987e-08,0.00043940208842269325,0.013557632969794607,0.5644766907975953,0.43552330920239674,0.878923415170787,-0.9078287288843682
2.5100000000000002,2.2,0.9699447916565387,0.9969100300513083,0.007000050403726173,3.0921458639709136e-08,0.00044285298785792055,0.013609761627873085,0.5631915071083579,0.4368084928916342,0.8789145013031309,-0.9114638742644974
2.52,2.2,0.9699448328227229,0.9969100831008131,0.007000050389756822,3.090976883710971e-08,0.0004463170222436431,0.013661873982348511,0.5619098071343815,0.4380901928656106,0.8789054752203247,-0.9150990651951457
2.5300000000000002,2.2,0.9699448696813535,0.9969101309169276,0.007000050375789106,3.089808656152233e-08,0.0004497941865740564,0.01371397003965022,0.5606315913012686,0.4393684086987235,0.8788963369062852,-0.9187343018243822
2.54,2.2,0.9699449047570764,0.9969101764572335,0.0070000503618230315,3.088641179977937e-08,0.0004532844759147019,0.013766049793094788,0.5593568437476454,0.4406431562523468,0.8788870868981761,-0.9223695843412455
2.5500000000000003,2.2,0.9699449380967688,0.9969102197834849,0.007000050347858601,3.087474454266385e-08,0.00045678788530185776,0.013818113241322712,0.5580855552243705,0.4419144447756217,0.8788777255085516,-0.9260049129181521
2.56,2.2,0.9699449697473081,0.9969102609574358,0.007000050333895821,3.086308478095875e-08,0.0004603044097718014,0.013870160382974473,0.5568177164823027,0.44318228351768946,0.8788682530499663,-0.9296402877275182
2.57,2.2,0.9699449997555715,0.9969103000408402,0.007000050319934695,3.085143250544708e-08,0.0004638340443608107,0.013922191216690562,0.5555533182723007,0.4444466817276914,0.878858669834975,-0.9332757089417598
2.58,2.2,0.9699450281684361,0.9969103370954522,0.007000050305975226,3.083978770691185e-08,0.0004673767841051637,0.013974205741111469,0.5542923513452233,0.4457076486547689,0.8788489761761321,-0.9369111767332938
2.59,2.2,0.9699450550327791,0.9969103721830255,0.007000050292017419,3.082815037613607e-08,0.0004709326240411378,0.014026203954877681,0.553034806451929,0.44696519354806313,0.8788391723859921,-0.9405466912745359
2.6,2.2,0.9699450803964976,0.9969104053664418,0.007000050278061278,3.0816520503904026e-08,0.00047450155920502224,0.01407818585663134,0.5517806743453563,0.44821932565463596,0.878829258777039,-0.9441822527378969
2.61,2.2,0.969945104360301,0.9969104367669775,0.0070000502641068075,3.0804898081067456e-08,0.00047808358463367716,0.014130151445100048,0.5505299458861465,0.4494700541138457,0.878819235658099,-0.9478178612954788
2.62,2.2,0.9699451270138396,0.9969104664936813,0.00700005025015401,3.079328309846395e-08,0.00048167869536384396,0.014182100718993515,0.5492826119123877,0.45071738808760453,0.8788091033387644,-0.9514535171194488
2.63,2.2,0.9699451484210496,0.9969104946271692,0.007000050236202892,3.0781675546898293e-08,0.00048528688643198486,0.014234033676979833,0.5480386632097279,0.4519613367902643,0.8787988621304081,-0.9550892203821235
2.64,2.2,0.9699451686458674,0.9969105212480573,0.007000050222253457,3.0770075417175265e-08,0.0004889081528745626,0.014285950317727105,0.5467980905638152,0.453201909436177,0.8787885123444034,-0.9587249712558199
2.65,2.2,0.9699451877522293,0.9969105464369621,0.007000050208305708,3.075848270009964e-08,0.0004925424897280395,0.01433785063990342,0.5455608847602975,0.4544391152396947,0.878778054292123,-0.9623607699128547
2.66,2.2,0.9699452058040712,0.9969105702744997,0.007000050194359649,3.07468973864762e-08,0.0004961898920288782,0.014389734642176875,0.5443270365848228,0.4556729634151694,0.8787674882849403,-0.9659966165255448
2.67,2.2,0.9699452228653296,0.9969105928412861,0.007000050180415286,3.073531946710973e-08,0.000499850354813541,0.014441602323215565,0.5430965368230393,0.45690346317695296,0.8787568146342283,-0.9696325112662069
2.68,2.2,0.9699452389999407,0.9969106142179379,0.007000050166472621,3.0723748932805e-08,0.0005035238731184907,0.014493453681687588,0.5418693762605946,0.45813062373939756,0.87874603365136,-0.9732684543071579
2.69,2.2,0.9699452542717962,0.9969106344850132,0.00700005015253166,3.0712185774367155e-08,0.0005072104419801892,0.01454528871626151,0.540645545683731,0.45935445431626115,0.8787351456476883,-0.976904445820713
2.7,2.2,0.9699452687081136,0.996910653675052,0.007000050138592406,3.070062998290081e-08,0.0005109100564348935,0.014597107425999444,0.5394250363703791,0.46057496362961314,0.8787241509178658,-0.9805404859778817
2.71,2.2,0.9699452823314343,0.9969106718144733,0.007000050124654863,3.068908154954874e-08,0.0005146227115188334,0.014648909810013662,0.5382078396611523,0.46179216033883996,0.8787130497544159,-0.9841765749495065
2.72,2.2,0.9699452951917352,0.996910688965617,0.0070000501107190345,3.067754046522972e-08,0.0005183484022683937,0.014700695867122053,0.5369939465288435,0.4630060534711488,0.878701842462355,-0.9878127129074077
2.73,2.2,0.9699453073389939,0.9969107051908227,0.007000050096784925,3.06660067208625e-08,0.0005220871237199582,0.01475246559614249,0.5357833479462455,0.46421665205374674,0.8786905293467,-0.9914489000234045
2.74,2.2,0.9699453188231872,0.9969107205524304,0.00700005008285254,3.065448030736585e-08,0.0005258388709099113,0.014804218995892866,0.5345760348861512,0.465423965113841,0.8786791107124674,-0.9950851364693171
2.75,2.2,0.9699453296942926,0.9969107351127797,0.007000050068921881,3.064296121565853e-08,0.0005296036388746371,0.014855956065191054,0.5333719983213537,0.4666280016786385,0.8786675868646738,-0.9987214224169649
2.7600000000000002,2.2,0.9699453400022869,0.9969107489342106,0.007000050054992954,3.0631449436659294e-08,0.00053338142265052,0.014907676802854942,0.5321712292246457,0.46782877077534657,0.8786559581083357,-1.002357758038168
2.77,2.2,0.9699453497971476,0.9969107620790628,0.007000050041065762,3.061994496128691e-08,0.0005371722172739441,0.014959381207702408,0.5309737185688201,0.46902628143117214,0.87864422474847,-1.005994143504746
2.7800000000000002,2.2,0.9699453591288518,0.9969107746096761,0.007000050027140309,3.0608447780460147e-08,0.0005409760177812937,0.015011069278551338,0.5297794573266698,0.4702205426733224,0.8786323870900931,-1.0096305789885187
2.79,2.2,0.9699453680000363,0.9969107865312441,0.0070000500132166,3.0596957885372784e-08,0.0005447928192092802,0.015062741014578477,0.5285884369201281,0.47141156307986415,0.878620445422967,-1.0132670646600948
2.8000000000000003,2.2,0.96994537638077,0.9969107978096458,0.007000049999294639,3.058547526740785e-08,0.000548622616594841,0.01511439641520747,0.5274006490801187,0.47259935091987343,0.8786084000263588,-1.0169036006892496
2.81,2.2,0.9699453842973232,0.9969108084786032,0.007000049985374427,3.057399991762184e-08,0.0005524654049745238,0.015166035479435904,0.5262160850043545,0.47378391499563777,0.8785962511976458,-1.0205401872471962
2.82,2.2,0.9699453917763609,0.9969108185723154,0.007000049971455972,3.056253182706893e-08,0.0005563211793848743,0.015217658206258386,0.5250347358868019,0.47496526411319023,0.8785839992343328,-1.024176824505158
2.83,2.2,0.969945398844548,0.9969108281249811,0.007000049957539274,3.055107098680334e-08,0.0005601899348624381,0.01526926459466952,0.5238565929214282,0.4761434070785641,0.8785716444339243,-1.0278135126343586
2.84,2.2,0.9699454055285496,0.9969108371707989,0.0070000499436243405,3.0539617387879264e-08,0.0005640716664437604,0.015320854643663905,0.5226816473021998,0.4773183526977924,0.8785591870939249,-1.031450251806021
2.85,2.2,0.9699454118550308,0.9969108457439676,0.007000049929711173,3.05281710213509e-08,0.000567966369165387,0.015372428352236147,0.5215098902230839,0.4784901097769083,0.8785466275118392,-1.035087042191369
2.86,2.2,0.9699454178506567,0.9969108538786859,0.0070000499157997775,3.0516731878272454e-08,0.000571874038063863,0.015423985719380846,0.5203413128780473,0.4796586871219449,0.8785339659851717,-1.0387238839616253
2.87,2.2,0.9699454235420921,0.9969108616091529,0.007000049901890156,3.050529994969811e-08,0.0005757946681757343,0.015475526744092607,0.5191759064610567,0.4808240935389355,0.8785212028114273,-1.0423607772880137
2.88,2.2,0.969945428709871,0.9969108686627499,0.007000049887982311,3.049387522981743e-08,0.0005797282545511287,0.015527051429409227,0.5180136672410752,0.48198633275891706,0.8785083381157502,-1.045997722327722
2.89,2.2,0.969945433894467,0.9969108757141685,0.007000049874076252,3.048245770313945e-08,0.0005836747921982373,0.015578559765884977,0.5168545758178157,0.4831454241821766,0.8784953725554535,-1.0496347192812732
2.9,2.2,0.9699454387575164,0.9969108823425777,0.007000049860171978,3.047104736536829e-08,0.0005876342761737496,0.015630051758510788,0.5156986309117964,0.484301369088196,0.8784823061724206,-1.0532717682990749
2.91,2.2,0.9699454433230593,0.9969108885789042,0.007000049846269495,3.0459644207591584e-08,0.0005916067015143562,0.015681527406324378,0.5145458237711061,0.4854541762288861,0.878469139262318,-1.0569088695522009
2.92,2.2,0.9699454476139897,0.9969108944526458,0.007000049832368805,3.0448248220911575e-08,0.0005955920632568103,0.015732986708382298,0.5133961456674702,0.4866038543325222,0.8784558721200092,-1.0605460232116593
2.93,2.2,0.9699454516520551,0.9969108999918712,0.007000049818469915,3.04368593964451e-08,0.0005995903564379292,0.01578442966375993,0.5122495878962483,0.48775041210374404,0.8784425050395555,-1.0641832294483933
2.94,2.2,0.9699454554578569,0.9969109052232206,0.0070000498045728245,3.042547772532359e-08,0.0006036015760945924,0.01583585627155149,0.5111061417764365,0.48889385822355574,0.878429038314215,-1.06782048843328
2.95,2.2,0.96994545905085,0.9969109101719048,0.00700004979067754,3.041410319869311e-08,0.0006076257172637439,0.01588726653087002,0.5099657986506662,0.4900342013493261,0.8784154722364433,-1.0714578003371322
2.96,2.2,0.9699454624493429,0.996910914861706,0.007000049776784066,3.0402735807714296e-08,0.0006116627749823898,0.015938660440847383,0.5088285498852041,0.49117145011478813,0.8784018070978934,-1.0750951653306962
2.97,2.2,0.9699454656682189,0.9969109193117058,0.007000049762892405,3.039137554367426e-08,0.0006157127442886688,0.01599003800077568,0.5076943870483083,0.492305612951684,0.8783880431833583,-1.0787325835841397
2.98,2.2,0.9699454687152045,0.9969109235309309,0.007000049749002561,3.03800223981697e-08,0.0006197756202235993,0.016041399210338664,0.5065633022021826,0.49343669779780963,0.878374180760857,-1.0823700552662083
2.99,2.2,0.9699454716026871,0.9969109275353139,0.007000049735114537,3.036867636252689e-08,0.0006238513978255414,0.016092744068878683,0.5054352869782381,0.4945647130217541,0.8783602201130382,-1.0860075805468927
3.0,2.2,0.9699454743423352,0.9969109313399716,0.00700004972122834,3.035733742806574e-08,0.0006279400721327178,0.0161440725757304,0.5043103329980876,0.49568966700190464,0.8783461615228826,-1.0896451595962149
3.0100000000000002,2.2,0.9699454769445599,0.9969109349584323,0.007000049707343969,3.034600558612622e-08,0.0006320416381834672,0.016195384730254215,0.5031884319156804,0.49681156808431176,0.8783320052722733,-1.093282792584106
3.02,2.2,0.9699454794185147,0.9969109384026361,0.007000049693461432,3.033468082806836e-08,0.0006361560910162427,0.01624668053183625,0.5020695754173037,0.49793042458268855,0.878317751641995,-1.0969204796804066
3.0300000000000002,2.2,0.9699454817720956,0.9969109416829344,0.007000049679580731,3.032336314527226e-08,0.0006402834256696139,0.016297959979888366,0.500953755221581,0.4990462447784112,0.8783034009117341,-1.1005582210548677
3.04,2.2,0.969945484011941,0.9969109448080898,0.007000049665701868,3.031205252913805e-08,0.0006444236371822647,0.016349223073848135,0.4998409630794735,0.5001590369205187,0.8782889533600787,-1.1041960168771485
3.0500000000000003,2.2,0.9699454861434321,0.9969109477852769,0.0070000496518248505,3.030074897108596e-08,0.0006485767205929955,0.016400469813178872,0.49873119077427913,0.5012688092257132,0.878274409264519,-1.107833867316819
3.06,2.2,0.9699454881706924,0.9969109506200811,0.00700004963794968,3.0289452462556235e-08,0.0006527426709407209,0.016451700197369613,0.49762443012163304,0.5023755698783592,0.8782597689014467,-1.111471772543358
3.0700000000000003,2.2,0.9699454900965878,0.9969109533164999,0.0070000496240763595,3.027816299500922e-08,0.000656921483264472,0.016502914225935132,0.49652067296950747,0.5034793270304847,0.8782450325461554,-1.1151097327261543
3.08,2.2,0.969945491922727,0.9969109558769419,0.007000049610204894,3.0266880559925304e-08,0.0006611131526033943,0.016554111898415914,0.4954199111982118,0.5045800888017804,0.8782302004728402,-1.1187477480345056
3.09,2.2,0.9699454936494609,0.9969109583022274,0.007000049596335287,3.025560514880492e-08,0.0006653176739967493,0.016605293214378185,0.4943221367203924,0.5056778632795998,0.8782152729545982,-1.1223858186376197
3.1,2.2,0.9699454952758831,0.9969109605915879,0.007000049582467542,3.0244336753168585e-08,0.000669535042483914,0.0166564581734139,0.4932273414810327,0.5067726585189596,0.8782002502634285,-1.1260239447046139
3.11,2.2,0.9699454967998297,0.9969109627426667,0.007000049568601663,3.0233075364556864e-08,0.0006737652531043801,0.016707606775140736,0.49213551745745343,0.5078644825425388,0.8781851326702316,-1.1296621264045148
3.12,2.2,0.969945498217879,0.9969109647515183,0.007000049554737653,3.022182097453038e-08,0.0006780083008977554,0.0167587390192021,0.49104665665931213,0.5089533433406801,0.8781699204448098,-1.1333003639062589
3.13,2.2,0.969945499528442,0.9969109666165005,0.007000049540875517,3.021057357465043e-08,0.0006822641809041008,0.0168098549052401,0.4899607510953181,0.5100392489046742,0.8781546138569983,-1.1369386573787688
3.14,2.2,0.9699455007646037,0.9969109683796441,0.0070000495270152565,3.019933315627283e-08,0.000686532888167526,0.01686095443260826,0.4888777924194126,0.5111222075805797,0.8781392131886855,-1.1405770069917713
3.15,2.2,0.9699455019383947,0.9969109700564539,0.007000049513156877,3.0188099710897726e-08,0.0006908144177300885,0.01691203760085899,0.487797772531153,0.5122022274688394,0.8781237187134154,-1.1442154129144098
3.16,2.2,0.9699455030513323,0.9969109716491873,0.007000049499300382,3.0176873230103404e-08,0.000695108764632949,0.01696310440965142,0.48672068346215003,0.5132793165378423,0.8781081307002464,-1.147853875315507
3.17,2.2,0.969945504104225,0.9969109731592045,0.007000049485445774,3.016565370548479e-08,0.0006994159239174429,0.017014154858665587,0.4856465172704401,0.5143534827295522,0.8780924494173391,-1.1514923943638087
3.18,2.2,0.9699455050971725,0.9969109745869681,0.007000049471593058,3.0154441128653384e-08,0.0007037358906250813,0.017065188947602474,0.48457526604048456,0.5154247339595077,0.878076675131957,-1.155130970227984
3.19,2.2,0.9699455060295656,0.9969109759320436,0.007000049457742237,3.014323549123735e-08,0.0007080686597975505,0.017116206676183975,0.4835069218831703,0.516493078116822,0.878060808110466,-1.158769603076625
3.2,2.2,0.9699455069000867,0.9969109771930992,0.007000049443893315,3.0132036784881435e-08,0.0007124142264767131,0.017167208044152928,0.4824414769358093,0.517558523064183,0.8780448486183351,-1.1624082930782473
3.21,2.2,0.9699455077067094,0.9969109783679055,0.007000049430046295,3.0120845001247014e-08,0.0007167725857046058,0.017218193051273086,0.4813789233621389,0.5186210766378534,0.8780287969201352,-1.1660470404012895
3.22,2.2,0.9699455084466981,0.9969109794533365,0.00700004941620118,3.0109660132012064e-08,0.000721143732523442,0.017269161697329137,0.4803192533523217,0.5196807466476706,0.8780126532795405,-1.1696858452141137
3.23,2.2,0.969945509116609,0.9969109804453681,0.0070000494023579754,3.00984821688712e-08,0.0007255276619756096,0.017320113982126698,0.4792624591229455,0.5207375408770468,0.8779964179593273,-1.1733247076850044
3.24,2.2,0.9699455097122892,0.9969109813390792,0.007000049388516683,3.0087311103535636e-08,0.0007299243691036728,0.01737104990549231,0.47820853291702353,0.5217914670829688,0.8779800912213749,-1.1769636279821705
3.25,2.2,0.9699455102288773,0.9969109821286515,0.007000049374677308,3.0076146927733195e-08,0.0007343338489503705,0.017421969467273438,0.4771574670039942,0.5228425329959981,0.877963673326665,-1.180602606273743
3.2600000000000002,2.2,0.9699455106608029,0.9969109828073695,0.007000049360839852,3.006498963320834e-08,0.0007387560965586176,0.017472872667338487,0.4761092536797211,0.5238907463202712,0.8779471645352821,-1.1842416427277767
3.27,2.2,0.969945511001787,0.9969109833676199,0.00700004934700432,3.005383921172213e-08,0.0007431911069715038,0.01752375950557678,0.47506388526649335,0.5249361147334989,0.8779305651064132,-1.1878807375122495
3.2800000000000002,2.2,0.969945511244842,0.9969109838008925,0.007000049333170715,3.0042695655052233e-08,0.0007476388752322953,0.017574629981898574,0.4740213541130251,0.5259786458869672,0.877913875298348,-1.1915198907950628
3.29,2.2,0.9699455113823235,0.9969109840978453,0.007000049319339041,3.0031558954992754e-08,0.0007520993963844367,0.017625484096234774,0.47298165259411257,0.5270183474058797,0.8778970953684901,-1.1951591027440414
3.3000000000000003,2.2,0.9699455114457308,0.9969109842979085,0.0070000493055093005,3.002042910320404e-08,0.0007565726654747262,0.017676321848325106,0.4719447728505449,0.5280552271494473,0.8778802255821949,-1.1987983735275165
3.31,2.2,0.9699455114695484,0.9969109844442201,0.007000049291681499,3.00093060913491e-08,0.0007610586775504311,0.017727143237910574,0.4709107070253919,0.5290892929746004,0.8778632662047401,-1.2024377033137965
3.3200000000000003,2.2,0.9699455114579887,0.9969109845421733,0.007000049277855637,2.999818991121911e-08,0.0007655574276566382,0.017777948264910443,0.4698794474813484,0.5301205525186439,0.8778462174939421,-1.206077092270681
3.33,2.2,0.9699455114153414,0.9969109845972443,0.007000049264031721,2.998708055461891e-08,0.0007700689108386716,0.017828736929260725,0.4688509866023972,0.531149013397595,0.8778290797068945,-1.2097165405659034
3.34,2.2,0.9699455113459736,0.9969109846149915,0.0070000492502097535,2.9975978013366983e-08,0.0007745931221420938,0.017879509230914182,0.4678253167938085,0.5321746832061838,0.877811853099968,-1.2133560483671326
3.35,2.2,0.9699455112543302,0.9969109846010559,0.007000049236389737,2.996488227929544e-08,0.0007791300566127059,0.017930265169840313,0.46680243048214004,0.5331975695178522,0.8777945379288107,-1.2169956158419726
3.36,2.2,0.9699455111449329,0.9969109845611612,0.007000049222571676,2.995379334425008e-08,0.0007836797092965462,0.017981004746025358,0.4657823201152374,0.5342176798847549,0.8777771344483475,-1.2206352431579603
3.37,2.2,0.9699455110223812,0.9969109845011136,0.007000049208755574,2.9942711200090314e-08,0.000788242075239892,0.01803172795947231,0.4647649781622335,0.5352350218377587,0.877759642912781,-1.2242749304825693
3.38,2.2,0.9699455108913523,0.9969109844268018,0.007000049194941434,2.993163583868923e-08,0.0007928171494892579,0.0180824348102009,0.46375039711354904,0.5362496028864433,0.8777420635755905,-1.2279146779832069
3.39,2.2,0.9699455107566002,0.9969109843441971,0.0070000491811292595,2.992056725193354e-08,0.0007974049270913976,0.018133125298247604,0.46273856948089215,0.5372614305191001,0.8777243966895326,-1.2315544858272152
3.4,2.2,0.9699455106229566,0.9969109842593534,0.007000049167319054,2.990950543172362e-08,0.0008020054030933019,0.018183799423665638,0.4617294877972587,0.5382705122027336,0.8777066425066413,-1.2351943541818708
3.41,2.2,0.969945510495331,0.996910984178407,0.007000049153510821,2.98984503699735e-08,0.0008066185725422005,0.01823445718652497,0.46072314461693203,0.5392768553830602,0.8776888012782276,-1.2388342832143857
3.42,2.2,0.9699455103787096,0.9969109841075768,0.007000049139704564,2.9887402058610846e-08,0.0008112444304855609,0.018285098586912303,0.45971953251548325,0.5402804674845091,0.8776708732548797,-1.242474273091906
3.43,2.2,0.9699455102781565,0.9969109840531646,0.007000049125900286,2.9876360489576975e-08,0.0008158829719710888,0.018335723624931098,0.4587186440897708,0.5412813559102215,0.8776528586864629,-1.246114323981513
3.44,2.2,0.969945510198813,0.9969109840215541,0.007000049112097992,2.986532565482686e-08,0.0008205341920467276,0.018386332300701535,0.457720471957941,0.5422795280420513,0.8776347578221199,-1.2497544360502217
3.45,2.2,0.9699455101458982,0.9969109840192122,0.007000049098297683,2.985429754632912e-08,0.0008251980857606599,0.018436924614360566,0.45672500875942756,0.5432749912405647,0.8776165709102703,-1.2533946094649833
3.46,2.2,0.9699455101204731,0.9969109840474155,0.0070000490844993645,2.984327615605693e-08,0.0008298746481628933,0.018487500566042668,0.45573224713331056,0.5442677528666816,0.8775982981993475,-1.2570348443926842
3.47,2.2,0.9699455101151847,0.996910984096952,0.007000049070703038,2.9832261475978894e-08,0.0008345638743068584,0.018538060155860576,0.45474217969656444,0.5452578203034277,0.8775799399385387,-1.2606751410001487
3.48,2.2,0.9699455101318626,0.9969109841700277,0.007000049056908708,2.982125349809681e-08,0.0008392657592428091,0.018588603383985037,0.4537547991339806,0.5462452008660116,0.8775614963747246,-1.2643154994541326
3.49,2.2,0.9699455101728132,0.9969109842694279,0.007000049043116378,2.9810252214426974e-08,0.0008439802980210884,0.018639130250605367,0.45277009815367764,0.5472299018463145,0.8775429677539942,-1.2679559199213266
3.5,2.2,0.9699455102402463,0.9969109843978046,0.007000049029326051,2.979925761699896e-08,0.0008487074856923419,0.018689640755926818,0.4517880694841739,0.5482119305158183,0.8775243543217434,-1.2715964025683555
3.5100000000000002,2.2,0.9699455103362757,0.9969109845576754,0.00700004901553773,2.978826969785562e-08,0.0008534473173075193,0.018740134900170617,0.45080870587438693,0.5491912941256053,0.8775056563226759,-1.2752369475617797
3.52,2.2,0.9699455104629185,0.9969109847514243,0.00700004900175142,2.977728844905308e-08,0.0008581997879178726,0.018790612683573932,0.4498320000936338,0.5501679999063583,0.8774868740008026,-1.2788775550680935
3.5300000000000002,2.2,0.9699455106220956,0.9969109849813015,0.007000048987967121,2.976631386266074e-08,0.000862964892574958,0.0188410741063899,0.44885794493163095,0.5511420550683612,0.8774680075994419,-1.2825182252537268
3.54,2.2,0.9699455108156312,0.9969109852494236,0.0070000489741848405,2.9755345930761282e-08,0.0008677426263306344,0.018891519168887604,0.4478865331984944,0.5521134668014978,0.8774490573612195,-1.2861589582850435
3.5500000000000003,2.2,0.9699455110452536,0.9969109855577728,0.007000048960404579,2.974438464545066e-08,0.0008725329842370645,0.01894194787135209,0.4469177577247394,0.5530822422752527,0.8774300235280684,-1.289799754328343
3.56,2.2,0.9699455113125943,0.9969109859081983,0.00700004894662634,2.9733429998838103e-08,0.0008773359613467137,0.018992360214084347,0.44595161136128086,0.5540483886387113,0.8774109063412295,-1.2934406135498584
3.5700000000000003,2.2,0.9699455116191886,0.9969109863024145,0.007000048932850128,2.9722481983046117e-08,0.0008821515527123515,0.019042756197401343,0.4449880869794329,0.5550119130205593,0.8773917060412505,-1.2970815361157593
3.58,2.2,0.9699455119664754,0.9969109867420028,0.007000048919075945,2.9711540590210487e-08,0.0008869797533870497,0.019093135821635975,0.4440271774709092,0.555972822529083,0.8773724228679868,-1.300722522192148
3.59,2.2,0.9699455123557972,0.9969109872284105,0.0070000489053037955,2.970060581248027e-08,0.0008918205584241842,0.019143499087137115,0.4430688757478229,0.5569311242521693,0.8773530570606012,-1.304363571945063
