t,TRPN,z,Q_1,Q_2,Q_3
4.0200000000000005,0.06646053847756213,0.014340500641035021,0.0,0.0,0.0
4.03,0.06645949243531178,0.014340344630636447,0.0,0.0,0.0
4.04,0.06645844859499017,0.014340188753270644,0.0,0.0,0.0
4.05,0.06645740695196284,0.014340033008738387,0.0,0.0,0.0
4.0600000000000005,0.06645636750160498,0.014339877396840587,0.0,0.0,0.0
4.07,0.06645533023930146,0.014339721917378286,0.0,0.0,0.0
4.08,0.06645429516044671,0.014339566570152663,0.0,0.0,0.0
4.09,0.06645326226044479,0.01433941135496503,0.0,0.0,0.0
4.1,0.06645223153470933,0.01433925627161684,0.0,0.0,0.0
4.11,0.06645120297866348,0.014339101319909682,0.0,0.0,0.0
4.12,0.06645017658773994,0.014338946499645289,0.0,0.0,0.0
4.13,0.06644915235738089,0.01433879181062553,0.0,0.0,0.0
4.14,0.06644813028303798,0.014338637252652425,0.0,0.0,0.0
4.15,0.06644711036017233,0.014338482825528128,0.0,0.0,0.0
4.16,0.06644609258425446,0.014338328529054948,0.0,0.0,0.0
4.17,0.06644507695076432,0.014338174363035337,0.0,0.0,0.0
4.18,0.06644406345519122,0.014338020327271894,0.0,0.0,0.0
4.19,0.0664430520930338,0.014337866421567367,0.0,0.0,0.0
4.2,0.06644204285980011,0.01433771264572466,0.0,0.0,0.0
4.21,0.06644103575100743,0.014337558999546826,0.0,0.0,0.0
4.22,0.06644003076218236,0.014337405482837072,0.0,0.0,0.0
4.23,0.06643902788886072,0.014337252095398757,0.0,0.0,0.0
4.24,0.06643802712658761,0.014337098837035402,0.0,0.0,0.0
4.25,0.06643702847091734,0.014336945707550683,0.0,0.0,0.0
4.26,0.06643603191741337,0.014336792706748433,0.0,0.0,0.0
4.2700000000000005,0.06643503746164836,0.01433663983443265,0.0,0.0,0.0
4.28,0.0664340450992041,0.014336487090407487,0.0,0.0,0.0
4.29,0.06643305482567147,0.014336334474477266,0.0,0.0,0.0
4.3,0.06643206663665048,0.014336181986446471,0.0,0.0,0.0
4.3100000000000005,0.06643108052775021,0.014336029626119753,0.0,0.0,0.0
4.32,0.06643009649458873,0.014335877393301928,0.0,0.0,0.0
4.33,0.06642911453279318,0.01433572528779798,0.0,0.0,0.0
4.34,0.06642813463799971,0.014335573309413065,0.0,0.0,0.0
4.3500000000000005,0.0664271568058534,0.014335421457952512,0.0,0.0,0.0
4.36,0.0664261810320083,0.014335269733221814,0.0,0.0,0.0
4.37,0.06642520731214634,0.014335118135023868,0.0,0.0,0.0
4.38,0.06642423564221914,0.014334966663123522,0.0,0.0,0.0
4.39,0.06642326601800871,0.014334815317311964,0.0,0.0,0.0
4.4,0.06642229843521563,0.014334664097393784,0.0,0.0,0.0
4.41,0.06642133288954946,0.014334513003173736,0.0,0.0,0.0
4.42,0.06642036937672868,0.01433436203445673,0.0,0.0,0.0
4.43,0.0664194078924807,0.014334211191047842,0.0,0.0,0.0
4.44,0.06641844843254184,0.014334060472752309,0.0,0.0,0.0
4.45,0.06641749099265726,0.01433390987937553,0.0,0.0,0.0
4.46,0.066416535568581,0.014333759410723073,0.0,0.0,0.0
4.47,0.06641558215607592,0.014333609066600674,0.0,0.0,0.0
4.48,0.06641463075091367,0.01433345884681423,0.0,0.0,0.0
4.49,0.06641368134887468,0.014333308751169817,0.0,0.0,0.0
4.5,0.06641273394574815,0.014333158779473672,0.0,0.0,0.0
4.51,0.06641178853733201,0.01433300893153221,0.0,0.0,0.0
4.5200000000000005,0.06641084511943289,0.014332859207152018,0.0,0.0,0.0
4.53,0.06640990368786613,0.014332709606139853,0.0,0.0,0.0
4.54,0.0664089642384557,0.014332560128302653,0.0,0.0,0.0
4.55,0.06640802676703424,0.01433241077344753,0.0,0.0,0.0
4.5600000000000005,0.06640709126944298,0.014332261541381773,0.0,0.0,0.0
4.57,0.06640615774153179,0.014332112431912854,0.0,0.0,0.0
4.58,0.06640522617915906,0.014331963444848418,0.0,0.0,0.0
4.59,0.06640429657819175,0.014331814579996301,0.0,0.0,0.0
4.6000000000000005,0.06640336893450535,0.014331665837164515,0.0,0.0,0.0
4.61,0.06640244324398385,0.01433151721616126,0.0,0.0,0.0
4.62,0.06640151950251973,0.014331368716794917,0.0,0.0,0.0
4.63,0.06640059770601386,0.014331220338874058,0.0,0.0,0.0
4.64,0.06639967785037566,0.01433107208220744,0.0,0.0,0.0
4.65,0.06639875993152285,0.014330923946604013,0.0,0.0,0.0
4.66,0.06639784394538159,0.014330775931872911,0.0,0.0,0.0
4.67,0.06639692988788638,0.014330628037823463,0.0,0.0,0.0
4.68,0.0663960177549801,0.014330480264265194,0.0,0.0,0.0
4.69,0.0663951075426139,0.014330332611007818,0.0,0.0,0.0
4.7,0.06639419924674722,0.014330185077861246,0.0,0.0,0.0
4.71,0.06639329286334783,0.014330037664635586,0.0,0.0,0.0
4.72,0.06639238838839169,0.014329890371141144,0.0,0.0,0.0
4.73,0.066391485817863,0.014329743197188423,0.0,0.0,0.0
4.74,0.06639058514775416,0.014329596142588129,0.0,0.0,0.0
4.75,0.06638968637406575,0.014329449207151165,0.0,0.0,0.0
4.76,0.06638878949280654,0.014329302390688645,0.0,0.0,0.0
4.7700000000000005,0.06638789449999334,0.014329155693011877,0.0,0.0,0.0
4.78,0.06638700139165116,0.014329009113932383,0.0,0.0,0.0
4.79,0.06638611016381304,0.014328862653261883,0.0,0.0,0.0
4.8,0.06638522081252013,0.014328716310812313,0.0,0.0,0.0
4.8100000000000005,0.06638433333382156,0.014328570086395811,0.0,0.0,0.0
4.82,0.0663834477237745,0.01432842397982473,0.0,0.0,0.0
4.83,0.06638256397844415,0.014328277990911633,0.0,0.0,0.0
4.84,0.06638168209390362,0.014328132119469292,0.0,0.0,0.0
4.8500000000000005,0.06638080206623401,0.014327986365310701,0.0,0.0,0.0
4.86,0.06637992389152429,0.01432784072824906,0.0,0.0,0.0
4.87,0.06637904756587142,0.01432769520809779,0.0,0.0,0.0
4.88,0.06637817308538013,0.01432754980467053,0.0,0.0,0.0
4.89,0.06637730044616308,0.014327404517781138,0.0,0.0,0.0
4.9,0.06637642964434072,0.014327259347243687,0.0,0.0,0.0
4.91,0.06637556067604133,0.01432711429287248,0.0,0.0,0.0
4.92,0.06637469353740098,0.014326969354482036,0.0,0.0,0.0
4.93,0.06637382822456346,0.0143268245318871,0.0,0.0,0.0
4.94,0.06637296473368035,0.014326679824902641,0.0,0.0,0.0
4.95,0.06637210306091089,0.014326535233343854,0.0,0.0,0.0
4.96,0.06637124320242205,0.014326390757026165,0.0,0.0,0.0
4.97,0.06637038515438845,0.014326246395765223,0.0,0.0,0.0
4.98,0.06636952891299239,0.014326102149376914,0.0,0.0,0.0
4.99,0.06636867447442373,0.014325958017677349,0.0,0.0,0.0
5.0,0.06636782183487996,0.014325814000482875,0.0,0.0,0.0
5.01,0.06636697099056618,0.014325670097610071,0.0,0.0,0.0
5.0200000000000005,0.06636612193769499,0.014325526308875751,0.0,0.0,0.0
5.03,0.06636527467248654,0.014325382634096969,0.0,0.0,0.0
5.04,0.06636442919116849,0.014325239073091007,0.0,0.0,0.0
5.05,0.06636358548997597,0.014325095625675398,0.0,0.0,0.0
5.0600000000000005,0.06636274356515158,0.014324952291667907,0.0,0.0,0.0
5.07,0.06636190341294534,0.01432480907088654,0.0,0.0,0.0
5.08,0.06636106502961472,0.01432466596314955,0.0,0.0,0.0
5.09,0.06636022841142454,0.01432452296827543,0.0,0.0,0.0
5.1000000000000005,0.06635939355464701,0.014324380086082918,0.0,0.0,0.0
5.11,0.06635856045556168,0.014324237316390999,0.0,0.0,0.0
5.12,0.06635772911045541,0.014324094659018908,0.0,0.0,0.0
5.13,0.06635689951562238,0.014323952113786122,0.0,0.0,0.0
5.14,0.066356071667364,0.014323809680512375,0.0,0.0,0.0
5.15,0.06635524556198899,0.014323667359017647,0.0,0.0,0.0
5.16,0.06635442119581325,0.014323525149122173,0.0,0.0,0.0
5.17,0.06635359856515992,0.014323383050646442,0.0,0.0,0.0
5.18,0.0663527776663593,0.014323241063411193,0.0,0.0,0.0
5.19,0.06635195849574885,0.014323099187237428,0.0,0.0,0.0
5.2,0.06635114104967317,0.0143229574219464,0.0,0.0,0.0
5.21,0.06635032532448397,0.014322815767359626,0.0,0.0,0.0
5.22,0.06634951131654004,0.01432267422329888,0.0,0.0,0.0
5.23,0.06634869902220726,0.014322532789586194,0.0,0.0,0.0
5.24,0.06634788843785855,0.014322391466043869,0.0,0.0,0.0
5.25,0.06634707955987382,0.014322250252494463,0.0,0.0,0.0
5.26,0.06634627238463998,0.014322109148760804,0.0,0.0,0.0
5.2700000000000005,0.06634546690855096,0.01432196815466598,0.0,0.0,0.0
5.28,0.0663446631280076,0.014321827270033354,0.0,0.0,0.0
5.29,0.06634386103941767,0.01432168649468655,0.0,0.0,0.0
5.3,0.06634306063919583,0.014321545828449465,0.0,0.0,0.0
5.3100000000000005,0.06634226192376368,0.01432140527114627,0.0,0.0,0.0
5.32,0.06634146488954959,0.0143212648226014,0.0,0.0,0.0
5.33,0.06634066953298885,0.014321124482639572,0.0,0.0,0.0
5.34,0.06633987585052349,0.01432098425108577,0.0,0.0,0.0
5.3500000000000005,0.06633908383860239,0.014320844127765263,0.0,0.0,0.0
5.36,0.06633829349368114,0.014320704112503588,0.0,0.0,0.0
5.37,0.0663375048122221,0.014320564205126566,0.0,0.0,0.0
5.38,0.06633671779069436,0.014320424405460296,0.0,0.0,0.0
5.39,0.06633593242557367,0.014320284713331155,0.0,0.0,0.0
5.4,0.06633514871334249,0.014320145128565808,0.0,0.0,0.0
5.41,0.06633436665048989,0.014320005650991199,0.0,0.0,0.0
5.42,0.06633358623351161,0.014319866280434556,0.0,0.0,0.0
5.43,0.06633280745890995,0.014319727016723398,0.0,0.0,0.0
5.44,0.06633203032319382,0.014319587859685524,0.0,0.0,0.0
5.45,0.06633125482287866,0.014319448809149028,0.0,0.0,0.0
5.46,0.06633048095448649,0.014319309864942285,0.0,0.0,0.0
5.47,0.06632970871454577,0.014319171026893972,0.0,0.0,0.0
5.48,0.0663289380995915,0.01431903229483305,0.0,0.0,0.0
5.49,0.06632816910616514,0.014318893668588772,0.0,0.0,0.0
5.5,0.06632740173081457,0.014318755147990693,0.0,0.0,0.0
5.51,0.06632663597009408,0.014318616732868657,0.0,0.0,0.0
5.5200000000000005,0.0663258718205644,0.014318478423052809,0.0,0.0,0.0
5.53,0.0663251092787926,0.01431834021837359,0.0,0.0,0.0
5.54,0.06632434834135206,0.01431820211866174,0.0,0.0,0.0
5.55,0.06632358900482258,0.014318064123748303,0.0,0.0,0.0
5.5600000000000005,0.06632283126579017,0.01431792623346462,0.0,0.0,0.0
5.57,0.06632207512084715,0.014317788447642341,0.0,0.0,0.0
5.58,0.06632132056659212,0.014317650766113415,0.0,0.0,0.0
5.59,0.06632056759962988,0.014317513188710098,0.0,0.0,0.0
5.6000000000000005,0.06631981621657146,0.014317375715264955,0.0,0.0,0.0
5.61,0.06631906641403405,0.014317238345610859,0.0,0.0,0.0
5.62,0.06631831818864103,0.014317101079580988,0.0,0.0,0.0
5.63,0.06631757153702192,0.014316963917008837,0.0,0.0,0.0
5.64,0.06631682645581231,0.014316826857728207,0.0,0.0,0.0
5.65,0.06631608294165395,0.014316689901573218,0.0,0.0,0.0
5.66,0.06631534099119461,0.014316553048378299,0.0,0.0,0.0
5.67,0.06631460060108814,0.014316416297978194,0.0,0.0,0.0
5.68,0.06631386176799438,0.014316279650207972,0.0,0.0,0.0
5.69,0.06631312448894655,0.014316143104855718,0.0,0.0,0.0
5.7,0.06631238876228544,0.014316006661542275,0.0,0.0,0.0
5.71,0.06631165458494684,0.014315870320070452,0.0,0.0,0.0
5.72,0.06631092195367717,0.014315734080268518,0.0,0.0,0.0
5.73,0.0663101908652296,0.014315597941964962,0.0,0.0,0.0
5.74,0.06630946131636388,0.014315461904988499,0.0,0.0,0.0
5.75,0.06630873330384647,0.01431532596916807,0.0,0.0,0.0
5.76,0.06630800682445039,0.014315190134332845,0.0,0.0,0.0
5.7700000000000005,0.0663072818749553,0.014315054400312216,0.0,0.0,0.0
5.78,0.0663065584521474,0.014314918766935806,0.0,0.0,0.0
5.79,0.06630583655281953,0.014314783234033462,0.0,0.0,0.0
5.8,0.06630511617377098,0.014314647801435267,0.0,0.0,0.0
5.8100000000000005,0.06630439731180762,0.014314512468971528,0.0,0.0,0.0
5.82,0.0663036799637418,0.014314377236472787,0.0,0.0,0.0
5.83,0.06630296412639236,0.014314242103769814,0.0,0.0,0.0
5.84,0.0663022497965846,0.01431410707069361,0.0,0.0,0.0
5.8500000000000005,0.06630153697115028,0.014313972137075416,0.0,0.0,0.0
5.86,0.06630082564692757,0.0143138373027467,0.0,0.0,0.0
5.87,0.06630011582076108,0.014313702567539166,0.0,0.0,0.0
5.88,0.06629940748950174,0.014313567931284753,0.0,0.0,0.0
5.89,0.0662987006500069,0.014313433393815638,0.0,0.0,0.0
5.9,0.06629799529914027,0.014313298954964231,0.0,0.0,0.0
5.91,0.06629729143377185,0.014313164614563183,0.0,0.0,0.0
5.92,0.06629658905077797,0.014313030372445381,0.0,0.0,0.0
5.93,0.06629588814704125,0.01431289622844395,0.0,0.0,0.0
5.94,0.06629518871945057,0.014312762182392257,0.0,0.0,0.0
5.95,0.0662944907649011,0.014312628234123909,0.0,0.0,0.0
5.96,0.0662937942802942,0.01431249438347275,0.0,0.0,0.0
5.97,0.06629309926253744,0.014312360630272873,0.0,0.0,0.0
5.98,0.06629240570854464,0.014312226974358608,0.0,0.0,0.0
5.99,0.06629171361523574,0.014312093415564532,0.0,0.0,0.0
6.0,0.06629102297953685,0.014311959953725459,0.0,0.0,0.0
6.01,0.06629033379838022,0.014311826588676458,0.0,0.0,0.0
6.0200000000000005,0.06628964606870423,0.014311693320252837,0.0,0.0,0.0
6.03,0.06628895978745333,0.01431156014829015,0.0,0.0,0.0
6.04,0.06628827495157809,0.0143114270726242,0.0,0.0,0.0
6.05,0.06628759155803508,0.01431129409309104,0.0,0.0,0.0
6.0600000000000005,0.06628690960378696,0.014311161209526968,0.0,0.0,0.0
6.07,0.0662862290858024,0.014311028421768532,0.0,0.0,0.0
6.08,0.06628555000105604,0.01431089572965253,0.0,0.0,0.0
6.09,0.06628487234652856,0.014310763133016014,0.0,0.0,0.0
6.1000000000000005,0.06628419611920655,0.01431063063169628,0.0,0.0,0.0
6.11,0.06628352131608256,0.014310498225530884,0.0,0.0,0.0
6.12,0.06628284793415506,0.014310365914357632,0.0,0.0,0.0
6.13,0.06628217597042846,0.014310233698014582,0.0,0.0,0.0
6.140000000000001,0.066281505421913,0.01431010157634005,0.0,0.0,0.0
6.15,0.06628083628562481,0.014309969549172607,0.0,0.0,0.0
6.16,0.06628016855858587,0.014309837616351075,0.0,0.0,0.0
6.17,0.066279502237824,0.014309705777714538,0.0,0.0,0.0
6.18,0.0662788373203728,0.014309574033102334,0.0,0.0,0.0
6.19,0.0662781738032717,0.014309442382354064,0.0,0.0,0.0
6.2,0.06627751168356583,0.014309310825309582,0.0,0.0,0.0
6.21,0.06627685095830613,0.014309179361809006,0.0,0.0,0.0
6.22,0.06627619162454924,0.014309047991692712,0.0,0.0,0.0
6.23,0.06627553367935757,0.014308916714801341,0.0,0.0,0.0
6.24,0.06627487711979911,0.01430878553097579,0.0,0.0,0.0
6.25,0.06627422194294764,0.014308654440057224,0.0,0.0,0.0
6.26,0.06627356814588252,0.014308523441887067,0.0,0.0,0.0
6.2700000000000005,0.06627291572568877,0.014308392536307012,0.0,0.0,0.0
6.28,0.06627226467945703,0.014308261723159015,0.0,0.0,0.0
6.29,0.06627161500428351,0.014308131002285295,0.0,0.0,0.0
6.3,0.06627096669727002,0.01430800037352834,0.0,0.0,0.0
6.3100000000000005,0.06627031975552392,0.014307869836730904,0.0,0.0,0.0
6.32,0.0662696741761581,0.014307739391736013,0.0,0.0,0.0
6.33,0.066269029956291,0.014307609038386956,0.0,0.0,0.0
6.34,0.06626838709304651,0.014307478776527292,0.0,0.0,0.0
6.3500000000000005,0.06626774558355403,0.014307348606000855,0.0,0.0,0.0
6.36,0.06626710542494842,0.014307218526651745,0.0,0.0,0.0
6.37,0.06626646661436995,0.014307088538324336,0.0,0.0,0.0
6.38,0.06626582914896438,0.014306958640863274,0.0,0.0,0.0
6.390000000000001,0.06626519302588281,0.014306828834113477,0.0,0.0,0.0
6.4,0.06626455824228172,0.014306699117920138,0.0,0.0,0.0
6.41,0.066263924795323,0.014306569492128727,0.0,0.0,0.0
6.42,0.06626329268217387,0.014306439956584982,0.0,0.0,0.0
6.43,0.06626266190000685,0.014306310511134925,0.0,0.0,0.0
6.44,0.06626203244599976,0.014306181155624853,0.0,0.0,0.0
6.45,0.06626140431733576,0.014306051889901337,0.0,0.0,0.0
6.46,0.06626077751120325,0.014305922713811228,0.0,0.0,0.0
6.47,0.06626015202479585,0.01430579362720166,0.0,0.0,0.0
6.48,0.06625952785531243,0.01430566462992004,0.0,0.0,0.0
6.49,0.06625890499995708,0.014305535721814061,0.0,0.0,0.0
6.5,0.06625828345593907,0.014305406902731696,0.0,0.0,0.0
6.51,0.06625766322047284,0.0143052781725212,0.0,0.0,0.0
6.5200000000000005,0.06625704429077797,0.01430514953103111,0.0,0.0,0.0
6.53,0.06625642666407922,0.014305020978110244,0.0,0.0,0.0
6.54,0.06625581033760637,0.014304892513607712,0.0,0.0,0.0
6.55,0.0662551953085944,0.0143047641373729,0.0,0.0,0.0
6.5600000000000005,0.06625458157428328,0.014304635849255488,0.0,0.0,0.0
6.57,0.0662539691319181,0.014304507649105437,0.0,0.0,0.0
6.58,0.06625335797874891,0.014304379536772997,0.0,0.0,0.0
6.59,0.06625274811203086,0.014304251512108705,0.0,0.0,0.0
6.6000000000000005,0.06625213952902403,0.01430412357496339,0.0,0.0,0.0
6.61,0.06625153222699354,0.014303995725188166,0.0,0.0,0.0
6.62,0.06625092620320938,0.014303867962634442,0.0,0.0,0.0
6.63,0.06625032145494655,0.014303740287153914,0.0,0.0,0.0
6.640000000000001,0.06624971797948498,0.014303612698598572,0.0,0.0,0.0
6.65,0.06624911577410943,0.014303485196820698,0.0,0.0,0.0
6.66,0.06624851483610959,0.014303357781672866,0.0,0.0,0.0
6.67,0.06624791516278003,0.014303230453007947,0.0,0.0,0.0
6.68,0.0662473167514201,0.014303103210679102,0.0,0.0,0.0
6.69,0.06624671959933401,0.014302976054539793,0.0,0.0,0.0
6.7,0.06624612370383079,0.014302848984443776,0.0,0.0,0.0
6.71,0.06624552906222421,0.014302722000245101,0.0,0.0,0.0
6.72,0.06624493567183286,0.01430259510179812,0.0,0.0,0.0
6.73,0.06624434352998002,0.014302468288957482,0.0,0.0,0.0
6.74,0.06624375263399374,0.014302341561578134,0.0,0.0,0.0
6.75,0.06624316298120674,0.014302214919515324,0.0,0.0,0.0
6.76,0.06624257456895645,0.014302088362624601,0.0,0.0,0.0
6.7700000000000005,0.06624198739458496,0.014301961890761815,0.0,0.0,0.0
6.78,0.06624140145543904,0.01430183550378312,0.0,0.0,0.0
6.79,0.06624081674887004,0.014301709201544967,0.0,0.0,0.0
6.8,0.06624023327223394,0.01430158298390412,0.0,0.0,0.0
6.8100000000000005,0.06623965102289132,0.014301456850717638,0.0,0.0,0.0
6.82,0.06623906999820735,0.014301330801842892,0.0,0.0,0.0
6.83,0.06623849019555168,0.014301204837137555,0.0,0.0,0.0
6.84,0.06623791161229858,0.01430107895645961,0.0,0.0,0.0
6.8500000000000005,0.06623733424582678,0.014300953159667344,0.0,0.0,0.0
6.86,0.06623675809351953,0.014300827446619355,0.0,0.0,0.0
6.87,0.06623618315276453,0.014300701817174546,0.0,0.0,0.0
6.88,0.06623560942095395,0.014300576271192134,0.0,0.0,0.0
6.890000000000001,0.06623503689548442,0.014300450808531645,0.0,0.0,0.0
6.9,0.06623446557375694,0.014300325429052914,0.0,0.0,0.0
6.91,0.06623389545317694,0.014300200132616092,0.0,0.0,0.0
6.92,0.06623332653115423,0.01430007491908164,0.0,0.0,0.0
6.93,0.06623275880510296,0.01429994978831033,0.0,0.0,0.0
6.94,0.06623219227244162,0.014299824740163253,0.0,0.0,0.0
6.95,0.06623162693059305,0.014299699774501812,0.0,0.0,0.0
6.96,0.06623106277698436,0.014299574891187727,0.0,0.0,0.0
6.97,0.06623049980904695,0.014299450090083033,0.0,0.0,0.0
6.98,0.0662299380242165,0.014299325371050081,0.0,0.0,0.0
6.99,0.06622937741993291,0.014299200733951543,0.0,0.0,0.0
7.0,0.06622881799364032,0.01429907617865041,0.0,0.0,0.0
7.01,0.06622825974373693,0.01429895170490813,0.0,0.0,0.0
7.0200000000000005,0.06622770266942361,0.014298827312400867,0.0,0.0,0.0
7.03,0.06622714676826655,0.014298703000980824,0.0,0.0,0.0
7.04,0.06622659203780305,0.014298578770504073,0.0,0.0,0.0
7.05,0.06622603847557548,0.014298454620826906,0.0,0.0,0.0
7.0600000000000005,0.06622548607913127,0.014298330551805839,0.0,0.0,0.0
7.07,0.06622493484602285,0.014298206563297609,0.0,0.0,0.0
7.08,0.06622438477380771,0.014298082655159177,0.0,0.0,0.0
7.09,0.06622383586004833,0.014297958827247726,0.0,0.0,0.0
7.1000000000000005,0.06622328810231216,0.014297835079420663,0.0,0.0,0.0
7.11,0.06622274149817166,0.014297711411535616,0.0,0.0,0.0
7.12,0.06622219604520424,0.01429758782345044,0.0,0.0,0.0
7.13,0.06622165174099222,0.014297464315023213,0.0,0.0,0.0
7.140000000000001,0.06622110858312291,0.014297340886112234,0.0,0.0,0.0
7.15,0.06622056656918851,0.014297217536576033,0.0,0.0,0.0
7.16,0.06622002569678612,0.014297094266273356,0.0,0.0,0.0
7.17,0.06621948596351772,0.014296971075063178,0.0,0.0,0.0
7.18,0.06621894736699016,0.014296847962804704,0.0,0.0,0.0
7.19,0.0662184099048152,0.014296724929357357,0.0,0.0,0.0
7.2,0.06621787357460937,0.014296601974580788,0.0,0.0,0.0
7.21,0.0662173383739941,0.014296479098334876,0.0,0.0,0.0
7.22,0.06621680430059557,0.014296356300479722,0.0,0.0,0.0
7.23,0.06621627135204479,0.014296233580875659,0.0,0.0,0.0
7.24,0.06621573952597756,0.01429611093938324,0.0,0.0,0.0
7.25,0.06621520882003447,0.01429598837586325,0.0,0.0,0.0
7.26,0.06621467923186079,0.014295865890176698,0.0,0.0,0.0
7.2700000000000005,0.06621415075910664,0.01429574348218482,0.0,0.0,0.0
7.28,0.06621362339942677,0.014295621151749085,0.0,0.0,0.0
7.29,0.06621309715048068,0.014295498898731183,0.0,0.0,0.0
7.3,0.0662125720099326,0.014295376722993035,0.0,0.0,0.0
7.3100000000000005,0.06621204797545137,0.014295254624396792,0.0,0.0,0.0
7.32,0.06621152504471058,0.01429513260280483,0.0,0.0,0.0
7.33,0.0662110032153884,0.014295010658079756,0.0,0.0,0.0
7.34,0.0662104824851677,0.014294888790084405,0.0,0.0,0.0
7.3500000000000005,0.06620996285173592,0.01429476699868184,0.0,0.0,0.0
7.36,0.06620944431278515,0.014294645283735362,0.0,0.0,0.0
7.37,0.06620892686601207,0.014294523645108487,0.0,0.0,0.0
7.38,0.0662084105091179,0.014294402082664973,0.0,0.0,0.0
7.390000000000001,0.06620789523980848,0.014294280596268803,0.0,0.0,0.0
7.4,0.06620738105579417,0.014294159185784194,0.0,0.0,0.0
7.41,0.06620686795478987,0.01429403785107559,0.0,0.0,0.0
7.42,0.06620635593451503,0.014293916592007665,0.0,0.0,0.0
7.43,0.06620584499269354,0.01429379540844533,0.0,0.0,0.0
7.44,0.06620533512705386,0.014293674300253724,0.0,0.0,0.0
7.45,0.06620482633532886,0.014293553267298215,0.0,0.0,0.0
7.46,0.06620431861525593,0.014293432309444411,0.0,0.0,0.0
7.47,0.06620381196457688,0.014293311426558142,0.0,0.0,0.0
7.48,0.06620330638103795,0.014293190618505478,0.0,0.0,0.0
7.49,0.0662028018623898,0.014293069885152719,0.0,0.0,0.0
7.5,0.06620229840638753,0.014292949226366395,0.0,0.0,0.0
7.51,0.06620179601079057,0.014292828642013278,0.0,0.0,0.0
7.5200000000000005,0.06620129467336276,0.014292708131960364,0.0,0.0,0.0
7.53,0.06620079439187232,0.014292587696074886,0.0,0.0,0.0
7.54,0.06620029516409176,0.014292467334224313,0.0,0.0,0.0
7.55,0.06619979698779797,0.014292347046276346,0.0,0.0,0.0
7.5600000000000005,0.06619929986077214,0.01429222683209892,0.0,0.0,0.0
7.57,0.06619880378079976,0.014292106691560206,0.0,0.0,0.0
7.58,0.06619830874567062,0.014291986624528609,0.0,0.0,0.0
7.59,0.06619781475317875,0.014291866630872771,0.0,0.0,0.0
7.6000000000000005,0.06619732180112246,0.014291746710461566,0.0,0.0,0.0
7.61,0.06619682988730434,0.014291626863164106,0.0,0.0,0.0
7.62,0.06619633900953113,0.01429150708884974,0.0,0.0,0.0
7.63,0.06619584916561384,0.01429138738738805,0.0,0.0,0.0
7.640000000000001,0.06619536035336768,0.014291267758648855,0.0,0.0,0.0
7.65,0.066194872570612,0.014291148202502213,0.0,0.0,0.0
7.66,0.06619438581517038,0.014291028718818417,0.0,0.0,0.0
7.67,0.06619390008487051,0.014290909307467996,0.0,0.0,0.0
7.68,0.06619341537754425,0.014290789968321721,0.0,0.0,0.0
7.69,0.06619293169102755,0.014290670701250594,0.0,0.0,0.0
7.7,0.06619244902316052,0.01429055150612586,0.0,0.0,0.0
7.71,0.06619196737178733,0.014290432382819,0.0,0.0,0.0
7.72,0.06619148673475624,0.014290313331201732,0.0,0.0,0.0
7.73,0.06619100710991957,0.014290194351146014,0.0,0.0,0.0
7.74,0.06619052849513372,0.014290075442524044,0.0,0.0,0.0
7.75,0.06619005088825912,0.01428995660520826,0.0,0.0,0.0
7.76,0.0661895742871602,0.014289837839071333,0.0,0.0,0.0
7.7700000000000005,0.06618909868970542,0.014289719143986182,0.0,0.0,0.0
7.78,0.06618862409376723,0.014289600519825958,0.0,0.0,0.0
7.79,0.06618815049722206,0.014289481966464056,0.0,0.0,0.0
7.8,0.0661876778979503,0.014289363483774112,0.0,0.0,0.0
7.8100000000000005,0.0661872062938363,0.014289245071630001,0.0,0.0,0.0
7.82,0.06618673568276834,0.01428912672990584,0.0,0.0,0.0
7.83,0.06618626606263862,0.014289008458475983,0.0,0.0,0.0
7.84,0.06618579743134324,0.014288890257215033,0.0,0.0,0.0
7.8500000000000005,0.06618532978678221,0.014288772125997825,0.0,0.0,0.0
7.86,0.06618486312685941,0.014288654064699443,0.0,0.0,0.0
7.87,0.06618439744948257,0.014288536073195211,0.0,0.0,0.0
7.88,0.06618393275256328,0.014288418151360694,0.0,0.0,0.0
7.890000000000001,0.06618346903401695,0.0142883002990717,0.0,0.0,0.0
7.9,0.06618300629176285,0.01428818251620428,0.0,0.0,0.0
7.91,0.06618254452372399,0.01428806480263473,0.0,0.0,0.0
7.92,0.06618208372782722,0.014287947158239582,0.0,0.0,0.0
7.930000000000001,0.06618162390200315,0.01428782958289562,0.0,0.0,0.0
7.94,0.06618116504418613,0.014287712076479869,0.0,0.0,0.0
7.95,0.06618070715231429,0.014287594638869595,0.0,0.0,0.0
7.96,0.06618025022432947,0.014287477269942311,0.0,0.0,0.0
7.97,0.06617979425817722,0.014287359969575777,0.0,0.0,0.0
7.98,0.0661793392518068,0.014287242737647988,0.0,0.0,0.0
7.99,0.06617888520317118,0.014287125574037196,0.0,0.0,0.0
8.0,0.06617843211022695,0.014287008478621889,0.0,0.0,0.0
8.01,0.06617797997093441,0.014286891451280806,0.0,0.0,0.0
8.02,0.06617752878325747,0.014286774491892928,0.0,0.0,0.0
8.03,0.06617707854516368,0.014286657600337486,0.0,0.0,0.0
8.040000000000001,0.0661766292546242,0.014286540776493951,0.0,0.0,0.0
