t,VP,PRP,VTS2,TSP
3.46,2.984235944621982,216.1007813490087,-0.00038773459807581515,280.0813106700177
3.47,2.9841950577594174,216.10038097099232,-0.0003887782318375972,280.08167852543323
3.48,2.984154249125212,216.0999806413093,-0.00038982150709105203,280.0820462621853
3.49,2.9841135185528724,216.09958035987563,-0.00039086442443777945,280.0824138804971
3.5,2.984072865876262,216.0991801266077,-0.0003919069844780693,280.08278138059126
3.5100000000000002,2.984032290929604,216.09877994142204,-0.0003929491878109065,280.0831487626899
3.52,2.9839917935474776,216.0983798042355,-0.00039399103503397567,280.0835160270148
3.5300000000000002,2.983951373564817,216.09797971496508,-0.00039503252674366574,280.083883173787
3.54,2.9839110308169112,216.09757967352814,-0.0003960736635350749,280.08425020322727
3.5500000000000003,2.9838707651394016,216.09717967984227,-0.0003971144460020151,280.08461711555583
3.56,2.983830576368282,216.09677973382526,-0.0003981548747370168,280.0849839109923
3.5700000000000003,2.9837904643398963,216.0963798353951,-0.00039919495033133404,280.085350589756
3.58,2.9837504288909376,216.09597998447015,-0.00040023467337494843,280.08571715206557
3.59,2.9837104698584476,216.0955801809689,-0.0004012740444565746,280.0860835981394
3.6,2.983670587079815,216.09518042481014,-0.0004023130641636646,280.0864499281952
3.61,2.9836307803927737,216.09478071591283,-0.0004033517330824126,280.0868161424503
3.62,2.983591049635402,216.09438105419622,-0.0004043900517977597,280.08718224112147
3.63,2.983551394646123,216.0939814395798,-0.00040542802089339833,280.0875482244252
3.64,2.9835118152637,216.09358187198322,-0.0004064656409517778,280.08791409257725
3.65,2.9834723113272386,216.09318235132645,-0.0004075029125541079,280.0882798457932
3.66,2.9834328826761825,216.09278287752963,-0.0004085398362803646,280.0886454842878
3.67,2.9833935291503155,216.0923834505131,-0.000409576412709294,280.0890110082757
3.68,2.983354250589758,216.0919840701975,-0.00041061264241841776,280.08937641797087
3.69,2.9833150468349663,216.09158473650362,-0.00041164852598403717,280.0897417135868
3.7,2.9832759177267314,216.0911854493525,-0.00041268406398123835,280.09010689533676
3.71,2.9832368631061783,216.09078620866543,-0.0004137192569838967,280.09047196343323
3.72,2.9831978828147645,216.09038701436387,-0.00041475410556468165,280.09083691808854
3.73,2.9831589766942783,216.0899878663695,-0.00041578861029506155,280.0912017595143
3.74,2.9831201445868385,216.08958876460423,-0.0004168227717453083,280.0915664879219
3.75,2.983081386334892,216.08918970899018,-0.0004178565904845018,280.09193110352214
3.7600000000000002,2.983042701781214,216.08879069944967,-0.00041889006708053524,280.09229560652534
3.77,2.9830040907689055,216.08839173590522,-0.00041992320210011914,280.09265999714154
3.7800000000000002,2.982965553141393,216.08799281827956,-0.0004209559961087868,280.0930242755802
3.79,2.982927088742427,216.08759394649564,-0.00042198844967089827,280.09338844205035
3.8000000000000003,2.9828886974160795,216.08719512047662,-0.0004230205633496457,280.09375249676066
3.81,2.982850379006747,216.08679634014584,-0.00042405233770705775,280.0941164399192
3.8200000000000003,2.9828121333591424,216.0863976054268,-0.00042508377330400426,280.09448027173386
3.83,2.982773960318301,216.0859989162433,-0.00042611487070020113,280.0948439924118
3.84,2.9827358597295746,216.0856002725193,-0.00042714563045421496,280.09520760216
3.85,2.982697831438631,216.08520167417882,-0.0004281760531234679,280.0955711011848
3.86,2.9826598752914553,216.08480312114628,-0.0004292061392642421,280.0959344896923
3.87,2.9826219911343452,216.08440461334615,-0.00043023588943168466,280.096297767888
3.88,2.9825841788139122,216.08400615070317,-0.00043126530417981226,280.0966609359772
3.89,2.9825464381770797,216.0836077331422,-0.00043229438406151594,280.09702399416443
3.9,2.9825087690710816,216.0832093605883,-0.0004333231296285657,280.09738694265417
3.91,2.982471171343461,216.0828110329668,-0.0004343515414316154,280.0977497816503
3.92,2.9824336448420694,216.08241275020305,-0.0004353796200202073,280.0981125113562
3.93,2.9823961894150655,216.0820145122227,-0.0004364073659427768,280.09847513197496
3.94,2.982358804910913,216.08161631895157,-0.0004374347797466573,280.0988376437093
3.95,2.982321491178382,216.08121817031565,-0.000438461861978085,280.09920004676144
3.96,2.982284248066544,216.08082006624107,-0.000439488613182203,280.0995623413331
3.97,2.9822470754247736,216.08042200665415,-0.00044051503390306703,280.0999245276259
3.98,2.9822099731027465,216.08002399148137,-0.0004415411246836491,280.1002866058406
3.99,2.9821729409500217,216.07962602065504,-0.00044256688606515764,280.10064857617687
4.0,2.9821359788158266,216.07922809411608,-0.0004435923185866849,280.101010438832
4.01,2.9820990865506225,216.078830211793,-0.0004446174227878026,280.1013721940056
4.0200000000000005,2.9820622640052132,216.0784323736138,-0.00044564219920709147,280.1017338418968
4.03,2.982025511030695,216.0780345795067,-0.00044666664838207017,280.10209538270453
4.04,2.9819888274784567,216.07763682940006,-0.00044769077084920103,280.1024568166271
4.05,2.981952213200179,216.0772391232225,-0.00044871456714389393,280.1028181438627
4.0600000000000005,2.981915668047832,216.07684146090273,-0.0004497380378005116,280.1031793646089
4.07,2.9818791918736753,216.07644384236966,-0.0004507611833523736,280.1035404790629
4.08,2.9818427845302558,216.07604626755236,-0.0004517840043317617,280.10390148742164
4.09,2.9818064458704066,216.07564873638012,-0.0004528065012699245,280.10426238988157
4.1,2.981770175747246,216.0752512487823,-0.0004538286746970816,280.1046231866387
4.11,2.9817339740141775,216.07485380468853,-0.000454850525142429,280.1049838778889
4.12,2.9816978405248853,216.07445640402855,-0.0004558720531341432,280.1053444638274
4.13,2.9816617751333365,216.0740590467323,-0.00045689325919938645,280.1057049446492
4.14,2.9816257776937785,216.0736617327298,-0.00045791414386431095,280.1060653205487
4.15,2.9815898480607372,216.0732644619513,-0.0004589347076540641,280.10642559172027
4.16,2.9815539860890166,216.07286723432722,-0.00045995495109279257,280.10678575835755
4.17,2.9815181916336972,216.07247004978808,-0.0004609748747036476,280.1071458206541
4.18,2.981482464550136,216.0720729082646,-0.0004619944790087892,280.107505778803
4.19,2.9814468046939626,216.07167580968763,-0.00046301376452939137,280.1078656329969
4.2,2.9814112119210803,216.07127875398817,-0.0004640327317856463,280.1082253834281
4.21,2.9813756860876652,216.0708817410974,-0.0004650513812967694,280.1085850302885
4.22,2.981340227050162,216.0704847709466,-0.0004660697135810039,280.10894457376986
4.23,2.981304834665287,216.07008784346723,-0.0004670877291556258,280.10930401406335
4.24,2.981269508790022,216.06969095859088,-0.00046810542853694775,280.1096633513598
4.25,2.981234249281618,216.06929411624932,-0.0004691228122403249,280.1100225858498
4.26,2.9811990559975907,216.06889731637443,-0.0004701398807801589,280.1103817177234
4.2700000000000005,2.9811639287957203,216.06850055889822,-0.0004711566346699027,280.1107407471705
4.28,2.9811288675340504,216.06810384375288,-0.0004721730744220653,280.11109967438057
4.29,2.981093872070886,216.06770717087065,-0.0004731892005482165,280.11145849954266
4.3,2.9810589422647946,216.06731054018402,-0.0004742050135589916,280.1118172228455
4.3100000000000005,2.9810240779746016,216.06691395162557,-0.0004752205139640961,280.1121758444776
4.32,2.9809892790593913,216.06651740512797,-0.0004762357022723102,280.11253436462687
4.33,2.980954545378505,216.06612090062404,-0.00047725057899149394,280.1128927834812
4.34,2.980919876791541,216.0657244380468,-0.0004782651446285914,280.11325110122783
4.3500000000000005,2.9808852731583504,216.0653280173293,-0.00047927939968963603,280.1136093180539
4.36,2.980850734339039,216.06493163840477,-0.0004802933446797545,280.113967434146
4.37,2.980816260193966,216.06453530120652,-0.00048130698010317215,280.11432544969057
4.38,2.9807818505837393,216.06413900566807,-0.0004823203064632175,280.11468336487366
4.39,2.980747505369218,216.06374275172297,-0.0004833333242623268,280.11504117988096
4.4,2.98071322441151,216.06334653930492,-0.0004843460340020488,280.1153988948978
4.41,2.9806790075719696,216.06295036834777,-0.0004853584361830494,280.11575651010924
4.42,2.980644854712198,216.06255423878542,-0.0004863705313051166,280.1161140257
4.43,2.980610765694042,216.06215815055197,-0.00048738231986716494,280.1164714418545
4.44,2.9805767403795906,216.06176210358154,-0.0004883938023672405,280.11682875875675
4.45,2.9805427786311767,216.06136609780845,-0.0004894049793025248,280.1171859765906
4.46,2.9805088803113735,216.06097013316707,-0.000490415851169341,280.1175430955393
4.47,2.9804750452829953,216.0605742095919,-0.000491426418463157,280.11790011578614
4.48,2.980441273409094,216.06017832701752,-0.0004924366816785912,280.11825703751384
4.49,2.9804075645529604,216.0597824853787,-0.0004934466413094168,280.11861386090493
4.5,2.9803739185781213,216.05938668461016,-0.0004944562978485664,280.11897058614153
4.51,2.980340335348339,216.0589909246469,-0.0004954656517881373,280.11932721340554
4.5200000000000005,2.980306814727608,216.05859520542393,-0.0004964747036193954,280.1196837428785
4.53,2.9802733565801587,216.0581995268763,-0.0004974834538327802,280.1200401747417
4.54,2.980239960770451,216.05780388893928,-0.0004984919029179101,280.120396509176
4.55,2.9802066271631746,216.05740829154811,-0.0004995000513635861,280.12075274636214
4.5600000000000005,2.9801733556232506,216.05701273463828,-0.0005005078996577973,280.12110888648044
4.57,2.9801401460158257,216.05661721814522,-0.0005015154482877252,280.12146492971095
4.58,2.9801069982062747,216.05622174200454,-0.0005025226977397483,280.1218208762334
4.59,2.9800739120601976,216.05582630615189,-0.0005035296484994475,280.1221767262273
4.6000000000000005,2.980040887443418,216.05543091052303,-0.00050453630105161,280.1225324798717
4.61,2.9800079242219835,216.05503555505382,-0.0005055426558802341,280.1228881373457
4.62,2.979975022262163,216.05464023968023,-0.0005065487134685348,280.12324369882765
4.63,2.9799421814304456,216.05424496433818,-0.0005075544742989471,280.123599164496
4.64,2.9799094015935403,216.05384972896383,-0.0005085599388531321,280.12395453452876
4.65,2.9798766826183747,216.05345453349335,-0.0005095651076119804,280.1243098091036
4.66,2.9798440243720923,216.05305937786298,-0.0005105699810556181,280.12466498839797
4.67,2.9798114267220535,216.05266426200902,-0.0005115745596634103,280.1250200725891
4.68,2.9797788895358313,216.0522691858679,-0.0005125788439139667,280.1253750618539
4.69,2.979746412681214,216.05187414937615,-0.0005135828342851459,280.1257299563689
4.7,2.9797139960262014,216.05147915247022,-0.0005145865312540601,280.12608475631055
4.71,2.9796816394390033,216.05108419508676,-0.0005155899352970798,280.1264394618549
4.72,2.9796493427880404,216.0506892771625,-0.0005165930468898389,280.12679407317773
4.73,2.9796171059419403,216.0502943986341,-0.0005175958665072387,280.1271485904546
4.74,2.9795849287695395,216.04989955943847,-0.0005185983946234533,280.1275030138608
4.75,2.9795528111398792,216.04950475951244,-0.0005196006317119338,280.1278573435713
4.76,2.9795207529222054,216.04910999879297,-0.0005206025782454132,280.1282115797609
4.7700000000000005,2.9794887539859687,216.04871527721704,-0.0005216042346959115,280.12856572260404
4.78,2.979456814200821,216.04832059472173,-0.0005226056015347393,280.12891977227497
4.79,2.979424933436615,216.04792595124417,-0.0005236066792325037,280.1292737289477
4.8,2.9793931115634047,216.0475313467215,-0.0005246074682591125,280.1296275927959
4.8100000000000005,2.9793613484514414,216.04713678109098,-0.000525607969083779,280.129981363993
4.82,2.9793296439711745,216.04674225428988,-0.0005266081821750263,280.1303350427123
4.83,2.9792979979932497,216.0463477662555,-0.0005276081080006924,280.1306886291268
4.84,2.979266410388507,216.04595331692525,-0.0005286077470279351,280.13104212340915
4.8500000000000005,2.979234881027981,216.04555890623655,-0.0005296070997232365,280.13139552573176
4.86,2.979203409814485,216.04516453417602,-0.0005306061664276374,280.13174883621593
4.87,2.9791719966800354,216.0447702007754,-0.0005316049473669136,280.1321020549357
4.88,2.9791406415014188,216.04437590598027,-0.0005326034429850917,280.1324551820544
4.89,2.979109344154409,216.0439816497345,-0.0005336016537302903,280.1328082177372
4.9,2.9790781045150405,216.04358743198196,-0.0005345995800496864,280.1331611621488
4.91,2.9790469224596086,216.04319325266675,-0.0005355972223895183,280.1335140154535
4.92,2.9790157978646667,216.04279911173313,-0.0005365945811950874,280.1338667778154
4.93,2.9789847306070287,216.04240500912547,-0.0005375916569107616,280.13421944939824
4.94,2.978953720563766,216.04201094478836,-0.0005385884499799771,280.13457203036523
4.95,2.978922767612208,216.04161691866645,-0.0005395849608452412,280.1349245208794
4.96,2.9788918716299406,216.04122293070458,-0.000540581189948135,280.1352769211034
4.97,2.978861032494806,216.04082898084778,-0.0005415771377293157,280.1356292311995
4.98,2.9788302500849024,216.04043506904114,-0.0005425728046285194,280.13598145132966
4.99,2.9787995242785827,216.04004119522997,-0.000543568191084563,280.13633358165544
5.0,2.978768854954453,216.0396473593597,-0.0005445632975353478,280.13668562233806
5.01,2.9787382419913753,216.03925356137592,-0.0005455581244178609,280.1370375735385
5.0200000000000005,2.978707685268462,216.0388598012243,-0.0005465526721681787,280.1373894354173
5.03,2.978677184665079,216.03846607885075,-0.0005475469412214684,280.1377412081346
5.04,2.978646740060844,216.03807239420124,-0.0005485409320119917,280.1380928918505
5.05,2.978616351335625,216.03767874722195,-0.0005495346449731063,280.13844448672427
5.0600000000000005,2.9785860183695405,216.03728513785916,-0.0005505280805372696,280.13879599291533
5.07,2.9785557410429586,216.0368915660593,-0.0005515212391360394,280.13914741058244
5.08,2.9785255192364954,216.0364980317689,-0.0005525141212000786,280.1394987398841
5.09,2.9784953528310174,216.03610453493474,-0.000553506727159156,280.1398499809786
5.1000000000000005,2.978465241707636,216.0357110755036,-0.00055449905744215,280.14020113402387
5.11,2.978435185747711,216.0353176534225,-0.0005554911124770501,280.14055219917725
5.12,2.9784051848328486,216.03492426863858,-0.0005564828926909606,280.14090317659605
5.13,2.9783752388448996,216.03453092109908,-0.0005574743985101022,280.1412540664371
5.14,2.97834534766596,216.03413761075134,-0.0005584656303598147,280.141604868857
5.15,2.978315511178371,216.03374433754297,-0.00055945658866456,280.1419555840119
5.16,2.9782857292647154,216.03335110142157,-0.000560447273847924,280.1423062120577
5.17,2.9782560018078206,216.03295790233497,-0.0005614376863326198,280.14265675314994
5.18,2.9782263286907558,216.03256474023107,-0.0005624278265404897,280.1430072074439
5.19,2.9781967097968307,216.03217161505796,-0.0005634176948925078,280.1433575750944
5.2,2.9781671450095972,216.0317785267638,-0.0005644072918087828,280.14370785625607
5.21,2.978137634212847,216.0313854752969,-0.0005653966177085603,280.14405805108316
5.22,2.9781081772906104,216.03099246060577,-0.0005663856730102257,280.1444081597296
5.23,2.978078774127158,216.0305994826389,-0.0005673744581313059,280.14475818234905
5.24,2.9780494246069975,216.03020654134508,-0.0005683629734884729,280.1451081190947
5.25,2.9780201286148746,216.02981363667308,-0.0005693512194975454,280.1454579701196
5.26,2.9779908860357716,216.0294207685719,-0.0005703391965734921,280.1458077355764
5.2700000000000005,2.9779616967549076,216.0290279369906,-0.0005713269051304338,280.14615741561744
5.28,2.9779325606577367,216.02863514187837,-0.0005723143455816457,280.1465070103947
5.29,2.977903477629947,216.02824238318456,-0.0005733015183395607,280.14685652005994
5.3,2.977874447557463,216.02784966085866,-0.0005742884238157712,280.1472059447645
5.3100000000000005,2.9778454703264403,216.0274569748502,-0.000575275062421032,280.1475552846595
5.32,2.9778165458232686,216.0270643251089,-0.0005762614345652626,280.1479045398957
5.33,2.9777876739345697,216.0266717115846,-0.0005772475406575501,280.1482537106235
5.34,2.9777588545471967,216.02627913422722,-0.0005782333811061515,280.1486027969932
5.3500000000000005,2.9777300875482333,216.02588659298684,-0.0005792189563184961,280.1489517991545
5.36,2.977701372824994,216.0254940878136,-0.0005802042667011881,280.14930071725695
5.37,2.9776727102650224,216.02510161865783,-0.0005811893126600095,280.1496495514498
5.38,2.9776440997560907,216.02470918546996,-0.0005821740945999222,280.14999830188196
5.39,2.9776155411861995,216.02431678820048,-0.0005831586129250706,280.150346968702
5.4,2.977587034443577,216.02392442680008,-0.0005841428680387842,280.1506955520583
5.41,2.977558579416678,216.02353210121947,-0.0005851268603435805,280.1510440520988
5.42,2.9775301759941835,216.0231398114096,-0.0005861105902411666,280.1513924689713
5.43,2.977501824065,216.02274755732142,-0.0005870940581324428,280.1517408028231
5.44,2.9774735235182583,216.02235533890604,-0.0005880772644175044,280.1520890538013
5.45,2.9774452742433146,216.02196315611465,-0.0005890602094956445,280.1524372220528
5.46,2.9774170761297474,216.02157100889863,-0.0005900428937653566,280.15278530772406
5.47,2.9773889290673585,216.02117889720938,-0.0005910253176243368,280.1531333109612
5.48,2.9773608329461716,216.0207868209985,-0.0005920074814694871,280.15348123191023
5.49,2.9773327876564317,216.02039478021754,-0.0005929893856969166,280.1538290707167
5.5,2.9773047930886056,216.02000277481838,-0.0005939710307019456,280.154176827526
5.51,2.977276849133379,216.01961080475283,-0.0005949524168791071,280.1545245024831
5.5200000000000005,2.9772489556816573,216.01921886997292,-0.0005959335446221496,280.1548720957328
5.53,2.9772211126245653,216.01882697043067,-0.0005969144143240394,280.15521960741944
5.54,2.9771933198534457,216.0184351060783,-0.0005978950263769637,280.15556703768726
5.55,2.977165577259858,216.01804327686813,-0.0005988753811723329,280.15591438668014
5.5600000000000005,2.9771378847355794,216.01765148275254,-0.0005998554791007826,280.1562616545416
5.57,2.977110242172602,216.01725972368405,-0.0006008353205521769,280.15660884141494
5.58,2.977082649463135,216.01686799961524,-0.0006018149059156105,280.1569559474432
5.59,2.9770551064996016,216.01647631049883,-0.0006027942355794115,280.15730297276906
5.6000000000000005,2.977027613174638,216.01608465628763,-0.0006037733099311434,280.157649917535
5.61,2.9770001693810952,216.01569303693455,-0.0006047521293576085,280.1579967818831
5.62,2.9769727750120367,216.01530145239258,-0.0006057306942448494,280.1583435659553
5.63,2.976945429960738,216.01490990261485,-0.0006067090049781525,280.15869026989316
5.64,2.976918134120686,216.01451838755455,-0.00060768706194205,280.159036893838
5.65,2.976890887385578,216.014126907165,-0.0006086648655203226,280.15938343793084
5.66,2.9768636896493224,216.0137354613996,-0.0006096424160960015,280.1597299023124
5.67,2.9768365408060355,216.0133440502118,-0.000610619714051372,280.1600762871232
5.68,2.976809440750044,216.01295267355522,-0.0006115967597679753,280.16042259250344
5.69,2.9767823893758814,216.01256133138355,-0.000612573553626611,280.16076881859306
5.7,2.9767553865782888,216.01217002365055,-0.0006135500960073397,280.1611149655316
5.71,2.976728432252215,216.0117787503101,-0.000614526387289486,280.1614610334585
5.72,2.976701526292814,216.01138751131614,-0.0006155024278516404,280.16180702251296
5.73,2.976674668603428,216.01099630663833,-0.0006164782180391344,280.16215293282
5.74,2.9766478590911944,216.0106051362535,-0.0006174537581819364,280.1624987644984
5.75,2.976621097652771,216.0102140001176,-0.0006184290486528281,280.16284451768496
5.76,2.976594384184963,216.00982289818654,-0.0006194040898240935,280.1631901925163
5.7700000000000005,2.9765677185847936,216.00943183041645,-0.0006203788820672335,280.1635357891287
5.78,2.9765411007495044,216.00904079676346,-0.0006213534257529665,280.1638813076581
5.79,2.9765145305765524,216.0086497971839,-0.000622327721251232,280.1642267482403
5.8,2.9764880079636122,216.00825883163418,-0.0006233017689311919,280.1645721110107
5.8100000000000005,2.9764615328085737,216.00786790007086,-0.0006242755691612328,280.1649173961045
5.82,2.976435105009543,216.00747700245057,-0.0006252491223089675,280.16526260365646
5.83,2.976408724464839,216.0070861387301,-0.0006262224287412378,280.16560773380115
5.84,2.9763823910729967,216.0066953088663,-0.0006271954888241166,280.1659527866729
5.8500000000000005,2.9763561047327642,216.0063045128162,-0.0006281683029229091,280.16629776240563
5.86,2.9763298653431027,216.00591375053685,-0.0006291408714021558,280.1666426611331
5.87,2.9763036728031853,216.00552302198554,-0.0006301131946256337,280.1669874829887
5.88,2.976277527012398,216.00513232711955,-0.0006310852729563595,280.1673322281055
5.89,2.976251427870337,216.00474166589638,-0.0006320571067565904,280.16767689661646
5.9,2.976225375276811,216.00435103827354,-0.0006330286963878274,280.16802148865406
5.91,2.9761993691318374,216.00396044420873,-0.0006340000422108158,280.1683660043506
5.92,2.9761734093356447,216.0035698836597,-0.0006349711445855492,280.16871044383805
5.93,2.9761474957886698,216.00317935658438,-0.0006359420038712698,280.1690548072482
5.94,2.9761216283915584,216.00278886294072,-0.0006369126204264717,280.1693990947124
5.95,2.9760958070451644,216.00239840268682,-0.0006378829946089022,280.1697433063619
5.96,2.976070031650549,216.00200797578097,-0.0006388531267755641,280.1700874423275
5.97,2.976044302108981,216.0016175821814,-0.0006398230172827183,280.1704315027398
5.98,2.976018618321935,216.00122722184662,-0.0006407926664858849,280.1707754877292
5.99,2.975992980191091,216.0008368947351,-0.0006417620747398458,280.17111939742574
6.0,2.9759673876183363,216.0004466008055,-0.0006427312423986468,280.17146323195914
6.01,2.975941840505761,216.0000563400166,-0.0006437001698155996,280.1718069914589
6.0200000000000005,2.97591633875566,215.99966611232722,-0.000644668857343284,280.1721506760543
6.03,2.9758908822705323,215.99927591769634,-0.0006456373053335493,280.1724942858743
6.04,2.97586547095308,215.99888575608298,-0.0006466055141375171,280.1728378210475
6.05,2.9758401047062066,215.99849562744637,-0.0006475734841055836,280.1731812817024
6.0600000000000005,2.975814783433019,215.99810553174572,-0.0006485412155874204,280.1735246679671
6.07,2.975789507036825,215.9977154689404,-0.0006495087089319778,280.1738679799695
6.08,2.9757642754211333,215.99732543898992,-0.0006504759644874865,280.1742112178372
6.09,2.975739088489653,215.99693544185382,-0.0006514429826014592,280.1745543816975
6.1000000000000005,2.9757139461462923,215.99654547749182,-0.0006524097636206935,280.17489747167747
6.11,2.97568884829516,215.99615554586364,-0.0006533763078912732,280.1752404879039
6.12,2.9756637948405626,215.9957656469292,-0.0006543426157585708,280.1755834305034
6.13,2.9756387856870052,215.9953757806484,-0.0006553086875672494,280.1759262996023
6.140000000000001,2.9756138207391896,215.99498594698142,-0.0006562745236612648,280.1762690953264
6.15,2.975588899902016,215.99459614588832,-0.0006572401243838676,280.1766118178016
6.16,2.97556402308058,215.99420637732948,-0.0006582054900776052,280.17695446715334
6.17,2.9755391901801738,215.99381664126517,-0.0006591706210843238,280.1772970435068
6.18,2.9755144011062837,215.9934269376559,-0.0006601355177451709,280.17763954698705
6.19,2.9754896557645925,215.9930372664622,-0.0006611001804005967,280.17798197771873
6.2,2.9754649540609766,215.99264762764474,-0.0006620646093903566,280.1783243358263
6.21,2.9754402959015054,215.9922580211643,-0.0006630288050535131,280.1786666214339
6.22,2.975415681192442,215.99186844698167,-0.000663992767728438,280.17900883466547
6.23,2.9753911098402424,215.99147890505785,-0.0006649564977528143,280.1793509756447
6.24,2.9753665817515538,215.99108939535378,-0.0006659199954636384,280.179693044495
6.25,2.975342096833216,215.99069991783068,-0.0006668832611972222,280.1800350413396
6.26,2.9753176549922586,215.9903104724497,-0.0006678462952891949,280.18037696630125
6.2700000000000005,2.975293256135903,215.9899210591722,-0.0006688090980745054,280.1807188195027
6.28,2.9752689001715584,215.98953167795952,-0.000669771669887424,280.1810606010664
6.29,2.975244587006825,215.9891423287732,-0.0006707340110615447,280.1814023111144
6.3,2.9752203165494904,215.98875301157477,-0.0006716961219297875,280.18174394976865
6.3100000000000005,2.975196088707532,215.98836372632599,-0.0006726580028243999,280.18208551715077
6.32,2.9751719033891133,215.98797447298853,-0.0006736196540769595,280.18242701338215
6.33,2.9751477605025856,215.9875852515243,-0.0006745810760183756,280.182768438584
6.34,2.975123659956486,215.9871960618952,-0.0006755422689788915,280.18310979287713
6.3500000000000005,2.9750996016595384,215.98680690406326,-0.0006765032332880868,280.1834510763823
6.36,2.975075585520652,215.98641777799062,-0.000677463969274879,280.1837922892198
6.37,2.97505161144892,215.98602868363946,-0.0006784244772675257,280.1841334315099
6.38,2.9750276793536203,215.98563962097205,-0.000679384757593627,280.1844745033724
6.390000000000001,2.9750037891442154,215.9852505899508,-0.0006803448105801273,280.18481550492714
6.4,2.9749799407303494,215.98486159053815,-0.000681304636553317,280.1851564362934
6.41,2.9749561340218507,215.98447262269661,-0.0006822642358388354,280.1854972975905
6.42,2.9749323689287284,215.98408368638883,-0.0006832236087616719,280.1858380889372
6.43,2.974908645361173,215.98369478157753,-0.0006841827556461688,280.18617881045236
6.44,2.9748849632295578,215.9833059082255,-0.0006851416768160228,280.1865194622544
6.45,2.9748613224444345,215.98291706629558,-0.0006861003725942876,280.1868600444616
6.46,2.9748377229165355,215.9825282557508,-0.0006870588433033752,280.18720055719183
6.47,2.974814164556772,215.9821394765541,-0.0006880170892650587,280.18754100056293
6.48,2.9747906472762353,215.98175072866866,-0.0006889751108004742,280.18788137469244
6.49,2.9747671709861936,215.98136201205767,-0.0006899329082301225,280.18822167969756
6.5,2.974743735598093,215.98097332668442,-0.0006908904818738714,280.1885619156954
6.51,2.974720341023556,215.98058467251226,-0.0006918478320509581,280.1889020828027
6.5200000000000005,2.9746969871743834,215.9801960495046,-0.0006928049590799908,280.18924218113614
6.53,2.9746736739625503,215.979807457625,-0.0006937618632789504,280.189582210812
6.54,2.974650401300208,215.97941889683702,-0.0006947185449651939,280.18992217194636
6.55,2.974627169099683,215.97903036710431,-0.0006956750044554552,280.1902620646552
6.5600000000000005,2.974603977273475,215.9786418683907,-0.0006966312420658477,280.19060188905405
6.57,2.9745808257342583,215.97825340065995,-0.0006975872581118659,280.1909416452584
6.58,2.9745577143948805,215.97786496387596,-0.0006985430529083884,280.1912813333835
6.59,2.974534643168361,215.97747655800273,-0.0006994986267696792,280.1916209535442
6.6000000000000005,2.9745116119744877,215.97708818301518,-0.0007004539799832038,280.1919605058446
6.61,2.974488620733722,215.97669983888912,-0.0007014091128338213,280.1922999903876
6.62,2.97446566936017,215.97631152558972,-0.0007023640256317016,280.1926394072866
6.63,2.974442757768115,215.9759232430822,-0.0007033187186863672,280.19297875665467
6.640000000000001,2.9744198858720248,215.97553499133187,-0.0007042731923066941,280.1933180386048
6.65,2.9743970535865447,215.97514677030415,-0.0007052274468009131,280.1936572532495
6.66,2.9743742608265005,215.97475857996452,-0.0007061814824766129,280.1939964007012
6.67,2.974351507506897,215.97437042027858,-0.0007071352996407402,280.19433548107213
6.68,2.9743287935429175,215.973982291212,-0.0007080888985996027,280.19467449447416
6.69,2.974306118849924,215.97359419273053,-0.0007090422796588703,280.1950134410189
6.7,2.9742834833434553,215.97320612480004,-0.0007099954431235766,280.1953523208179
6.71,2.9742608869392284,215.97281808738646,-0.0007109483892981214,280.19569113398234
6.72,2.9742383295531365,215.97243008045584,-0.0007119011184862716,280.19602988062314
6.73,2.974215811101249,215.97204210397425,-0.0007128536309911638,280.1963685608511
6.74,2.9741933314998117,215.9716541579079,-0.0007138059271153052,280.19670717477675
6.75,2.974170890665245,215.9712662422231,-0.000714758007160576,280.19704572251027
6.76,2.974148488514145,215.97087835688617,-0.0007157098714282307,280.1973842041617
6.7700000000000005,2.9741261249632815,215.97049050186362,-0.0007166615202189003,280.19772261984093
6.78,2.9741037999295985,215.97010267712196,-0.0007176129538325937,280.1980609696575
6.79,2.974081513330213,215.96971488262784,-0.0007185641725686993,280.1983992537207
6.8,2.9740592650824156,215.9693271183479,-0.0007195151767259874,280.19873747213967
6.8100000000000005,2.9740370551036692,215.968939384249,-0.0007204659666026111,280.1990756250233
6.82,2.974014883311609,215.96855168029802,-0.0007214165424961087,280.1994137124802
6.83,2.9739927496240406,215.96816400646188,-0.0007223669047034052,280.19975173461887
6.84,2.973970653958942,215.9677763627076,-0.0007233170535208142,280.2000896915474
6.8500000000000005,2.973948596234462,215.96738874900234,-0.0007242669892440393,280.2004275833739
6.86,2.973926576368917,215.9670011653133,-0.0007252167121681762,280.200765410206
6.87,2.9739045942807962,215.96661361160776,-0.0007261662225877141,280.2011031721512
6.88,2.9738826498887563,215.96622608785304,-0.0007271155207965379,280.20144086931685
6.890000000000001,2.9738607431116235,215.96583859401667,-0.0007280646070879298,280.20177850181005
6.9,2.9738388738683907,215.96545113006613,-0.0007290134817545704,280.20211606973754
6.91,2.9738170420782204,215.965063695969,-0.0007299621450885417,280.202453573206
6.92,2.973795247660442,215.96467629169302,-0.0007309105973813274,280.2027910123219
6.93,2.97377349053455,215.9642889172059,-0.0007318588389238161,280.20312838719127
