t,V,m,h1,h2,d_L,f_L,d_T,f_T,q,r,P_af,P_as,P_i,xs,y
2.2800000000000002,0.4782023138880757,0.9987979837788843,3.7444082970928186e-05,0.0002338948222487262,0.9533603976581283,0.21981397416463241,0.9955442326986658,0.0004264630155871533,0.06768666172401396,0.26586507221193534,0.19889857128703511,0.45893994702766405,0.19507593557738756,0.0821078160857533,0.03002313466076196
2.29,12.931002855676088,0.9998782893092935,4.6775400966099724e-06,2.107289697521248e-05,0.9968453798449401,0.17117232017452344,0.9993357904718083,9.130640218409679e-05,0.028742631628728917,0.47777398825296663,0.40972745322435306,0.4764162761773287,0.05146122674796298,0.08510088125199683,0.01849797683008523
2.3000000000000003,17.6356131246077,0.9999487834557155,2.1370680121734095e-06,3.6003733513496885e-06,0.9986720659909677,0.13330752347123165,0.9996733129876668,5.317455509772963e-05,0.012674058966513045,0.5676744917035925,0.6436511095191669,0.5051507291860856,0.02887103740600654,0.09254951600009412,0.009215564782631802
2.31,19.104096628101306,0.9999609375845103,1.6609371254947788e-06,1.8369509952099042e-06,0.9989881907685568,0.10381956210099992,0.9997386175554214,4.491962941747399e-05,0.0063320401329927285,0.5979271888231095,0.7989866145039142,0.5376353710946613,0.023739773582247794,0.1025934620908654,0.004223813729626448
2.32,18.78166052970103,0.999958624022215,1.7235051150682066e-06,1.695190366193652e-06,0.9989483795886083,0.08085459335817737,0.99972704919088,4.641779307850519e-05,0.00393092569340559,0.6005000185019359,0.879718997056603,0.5687565007176953,0.023765470220993835,0.11299559576784572,0.0019916011576306875
2.33,17.318232678748565,0.9999459334911389,2.1473955272223914e-06,2.0057975502476065e-06,0.9986727135130744,0.06296961636763108,0.9996625299980706,5.448218395665652e-05,0.0031671766395796144,0.5867815511981415,0.9160987595675828,0.5958773713339125,0.026853743577591405,0.12220937040827166,0.0010709033913774563
2.34,15.071972031198282,0.999918468878273,3.03150427802357e-06,2.7432850505366308e-06,0.9980894345766859,0.04904098296505112,0.9995316870290982,6.975208247189546e-05,0.0031560970728158238,0.5619853257560544,0.929490706347644,0.6180900630277755,0.032887781479835905,0.12950770505840734,0.0007129052684724436
2.35,12.241420392905592,0.9998631592153757,4.695062364655883e-06,4.1533979870218665e-06,0.996971906295756,0.038193750780322513,0.9992918764806342,9.523482332754953e-05,0.003585841636551912,0.5289591706871587,0.9305992023909182,0.6354267182618267,0.04264478280510182,0.13475787394737176,0.0006001161709548599
2.36,8.914892816925823,0.9997485130351793,7.860874846620801e-06,6.823343531665587e-06,0.9948053801557633,0.029746830693629153,0.9988488902353558,0.00013722573517830272,0.0043938228792555255,0.48937900068186696,0.9240346366596546,0.6483115926002575,0.05780870968421099,0.13815053535557453,0.0006089416983800297
2.37,5.085744671642604,0.9994934333626225,1.4230459808642961e-05,1.2117719478682142e-05,0.9903814771371316,0.02317065128454016,0.9979877465500588,0.000208594713174838,0.005663562813654916,0.4442122188803567,0.9114672355098774,0.6572608888886261,0.08152595020433306,0.13999960479225734,0.0006965110496358274
2.38,0.6391797000415115,0.9988586009219378,2.8326717848694115e-05,2.3561721226132958e-05,0.9805572596518366,0.018055480686864248,0.9961580750001248,0.00033796924602882777,0.007640326059935683,0.39394813684591196,0.8931648738541912,0.6627463828388684,0.11979782659055266,0.14062610622175273,0.0008568425583340807
2.39,-4.700349010712438,0.9969803333123368,6.461534000973169e-05,5.1981703461918426e-05,0.9559191433952587,0.014092591522745128,0.991684110547088,0.0005981818220646919,0.010889054347941083,0.3389044153330184,0.8687223951255361,0.6651516019608932,0.18465657117764772,0.14030264131341974,0.0011086509012039336
2.4,-11.476749395822784,0.9897308319479394,0.00018336174752460837,0.0001401306055580139,0.8839802806642619,0.011095815104701897,0.9781008782141183,0.0012088261661278397,0.016829743131715074,0.28022223507825117,0.837573130829184,0.6647841275641437,0.3001170512663867,0.13922945547308394,0.001501946774651377
2.41,-20.489541383774437,0.9508997622120294,0.0007324219631306777,0.000521881265823357,0.6659398445012267,0.009355381950637318,0.9237675523323534,0.002935013718987774,0.02945994038747801,0.22255445324111037,0.7994891045930135,0.6619095462524873,0.49855595813137904,0.13751667084513047,0.00214661908486612
2.42,-31.488052877024558,0.7675246932711768,0.00393274757314759,0.002746980580448535,0.2958044934613553,0.013297773712677418,0.7078739679806332,0.008173945960944824,0.055508937678447653,0.1716052515851608,0.7534356972486874,0.6565716635642853,0.7396764927189039,0.13516989661717937,0.003253026952860745
2.43,-41.27831694846888,0.4951382297037023,0.01482913193645557,0.008528063823818755,0.08229767384000769,0.06470843702477759,0.3593389340068066,0.0207544920225981,0.0800178812854394,0.11660979662174785,0.694946842603211,0.6481774175663578,0.8866202312388088,0.13217182472023487,0.005052815258359057
2.44,-47.71492859946053,0.34401304663566223,0.028627437601214542,0.009581932642756252,0.022627484797285737,0.2497902676760469,0.1754560795038656,0.04102102684224715,0.10440577653635295,0.06903306252937061,0.6236259636545616,0.6364410040763943,0.9407796482970168,0.12865380466095488,0.007555190054721141
2.45,-51.75891253960984,0.2702178839412356,0.041165787444907426,0.009905028868375436,0.009269537962650851,0.49153873630984857,0.10393795366278423,0.06569916436666623,0.1418113644342913,0.046400134563848866,0.5460403506983388,0.6219800285400466,0.9612381639291182,0.1248178097419416,0.010595839349376886
2.46,-54.239597140618145,0.2322094863945673,0.053735933185527766,0.010361757498523033,0.005483756959190371,0.6807831889903466,0.074035007410339,0.09117430432494295,0.1893718009899173,0.03766295610675804,0.46927474500559435,0.6056643458520832,0.9702894306313373,0.12082379240685234,0.01400031899939193
2.47,-55.578128055959944,0.21368450677244188,0.06698959844839315,0.01099248803759975,0.004117961442854459,0.7957857274849626,0.06134034845810238,0.11409733083293531,0.2388946367552527,0.034017078669315526,0.3985430155019916,0.5883810045048952,0.9744230026376259,0.1167947790044157,0.017602475066091073
2.48,-56.04176809368572,0.20741308336491623,0.08012357626268557,0.011727865088825527,0.0036526530435765535,0.8555844186447366,0.05733780475462922,0.13183702438142025,0.28313400505335207,0.03258912508649956,0.33673231675546694,0.5709214449829226,0.9759291038091427,0.11282416969387551,0.021250422603507953
2.49,-55.81479141444499,0.20999216077852864,0.09176702190015358,0.012473782651414834,0.0036741790108645207,0.8812426575581573,0.0590127957600543,0.1427102645384394,0.31790785658533965,0.03249085832526584,0.2847634276901535,0.5539159014327266,0.9757010292678021,0.10897977460899311,0.024812611482295722
2.5,-55.02419245802997,0.22000680561486313,0.10073055810456066,0.013149788962687757,0.004083268923044394,0.8857255691081024,0.06566104575471277,0.1459708226192056,0.34185448149225894,0.033389349658851146,0.24227308504451184,0.5378199036088225,0.9740401715568839,0.10530836716332576,0.028179279037059968
2.5100000000000002,-53.75154076944326,0.23731383437357748,0.1061821234031813,0.013706725086851123,0.0049302639498363205,0.8746717885769363,0.07795391657594604,0.1416879440896762,0.3554423116386498,0.03516262957668843,0.2082511849656722,0.5229345150248618,0.9709119956156953,0.10184058678075517,0.03125993405752502
2.52,-52.040535486051,0.26281007748883944,0.10727029039386031,0.014131294244873256,0.006404776230004555,0.8487103587410996,0.09785893731703267,0.13060334199272813,0.3600767549813394,0.037807915905655756,0.18148739977127917,0.5094402368086708,0.9659999883723035,0.09859552365500932,0.033978581081041785
2.5300000000000002,-49.904270277182874,0.2984347035678924,0.1022447189052613,0.014448104363685725,0.008912255352587136,0.8051991871128067,0.12901044683998217,0.11401185107297361,0.3575144796390901,0.04141026249970164,0.16082829435740723,0.497430413616576,0.9586491998842186,0.09558449033725994,0.036268242554462295
2.54,-47.33725260790431,0.34720931179025893,0.0874626124927565,0.014738926026268686,0.01326851214812636,0.7402041735273093,0.17722621097808844,0.09368696638683788,0.3494727289777293,0.046122158900490956,0.14529928431020642,0.48693619779327035,0.9477237751546214,0.09281365020033008,0.03806611772606259
2.5500000000000003,-44.3375002253528,0.4129022697634738,0.059601973171352414,0.015222972674625147,0.021105869955173447,0.6526449878224723,0.2502160257271369,0.07183760076371835,0.3370930491114962,0.05212820374034707,0.1341474552624331,0.47793953025506253,0.9314173945884664,0.09028520832601872,0.03931100576981002
2.56,-40.91839517758355,0.4989285881335543,0.02822889379637071,0.016188554712103564,0.03569262824468907,0.5502048927606866,0.3547300587304871,0.05094943735797593,0.31952824137995006,0.05960902655612925,0.12685385374444486,0.4703784631098006,0.9070464908912963,0.0879974782174238,0.03994368714233092
2.57,-36.99303735389359,0.6087151880808392,0.0119855252867238,0.014298544814092165,0.06423105616950389,0.44906786833481743,0.49336888787886324,0.03314545642614226,0.2906592262837446,0.06888660301316538,0.12319579075827403,0.4641702525317116,0.8699786863725686,0.08594722628134455,0.03990037674474974
2.58,-31.83102938159952,0.7536383718631017,0.005133674441229565,0.007008857897907018,0.13040481331894752,0.36265400442585777,0.6720031667761612,0.019011930559023338,0.23601549220392562,0.08143293609121609,0.12364381141052569,0.45931010391477206,0.8057320771838575,0.08414481921318541,0.03905039833546811
2.59,-21.96456458051254,0.9356018849179502,0.0011708303434432175,0.0022236359659541073,0.37494641646617044,0.288703515209642,0.891693356144084,0.007212445626146216,0.15028232762391724,0.10753156988529614,0.1320977375567623,0.45621451337547136,0.640527318413116,0.08267516796576942,0.03686775786881162
2.6,-1.1010113194610913,0.9983939492874334,4.851234984802812e-05,0.00028394157746204385,0.9362256359734196,0.22423648556547016,0.9943257861819323,0.0005302781264962086,0.07233757466180578,0.24595255254678391,0.18841791036304337,0.4582370395552055,0.22201135363341357,0.08208515528655302,0.03080101566648706
2.61,12.324916289335588,0.9998639352482976,5.175030132680752e-06,2.5217431018029386e-05,0.9964588684205373,0.17461015087125883,0.9992719625277543,9.797428802045e-05,0.03076209551885837,0.46603704854115213,0.38981087293491495,0.4745001052684408,0.05542186651862235,0.08471321811600074,0.019409928169035764
2.62,17.409337938577877,0.9999466015596135,2.219510027718991e-06,3.972906913046724e-06,0.9986164764917315,0.135984672978973,0.9996619811941956,5.4566651921135536e-05,0.013481480654755745,0.5633959274822387,0.6274727623675471,0.5026362889694675,0.0296924800396198,0.09185621911206256,0.009785714460216898
2.63,19.064416656095332,0.9999606482305297,1.6735514951245275e-06,1.8819884068503487e-06,0.9989799066379481,0.10590448959979885,0.9997369792621338,4.513186112726328e-05,0.00664589010340889,0.5967596853353142,0.7897503052313708,0.5350461175824173,0.023905886761475193,0.10178043467227321,0.004495832804944178
2.64,18.855107107587262,0.9999591628950899,1.7053043561015755e-06,1.6869247587597944e-06,0.9989601340795715,0.0824783219694134,0.9997299079078772,4.604993930820784e-05,0.004043930130744222,0.6009845233841068,0.875290448144955,0.5664010516739171,0.023642118070244366,0.11222153251818497,0.0021069312384244614
2.65,17.466625337713023,0.9999473801291289,2.099399418850378e-06,1.9671482473578058e-06,0.998704080109784,0.0642341635692797,0.9996697418102088,5.3601344898082666e-05,0.0031936625596878294,0.5883250781799602,0.9142478236027107,0.593890718445202,0.026505570999653803,0.12156560827330642,0.001117227578267442
2.66,15.273640051228016,0.9999214216893619,2.938725965247046e-06,2.664919498051504e-06,0.9981510732534733,0.05002579325409813,0.9995452760931003,6.822113354729759e-05,0.003138822232700175,0.5642845472365333,0.9289654422385002,0.6165008098126876,0.03228748399236789,0.12902658920406201,0.0007298947033455418
2.67,12.48499875356026,0.9998691234809589,4.521341252447332e-06,4.006162492053059e-06,0.9970895141287314,0.0389606774085386,0.9993166324791583,9.271803462126766e-05,0.0035380733088896566,0.5318395633624866,0.9308270550860425,0.6342124364532136,0.04170105755109691,0.13443493065311402,0.0006037078361612865
2.68,9.196858173714089,0.999761165194815,7.524717337829234e-06,6.5411281977311585e-06,0.9950370358081345,0.03034400828160594,0.9988953175187701,0.0001330475530159133,0.004314694023999604,0.49273703923102946,0.9247855325010638,0.6474324511642936,0.05634545120415641,0.13796408238706914,0.0006051008247809941
2.69,5.410200825089588,0.9995226084782823,1.3532716120347062e-05,1.1542243951078043e-05,0.9908679924059015,0.023635460024175332,0.9980806753039413,0.00020134187256002484,0.005541408055561301,0.4479910577796398,0.912672808010716,0.6566763591484224,0.0792149396851705,0.13992339681728197,0.0006869822914713462
2.7,1.020103321965989,0.998935279407604,2.6705829722790202e-05,2.2261025832440214e-05,0.9816830695403272,0.018416675264747204,0.9963647592508204,0.000324349706750123,0.007447382931138884,0.39812113254883363,0.894835319803269,0.6624219810772525,0.11600030593295692,0.14063596356536961,0.0008411675939824772
2.71,-4.232989931170848,0.997226316719487,6.012193441899645e-05,4.8521397250553726e-05,0.9589035118352821,0.01437106855949432,0.9922256076564409,0.0005693010136853128,0.010560483074392113,0.3434376639477902,0.8709027209747514,0.6650600387554505,0.17807132198881728,0.140379336549969,0.001084402105720157
2.72,-10.867169053786476,0.9907933804996853,0.00016696200094196457,0.00012822616953868032,0.8931681702513622,0.011298976605917336,0.9799126619336859,0.0011360602972391909,0.016193679542095586,0.28494338226983945,0.8403008512767426,0.6649027080823233,0.28826474190084195,0.13936009007444597,0.001463510852122695
2.73,-19.680015118579302,0.9570813122553091,0.0006467027360135677,0.00046334585670945223,0.6916128907607625,0.009408476848517025,0.9316352241966054,0.002716420436745549,0.0280308715501589,0.22690292922764696,0.8027718901562233,0.6622196377449237,0.4796590177497501,0.13769627970046197,0.0020819667072529595
2.74,-30.60370840768469,0.789608518427974,0.003444572716204867,0.0023961808264448504,0.3223987599731317,0.012373001872718078,0.734147826396821,0.0075337971612872345,0.05309973501078041,0.17558315297546068,0.7574804061787082,0.6570913531619683,0.7225977585140347,0.13540107615178684,0.0031420015104366723
2.75,-40.62462675029086,0.5126534030259967,0.013731037289391965,0.008273740818908087,0.09183788595060316,0.0562295819375035,0.38230351751282593,0.01944206298378551,0.07838665127218795,0.12117255643694974,0.7001202988742924,0.6489650012696522,0.8793119577623321,0.13245183056413476,0.004882473082842275
2.7600000000000002,-47.30690593555899,0.3523490803196279,0.027582167172553726,0.009552778154830842,0.024764877842322806,0.23105671552169887,0.1845038235103708,0.039201740094808174,0.1020331700705974,0.07185656479155447,0.6296215441933091,0.6374786079335256,0.9382188231585041,0.12896687382572086,0.007334365188587942
2.77,-51.501992775916015,0.27445206898392516,0.04018862281222353,0.00987650316379267,0.009797895799522135,0.4734220845884991,0.10758043274284207,0.06366247807380633,0.13837387396741674,0.047513770107537656,0.5522576753829873,0.6232034696792053,0.9601698176519823,0.1251491274076613,0.010338739992018441
2.7800000000000002,-54.08854037455328,0.234381616092146,0.052710020253595564,0.010318613946711325,0.005660314995927099,0.6685887765624455,0.07560523722164371,0.08920317966767949,0.18540958611651664,0.038106477493659925,0.4752061434093967,0.6070022795864561,0.9697965186654598,0.12116214349532678,0.013720519730472475
2.79,-55.50664202466906,0.2146448612357731,0.06592422502025987,0.010937357268636191,0.0041843433683226,0.788985238246321,0.0619675487396246,0.11243677603624284,0.23507595277252022,0.03420692359568394,0.40385975308067895,0.589765212559848,0.9742085356339879,0.117131521498825,0.01731275804398211
2.8000000000000003,-56.032167469303616,0.20755882106705537,0.07911639912084927,0.011667837466685102,0.0036691676072761505,0.8523118803203598,0.05742764164230715,0.13066251317137287,0.2799303041234411,0.03264739890236491,0.34128498837408827,0.5722944591008438,0.9758796977560819,0.1131528831929678,0.020962160513568005
2.81,-55.8547424287702,0.20950651434232317,0.09092670934058036,0.01241618957237376,0.003658121348838704,0.8800955432551132,0.05869871761670986,0.14212009883476454,0.31553702840961806,0.03245964079445315,0.2885351559034415,0.5552341362553403,0.9757729386078914,0.10929592401120625,0.024535446812124315
2.82,-55.10538405169773,0.2189502300210386,0.10013715617612769,0.01310000401406631,0.004036252057182028,0.8859737044751378,0.0649435361858568,0.1459925668179196,0.3403441561515239,0.03328534451260084,0.2453236995363385,0.5390532152348375,0.9742234107960025,0.10560891703146186,0.02792117353122302
2.83,-53.86896554236097,0.2356586173115003,0.10589421927795739,0.013667353929727325,0.004843624821252748,0.8760774556820796,0.07673470196185672,0.14228971614002775,0.3547112483426463,0.03499054677818081,0.21067279410376938,0.5240638574418323,0.9712195160326238,0.10212361222887578,0.031027474593623865
2.84,-52.19194838041029,0.2604478147444762,0.10737383066148379,0.01410207057326369,0.006257157131331261,0.8513631533292993,0.0959277927611826,0.13170469970805657,0.35999458436949233,0.037564506388488086,0.18337642757896636,0.5104548473365935,0.9664679644968226,0.09885986930472135,0.03377740262397322
2.85,-50.08952325224192,0.2951715442488068,0.10293892708752875,0.014425471012641009,0.008660030017208007,0.809390504180902,0.12600463720140231,0.11549179326590706,0.35793829144256,0.04108600088481285,0.1622708045050191,0.49832539694352235,0.9593448735472876,0.09582950747025167,0.03610345773308065
2.86,-47.557003948191614,0.3427689320215922,0.08910310470649936,0.014713014422373842,0.01282423431015076,0.7462165074300411,0.17259916787223067,0.09538810122089855,0.35027718954696585,0.045703148495820134,0.14636483254254787,0.48771096084937543,0.9487593380915321,0.09303903612561591,0.0379426430409329
2.87,-44.59119049834113,0.40698059882659465,0.06221277028819008,0.015168166406078543,0.02029490114085136,0.6603133356314368,0.24333279941703484,0.07357041756652886,0.3382320557614732,0.051599770982288407,0.13488746639214802,0.47859717663187695,0.932964997363102,0.09049096625420441,0.03923364376282806
2.88,-41.205499317805725,0.49129031849808824,0.030290249327111222,0.01611275298093573,0.03416187967755315,0.5585250885996611,0.3451976456219804,0.05251688206780317,0.3212048606052027,0.05895613619461513,0.12730039924508713,0.47092524942124586,0.909361334913511,0.08818390677358427,0.03991707960018184
2.89,-37.33229295821886,0.5989619731766933,0.01276227508130438,0.014763049421612108,0.06112484451033562,0.45666888245507486,0.48105771582765317,0.03441892382514568,0.293657463920482,0.06806570586661548,0.12335089208457471,0.46461196972721963,0.87358992895273,0.08611446451022028,0.03993049937742068
2.9,-32.33312009613303,0.7403291328777984,0.005551104435086855,0.007519827962372709,0.12225118040946462,0.36888935041964505,0.6559926957518033,0.020024372643243627,0.24167141555297772,0.08021623770171142,0.12341721443335942,0.45963935023996433,0.8127201495610035,0.08429072368428311,0.03915421773270629
2.91,-23.125681644863942,0.9226537032633676,0.0013886582889102493,0.002503328166196447,0.3385556676046135,0.29444048257548516,0.8749486092570977,0.008086912338455928,0.1574750207556999,0.10398760027021023,0.13080059594668472,0.45636011307773733,0.6623876999800108,0.0827864597591865,0.03712435609303766
2.92,-2.7676061978557964,0.9978203165671137,6.358241889208338e-05,0.0003439492094090623,0.9136399151422664,0.22874401052825472,0.9926852936118579,0.0006710298514801661,0.07724468236411025,0.22680290530765715,0.17912205172767057,0.4576424537374385,0.252053250178593,0.08206966960513054,0.03153396748691383
2.93,11.671533495971667,0.9998465559575517,5.771423853393408e-06,3.0274394832317606e-05,0.9959816478002556,0.17811150152105307,0.9991961701554034,0.00010574029294260171,0.03292701784507952,0.4534106016262597,0.37010508850884877,0.4726656462550818,0.060011924393033794,0.08434265325720158,0.020336669504173212
2.94,17.163231958738148,0.9999441308382303,2.312628078738104e-06,4.4181538570310456e-06,0.9985533869398354,0.13871124264740212,0.999649213814887,5.6122371555955906e-05,0.014349427027995075,0.5587523623345615,0.6107792864027649,0.5001542630843264,0.030608692151011318,0.09116815492149759,0.010384183930467757
2.95,19.013445987126335,0.9999602738369351,1.6893328200798946e-06,1.935276910839231e-06,0.9989695449937284,0.10802790106191298,0.9997348861824316,4.540268662015158e-05,0.006984177138587049,0.5954204032756736,0.7800336309140041,0.5324557246896634,0.024102860710532106,0.10095830848253491,0.004785509401734015
2.96,18.921215199055602,0.9999596510976129,1.6892796389093798e-06,1.6812898986104618e-06,0.9989704736702925,0.08413202130903029,0.9997324461026776,4.572243913425109e-05,0.004167087245719015,0.601365448951656,0.8705820298217843,0.5640267072956486,0.023537665337272553,0.11142839334464463,0.0022304854207588986
2.97,17.609882221506133,0.9999487401588301,2.0541567450053324e-06,1.9310551873486796e-06,0.9987336142885958,0.06552205387246442,0.9996765546365258,5.276481207644242e-05,0.0032248321256671945,0.5897965834394652,0.9122534023768567,0.5918785977539807,0.026175705505697686,0.12089805531128985,0.0011670479639826143
2.98,15.471403190240546,0.9999242133267071,2.8505496226312914e-06,2.5905383215475534e-06,0.9982095705853238,0.05102878358438433,0.9995582175233886,6.675249814834614e-05,0.0031242945673725857,0.5665290515050588,0.9283637244533658,0.61488562008876,0.03171025952217552,0.12852079105226402,0.0007484002467401485
2.99,12.725227357697662,0.9998747509330645,4.356336550906198e-06,3.866269227748462e-06,0.9972010520990411,0.03974176556244688,0.999340200666502,9.030068054372116e-05,0.0034926581812737044,0.5346754059204978,0.9310068782952228,0.6329743668014783,0.04079058705130135,0.13408851579479278,0.0006080522146149355
3.0,9.475450954270075,0.9997730233338249,7.206707009581914e-06,6.2738629268900095e-06,0.9952559034990012,0.030952222186592385,0.9989393525014219,0.00012904333037617443,0.004238405978595497,0.49605637031724664,0.9254984723587465,0.6465323485383623,0.05493420027426348,0.13775618207000898,0.0006017479947960666
3.0100000000000002,5.730610301517942,0.9995497718141613,1.2877207582945008e-05,1.1000685027735716e-05,0.9913248162858034,0.0241088848914868,0.998168246877977,0.0001944232444934347,0.005423519070661703,0.451733992010928,0.9138416937201642,0.6560734915045936,0.07699118188731657,0.13982783732597726,0.0006779040796597389
3.02,1.3953513837668916,0.9990057805272478,2.5199557167556657e-05,2.104913761904113e-05,0.9827306327896882,0.018784650234167435,0.9965575572817228,0.0003114569805109329,0.007261889837501469,0.40225948937399314,0.8964660019540756,0.6620813521787161,0.11235995251910866,0.14062827988063575,0.0008260530916751457
3.0300000000000002,-3.7745787295086335,0.9974482324717532,5.6017165850472376e-05,4.5348058616906495e-05,0.9616469728738923,0.014655122141530868,0.9927228564453181,0.000542273624327721,0.010247058606838257,0.34794095970421235,0.8730388284417963,0.6649538938715364,0.17178630180127544,0.14043987081897766,0.0010610044471159978
3.04,-10.27210924065769,0.991726326154187,0.00015236607202060242,0.00011757500102703848,0.9015348874444641,0.011508300511750702,0.9815396774448754,0.0010689910341725023,0.015594236938676814,0.2896594714790247,0.8429822644365343,0.6650081781672189,0.2769562500421844,0.1394754135506411,0.001426563287065143
3.0500000000000003,-18.886724316275103,0.9624429574213065,0.000572457114398301,0.0004124755421330755,0.7157828568521455,0.009483392794410385,0.9386043605555883,0.0025170001953819087,0.02669504936458403,0.2313021649725,0.8060055765278633,0.6625173169315856,0.46121740004486594,0.13786075679429918,0.002020113589146409
3.06,-29.714337358084286,0.8106874380684165,0.0030118790066199124,0.002089085858872311,0.35023135589404425,0.01162827496439939,0.7589528035725706,0.0069409480573384055,0.05068659890270821,0.1795274444627309,0.7614433851716996,0.6575943716242793,0.7048644186252152,0.13561699350657588,0.003035508186024623
3.0700000000000003,-39.94794033526249,0.5311185282996159,0.012653395175770013,0.007963099253835693,0.10242619216391831,0.048737710537271973,0.40662643794895476,0.018182780241608056,0.07674741788266658,0.12575316701045994,0.7052011449636731,0.6497327652244519,0.8713715403391534,0.13271758366676048,0.00471688511865726
3.08,-46.88408378458114,0.3611670283225373,0.026526951455143558,0.009520905356342618,0.027176982858611504,0.21277358938158009,0.19425995504169735,0.03741378044810962,0.09975234067481673,0.07485770130253183,0.6355682449256649,0.6385002557681577,0.9354543006896995,0.12926729783038635,0.007117226951759891
3.09,-51.23539177620801,0.278907830842555,0.0392125279566798,0.009848968669961038,0.010380736413737325,0.45496760026677036,0.11147854401247129,0.06163452206360626,0.13500989710563113,0.04871611907588958,0.5584720205457229,0.6244162072409283,0.9590320102931672,0.12546911054970225,0.010084264315103045
3.1,-53.93035851966779,0.23667514729489736,0.05169036671791721,0.01027667674901511,0.005851223555753793,0.6559142120299875,0.07728173958269793,0.08721912464525343,0.18146727446301278,0.03858091710959646,0.4811690347496664,0.6083349901446502,0.9692731991629641,0.12149026242682726,0.01344231190758359
3.11,-55.42966309912471,0.21568182708794395,0.06486011413424121,0.010883000838016276,0.004256227803248126,0.7818323804620502,0.06264863587856562,0.11074590468338255,0.23122911670110743,0.03441038736120111,0.4092276445324222,0.591149153642106,0.9739777304709467,0.11745895570197569,0.01702367559550119
3.12,-56.01819997181559,0.20776003287049838,0.07810146483945726,0.01160797985346659,0.0036886821628777885,0.8488237578890748,0.05755268114425796,0.1294461938888575,0.2766701892834416,0.03271396880177465,0.34589576385888454,0.5736711902599347,0.9758194840626735,0.11347304881679525,0.020673694566635162
3.13,-55.891102120892704,0.20906757349507546,0.09007074593214175,0.012358239402635888,0.003644441877572509,0.8788159619801231,0.05841537383723242,0.14148253915441042,0.3130998238274277,0.03243469109141676,0.29236356714203837,0.5565589931121868,0.9758359198549732,0.10960414428193525,0.02425737089907602
3.14,-55.183478817029936,0.2179395181681551,0.09952270852094008,0.013049528593742943,0.003991898768827117,0.8861253769365098,0.0642607614334371,0.1459665253343743,0.33876945316792284,0.03318687322715225,0.24842525655772568,0.5402950900225493,0.9743975243238852,0.10590204090446617,0.027661566901265332
3.15,-53.98355141470512,0.2340548864940303,0.10558028315258358,0.013627183694260143,0.004760759105814218,0.8773908488850902,0.0755621037316482,0.1428476224622618,0.3539239512648079,0.03482400214339326,0.2131381982118543,0.5252029506099535,0.9715159905982598,0.10239962557547272,0.03079301257797192
3.16,-52.34058423566392,0.25814923088539365,0.10744136057182324,0.014072168449330633,0.006115683430128749,0.8539064542778598,0.09406542871601514,0.13276968673255643,0.35986675315662786,0.03732719877454415,0.18530235478647544,0.5114798531529532,0.9669209097804756,0.09911754979943148,0.03357377433692815
3.17,-50.27193084794194,0.2919914200446455,0.1035745436469416,0.014402595418551873,0.00841870399077264,0.8134443137847002,0.12310384677416693,0.11694598159082649,0.358327131358736,0.04076885565991946,0.16374435993720046,0.49923103472534036,0.9600185736465424,0.09606815533509715,0.035935798816374695
3.18,-47.77384802539755,0.3384366284567133,0.09065490008765593,0.014688055171145908,0.012400361656454568,0.7520766374154504,0.16812771331028567,0.09707702871016193,0.35105460703763663,0.045292515505455495,0.1474569104580607,0.48849633609799104,0.9497617560673776,0.09325830527985865,0.03781587440299256
3.19,-44.84206387548616,0.4011906292492674,0.06477664169156425,0.015117115161107295,0.01952326189772249,0.6678701394150349,0.23665372801762494,0.07530686137789076,0.33934155765696605,0.05108090845938567,0.1356508957084149,0.4792651113685483,0.9344629125311421,0.09069081558194454,0.039152576597891973
3.2,-41.489551393660015,0.4838019197298446,0.0324650968769373,0.016030313072362874,0.0327097479502173,0.5668396009979059,0.33588651893556487,0.054102550666177356,0.3228192684861934,0.058314420655294484,0.12776890645965766,0.4714818124700627,0.9116007848352354,0.0883645977417859,0.03988635216066789
3.21,-37.66516147972757,0.5894178532058911,0.013597683291940065,0.015168104039053873,0.058206862642955555,0.46436052196198274,0.468991966027064,0.0357160233265546,0.29650149253239494,0.06726254564408075,0.12352990424284903,0.4650632796741538,0.8770577416197475,0.0862761735766097,0.039955808009228974
3.22,-32.81255515336369,0.7273778628719777,0.005984256888151603,0.008052952909243113,0.1148357384568204,0.375217649316358,0.6403380990208518,0.02105147011565534,0.24708405404060754,0.07905383693223492,0.1232298299787594,0.4599799445147321,0.8192493118765933,0.08443163213751602,0.03925080575598563
3.23,-24.195820222602123,0.9088588824147511,0.0016257986531652436,0.0028001232267732437,0.30646642453332856,0.30019936003103065,0.8575985162949707,0.008976291574159998,0.164699813310829,0.10088919387668313,0.12967290667445808,0.45652927533159093,0.6820411427604889,0.08289500088611805,0.03736128462400729
3.24,-4.510317981908183,0.9970020363630634,8.408570322091319e-05,0.00041554072628204736,0.8848409474615824,0.233343319318797,0.9904781059465549,0.0008610845113169264,0.0824102579561016,0.20873621765823658,0.17096751331663865,0.4571495016001543,0.2849949117272784,0.08206664829899708,0.03222013822731975
3.25,10.966190913293755,0.9998252941479788,6.493473188224947e-06,3.6451433195059285e-05,0.9953823901997019,0.1816804529894476,0.9991053415071127,0.00011485968063607104,0.035248624562564806,0.43984594154206436,0.3506933399418739,0.47091388757550884,0.0653548639800832,0.08399653203186741,0.02127546690944679
