t,pM9,M3,M3_pM9,M3_T1,T1,pM9_T1,M3_pM9_T1,M9_T1_star,M9,M9_T1,M9_T1_M3,pM9_T1_M3,M3_pM9_T1_M3,Tr,Tr_pM9,Tr_pM9_T1,Tr_pM9_T1_M3
1.81,2.9386535194762954e-07,1.8724921559990795e-08,1.7032161176716658e-10,3.0560155455480384e-08,2.6400785239361e-07,4.882387450964702e-09,1.1375086332428325e-12,5.734112168905442e-13,7.325733520203134e-13,2.1043518497914055e-15,5.345650729183383e-16,5.429120447574091e-10,8.565843387021479e-14,9.946350534428012e-08,5.316017163417197e-10,4.512971439970639e-12,3.799679381852741e-13
1.82,2.938324942033085e-07,1.8628958305468394e-08,1.708643594512718e-10,3.065087373492893e-08,2.63887700113554e-07,4.907064193911481e-09,1.1460835647097132e-12,5.811596247952667e-13,7.387075827649502e-13,2.1381170406231858e-15,5.436919628182179e-16,5.475983658428059e-10,8.659160248934894e-14,9.946057685209347e-08,5.344765781403822e-10,4.561145919191217e-12,3.8542384694213324e-13
1.83,2.9379964637980834e-07,1.8533551479574108e-08,1.7140406000386685e-10,3.074102941743592e-08,2.6376811663799494e-07,4.931725214652617e-09,1.1546583348237469e-12,5.889695692988333e-13,7.448485988290073e-13,2.1722186982725633e-15,5.529163023134887e-16,5.522938489296686e-10,8.752850735843174e-14,9.945764874577407e-08,5.373507670198539e-10,4.60956141547563e-12,3.9092579058956985e-13
1.84,2.9376680847712887e-07,1.843870108230794e-08,1.719407134249517e-10,3.083062250300135e-08,2.6364910196693277e-07,4.956370513188107e-09,1.1632329435849336e-12,5.968410504012437e-13,7.50996400212485e-13,2.2066568227395376e-15,5.622380914041507e-16,5.569984940179972e-10,8.846914847746318e-14,9.94547210253219e-08,5.402242829801348e-10,4.658217928823881e-12,3.96473769127584e-13
1.85,2.937339804952702e-07,1.834440711366989e-08,1.724743197145264e-10,3.0919652991625213e-08,2.635306561003676e-07,4.981000089517952e-09,1.1718073909932733e-12,6.047740681024981e-13,7.571509869153833e-13,2.2414314140241092e-15,5.716573300902037e-16,5.617123011077918e-10,8.941352584644327e-14,9.945179369073697e-08,5.43097126021225e-10,4.707115459235968e-12,4.020677825561757e-13
1.86,2.937011624342322e-07,1.8250669573659955e-08,1.7300487887259098e-10,3.1008120883307524e-08,2.634127790382993e-07,5.005613943642151e-09,1.1803816770487659e-12,6.127686224025964e-13,7.63312358937702e-13,2.276542472126278e-15,5.81174018371648e-16,5.664352701990525e-10,9.036163946537198e-14,9.944886674201927e-08,5.459692961431244e-10,4.756254006711892e-12,4.077078308753449e-13
1.87,2.9366835429401506e-07,1.8157488462278136e-08,1.7353239089914534e-10,3.1096026178048275e-08,2.63295470780728e-07,5.0302120755607064e-09,1.1889558017514114e-12,6.208247133015385e-13,7.694805162794413e-13,2.311989997046044e-15,5.907881562484834e-16,5.711674012917791e-10,9.131348933424934e-14,9.944594017916881e-08,5.488407933458329e-10,4.8056335712516525e-12,4.133939140850916e-13
1.8800000000000001,2.9363555607461863e-07,1.8064863779524437e-08,1.7405685579418957e-10,3.118336887584746e-08,2.631787313276536e-07,5.054794485273616e-09,1.19752976510121e-12,6.289423407993246e-13,7.756554589406011e-13,2.3477739887834076e-15,6.0049974372071e-16,5.759086943859717e-10,9.226907545307535e-14,9.94430140021856e-08,5.517116176293507e-10,4.85525415285525e-12,4.191260321854159e-13
1.8900000000000001,2.9360276777604297e-07,1.7972795525398853e-08,1.745782735577236e-10,3.127014897670509e-08,2.6306256067907616e-07,5.0793611727808805e-09,1.2061035670981614e-12,6.371215048959546e-13,7.818371869211814e-13,2.3838944473383677e-15,6.103087807883278e-16,5.806591494816304e-10,9.322839782184998e-14,9.944008821106961e-08,5.545817689936778e-10,4.905115751522683e-12,4.249041851763177e-13
1.9000000000000001,2.9356998939828803e-07,1.7881283699901386e-08,1.7509664418974747e-10,3.1356366480621156e-08,2.6294695883499564e-07,5.1039121380824994e-09,1.2146772077422658e-12,6.453622055914284e-13,7.880257002211822e-13,2.420351372710925e-15,6.202152674513368e-16,5.854187665787549e-10,9.419145644057325e-14,9.943716280582086e-08,5.574512474388141e-10,4.9552183672539534e-12,4.30728373057797e-13
1.9100000000000001,2.9353722094135387e-07,1.7790328303032037e-08,1.7561196769026119e-10,3.144202138759567e-08,2.6283192579541203e-07,5.128447381178473e-09,1.2232506870335233e-12,6.536644428857463e-13,7.942209988406036e-13,2.4571447649010795e-15,6.302192037097369e-16,5.901875456773455e-10,9.515825130924518e-14,9.943423778643935e-08,5.603200529647595e-10,5.00556200004906e-12,4.3659859582985384e-13
1.92,2.935044624052405e-07,1.7699929334790805e-08,1.7612424405926473e-10,3.152711369762861e-08,2.627174615603254e-07,5.152966902068802e-09,1.2318240049719334e-12,6.620282167789078e-13,8.004230827794453e-13,2.4942746239088304e-15,6.403205895635279e-16,5.94965486777402e-10,9.612878242786572e-14,9.943131315292507e-08,5.631881855715141e-10,5.056146649908002e-12,4.4251485349248804e-13
1.93,2.9347171378994786e-07,1.761008679517769e-08,1.766334732967581e-10,3.161164341072e-08,2.626035661297357e-07,5.1774707007534856e-09,1.2403971615574966e-12,6.704535272709135e-13,8.066319520377077e-13,2.5317409497341793e-15,6.505194250127103e-16,5.997525898789244e-10,9.710304979643491e-14,9.942838890527803e-08,5.66055645259078e-10,5.106972316830782e-12,4.4847714604569993e-13
1.94,2.9343897509547597e-07,1.7520800684192694e-08,1.7713965540274132e-10,3.169561052686983e-08,2.624902395036429e-07,5.201958777232525e-09,1.248970156790213e-12,6.789403743617631e-13,8.128476066153906e-13,2.569543742377125e-15,6.608157100572839e-16,6.04548854981913e-10,9.808105341495275e-14,9.942546504349822e-08,5.68922432027451e-10,5.158039000817399e-12,4.5448547348948937e-13
1.95,2.9340624632182484e-07,1.743207100183581e-08,1.7764279037721436e-10,3.1779015046078094e-08,2.623774816820471e-07,5.2264311315059174e-09,1.257542990670082e-12,6.874887580514564e-13,8.19070046512494e-13,2.607683001837668e-15,6.712094446972486e-16,6.093542820863675e-10,9.906279328341924e-14,9.942254156758567e-08,5.717885458766334e-10,5.209346701867852e-12,4.605398358238563e-13
1.96,2.933735274689945e-07,1.7343897748107046e-08,1.7814287822017724e-10,3.1861856968344806e-08,2.622652926649482e-07,5.2508877635736665e-09,1.2661156631971042e-12,6.960986783399938e-13,8.25299271729018e-13,2.646158728115808e-15,6.817006289326044e-16,6.141688711922879e-10,1.0004826940183435e-13,9.941961847754033e-08,5.746539868066249e-10,5.260895419982142e-12,4.666402330488007e-13
1.97,2.9334081853698486e-07,1.72562809230064e-08,1.7863991893162996e-10,3.194413629366995e-08,2.6215367245234623e-07,5.2753286734357694e-09,1.2746881743712792e-12,7.047701352273751e-13,8.315352822649625e-13,2.6849709212115457e-15,6.922892627633515e-16,6.189926222996744e-10,1.0103748177019811e-13,9.941669577336223e-08,5.775187548174256e-10,5.312685155160269e-12,4.727866651643226e-13
1.98,2.9330811952579605e-07,1.716922052653387e-08,1.791339125115725e-10,3.202585302205354e-08,2.620426210442412e-07,5.299753861092228e-09,1.2832605241926073e-12,7.135031287136004e-13,8.377780781203275e-13,2.72411958112488e-15,7.029753461894899e-16,6.238255354085269e-10,1.0203043038851052e-13,9.941377345505138e-08,5.803828499090356e-10,5.3647159074022315e-12,4.789791321704222e-13
1.99,2.9327543043542796e-07,1.7082716558689456e-08,1.7962485896000488e-10,3.210700715349557e-08,2.619321384406331e-07,5.324163326543041e-09,1.2918327126610883e-12,7.222976587986695e-13,8.44027659295113e-13,2.7636047078558115e-15,7.137588792110193e-16,6.286676105188453e-10,1.0302711525677156e-13,9.941085152260775e-08,5.832462720814548e-10,5.416987676708031e-12,4.852176340670993e-13
2.0,2.932427512658806e-07,1.6996769019473158e-08,1.801127582769271e-10,3.2187598687996034e-08,2.618222246415219e-07,5.348557069788208e-09,1.3004047397767222e-12,7.311537254825825e-13,8.502840257893191e-13,2.80342630140434e-15,7.246398618279398e-16,6.335188476306297e-10,1.0402753637498123e-13,9.940792997603137e-08,5.861090213346831e-10,5.469500463077667e-12,4.915021708543538e-13
2.0100000000000002,2.9321008201715405e-07,1.6911377908884977e-08,1.8059761046233917e-10,3.2267627625554946e-08,2.617128796469077e-07,5.372935090827731e-09,1.3089766055395092e-12,7.400713287653396e-13,8.565471776029457e-13,2.843584361770467e-15,7.356182940402518e-16,6.383792467438802e-10,1.0503169374313957e-13,9.940500881532222e-08,5.889710976687208e-10,5.522254266511141e-12,4.97832742532186e-13
2.02,2.9317742268924823e-07,1.6826543226924917e-08,1.8107941551624103e-10,3.234709396617229e-08,2.6160410345679044e-07,5.397297389661609e-09,1.317548309949449e-12,7.490504686469403e-13,8.628171147359927e-13,2.8840788889541893e-15,7.466941758479544e-16,6.432488078585965e-10,1.0603958736124652e-13,9.940208804048031e-08,5.918325010835675e-10,5.57524908700845e-12,5.042093491005955e-13
2.0300000000000002,2.9314477328216313e-07,1.6742264973592967e-08,1.8155817343863278e-10,3.2425997709848084e-08,2.614958960711701e-07,5.421643966289842e-09,1.326119853006542e-12,7.580911451273853e-13,8.690938371884605e-13,2.9249098829555104e-15,7.578675072510488e-16,6.48127530974779e-10,1.0705121722930213e-13,9.939916765150563e-08,5.946932315792236e-10,5.628484924569597e-12,5.106319905595827e-13
2.04,2.9311213379589886e-07,1.6658543148889142e-08,1.820338842295143e-10,3.250433885658231e-08,2.613882574900467e-07,5.445974820712428e-09,1.3346912347107875e-12,7.671933582066737e-13,8.753773449603484e-13,2.9660773437744264e-15,7.691382882495337e-16,6.530154160924273e-10,1.0806658334730635e-13,9.93962476483982e-08,5.975532891556888e-10,5.681961779194579e-12,5.171006669091473e-13
2.05,2.930795042304553e-07,1.657537775281343e-08,1.8250654788888568e-10,3.2582117406374976e-08,2.612811877134202e-07,5.470289952929369e-09,1.343262455062186e-12,7.763571078848061e-13,8.816676380516569e-13,3.00758127141094e-15,7.805065188434099e-16,6.579124632115415e-10,1.090856857152592e-13,9.9393328031158e-08,6.004126738129632e-10,5.7356796508833964e-12,5.236153781492892e-13
2.06,2.930468845858325e-07,1.6492768785365835e-08,1.829761644167469e-10,3.265933335922608e-08,2.611746867412907e-07,5.494589362940667e-09,1.3518335140607379e-12,7.855823941617829e-13,8.879647164623863e-13,3.0494216658650525e-15,7.919721990326778e-16,6.628186723321219e-10,1.1010852433316076e-13,9.939040879978503e-08,6.032713855510469e-10,5.789638539636054e-12,5.301761242800091e-13
2.07,2.930142748620305e-07,1.641071624654636e-08,1.8344273381309795e-10,3.273598671513563e-08,2.6106875457365807e-07,5.5188730507463185e-09,1.3604044117064422e-12,7.948692170376031e-13,8.942685801925358e-13,3.09159852713676e-15,8.035353288173362e-16,6.677340434541681e-10,1.111350992010109e-13,9.93874899542793e-08,6.061294243699398e-10,5.843838445452545e-12,5.367829053013063e-13
2.08,2.929816750590492e-07,1.6329220136354997e-08,1.8390625607793884e-10,3.281207747410362e-08,2.609633912105224e-07,5.543141016346325e-09,1.3689751479993e-12,8.042175765122676e-13,9.005792292421061e-13,3.134111855226067e-15,8.151959081973863e-16,6.726585765776805e-10,1.1216541031880971e-13,9.93845714946408e-08,6.08986790269642e-10,5.898279368332875e-12,5.434357212131811e-13
2.09,2.9294908517688875e-07,1.6248280454791753e-08,1.8436673121126957e-10,3.288760563613005e-08,2.6085859665188366e-07,5.567393259740687e-09,1.3775457229393104e-12,8.136274725857757e-13,9.068966636110967e-13,3.176961650132969e-15,8.269539371728271e-16,6.775922717026587e-10,1.1319945768655713e-13,9.938165342086954e-08,6.118434832501532e-10,5.9529613082770395e-12,5.501345720156332e-13
2.1,2.9291650521554895e-07,1.6167897201856627e-08,1.8482415921309012e-10,3.2962571201214914e-08,2.6075437089774187e-07,5.591629780929404e-09,1.386116136526474e-12,8.23098905258128e-13,9.132208832995081e-13,3.22014791185747e-15,8.388094157436596e-16,6.82535128829103e-10,1.1423724130425324e-13,9.937873573296552e-08,6.146995033114739e-10,6.007884265285043e-12,5.568794577086632e-13
2.11,2.9288393517503e-07,1.6088070377549618e-08,1.852785400834005e-10,3.303697416935822e-08,2.6065071394809704e-07,5.615850579912475e-09,1.3946863887607902e-12,8.32631874529324e-13,9.195518883073397e-13,3.2636706403995663e-15,8.507623439098827e-16,6.874871479570132e-10,1.1527876117189795e-13,9.937581843092873e-08,6.175548504536035e-10,6.063048239356881e-12,5.636703782922704e-13
2.12,2.9285137505533173e-07,1.6008799981870723e-08,1.8572987382220074e-10,3.3110814540559974e-08,2.605476258029491e-07,5.640055656689901e-09,1.4032564796422598e-12,8.422263803993642e-13,9.258896786345923e-13,3.3075298357592616e-15,8.628127216714976e-16,6.924483290863895e-10,1.163240172894913e-13,9.937290151475918e-08,6.204095246765426e-10,6.118453230492557e-12,5.705073337664553e-13
2.13,2.9281882485645425e-07,1.593008601481995e-08,1.8617816042949078e-10,3.318409231482016e-08,2.6044510646229816e-07,5.664245011261682e-09,1.411826409170882e-12,8.518824228682478e-13,9.322342542812649e-13,3.3517254979365522e-15,8.74960549028503e-16,6.974186722172316e-10,1.173730096570333e-13,9.936998498445687e-08,6.232635259802907e-10,6.174099238692069e-12,5.773903241312176e-13
2.14,2.9278628457839754e-07,1.585192847639729e-08,1.8662339990527068e-10,3.325680749213879e-08,2.603431559261441e-07,5.688418643627818e-09,1.4203961773466574e-12,8.616000019359758e-13,9.385856152473583e-13,3.3962576269314416e-15,8.872058259809002e-16,7.0239817734954e-10,1.1842573827452395e-13,9.936706884002179e-08,6.261168543648481e-10,6.229986263955418e-12,5.843193493865576e-13
2.15,2.927537542211616e-07,1.577432736660275e-08,1.8706559224954038e-10,3.3328960072515854e-08,2.60241774194487e-07,5.712576553788308e-09,1.4289657841695854e-12,8.713791176025474e-13,9.449437615328721e-13,3.4411262227439267e-15,8.99548552528688e-16,7.07386844483314e-10,1.1948220314196323e-13,9.936415308145396e-08,6.289695098302147e-10,6.2861143062826026e-12,5.912944095324749e-13
2.16,2.927212337847464e-07,1.569728268543632e-08,1.8750473746229996e-10,3.340055005595136e-08,2.601409612673268e-07,5.736718741743154e-09,1.4375352296396668e-12,8.812197698679632e-13,9.513086931378065e-13,3.4863312853740105e-15,9.119887286718674e-16,7.123846736185542e-10,1.2054240425935117e-13,9.936123770875335e-08,6.318214923763906e-10,6.342483365673626e-12,5.9831550456897e-13
2.17,2.9268872326915195e-07,1.5620794432898017e-08,1.8794083554354935e-10,3.347157744244531e-08,2.600407171446636e-07,5.7608452074923536e-09,1.4461045137569006e-12,8.911219587322226e-13,9.576804100621613e-13,3.5318728148216897e-15,9.245263544104374e-16,7.173916647552603e-10,1.216063416266877e-13,9.935832272191999e-08,6.346728020033755e-10,6.3990934421284826e-12,6.053826344960423e-13
2.18,2.9265622267437823e-07,1.5544862608987824e-08,1.8837388649328856e-10,3.3542042231997696e-08,2.5994104182649727e-07,5.78495595103591e-09,1.454673636521288e-12,9.010856841953262e-13,9.640589123059369e-13,3.5777508110869676e-15,9.371614297443994e-16,7.224078178934326e-10,1.2267401524397293e-13,9.935540812095386e-08,6.375234387111699e-10,6.455944535647179e-12,6.124957993136925e-13
2.19,2.9262373200042534e-07,1.546948721370575e-08,1.8880389031151763e-10,3.361194442460852e-08,2.598419353128279e-07,5.809050972373819e-09,1.4632425979328278e-12,9.111109462572734e-13,9.704441998691326e-13,3.623965274169841e-15,9.498939546737518e-16,7.274331330330705e-10,1.2374542511120676e-13,9.935249390585496e-08,6.403734024997733e-10,6.5130366462297095e-12,6.196549990219199e-13
2.2,2.9259125124729316e-07,1.5394668247051793e-08,1.8923084699823653e-10,3.368128402027779e-08,2.597433976036555e-07,5.833130271506085e-09,1.471811397991521e-12,9.21197744918065e-13,9.768362727517493e-13,3.6705162040703134e-15,9.627239291984959e-16,7.324676101741747e-10,1.2482057122838924e-13,9.93495800766233e-08,6.43222693369186e-10,6.5703697738760795e-12,6.26860233620725e-13
2.21,2.9255877964550447e-07,1.53202778061994e-08,1.8965542181258753e-10,3.375019152374914e-08,2.5964529808469145e-07,5.857197219752905e-09,1.4803747337232581e-12,9.3135673087471e-13,9.832215479011136e-13,3.7174805358504e-15,9.756799603655084e-16,7.375079881513723e-10,1.2589797538332798e-13,9.934666662958432e-08,6.460713195756632e-10,6.6279371169607735e-12,6.3411372304515e-13
2.22,2.925263164215313e-07,1.524618731500579e-08,1.90078283515823e-10,3.381879812677965e-08,2.595475054540571e-07,5.8812552061820536e-09,1.4889272742375932e-12,9.415986108924651e-13,9.895863707595694e-13,3.764935609579791e-15,9.887908058171604e-16,7.425509886316048e-10,1.2697615158210861e-13,9.93437535610441e-08,6.489192894189233e-10,6.685731838052631e-12,6.414176989165963e-13
2.23,2.924938615753723e-07,1.517239677324958e-08,1.9049943210909442e-10,3.388710382959522e-08,2.5945001971152644e-07,5.905304230799365e-09,1.4974690195253468e-12,9.519233849897653e-13,9.959307413036047e-13,3.812881425391651e-15,1.0020564656029662e-15,7.475966116092272e-10,1.2805509982217239e-13,9.934084087100263e-08,6.517666028989806e-10,6.743753937139875e-12,6.487721612389061e-13
2.24,2.924614151070275e-07,1.5098906180930762e-08,1.9091886759240178e-10,3.395510863219585e-08,2.5935284085709944e-07,5.929344293604842e-09,1.5059999695865197e-12,9.62331053166611e-13,1.0022546595332202e-12,3.861317983285983e-15,1.0154769397229265e-15,7.5264485708424e-10,1.2913482010351944e-13,9.933792855945992e-08,6.546132600158353e-10,6.802003414222509e-12,6.561771100120797e-13
2.25,2.924289770164969e-07,1.5025715538049347e-08,1.913365899657451e-10,3.402281253458152e-08,2.5925596889077605e-07,5.95337539459848e-09,1.514520124421111e-12,9.728216154230012e-13,1.0085581254484151e-12,3.9102452832627816e-15,1.0290522281770403e-15,7.576957250566427e-10,1.302153124261496e-13,9.933501662641596e-08,6.574592607694869e-10,6.86048026930053e-12,6.636325452361167e-13
2.2600000000000002,2.9239654730378044e-07,1.495282484460533e-08,1.917525992291244e-10,3.4090215536752254e-08,2.591594038125563e-07,5.977397533780282e-09,1.5230294840291218e-12,9.833950717589373e-13,1.0148411390491903e-12,3.959663325322055e-15,1.042782330965309e-15,7.627492155264357e-10,1.3129657679006302e-13,9.933210507187076e-08,6.60304605159936e-10,6.919184502373941e-12,6.711384669110177e-13
2.27,2.923641259688782e-07,1.4880234100598708e-08,1.921668953825396e-10,3.4157317638708044e-08,2.5906314562244017e-07,6.001410711150247e-09,1.5315280484105508e-12,9.940514221744179e-13,1.0211037003355452e-12,4.0095721094637945e-15,1.056667248087731e-15,7.678053284936186e-10,1.3237861319525959e-13,9.932919389582432e-08,6.631492931871822e-10,6.978116113442737e-12,6.78694875036782e-13
2.2800000000000002,2.923317130117901e-07,1.4807943306029484e-08,1.9257947842599077e-10,3.422411884044889e-08,2.5896719432042773e-07,6.025414926708376e-09,1.5400158175653992e-12,1.004790666669444e-12,1.02734580930748e-12,4.059971635688006e-15,1.0707069795443075e-15,7.72864063958192e-10,1.3346142164173942e-13,9.932628309827665e-08,6.659933248512257e-10,7.037275102506924e-12,6.863017696134101e-13
2.29,2.922993084325162e-07,1.4735952460897657e-08,1.929903483594779e-10,3.4290619141974786e-08,2.588715499065189e-07,6.049410180454669e-09,1.548492791493666e-12,1.015612805244015e-12,1.0335674659649945e-12,4.1108619039946855e-15,1.0849015253350378e-15,7.779254219201553e-10,1.3454500212950238e-13,9.932337267922771e-08,6.688367001520664e-10,7.096661469566497e-12,6.939591506409015e-13
2.3000000000000003,2.922669122310565e-07,1.4664261565203229e-08,1.9339950518300098e-10,3.435681854328574e-08,2.5877621238071374e-07,6.073396472389125e-09,1.5569589701953518e-12,1.0265178378981315e-12,1.0397686703080892e-12,4.162242914383837e-15,1.0992508854599226e-15,7.829894023795089e-10,1.356293546585486e-13,9.932046263867755e-08,6.716794190897044e-10,7.15627521462146e-12,7.016670181192569e-13
2.31,2.9223452440741095e-07,1.45928706189462e-08,1.9380694889656002e-10,3.442271704438175e-08,2.586811817430122e-07,6.097373802511742e-09,1.5654143536704564e-12,1.0375057646317925e-12,1.0459494223367634e-12,4.214114666855456e-15,1.1137550599189606e-15,7.880560053362524e-10,1.3671447922887794e-13,9.931755297662612e-08,6.745214816641396e-10,7.2161163376718085e-12,7.094253720484757e-13
2.32,2.9220214496157957e-07,1.4521779622126567e-08,1.94212679500155e-10,3.448831464526281e-08,2.585864579934143e-07,6.121342170822525e-09,1.5738589419189799e-12,1.0485765854449988e-12,1.0521097220510176e-12,4.2664771614095465e-15,1.1284140487121532e-15,7.931252307903862e-10,1.3780037584049052e-13,9.931464369307347e-08,6.773628878753719e-10,7.276184838717545e-12,7.172342124285581e-13
2.33,2.921697738935624e-07,1.445098857474433e-08,1.9461669699378596e-10,3.455361134592893e-08,2.5849204113192006e-07,6.145301577321471e-09,1.5822927349409224e-12,1.0597303003377507e-12,1.0582495694508518e-12,4.319330398046109e-15,1.1432278518395002e-15,7.9819707874191e-10,1.388870444933863e-13,9.931173478801956e-08,6.802036377234016e-10,7.336480717758673e-12,7.250935392595044e-13
2.34,2.921374112033594e-07,1.4380497476799493e-08,1.9501900137745283e-10,3.46186071463801e-08,2.5839793115852947e-07,6.16925202200858e-09,1.5907157327362835e-12,1.0709669093100473e-12,1.0643689645362657e-12,4.372674376765138e-15,1.158196469301001e-15,8.032715491908239e-10,1.3997448518756528e-13,9.930882626146442e-08,6.830437312082284e-10,7.397003974795187e-12,7.330033525413139e-13
2.35,2.9210505689097056e-07,1.431030632829205e-08,1.9541959265115568e-10,3.4683302046616336e-08,2.583041280732425e-07,6.193193504883853e-09,1.5991279353050638e-12,1.0822864123618895e-12,1.0704679073072596e-12,4.42650909756664e-15,1.1733199010966562e-15,8.083486421371284e-10,1.4106269792302748e-13,9.930591811340803e-08,6.858831683298526e-10,7.45775460982709e-12,7.409636522739874e-13
2.36,2.920727109563959e-07,1.424041512922201e-08,1.9581847081489446e-10,3.474769604663762e-08,2.5821063187605917e-07,6.2171260259472885e-09,1.6075293426472626e-12,1.0936888094932763e-12,1.0765463977638332e-12,4.480834560450609e-15,1.1885981472264648e-15,8.134283575808225e-10,1.4215168269977283e-13,9.93030103438504e-08,6.887219490882739e-10,7.518732622854379e-12,7.489744384575242e-13
2.37,2.9204037339963543e-07,1.4170823879589361e-08,1.9621563586866922e-10,3.481178914644396e-08,2.581174425669795e-07,6.241049585198888e-09,1.6159199547628807e-12,1.1051741007042088e-12,1.082604435905987e-12,4.535650765417051e-15,1.2040312076904284e-15,8.185106955219071e-10,1.4324143951780144e-13,9.930010295279153e-08,6.915600734834925e-10,7.579938013877061e-12,7.570357110919251e-13
2.38,2.920080442206891e-07,1.4101532579394116e-08,1.9661108781247993e-10,3.4875581346035355e-08,2.580245601460035e-07,6.2649641826386506e-09,1.6242997716519171e-12,1.1167422859946858e-12,1.0886420217337203e-12,4.590957712465961e-15,1.2196190824885454e-15,8.235956559603816e-10,1.4433196837711318e-13,9.929719594023141e-08,6.943975415155083e-10,7.641370782895125e-12,7.651474701771892e-13
2.39,2.91975723419557e-07,1.4032541228636265e-08,1.9700482664632657e-10,3.4939072645411805e-08,2.579319846131311e-07,6.288869818266577e-09,1.6326687933143727e-12,1.1283933653647083e-12,1.0946591552470336e-12,4.646755401597342e-15,1.235361771620817e-15,8.286832388962464e-10,1.4542326927770818e-13,9.929428930617004e-08,6.972343531843213e-10,7.703030929908581e-12,7.733097157133171e-13
2.4,2.919434109962391e-07,1.3963849827315814e-08,1.9739685237020916e-10,3.500226304457331e-08,2.5783971596836233e-07,6.3127664920826664e-09,1.6410270197502472e-12,1.1401273388142759e-12,1.1006558364459268e-12,4.703043832811192e-15,1.251259275087242e-15,8.337734443295012e-10,1.4651534221958632e-13,9.929138305060744e-08,7.000705084899316e-10,7.764918454917424e-12,7.815224477003084e-13
2.41,2.919111069507353e-07,1.3895458375432756e-08,1.9778716498412773e-10,3.506515254351987e-08,2.5774775421169724e-07,6.33665420408692e-09,1.6493744509595404e-12,1.1519442063433889e-12,1.1066320653304e-12,4.759823006107513e-15,1.2673115928878218e-15,8.388662722601463e-10,1.476081872027477e-13,9.928847717354358e-08,7.029060074323392e-10,7.827033357921655e-12,7.897856661381636e-13
2.42,2.9187881128304577e-07,1.3827366872987102e-08,1.981757644880822e-10,3.512774114225148e-08,2.576560993431358e-07,6.360532954279335e-09,1.6577110869422523e-12,1.1638439679520463e-12,1.1125878419004528e-12,4.817092921486303e-15,1.2835187250225547e-15,8.439617226881813e-10,1.4870180422719226e-13,9.928557167497849e-08,7.057408500115439e-10,7.889375638921274e-12,7.980993710268822e-13
2.43,2.9184652399317037e-07,1.3759575319978838e-08,1.9856265088207268e-10,3.5190028840768154e-08,2.575647513626779e-07,6.384402742659916e-09,1.6660369276983834e-12,1.1758266236402495e-12,1.1185231661560858e-12,4.874853578947566e-15,1.2998806714914431e-15,8.490597956136067e-10,1.4979619329292006e-13,9.928266655491216e-08,7.085750362275459e-10,7.951945297916284e-12,8.064635623664648e-13
2.44,2.9181424508110913e-07,1.3692083716407977e-08,1.989478241660991e-10,3.525201563906988e-08,2.574737102703238e-07,6.408263569228658e-09,1.6743519732279331e-12,1.1878921734079974e-12,1.1244380380972982e-12,4.933104978491294e-15,1.3163974322944843e-15,8.54160491036422e-10,1.50891354399931e-13,9.927976181334457e-08,7.11408566080345e-10,8.014742334906677e-12,8.148782401569105e-13
2.45,2.917819745468621e-07,1.3624892062274512e-08,1.9933128434016145e-10,3.531370153715666e-08,2.573829760660732e-07,6.4321154339855655e-09,1.682656223530902e-12,1.2000406172552909e-12,1.1303324577240909e-12,4.991847120117496e-15,1.3330690074316805e-15,8.592638089566277e-10,1.5198728754822517e-13,9.927685745027576e-08,7.142414395699416e-10,8.077766749892461e-12,8.233434043982203e-13
2.46,2.917497123904292e-07,1.3558000357578446e-08,1.9971303140425976e-10,3.53750865350285e-08,2.5729254874992637e-07,6.455958336930635e-09,1.6909496786072894e-12,1.212271955182129e-12,1.1362064250364632e-12,5.0510800038261655e-15,1.3498953969030302e-15,8.643697493742233e-10,1.5308399273780247e-13,9.927395346570568e-08,7.170736566963351e-10,8.141018542873633e-12,8.318590550903934e-13
2.47,2.9171745861181053e-07,1.3491408602319774e-08,2.0009306535839403e-10,3.543617063268539e-08,2.572024283218831e-07,6.479792278063868e-09,1.699232338457096e-12,1.2245861871885127e-12,1.1420599400344156e-12,5.110803629617307e-15,1.3668766007085346e-15,8.694783122892092e-10,1.5418146996866307e-13,9.927104985963438e-08,7.19905217459526e-10,8.204497713850194e-12,8.404251922334303e-13
2.48,2.9168521321100606e-07,1.3425116796498505e-08,2.0047138620256425e-10,3.549695383012733e-08,2.571126147819435e-07,6.503617257385265e-09,1.707504203080321e-12,1.2369833132744413e-12,1.1478930027179477e-12,5.171017997490917e-15,1.3840126188481924e-15,8.745894977015852e-10,1.552797192408068e-13,9.926814663206182e-08,7.227361218595142e-10,8.268204262822141e-12,8.490418158273307e-13
2.49,2.9165297618801573e-07,1.335912494011463e-08,2.0084799393677042e-10,3.5557436127354334e-08,2.570231081301075e-07,6.5274332748948255e-09,1.7157652724769652e-12,1.2494633334399151e-12,1.1537056130870598e-12,5.231723107446998e-15,1.401303451322005e-15,8.797033056113513e-10,1.5637874055423377e-13,9.926524378298802e-08,7.255663698962996e-10,8.332138189789478e-12,8.577089258720949e-13
2.5,2.9162074754283956e-07,1.3293433033168154e-08,2.0122288856101252e-10,3.561761752436639e-08,2.569339083663752e-07,6.551240330592548e-09,1.724015546647028e-12,1.2620262476849338e-12,1.1594977711417513e-12,5.292918959485547e-15,1.4187490981299705e-15,8.848197360185075e-10,1.5747853390894387e-13,9.926234131241299e-08,7.283959615698822e-10,8.396299494752202e-12,8.664265223677224e-13
