t,X,K,V,Y,Z
2.69,99999999823.31096,1.3500000005396302e-14,54112.5021961361,44.619394520322885,4.793780426321385e-06
2.7,99999999822.58817,1.3500000005418489e-14,54017.37520633703,44.4857362819703,4.823634945940457e-06
2.71,99999999821.86668,1.3500000005440639e-14,53921.86680859971,44.352478415412,4.853613801899703e-06
2.72,99999999821.14653,1.3500000005462749e-14,53825.9847758568,44.21961972133403,4.883717510980103e-06
2.73,99999999820.42769,1.3500000005484818e-14,53729.73679181954,44.087159004014964,4.91394659212701e-06
2.74,99999999819.71019,1.350000000550685e-14,53633.13045190842,43.95509507131513,4.944301566459016e-06
2.75,99999999818.99402,1.3500000005528841e-14,53536.173264175224,43.823426734665915,4.97478295727682e-06
2.7600000000000002,99999999818.2792,1.3500000005550792e-14,53438.8726502166,43.69215280905903,5.005391290072163e-06
2.77,99999999817.56572,1.3500000005572704e-14,53341.23594607944,43.56127211303588,5.036127092536781e-06
2.7800000000000002,99999999816.85359,1.3500000005594574e-14,53243.270402970724,43.43078346867691,5.06699089457209e-06
2.79,99999999816.1428,1.3500000005616405e-14,53144.98318649639,43.3006857015915,5.097983228304215e-06
2.8000000000000003,99999999815.43338,1.3500000005638196e-14,53046.38138028921,43.17097764090663,5.129104628083081e-06
2.81,99999999814.72531,1.3500000005659945e-14,52947.47198629501,43.04165811925653,5.1603556304936414e-06
2.82,99999999814.01862,1.3500000005681655e-14,52848.261925211526,42.91272597277228,5.191736774366592e-06
2.83,99999999813.3133,1.3500000005703323e-14,52748.758037338266,42.78418004107128,5.223248600787578e-06
2.84,99999999812.60934,1.350000000572495e-14,52648.967083418574,42.656019167246875,5.254891653106445e-06
2.85,99999999811.90677,1.3500000005746539e-14,52548.89574547402,42.52824219785789,5.286666476946538e-06
2.86,99999999811.20557,1.3500000005768084e-14,52448.55062763135,42.40084798291829,5.318573620214021e-06
2.87,99999999810.50575,1.3500000005789588e-14,52347.93825694203,42.27383537588676,5.350613633107259e-06
2.88,99999999809.80734,1.350000000581105e-14,52247.0650841945,42.14720323365648,5.382787068126209e-06
2.89,99999999809.1103,1.3500000005832472e-14,52145.93748471939,42.020950416544714,5.415094480081882e-06
2.9,99999999808.41467,1.3500000005853852e-14,52044.56175918764,41.89507578828268,5.447536426105815e-06
2.91,99999999807.72043,1.350000000587519e-14,51942.94413440179,41.76957821600521,5.4801134656596035e-06
2.92,99999999807.02759,1.3500000005896487e-14,51841.09076408052,41.64445657024063,5.512826160544455e-06
2.93,99999999806.33617,1.3500000005917742e-14,51739.00772963658,41.519709724900515,5.5456750749107986e-06
2.94,99999999805.64613,1.3500000005938954e-14,51636.70104094817,41.39533655726964,5.578660775267915e-06
2.95,99999999804.95752,1.3500000005960124e-14,51534.176637124045,41.27133594799577,5.611783830493626e-06
2.96,99999999804.27032,1.3500000005981253e-14,51431.440385342175,41.147706781080196,5.645044811849982e-06
2.97,99999999803.58453,1.350000000600234e-14,51328.4980802813,41.024447943867955,5.678444292997147e-06
2.98,99999999802.90018,1.3500000006023385e-14,51225.35545129217,40.901558327036156,5.7119828499831635e-06
2.99,99999999802.21722,1.3500000006044386e-14,51122.018159849315,40.77903682458481,5.7456610612640405e-06
3.0,99999999801.5357,1.3500000006065346e-14,51018.49180012129,40.65688233382694,5.779479507714134e-06
3.0100000000000002,99999999800.8556,1.3500000006086262e-14,50914.7818996785,40.53509375537869,5.813438772636133e-06
3.02,99999999800.17694,1.3500000006107136e-14,50810.89392019452,40.41366999314937,5.847539441771071e-06
3.0300000000000002,99999999799.4997,1.3500000006127967e-14,50706.83325814109,40.2926099543316,5.881782103308396e-06
3.04,99999999798.82388,1.3500000006148757e-14,50602.60524547683,40.17191254939153,5.916167347896067e-06
3.0500000000000003,99999999798.14952,1.3500000006169502e-14,50498.21515032971,40.05157669205896,5.9506957686507106e-06
3.06,99999999797.4766,1.3500000006190205e-14,50393.6681776735,39.9316012993176,5.985367961167796e-06
3.0700000000000003,99999999796.8051,1.3500000006210865e-14,50288.96946999827,39.811985291395295,6.02018452353188e-06
3.08,99999999796.13504,1.3500000006231481e-14,50184.12410797501,39.69272759175436,6.05514605632687e-06
3.09,99999999795.46643,1.3500000006252056e-14,50079.13711111447,39.57382712708181,6.0902531626463455e-06
3.1,99999999794.79927,1.3500000006272587e-14,49974.0134384204,39.455282827279746,6.125506448103917e-06
3.11,99999999794.13354,1.3500000006293074e-14,49868.75798903721,39.33709362545571,6.160906520843618e-06
3.12,99999999793.46928,1.350000000631352e-14,49763.37560289223,39.21925845791308,6.196453991550364e-06
3.13,99999999792.80647,1.3500000006333921e-14,49657.871061270715,39.1017762641415,6.232149473460561e-06
3.14,99999999792.1451,1.3500000006354279e-14,49552.249084385614,38.98464598680829,6.2679935823794875e-06
3.15,99999999791.48518,1.3500000006374593e-14,49446.51433557412,38.86786657174781,6.303986936683881e-06
3.16,99999999790.82672,1.3500000006394864e-14,49340.6714227525,38.751436967951726,6.340130157330704e-06
3.17,99999999790.16972,1.3500000006415092e-14,49234.72489755802,38.63535612755999,6.376423867871086e-06
3.18,99999999789.51418,1.3500000006435276e-14,49128.679255944764,38.51962300585139,6.412868694461067e-06
3.19,99999999788.86009,1.3500000006455417e-14,49022.53893877412,38.40423656123421,6.449465265872376e-06
3.2,99999999788.20746,1.3500000006475514e-14,48916.30833239984,38.28919575523674,6.48621421350326e-06
3.21,99999999787.55629,1.3500000006495567e-14,48809.991769247856,38.17449955249806,6.523116171389354e-06
3.22,99999999786.90659,1.3500000006515577e-14,48703.59352839087,38.060146920758626,6.560171776214601e-06
3.23,99999999786.25835,1.3500000006535543e-14,48597.11783611793,37.94613683085101,6.597381667322214e-06
3.24,99999999785.61156,1.3500000006555465e-14,48490.568866498914,37.83246825669063,6.634746486725683e-06
3.25,99999999784.96625,1.3500000006575344e-14,48383.950741944136,37.719140175266524,6.672266879119827e-06
3.2600000000000002,99999999784.3224,1.350000000659518e-14,48277.267533759135,37.606151566632114,6.7099434918919e-06
3.27,99999999783.68001,1.350000000661497e-14,48170.5232626947,37.493501413896055,6.7477769751327275e-06
3.2800000000000002,99999999783.0391,1.3500000006634717e-14,48063.72189949227,37.38118870321305,6.785767981647907e-06
3.29,99999999782.39966,1.3500000006654421e-14,47956.867365424776,37.269212423774746,6.823917166969035e-06
3.3000000000000003,99999999781.76167,1.3500000006674081e-14,47849.96353283295,37.157571567800595,6.862225189365002e-06
3.31,99999999781.12517,1.3500000006693697e-14,47743.0142249894,37.04626513052907,6.900692709854681e-06
3.3200000000000003,99999999780.49013,1.3500000006713269e-14,47636.023214215194,36.935292110209375,6.939320392223271e-06
3.33,99999999779.85655,1.3500000006732796e-14,47528.99422757189,36.8246515080907,6.978108903023087e-06
3.34,99999999779.22446,1.350000000675228e-14,47421.93094552271,36.71434232841384,7.017058911588859e-06
3.35,99999999778.59383,1.350000000677172e-14,47314.837002029395,36.604363578402385,7.0561710900501e-06
3.36,99999999777.96466,1.3500000006791117e-14,47207.71598504854,36.49471426825377,7.095446113342697e-06
3.37,99999999777.33698,1.3500000006810467e-14,47100.571437023376,36.38539341113039,7.134884659220567e-06
3.38,99999999776.71075,1.3500000006829776e-14,46993.40685537113,36.27640002315067,7.174487408267323e-06
3.39,99999999776.08601,1.350000000684904e-14,46886.225692965876,36.16773312338025,7.214255043908042e-06
3.4,99999999775.46275,1.3500000006868261e-14,46779.03135861719,36.05939173382316,7.2541882524210254e-06
3.41,99999999774.84094,1.3500000006887437e-14,46671.82721754447,35.95137487941297,7.294287722949659e-06
3.42,99999999774.22063,1.3500000006906568e-14,46564.61659184711,35.843681588004046,7.3345541475142784e-06
3.43,99999999773.60176,1.3500000006925657e-14,46457.40276097054,35.736310890362795,7.374988221024122e-06
3.44,99999999772.98438,1.3500000006944702e-14,46350.188962168315,35.629261820158945,7.415590641289299e-06
3.45,99999999772.36847,1.35000000069637e-14,46242.97839096017,35.52253341395681,7.456362109032839e-06
3.46,99999999771.75403,1.3500000006982657e-14,46135.77420158623,35.41612471120666,7.497303327902759e-06
3.47,99999999771.14107,1.3500000007001569e-14,46028.57950745744,35.31003475423605,7.538415004484215e-06
3.48,99999999770.52957,1.3500000007020437e-14,45921.39738160221,35.204262588241185,7.579697848311665e-06
3.49,99999999769.91956,1.3500000007039262e-14,45814.230855426766,35.098807261278964,7.621152571884357e-06
3.5,99999999769.311,1.3500000007058042e-14,45707.082919760855,34.993667824258196,7.662779890677428e-06
3.5100000000000002,99999999768.70392,1.3500000007076777e-14,45599.95652801277,34.88884333093,7.704580523149027e-06
3.52,99999999768.0983,1.350000000709547e-14,45492.85459481565,34.78433283788001,7.74655519075612e-06
3.5300000000000002,99999999767.49416,1.3500000007114119e-14,45385.779996437705,34.6801354045198,7.788704617966976e-06
3.54,99999999766.89148,1.3500000007132723e-14,45278.73557119526,34.57625009307852,7.831029532273657e-06
3.5500000000000003,99999999766.29028,1.3500000007151284e-14,45171.724119861836,34.47267596859435,7.873530664204605e-06
3.56,99999999765.69055,1.35000000071698e-14,45064.748406073566,34.36941209890619,7.916208747337231e-06
3.5700000000000003,99999999765.09229,1.3500000007188272e-14,44957.81115673095,34.26645755464515,7.959064518310607e-06
3.58,99999999764.49548,1.3500000007206701e-14,44850.915062396925,34.163811409226305,8.002098716838165e-06
3.59,99999999763.90015,1.3500000007225086e-14,44744.06277769142,34.06147273884026,8.045312085720483e-06
3.6,99999999763.30627,1.3500000007243427e-14,44637.25692168243,33.95944062244487,8.088705370858109e-06
3.61,99999999762.71387,1.3500000007261724e-14,44530.50007827361,33.857714141756965,8.132279321264427e-06
3.62,99999999762.12294,1.3500000007279978e-14,44423.79479658855,33.756292381244045,8.176034689078612e-06
3.63,99999999761.53346,1.3500000007298187e-14,44317.14359135172,33.65517442811607,8.219972229578583e-06
3.64,99999999760.94545,1.3500000007316353e-14,44210.548943266134,33.554359372317215,8.264092701194078e-06
3.65,99999999760.3589,1.3500000007334476e-14,44104.01329938791,33.4538463065177,8.308396865519716e-06
3.66,99999999759.77382,1.3500000007352554e-14,43997.53907335327,33.35363432610565,8.352885487328468e-06
3.67,99999999759.19019,1.3500000007370589e-14,43891.12864386959,33.2537225291799,8.397559334588834e-06
3.68,99999999758.60802,1.350000000738858e-14,43784.78435793612,33.15411001654046,8.442419178472045e-06
3.69,99999999758.02731,1.3500000007406528e-14,43678.508530830724,33.05479589168061,8.487465793366152e-06
3.7,99999999757.44806,1.3500000007424432e-14,43572.30344589531,32.95577926077915,8.532699956890628e-06
3.71,99999999756.87025,1.3500000007442291e-14,43466.171354883154,32.85705923269228,8.578122449909792e-06
3.72,99999999756.29391,1.3500000007460109e-14,43360.114478302996,32.7586349189456,8.623734056546313e-06
3.73,99999999755.71904,1.3500000007477882e-14,43254.13500576004,32.660505433726165,8.669535564194751e-06
3.74,99999999755.1456,1.350000000749561e-14,43148.23509629382,32.56266989387443,8.715527763535172e-06
3.75,99999999754.57362,1.3500000007513297e-14,43042.416878713055,32.46512741887636,8.7617114485468e-06
3.7600000000000002,99999999754.00308,1.350000000753094e-14,42936.682451927496,32.36787713085547,8.80808741652175e-06
3.77,99999999753.434,1.350000000754854e-14,42831.033885276935,32.27091815456495,8.85465646807879e-06
3.7800000000000002,99999999752.86638,1.3500000007566097e-14,42725.473218857194,32.17424961737975,8.901419407177186e-06
3.79,99999999752.30019,1.350000000758361e-14,42620.00246384345,32.077870649288755,8.94837704113058e-06
3.8000000000000003,99999999751.73546,1.3500000007601078e-14,42514.62360281062,31.98178038288693,8.995530180620951e-06
3.81,99999999751.17215,1.3500000007618506e-14,42409.33859005123,31.88597795336754,9.042879639712603e-06
3.8200000000000003,99999999750.6103,1.3500000007635889e-14,42304.149351890395,31.790462498514312,9.090426235866248e-06
3.83,99999999750.0499,1.3500000007653228e-14,42199.05778699841,31.695233158693735,9.138170789953104e-06
3.84,99999999749.49092,1.3500000007670525e-14,42094.065766011976,31.600289076847588,9.18611412627061e-06
3.85,99999999748.9334,1.3500000007687779e-14,41989.17513096065,31.50562939848564,9.234257072558597e-06
3.86,99999999748.3773,1.350000000770499e-14,41884.3876985185,31.411253271676628,9.282600460007081e-06
3.87,99999999747.82265,1.3500000007722157e-14,41779.705258925074,31.317159847041168,9.331145123273678e-06
3.88,99999999747.26942,1.3500000007739283e-14,41675.12957617479,31.2233482777442,9.379891900498241e-06
3.89,99999999746.71764,1.3500000007756365e-14,41570.66238830556,31.129817719487335,9.428841633317379e-06
3.9,99999999746.16728,1.3500000007773403e-14,41466.30540768483,31.03656733050129,9.477995166878975e-06
3.91,99999999745.61835,1.35000000077904e-14,41362.06032129295,30.94359627153826,9.527353349856831e-06
3.92,99999999745.07085,1.3500000007807354e-14,41257.92879100396,30.850903705864425,9.576917034465314e-06
3.93,99999999744.52478,1.3500000007824264e-14,41153.912453863835,30.758488799252365,9.626687076474114e-06
3.94,99999999743.98013,1.3500000007841133e-14,41050.012922366266,30.666350719973575,9.676664335223011e-06
3.95,99999999743.4369,1.3500000007857958e-14,40946.23178472592,30.57448863879097,9.726849673636762e-06
3.96,99999999742.89511,1.3500000007874742e-14,40842.570605149354,30.482901728951436,9.777243958239985e-06
3.97,99999999742.35474,1.3500000007891483e-14,40739.03092410353,30.391589166178353,9.827848059172169e-06
3.98,99999999741.81577,1.350000000790818e-14,40635.61425858203,30.300550128664202,9.878662850202689e-06
3.99,99999999741.27823,1.3500000007924836e-14,40532.322102368926,30.20978379706316,9.929689208745928e-06
4.0,99999999740.7421,1.350000000794145e-14,40429.15592630055,30.11928935448372,9.98092801587642e-06
4.01,99999999740.20738,1.350000000795802e-14,40326.117178514985,30.029065986481335,1.0032380156344124e-05
4.0200000000000005,99999999739.67407,1.350000000797455e-14,40223.207283461954,29.939112881051795,1.0084046518593147e-05
4.03,99999999739.14218,1.3500000007991036e-14,40120.42764340375,29.849429228623244,1.0135927994773631e-05
4.04,99999999738.6117,1.350000000800748e-14,40017.779639331806,29.76001422204844,1.0188025480755396e-05
4.05,99999999738.08261,1.3500000008023882e-14,39915.26463048202,29.670867056597967,1.0240339876145415e-05
4.0600000000000005,99999999737.55493,1.3500000008040243e-14,39812.88395457707,29.581986929952947,1.0292872084303376e-05
4.07,99999999737.02866,1.3500000008056562e-14,39710.6389280665,29.493373042197867,1.0345623012357305e-05
4.08,99999999736.50378,1.3500000008072837e-14,39608.53084636452,29.405024595813323,1.0398593571219267e-05
4.09,99999999735.9803,1.3500000008089072e-14,39506.56098408566,29.316940795668884,1.0451784675601116e-05
4.1,99999999735.45822,1.3500000008105264e-14,39404.73059527836,29.229120849015914,1.0505197244030306e-05
4.11,99999999734.93753,1.3500000008121415e-14,39303.04091365626,29.141563965480426,1.0558832198865798e-05
4.12,99999999734.41824,1.3500000008137524e-14,39201.49315282767,29.054269357056015,1.0612690466313977e-05
4.13,99999999733.90034,1.3500000008153591e-14,39100.088506522785,28.967236238096696,1.0666772976444705e-05
4.14,99999999733.38383,1.3500000008169618e-14,38998.828148819,28.880463825309874,1.0721080663207384e-05
4.15,99999999732.8687,1.3500000008185602e-14,38897.713234364295,28.79395133774928,1.0775614464447114e-05
4.16,99999999732.35497,1.3500000008201545e-14,38796.74489859867,28.707697996807955,1.0830375321920891e-05
4.17,99999999731.8426,1.3500000008217447e-14,38695.92425797364,28.62170302621121,1.0885364181313918e-05
4.18,99999999731.33162,1.3500000008233306e-14,38595.25241016995,28.53596565200966,1.0940581992255934e-05
4.19,99999999730.82202,1.3500000008249126e-14,38494.73043406,28.45048510257239,1.099602970833848e-05
4.2,99999999730.3138,1.3500000008264903e-14,38394.35938864641,28.36526060858088,1.105170828713556e-05
4.21,99999999729.80695,1.3500000008280639e-14,38294.140315797275,28.28029140302039,1.1107618690211915e-05
4.22,99999999729.30147,1.3500000008296336e-14,38194.07423965768,28.195576721173605,1.1163761883142255e-05
4.23,99999999728.79736,1.350000000831199e-14,38094.162166594564,28.111115800613916,1.1220138835528825e-05
4.24,99999999728.29462,1.3500000008327603e-14,37994.40508539917,28.026907881198564,1.127675052101816e-05
4.25,99999999727.79324,1.3500000008343175e-14,37894.8039674876,27.94295220506176,1.1333597917317952e-05
4.26,99999999727.29324,1.3500000008358706e-14,37795.359767099675,27.859248016607904,1.1390682006213949e-05
4.2700000000000005,99999999726.79459,1.3500000008374198e-14,37696.073421496054,27.775794562504743,1.1448003773586938e-05
4.28,99999999726.2973,1.3500000008389647e-14,37596.94585115365,27.69259109167664,1.1505564209429786e-05
4.29,99999999725.80136,1.3500000008405057e-14,37497.97795995934,27.609636855297758,1.1563364307864577e-05
4.3,99999999725.3068,1.3500000008420427e-14,37399.170635402086,27.526931106785348,1.1621405067159796e-05
4.3100000000000005,99999999724.81357,1.3500000008435754e-14,37300.52474876346,27.444473101793015,1.1679687489747598e-05
4.32,99999999724.32169,1.3500000008451042e-14,37202.04115530661,27.362262098204038,1.1738212582241117e-05
4.33,99999999723.83116,1.350000000846629e-14,37103.720694463584,27.28029735612465,1.1796981355451902e-05
4.34,99999999723.34198,1.3500000008481497e-14,37005.56419002133,27.198578137877398,1.1855994824407376e-05
4.3500000000000005,99999999722.85414,1.3500000008496664e-14,36907.57245030607,27.117103707994495,1.1915254008368389e-05
4.36,99999999722.36765,1.3500000008511791e-14,36809.74626836637,27.035873333211217,1.1974759930846819e-05
4.37,99999999721.88249,1.3500000008526877e-14,36712.086422154665,26.954886282459256,1.2034513619623294e-05
4.38,99999999721.39867,1.3500000008541924e-14,36614.593674707554,26.874141826860164,1.209451610676493e-05
4.39,99999999720.91618,1.350000000855693e-14,36517.26877385422,26.7936392397191,1.2154768428644907e-05
4.4,99999999720.43503,1.3500000008571898e-14,36420.112450168315,26.71337779651976,1.2215271625968534e-05
4.41,99999999719.9552,1.3500000008586824e-14,36323.12542162812,26.633356774914894,1.2276026743774773e-05
4.42,99999999719.4767,1.3500000008601712e-14,36226.30839232934,26.5535754547207,1.2337034831459686e-05
4.43,99999999718.99953,1.3500000008616558e-14,36129.662052210595,26.474033117910704,1.2398296942796194e-05
4.44,99999999718.52368,1.3500000008631367e-14,36033.187077217306,26.394729048609257,1.2459814135952307e-05
4.45,99999999718.04915,1.3500000008646134e-14,35936.88412946415,26.315662533085128,1.2521587473509429e-05
4.46,99999999717.57594,1.3500000008660864e-14,35840.753857395925,26.23683285974503,1.2583618022480763e-05
4.47,99999999717.10405,1.3500000008675552e-14,35744.796895947016,26.158239319127254,1.2645906854329757e-05
4.48,99999999716.63347,1.3500000008690203e-14,35649.01386669946,26.07988120389526,1.2708455044988653e-05
4.49,99999999716.1642,1.3500000008704814e-14,35553.40537803963,26.00175780883133,1.2771263674877073e-05
4.5,99999999715.69623,1.3500000008719385e-14,35457.97202531339,25.923868430830186,1.283433382892075e-05
4.51,99999999715.22957,1.3500000008733917e-14,35362.71439098015,25.846212368892694,1.2897666596570267e-05
4.5200000000000005,99999999714.76422,1.3500000008748411e-14,35267.63304476535,25.76878892411952,1.2961263071819916e-05
4.53,99999999714.30016,1.3500000008762865e-14,35172.728543811856,25.691597399704882,1.3025124353226595e-05
4.54,99999999713.8374,1.350000000877728e-14,35078.00143282992,25.61463710093022,1.3089251543928846e-05
4.55,99999999713.37595,1.3500000008791657e-14,34983.45224424602,25.53790733515798,1.31536457516659e-05
4.5600000000000005,99999999712.91579,1.3500000008805995e-14,34889.08149835042,25.461407411825355,1.3218308088796858e-05
4.57,99999999712.45691,1.3500000008820294e-14,34794.88970344355,25.385136642438095,1.3283239672319891e-05
4.58,99999999711.99933,1.3500000008834555e-14,34700.87735598123,25.30909434056427,1.3348441623891592e-05
4.59,99999999711.54303,1.3500000008848778e-14,34607.04494042228,25.233279821828358,1.3413915069847976e-05
4.6000000000000005,99999999711.08801,1.350000000886296e-14,34513.392928053094,25.157692403906225,1.3479661141231208e-05
4.61,99999999710.63428,1.3500000008877106e-14,34419.92177983607,25.082331406516644,1.3545680973794257e-05
4.62,99999999710.18182,1.3500000008891213e-14,34326.63194564313,25.007196151415943,1.3611975708025536e-05
4.63,99999999709.73065,1.3500000008905281e-14,34233.52386413695,24.93228596239211,1.3678546489170021e-05
4.64,99999999709.28075,1.3500000008919312e-14,34140.59796290451,24.85760016525873,1.3745394467249077e-05
4.65,99999999708.8321,1.3500000008933305e-14,34047.854658589284,24.78313808784889,1.3812520797080357e-05
4.66,99999999708.38474,1.3500000008947258e-14,33955.294357022394,24.70889906000916,1.3879926638297768e-05
4.67,99999999707.93864,1.3500000008961175e-14,33862.91745335251,24.63488241359351,1.3947613155371578e-05
4.68,99999999707.4938,1.3500000008975053e-14,33770.724332174635,24.561087482457346,1.401558151762853e-05
4.69,99999999707.05023,1.3500000008988894e-14,33678.7153676578,24.487513602451475,1.4083832899272095e-05
4.7,99999999706.60791,1.3500000009002696e-14,33586.890923671686,24.414160111416162,1.4152368479402756e-05
4.71,99999999706.16685,1.3500000009016462e-14,33495.25135391208,24.341026349175127,1.4221189442038445e-05
4.72,99999999705.72705,1.350000000903019e-14,33403.797002025356,24.268111657529627,1.4290296976135005e-05
4.73,99999999705.2885,1.350000000904388e-14,33312.52820173198,24.195415380252513,1.4359692275606761e-05
4.74,99999999704.85118,1.3500000009057533e-14,33221.44527694888,24.12293686308235,1.4429376539347152e-05
4.75,99999999704.41513,1.3500000009071147e-14,33130.548541910925,24.050675453717492,1.4499350971249501e-05
4.76,99999999703.98032,1.3500000009084727e-14,33039.83830129143,23.978630501810215,1.4569616780227807e-05
4.7700000000000005,99999999703.54674,1.3500000009098267e-14,32949.314850321694,23.90680135896087,1.4640175180237668e-05
4.78,99999999703.1144,1.350000000911177e-14,32858.97847490968,23.83518737871205,1.4711027390297248e-05
4.79,99999999702.68329,1.3500000009125238e-14,32768.82945143533,23.76378791654302,1.478217463451035e-05
4.8,99999999702.25342,1.3500000009138667e-14,32678.868045520176,23.692602329865142,1.4853618142095763e-05
4.8100000000000005,99999999701.82478,1.350000000915206e-14,32589.094514963486,23.62162997801355,1.4925359147391348e-05
4.82,99999999701.39737,1.3500000009165418e-14,32499.509108887018,23.550870222242295,1.499739888988125e-05
4.83,99999999700.97118,1.3500000009178737e-14,32410.11206759219,23.480322425718757,1.5069738614218931e-05
4.84,99999999700.54622,1.350000000919202e-14,32320.903622668222,23.409985953517946,1.5142379570248693e-05
4.8500000000000005,99999999700.12247,1.3500000009205266e-14,32231.883997099194,23.339860172616778,1.521532301302731e-05
4.86,99999999699.69995,1.3500000009218475e-14,32143.0534053702,23.269944451888385,1.528857020284574e-05
4.87,99999999699.27863,1.3500000009231649e-14,32054.41205357246,23.200238162096422,1.5362122405250954e-05
4.88,99999999698.85854,1.3500000009244785e-14,31965.960139507584,23.1307406758894,1.5435980891067833e-05
4.89,99999999698.43964,1.3500000009257886e-14,31877.69785279085,23.061451367795044,1.5510146936421152e-05
4.9,99999999698.02196,1.3500000009270951e-14,31789.625374953615,22.99236961421467,1.5584621822757675e-05
4.91,99999999697.60548,1.3500000009283979e-14,31701.742879544843,22.92349479341756,1.5659406836868285e-05
4.92,99999999697.1902,1.3500000009296971e-14,31614.050532231722,22.85482628553536,1.5734503270910313e-05
4.93,99999999696.77612,1.3500000009309927e-14,31526.548490899473,22.786363472556502,1.5809912422429834e-05
4.94,99999999696.36324,1.3500000009322849e-14,31439.23690575031,22.71810573832064,1.5885635594384163e-05
4.95,99999999695.95155,1.3500000009335734e-14,31352.11591940162,22.650052468513117,1.596167409516433e-05
4.96,99999999695.54106,1.3500000009348583e-14,31265.185666983267,22.582203050659402,1.6038029238617774e-05
4.97,99999999695.13174,1.3500000009361396e-14,31178.446276234194,22.514556874119595,1.6114702344071037e-05
4.98,99999999694.72363,1.3500000009374174e-14,31091.89786759822,22.44711333008291,1.619169473635258e-05
4.99,99999999694.31668,1.3500000009386916e-14,31005.54055405855,22.3798718115625,1.626900774581786e-05
5.0,99999999693.91093,1.3500000009399622e-14,30919.374440208805,22.312831713390963,1.634664270838093e-05
5.01,99999999693.50635,1.3500000009412295e-14,30833.399624531903,22.24599243221273,1.6424600965519225e-05
5.0200000000000005,99999999693.10295,1.350000000942493e-14,30747.616198722,22.179353366479372,1.650288386430321e-05
5.03,99999999692.70071,1.3500000009437532e-14,30662.02424758664,22.112913916444406,1.6581492757421244e-05
5.04,99999999692.29965,1.3500000009450099e-14,30576.623849134063,22.046673484157864,1.6660429003203018e-05
5.05,99999999691.89977,1.3500000009462629e-14,30491.415074659733,21.980631473460942,1.6739693965643055e-05
5.0600000000000005,99999999691.50104,1.3500000009475126e-14,30406.39798883209,21.914787289980605,1.6819289014424327e-05
5.07,99999999691.10347,1.3500000009487587e-14,30321.57264977747,21.849140341124265,1.6899215524941937e-05
5.08,99999999690.70706,1.3500000009500014e-14,30236.93910916427,21.783690036074415,1.697947487832696e-05
5.09,99999999690.31181,1.3500000009512406e-14,30152.497412286357,21.718435785783328,1.7060068461470318e-05
5.1000000000000005,99999999689.91772,1.3500000009524763e-14,30068.24759814574,21.65337700296775,1.71409976670468e-05
5.11,99999999689.52478,1.3500000009537086e-14,29984.189699534527,21.58851310210363,1.7222263893539127e-05
5.12,99999999689.13298,1.3500000009549374e-14,29900.323743116103,21.5238434994208,1.730386854526219e-05
5.13,99999999688.74234,1.3500000009561628e-14,29816.649749505697,21.459367612897765,1.7385813032387332e-05
5.14,99999999688.35283,1.3500000009573847e-14,29733.167733350194,21.39508486225645,1.7468098770966733e-05
5.15,99999999687.96448,1.3500000009586033e-14,29649.87770340731,21.330994668956954,1.7550727182957936e-05
5.16,99999999687.57724,1.3500000009598184e-14,29566.779662624132,21.267096456192377,1.7633699696248388e-05
5.17,99999999687.19116,1.3500000009610302e-14,29483.873608214933,21.20338964888359,1.7717017744680213e-05
5.18,99999999686.80621,1.3500000009622384e-14,29401.159531738456,21.13987367367407,1.780068276807495e-05
5.19,99999999686.42238,1.3500000009634435e-14,29318.63741898532,21.076547958924998,1.7884696212260914e-05
5.2,99999999686.03969,1.350000000964645e-14,29236.30724935651,21.013411934711097,1.7969059529107033e-05
5.21,99999999685.65813,1.3500000009658432e-14,29154.16899745972,20.950465032813355,1.805377417652862e-05
5.22,99999999685.27768,1.350000000967038e-14,29072.222632634734,20.887706686714683,1.8138841618519554e-05
5.23,99999999684.89835,1.3500000009682295e-14,28990.46811890144,20.825136331594976,1.8224263325179204e-05
5.24,99999999684.52014,1.3500000009694175e-14,28908.90541503069,20.762753404326066,1.8310040772737853e-05
5.25,99999999684.14305,1.3500000009706022e-14,28827.534474614393,20.700557343466603,1.8396175443582315e-05
5.26,99999999683.76706,1.3500000009717836e-14,28746.355246135055,20.638547589257026,1.8482668826281532e-05
5.2700000000000005,99999999683.3922,1.3500000009729617e-14,28665.36767303466,20.576723583614523,1.8569522415612385e-05
5.28,99999999683.01842,1.3500000009741365e-14,28584.571693782957,20.515084770128013,1.8656737712585527e-05
5.29,99999999682.64577,1.350000000975308e-14,28503.967241945105,20.45363059405312,1.8744316224471395e-05
5.3,99999999682.2742,1.3500000009764761e-14,28423.554246248757,20.392360502307188,1.883225946482628e-05
5.3100000000000005,99999999681.90375,1.3500000009776411e-14,28343.332630650566,20.33127394346429,1.8920568953518527e-05
5.32,99999999681.53438,1.3500000009788026e-14,28263.30231440214,20.270370367750292,1.90092462167548e-05
5.33,99999999681.1661,1.3500000009799608e-14,28183.463212115385,20.20964922703787,1.9098292787106547e-05
5.34,99999999680.79893,1.3500000009811159e-14,28103.815233827365,20.149109974841583,1.9187710203536478e-05
5.3500000000000005,99999999680.43285,1.3500000009822676e-14,28024.35828506461,20.08875206631296,1.9277500011425204e-05
5.36,99999999680.06784,1.3500000009834162e-14,27945.092266906922,20.028574958235605,1.936766376259794e-05
5.37,99999999679.70392,1.3500000009845614e-14,27866.017076050637,19.968578109020264,1.9458203015351403e-05
