t,C1,C2,C3,O1,O2,C4
1.99,-6.0486102283914435e+53,3.429822233702254e+54,2.60853694389504e+53,8.496916069371403e+53,1.993442501626383e+53,2.3259474033441234e+52
2.0,-3.2646234475338184e+54,8.367337688384414e+54,7.818071007596523e+53,2.110354869333035e+54,6.868767776969325e+53,8.215696608542742e+52
2.0100000000000002,-8.945642842863178e+54,1.6279529791201624e+55,1.7319572150291237e+54,4.160232760462275e+54,1.6271917463824065e+54,1.9669325315335565e+53
2.02,-1.882754737623028e+55,2.5680475103140807e+55,3.115489606776094e+54,6.66139616890207e+54,3.095546980007835e+54,3.772709661041963e+53
2.0300000000000002,-3.228678058062274e+55,2.9614331896499795e+55,4.452410370296858e+54,7.903259633292641e+54,4.75527763023634e+54,5.85286455010797e+53
2.04,-4.3033365734949234e+55,9.718289648566075e+54,4.098070117862255e+54,3.272787726997821e+54,5.197013993483508e+54,6.528621735945509e+53
2.05,-3.1915042741168014e+55,-7.175486506629245e+55,-1.8341575892801454e+54,-1.6843024952740706e+55,8.260409156156933e+53,1.4651254070833955e+53
2.06,4.385135322856017e+55,-2.780235625524393e+56,-2.0723948687342768e+55,-6.876809225533458e+55,-1.5578365307098068e+55,-1.811857389162048e+54
2.07,2.6179159230751723e+56,-6.90227259427808e+56,-6.388133605055645e+55,-1.7392733564134822e+56,-5.581907500909805e+55,-6.670509788046712e+54
2.08,7.338129470712261e+56,-1.3602586913958299e+57,-1.436062349470137e+56,-3.473281374891263e+56,-1.3443171507881792e+56,-1.6241037235814683e+55
2.09,1.5656730013481663e+57,-2.177310414264586e+57,-2.616570384153309e+56,-5.641431756638226e+56,-2.59022855080857e+56,-3.155190609202506e+55
2.1,2.720631076899004e+57,-2.581571430980253e+57,-3.8049635881158635e+56,-6.8698484161083005e+56,-4.040045835370485e+56,-4.968723814918387e+55
2.11,3.69983960717094e+57,-1.0641303020949652e+57,-3.6644417361107014e+56,-3.3716733282328964e+56,-4.555853784885136e+56,-5.71080607263469e+55
2.12,2.9393972535059144e+57,5.518399693896653e+57,1.0163725518831142e+56,1.285180137719449e+57,-1.1789145987064596e+56,-1.8156324906487914e+55
2.13,-3.1064475346653964e+57,2.250212623162048e+58,1.641325735691007e+57,5.5565469616355546e+57,1.2112209068393474e+57,1.4035575937243207e+56
2.14,-2.094553831673901e+58,5.688708024875856e+58,5.213688487208202e+57,1.4321517335137085e+58,4.5297770423571413e+57,5.408090393017032e+56
2.15,-6.013332516282299e+58,1.1356698752836734e+59,1.1897541180174769e+58,2.8974460902478563e+58,1.1096680307398086e+58,1.3398692494812422e+57
2.16,-1.3009584821304733e+59,1.8439776757880387e+59,2.1956506427836552e+58,4.7725244749085224e+58,2.165631959471462e+58,2.6366091936110972e+57
2.17,-2.2903953638461995e+59,2.244153603952463e+59,3.246966947937346e+58,5.956312255750767e+58,3.428322865751321e+58,4.213267177354091e+57
2.18,-3.1753179812274034e+59,1.0974976213973807e+59,3.258640906999592e+58,3.3432713727975544e+58,3.9806284179634316e+58,4.979975041181689e+57
2.19,-2.6802157197552675e+59,-4.211561958243427e+59,-4.205067978410621e+57,-9.716819522348212e+58,1.3895349235795e+58,2.0063101642843643e+57
2.2,2.1311383252138277e+59,-1.8182719948744993e+60,-1.295453793186743e+59,-4.4820010506500345e+59,-9.362310515619108e+58,-1.0802974751766346e+58
2.21,1.6717030875134644e+60,-4.68429469942851e+60,-4.250036032291142e+59,-1.1781767943266705e+60,-3.670536773051719e+59,-4.377891692099638e+58
2.22,4.922513852499552e+60,-9.474050835639967e+60,-9.848850928473424e+59,-2.4151566636669983e+60,-9.151798129611764e+59,-1.1044056936276611e+59
2.23,1.0801389761837403e+61,-1.5600026883931052e+61,-1.8408769107989308e+60,-4.033263052169313e+60,-1.809173413473226e+60,-2.2014893359141395e+59
2.24,1.9264430273587937e+61,-1.9458447439849988e+61,-2.7669908971451442e+60,-5.152098490798067e+60,-2.905906249350823e+60,-3.568692731770214e+59
2.25,2.720596627658037e+61,-1.0890699052134893e+61,-2.8837869379908714e+60,-3.227487222112534e+60,-3.4676249521062225e+60,-4.330424437687434e+59
2.2600000000000002,2.4235825817125604e+61,3.184980363524519e+61,-4.46088472174877e+57,7.265251130253718e+60,-1.4955324423864275e+60,-2.080759728181141e+59
2.27,-1.394078342406714e+61,1.4667098000870629e+62,1.0185579439660971e+61,3.608602381417312e+61,7.187759974023443e+60,8.252543169076833e+59
2.2800000000000002,-1.3306525370430786e+62,3.853676320989623e+62,3.460144197000686e+61,9.683282578351902e+61,2.9696509789616185e+61,3.538214180302817e+60
2.29,-4.0251769501152576e+62,7.897212893124744e+62,8.146187196808283e+61,2.0115496260221723e+62,7.541100991423734e+61,9.095044541427532e+60
2.3000000000000003,-8.960822888254468e+62,1.3183911098089057e+63,1.5421344788557388e+62,3.405084792630329e+62,1.5101749041459399e+62,1.8367084728805104e+61
2.31,-1.6188810412130014e+63,1.683209821258739e+63,2.3548731407740894e+62,4.4467525913819105e+62,2.4603879254329015e+62,3.0194781654569124e+61
2.32,-2.3273116772769495e+63,1.0519241108650616e+63,2.5411515585247716e+62,3.0544829883517285e+62,3.0124820438625456e+62,3.7558653145429287e+61
2.33,-2.1760920697109507e+63,-2.3821008087872623e+63,2.987953921525671e+61,-5.357698749196394e+62,1.525988502458304e+62,2.0725331881386396e+61
2.34,8.43290993228175e+62,-1.1809484177055521e+64,-7.974158216978951e+62,-2.8996868379630588e+63,-5.474382444786629e+62,-6.248107280202772e+61
2.35,1.0560858279602789e+64,-3.1673587944481666e+64,-2.8133587025589947e+63,-7.950875614704114e+63,-2.3986379184485295e+63,-2.8546876798629992e+62
2.36,3.287699571612339e+64,-6.577600356918319e+64,-6.73223212686151e+63,-1.6740641895399024e+64,-6.2082637973677706e+63,-7.483117218311647e+62
2.37,7.427896215767092e+64,-1.1130787483408506e+65,-1.29080407354226e+64,-2.871934301836548e+64,-1.2595857493418562e+64,-1.5311518353713355e+63
2.38,1.359233340621465e+65,-1.452843339144498e+65,-2.001621488574945e+64,-3.830188807586448e+64,-2.0809596650284387e+64,-2.5521266160059136e+63
2.39,1.9879016709347796e+65,-9.959476012665285e+64,-2.230690226209369e+64,-2.8468048051730924e+64,-2.6105146749688614e+64,-3.2497845888895787e+63
2.4,1.9420512522734554e+65,1.7573039881330657e+65,-4.9415355422109e+63,3.8819295141273554e+64,-1.5032268461182438e+64,-2.0072574271788158e+63
2.41,-4.3740468364940037e+64,9.489950395152826e+65,6.212624687982073e+64,2.32512043837873e+65,4.129804698268227e+64,4.6796115683063616e+63
2.42,-8.354785361440082e+65,2.600756396821199e+66,2.284324257752797e+65,6.521924611830549e+65,1.9340281647338166e+65,2.2990070449249578e+64
2.43,-2.6821889350711114e+66,5.474153769600629e+66,5.558969835504838e+65,1.3920959939063736e+66,5.106270456090122e+65,6.151093760606018e+64
2.44,-6.152200420112529e+66,9.388201596020868e+66,1.0795504088896335e+66,2.4199548588379247e+66,1.0497430892445318e+66,1.275415462111154e+65
2.45,-1.1402495454104474e+67,1.2514578628554994e+67,1.699313001438279e+66,3.292866165355579e+66,1.7582325830821773e+66,2.1549328630116064e+65
2.46,-1.6955785613936283e+67,9.28532007327741e+66,1.9514467943760396e+66,2.621070082180616e+66,2.256947745548648e+66,2.8057005545070437e+65
2.47,-1.7240572533367254e+67,-1.2738627615269123e+67,6.153140449466401e+65,-2.747769374498027e+66,1.4442440668313955e+66,1.9043276675319853e+65
2.48,1.4358945424272145e+66,-7.609933642266515e+67,-4.813459137793781e+66,-1.8601620669400788e+67,-3.0794228349027478e+66,-3.4582707050857326e+65
2.49,6.586017588207991e+67,-2.1333930986414593e+68,-1.8520880874545456e+67,-5.344317245023768e+67,-1.5565018048999558e+67,-1.8478854544821856e+66
2.5,2.1855249741295117e+68,-4.5522096489365765e+68,-4.586211776328109e+67,-1.156701514189985e+68,-4.1959082812706686e+67,-5.051307935042349e+66
2.5100000000000002,5.091412718110591e+68,-7.910881631246111e+68,-9.021388720706359e+67,-2.03721194855084e+68,-8.741660744748074e+67,-1.06155126832631e+67
2.52,9.557369104605641e+68,-1.0759425055762597e+69,-1.4409934762555288e+68,-2.8258960091820056e+68,-1.4840711796589136e+68,-1.8177695705775265e+67
2.5300000000000002,1.4442853364142532e+69,-8.551281036402973e+68,-1.701861523917854e+68,-2.389312769803341e+68,-1.9470813626725408e+68,-2.4173399872644017e+67
2.54,1.5234486152340739e+69,9.022647355996065e+68,-6.815795819684058e+67,1.8829149469726866e+68,-1.3618589148279399e+68,-1.7782659747938323e+67
2.5500000000000003,6.412492938877583e+67,6.0885039059508186e+69,3.7056010783658725e+68,1.4845174681992849e+69,2.2630854900044003e+68,2.512584368464955e+67
2.56,-5.1711060685632094e+69,1.748227901419634e+70,1.4993490181937114e+69,4.3747186667452e+69,1.2501683770886698e+69,1.4821813405702065e+68
2.57,-1.7785585716794796e+70,3.782531681005017e+70,3.780347034275831e+69,9.603448410854902e+69,3.4444976200295275e+69,4.1440552326875556e+68
2.58,-4.210029245751011e+70,6.659832528456846e+70,7.532765653284878e+69,1.7134456403757242e+70,7.273790160765696e+69,8.828482365643938e+68
2.59,-8.004134981291211e+70,9.233979965155647e+70,1.2205797305890167e+70,2.4210968383387085e+70,1.2514421829049371e+70,1.5318937346015672e+69
2.6,-1.2286455350251906e+71,7.796848331577108e+70,1.480001003034209e+70,2.1600441996910402e+70,1.6764026142077083e+70,2.0787541663384694e+69
2.61,-1.3406529711424341e+71,-6.188454932076598e+70,7.07903106143178e+69,-1.229525198841781e+70,1.2656262236237376e+70,1.6397996210961607e+69
2.62,-2.062085525039079e+70,-4.859276155204006e+71,-2.8314381436236145e+70,-1.1815571668267109e+71,-1.6323853915250562e+70,-1.7850853660393137e+69
2.63,4.0420567173400117e+71,-1.431090221862519e+72,-1.2118338055251479e+71,-3.5771227106494084e+71,-1.0019708204193047e+71,-1.1861760398676504e+70
2.64,1.4454427935937148e+72,-3.140484997328336e+72,-3.1132890483188597e+71,-7.966821648574533e+71,-2.824825454194839e+71,-3.396289756952268e+70
2.65,3.4782923276487022e+72,-5.601530571244866e+72,-6.284753934423775e+71,-1.439851572994803e+72,-6.047602381322148e+71,-7.336455898037021e+70
2.66,6.69780393850546e+72,-7.91155166538761e+72,-1.0327671330145883e+72,-2.0710126623247436e+72,-1.0542783845585544e+72,-1.289773061158662e+71
2.67,1.0439089925524346e+73,-7.049971692363071e+72,-1.2837287372814283e+72,-1.9390906588768177e+72,-1.4406581523044502e+72,-1.784390564023152e+71
2.68,1.1754546878965737e+73,4.046730586604951e+72,-7.057938446453995e+71,7.414430138109277e+71,-1.162564768051234e+72,-1.4967183256103668e+71
2.69,2.9873181266669603e+72,3.8678522111382035e+73,2.1443326638118226e+72,9.376691293739791e+72,1.1484446170006583e+72,1.2296824400784862e+71
2.7,-3.1435385628340016e+73,1.170205599677199e+74,9.77777465739809e+72,2.921635955044877e+73,8.011906150053018e+72,9.469743992035793e+71
2.71,-1.1730742533373122e+74,2.605330928207017e+74,2.5615862178106226e+73,6.603779668235909e+73,2.3142486688642062e+73,2.7805290733978366e+72
2.72,-2.8712807232523354e+74,4.707205875234428e+74,5.2393382420372284e+73,1.2088868002534969e+74,5.024125716362308e+73,6.091728743932298e+72
2.73,-5.600105058852693e+74,6.767809018020271e+74,8.729428805981153e+73,1.7689042454343805e+74,8.873562606871288e+73,1.0849305488987575e+73
2.74,-8.858958763160604e+74,6.329799779670379e+74,1.1108286785747093e+74,1.7302500144803169e+74,1.2358964815322073e+74,1.5291304605549533e+73
2.75,-1.027198427605978e+75,-2.4463876356893083e+74,6.840438938777393e+73,-3.819338835801295e+73,1.0577341274808659e+74,1.3545522008532995e+73
2.7600000000000002,-3.542547022866975e+74,-3.069703352418286e+75,-1.6065919262153668e+74,-7.417234065254099e+74,-7.801056195272044e+73,-8.094915340422083e+72
2.77,2.4305856540014258e+75,-9.557984267767572e+75,-7.874912697534558e+74,-2.383460087918263e+75,-6.390377957591208e+74,-7.540084358333491e+73
2.7800000000000002,9.506273609478078e+75,-2.1596269320175454e+76,-2.105672929421841e+75,-5.4694882331693255e+75,-1.8939417859755975e+75,-2.273935980204115e+74
2.79,2.368141337310362e+76,-3.952210390123463e+76,-4.364354265196736e+75,-1.0140994684405411e+76,-4.170529876027153e+75,-5.054137895306342e+74
2.8000000000000003,4.678523271717793e+76,-5.780756747778621e+76,-7.371062409199122e+75,-1.5087229294901176e+76,-7.461871368034721e+75,-9.118067149272104e+74
2.81,7.50941865406484e+76,-5.648833400764907e+76,-9.59093553962815e+75,-1.5358057138190975e+76,-1.0584890792550717e+76,-1.3083031481365642e+75
2.82,8.949431585218152e+76,1.2671766882923693e+76,-6.493098741387152e+75,1.2184876599740476e+75,-9.546909738397653e+75,-1.2171068018730301e+75
2.83,3.825435473133425e+76,2.4284201012405125e+77,1.1878053184844517e+76,5.8462999639843e+76,5.024565019863964e+75,4.950691836558734e+74
2.84,-1.866707090606932e+77,7.797592177184607e+77,6.330037480060437e+76,1.9420403266184004e+77,5.083114712661669e+76,5.986265732024452e+75
2.85,-7.691659594915552e+77,1.7887156598208133e+78,1.729238507098215e+77,4.526305830132195e+77,1.5482656366886302e+77,1.8575483389769075e+76
2.86,-1.951438641723142e+78,3.315459741670554e+78,3.6326153542760185e+77,8.499789785866416e+77,3.4591825408450163e+77,4.18989930729818e+76
2.87,-3.905465246181668e+78,4.930649516287938e+78,6.21795443310302e+77,1.2850721982500562e+78,6.269203787155736e+77,7.656374768633365e+76
2.88,-6.358449092636483e+78,5.014607928814527e+78,8.263854210371582e+77,1.356926219541884e+78,9.051352292153116e+77,1.1176822558589582e+77
2.89,-7.775768247161868e+78,-4.1366513962458383e+77,6.065777232776671e+77,6.186919223342652e+76,8.558485131998367e+77,1.0868834780588756e+77
2.9,-3.9114881414974145e+78,-1.9142632810401913e+79,-8.634803527234607e+77,-4.589731404482266e+78,-2.9562758189123746e+77,-2.6297210038991035e+76
2.91,1.4223313274732466e+79,-6.353655925983048e+79,-5.0776201969287615e+78,-1.5803519189028034e+79,-4.031184159112005e+78,-4.737533309367084e+77
2.92,6.213197826281519e+79,-1.4802906514850226e+80,-1.41869615172949e+79,-3.742656030076814e+79,-1.2642380941930933e+79,-1.515633728511033e+78
2.93,1.6066068687350513e+80,-2.778945506233577e+80,-3.0211661704519915e+79,-7.118254893034197e+79,-2.8668482583582987e+79,-3.470620566975662e+78
2.94,3.25754260469784e+80,-4.19986944043408e+80,-5.240218488469109e+79,-1.0931627772669329e+80,-5.2625834931861915e+79,-6.423470047349619e+78
2.95,5.378156410289517e+80,-4.4310006534917156e+80,-7.106760452112065e+79,-1.1939736768734325e+80,-7.728565715559063e+79,-9.534711986387747e+78
2.96,6.739009258590181e+80,-1.89630785232486e+79,-5.5953189603647663e+79,-1.8739035966770658e+79,-7.627579937692868e+79,-9.654076938224388e+78
2.97,3.8586770164480704e+80,1.502973488852306e+81,6.139318396935071e+79,3.587110963612875e+80,1.438162228366391e+79,9.459092945115725e+77
2.98,-1.0735342080938203e+81,5.170501942154521e+81,4.063851540487417e+80,1.2843071252316997e+81,3.1864146940299704e+80,3.736093903928513e+79
2.99,-5.010158358852104e+81,1.22402879343175e+82,1.1627377343515372e+81,3.0920742772691667e+81,1.0310919785427446e+81,1.2351507067683067e+80
3.0,-1.321487474773963e+82,2.3273083327475917e+82,2.5106432282452516e+81,5.9563605466497094e+81,2.3740061328451207e+81,2.872461880007542e+80
3.0100000000000002,-2.7149521203516068e+82,3.5727786931808456e+82,4.412104696092595e+81,9.287636837042804e+81,4.413812616439734e+81,5.384534610942779e+80
3.02,-4.5443059249076994e+82,3.899243089098749e+82,6.1007134558120075e+81,1.0467411643098225e+82,6.589834741697786e+81,8.122800265511192e+80
3.0300000000000002,-5.826914378276635e+82,6.022081334456859e+81,5.108494224478318e+81,2.6897830219366055e+81,6.763289504691267e+81,8.534850028849978e+80
3.04,-3.711163952439476e+82,-1.17478381304656e+83,-4.233699404114145e+81,-2.789274033139804e+82,-3.4490886063607076e+80,2.480074890499841e+79
3.0500000000000003,8.009906644735866e+82,-4.2020565348223184e+83,-3.244585795272421e+82,-1.0422572984048174e+83,-2.5094721889602726e+82,-2.9347927597364158e+81
3.06,4.032543320115222e+83,-1.0112776057634523e+84,-9.51958647630591e+82,-2.5523978153622616e+83,-8.399039400606358e+82,-1.005296782409347e+82
3.0700000000000003,1.085939161941338e+84,-1.9474656982685514e+84,-2.0847281251881318e+83,-4.980056143261474e+83,-1.9642699110250574e+83,-2.3754226156422598e+82
3.08,2.2609442203766447e+84,-3.0355612230174824e+84,-3.711469926049285e+83,-7.881524696282912e+83,-3.6988152975289446e+83,-4.5098668728252374e+82
3.09,3.8358959565438274e+84,-3.4186983229823885e+84,-5.22824742333679e+83,-9.14633480550064e+83,-5.611370899908608e+83,-6.910981452942499e+82
3.1,5.027419001657823e+84,-8.707753623084803e+83,-4.62432318611101e+83,-3.1777929035544485e+83,-5.970001589858629e+83,-7.513990199688829e+82
3.11,3.502271543130245e+84,9.136088473993087e+84,2.791581297841569e+83,2.156267451818624e+84,-4.225294062889207e+82,-1.068152500988753e+82
3.12,-5.891182241241023e+84,3.4102228137075824e+85,2.5836428369306147e+84,8.445788465717983e+84,1.9682773470788736e+84,2.2952027838883424e+83
3.13,-3.2392286462004574e+85,8.347909363057473e+85,7.785436182465356e+84,2.1050817544069253e+85,6.832847732850398e+84,8.171314169503917e+83
3.14,-8.9150999977773e+85,1.6282888331745303e+86,1.7296816070489735e+85,4.160412835595397e+85,1.6238965021226962e+85,1.9627374442229895e+84
3.15,-1.8813665613685607e+86,2.5760602195748974e+86,3.119306448305762e+85,6.680659991887466e+85,3.0970636632104496e+85,3.7741642505166575e+84
3.16,-3.23476828528695e+86,2.9874527855499155e+86,4.473420132045975e+85,7.968034053057076e+85,4.7720838133213896e+85,5.872642886789224e+84
3.17,-4.3289265750594726e+86,1.0318367393101305e+86,4.1559086279568674e+85,3.424591286060911e+85,5.24871530370837e+85,6.590634779776037e+84
3.18,-3.2568537768169244e+86,-7.063765258933331e+86,-1.7120809993012157e+85,-1.6556692506137015e+86,9.421475325265875e+84,1.60573277466119e+84
3.19,4.2537565253550527e+86,-2.7635264263733232e+87,-2.0514021541579814e+86,-6.833280479678068e+86,-1.5367000700923667e+86,-1.7860491109050922e+85
3.2,2.596421426185115e+87,-6.885054513007202e+87,-6.36003354724489e+86,-1.7346213081647078e+87,-5.551207585046528e+86,-6.632613043802696e+85
3.21,7.311616056278139e+87,-1.3603226967386155e+88,-1.4339465215672218e+87,-3.4728823954110174e+87,-1.341369375759894e+87,-1.6203647772532964e+86
3.22,1.5642733895319494e+88,-2.1836182116206388e+88,-2.619325684459197e+87,-5.656532457213443e+87,-2.591078571251145e+87,-3.155899868885739e+86
3.23,2.725257158278619e+88,-2.6027635201108306e+88,-3.821803653208929e+87,-6.9225350297487e+87,-4.053359243886703e+87,-4.984357858845273e+86
3.24,3.720498480094707e+88,-1.1137767629290338e+88,-3.71187678739387e+87,-3.4971582089989024e+87,-4.598053369267114e+87,-5.761383394613707e+86
3.25,2.9931818901285875e+88,5.4247846381210876e+88,9.148721428453141e+86,1.2612077564613136e+88,-1.2751124486494053e+87,-1.9320686902023108e+86
3.2600000000000002,-2.9968949975877697e+88,2.2359864635987196e+89,1.6236398168240495e+88,5.519534947445619e+88,1.1934835669071596e+88,1.381911649526246e+87
3.27,-2.0763797837036248e+89,5.673516457558688e+89,5.189538424664218e+88,1.4280637718473658e+89,4.503576738569884e+88,5.3757770698027824e+87
3.2800000000000002,-5.990373232866757e+89,1.1355436740436665e+90,1.1878098203364839e+89,2.896657345932413e+89,1.1070457510385674e+89,1.3365538395449323e+88
3.29,-1.2995911935272475e+90,1.8489228295216467e+90,2.1975912169319087e+89,4.7843064997171145e+89,2.1659956352120388e+89,2.6367816512176434e+88
3.3000000000000003,-2.293873986450663e+90,2.2613915327430606e+90,3.2604337737120313e+89,5.999108722075853e+89,3.438833458924967e+89,4.2255802690557866e+88
3.31,-3.1919662431775285e+90,1.1385375318992316e+90,3.2975038200777787e+89,3.446912714963479e+89,4.0150311960590633e+89,5.021174670384783e+88
3.3200000000000003,-2.7244409787106898e+90,-4.133183964396561e+90,-3.361814839561194e+88,-9.516282475244118e+89,1.4691726124735747e+89,2.1026510070055e+88
3.33,2.039858598424827e+90,-1.8061753040177166e+91,-1.2805675841945916e+90,-4.450568493291445e+90,-9.213588717732654e+89,-1.06215788543345e+89
3.34,1.656352271947405e+91,-4.670944113515406e+91,-4.229317259498686e+90,-1.1745972297002983e+91,-3.6482075174663826e+90,-4.3503761367752904e+89
3.35,4.9026774047442015e+91,-9.47150742121159e+91,-9.831155708860141e+90,-2.414120592370656e+91,-9.128584804364001e+90,-1.1014790951091436e+90
3.36,1.0788334165397304e+92,-1.5638615385489372e+92,-1.842197216098911e+91,-4.0424069487637975e+91,-1.809189688087892e+91,-2.2012849367882413e+90
3.37,1.9290265911191932e+92,-1.9598473125752029e+92,-2.777733297019446e+91,-5.186811846863871e+91,-2.914172647137192e+91,-3.5783507999135654e+90
3.38,2.7339873871223203e+92,-1.12296657278212e+92,-2.9155930610166897e+91,-3.313013831206231e+91,-3.4956363923143895e+91,-4.363941955334712e+90
3.39,2.459912829307433e+92,3.119413285609216e+92,-7.44614811311405e+89,7.097631483647145e+91,-1.561406269986552e+91,-2.1604070133183833e+90
3.4,-1.3180838161816674e+92,1.4564363464108706e+93,1.0060395744776605e+92,3.581939383181899e+92,7.063166063978314e+91,8.10065725610356e+90
3.41,-1.3176992150010607e+93,3.841985176447003e+93,3.44239857823115e+92,9.652038717675909e+92,2.9506458697987544e+92,3.514813983453544e+91
3.42,-4.008074457279502e+93,7.893854671466337e+93,8.130211580169698e+92,2.0103719541959018e+93,7.520640119280134e+92,9.069313789211167e+91
3.43,-8.948569942802898e+93,1.3213863233394427e+94,1.542987010290506e+93,3.4121378467812035e+93,1.5099499517829378e+93,1.8362487690392298e+92
3.44,-1.6207701121986073e+94,1.694568138241092e+94,2.363418982018398e+93,4.474867397427732e+93,2.4668616689286216e+93,3.0270188963966544e+92
3.45,-2.3380603614775726e+94,1.0798970752227204e+94,2.5671538660911815e+93,3.1249999406535757e+93,3.035259778776641e+93,3.7830964784977876e+92
3.46,-2.2059077088515887e+94,-2.327294527886898e+94,3.568587309220497e+92,-5.217704268824618e+93,1.58043221920847e+93,2.1383245321297063e+92
3.47,7.800714403598481e+93,-1.172233476618237e+95,-7.868978461989186e+93,-2.877094792346999e+94,-5.370087066276055e+93,-6.121033428559199e+92
3.48,1.0451659246906379e+95,-3.1571532075008947e+95,-2.7981829554662367e+94,-7.92368295163443e+94,-2.3824821195489266e+94,-2.8348113019516136e+93
3.49,3.27298291989674e+95,-6.573773828727625e+95,-6.717906978915591e+94,-1.672822189084823e+95,-6.190298006290063e+94,-7.460575362993958e+93
3.5,7.416551676189061e+95,-1.1153894194101196e+96,-1.2913079622719135e+95,-2.8773357957978134e+95,-1.2592001093469142e+95,-1.5305284371981822e+94
3.5100000000000002,1.360586918629833e+96,-1.46204288950167e+96,-2.0083996593805477e+95,-3.852923152422639e+95,-2.0860051880012837e+95,-2.5579834957141963e+94
3.52,1.9965106793012507e+96,-1.0190116869835055e+96,-2.2519234631606842e+95,-2.9048939152257446e+95,-2.629011117135311e+95,-3.271877048155197e+94
3.5300000000000002,1.9664956159517303e+96,1.7115299529431716e+96,-5.42275909575764e+94,3.76510237230448e+95,-1.5481851092084766e+95,-2.0615561663386623e+94
3.54,-3.848548984438984e+95,9.41610618021169e+96,6.124330369894627e+95,2.3059988609660314e+96,4.042573417335696e+95,4.573384279483282e+94
3.5500000000000003,-8.262816231248581e+96,2.5918737118123536e+97,2.271365639956571e+96,6.498321193194398e+96,1.9203112867801534e+96,2.282143954359182e+95
3.56,-2.6695485983921468e+97,5.470112822870239e+97,5.546200231772354e+96,1.3908451432006952e+97,5.090550114816532e+96,6.131409685346568e+95
3.5700000000000003,-6.141811454286828e+97,9.405900802187228e+97,1.07979823547249e+97,2.424056695435071e+97,1.0492571944387358e+97,1.2746965608538095e+96
3.58,-1.1411931424314567e+98,1.2588971092240829e+98,1.7046714579650935e+97,3.3112187531292252e+97,1.762143405512219e+97,2.159454578321842e+96
3.59,-1.7024574495212287e+98,9.475316714093132e+97,1.9687650827486336e+97,2.668877952314152e+97,2.2719458862342277e+97,2.823597219909648e+96
3.6,-1.7440771203522617e+98,-1.2356630079191716e+98,6.551649059094195e+96,-2.6503532518079944e+97,1.4813374121546814e+97,1.9491022131193137e+96
3.61,9.99434347341481e+96,-7.547431247606773e+98,-4.7394028718094596e+97,-1.8439948291489665e+98,-3.0065228866785764e+97,-3.3695417012567398e+96
3.62,6.50863079661146e+98,-2.1256823612160904e+99,-1.841038206266652e+98,-5.3238792374866095e+98,-1.5448691474388865e+98,-1.8335950023023488e+97
3.63,2.1746866529836557e+99,-4.5481362097003575e+99,-4.5748870149048926e+98,-1.155480467389161e+99,-4.182195652312649e+98,-5.0341697868973344e+97
3.64,5.081984415456561e+99,-7.924324998291385e+99,-9.022021292274602e+98,-2.0402952908892787e+99,-8.736246623943189e+98,-1.0607868365482036e+98
3.65,9.563692858418232e+99,-1.081948155043945e+100,-1.4452141405611347e+99,-2.840684827344251e+99,-1.4870833109235652e+99,-1.821236124762599e+98
3.66,1.449767642184725e+100,-8.707653180713678e+99,-1.7159692497951458e+99,-2.4286223590103033e+99,-1.959224328919325e+99,-2.4318148502307226e+98
3.67,1.5398271965979781e+100,8.704113482472643e+99,-7.145534873508988e+98,1.801749193751024e+99,-1.3924362835052033e+99,-1.815154007043484e+98
3.68,1.0034686280339165e+99,6.035657164686255e+100,3.6435393260548883e+99,1.4708620879409497e+100,2.202211406127234e+99,2.4385306471228826e+98
3.69,-5.1060481419195285e+100,1.7415509182430134e+101,1.4899393932518856e+100,4.357061631515797e+100,1.2403143135969662e+100,1.4700843167290553e+99
3.7,-1.7692804837448075e+101,3.778552938489272e+101,3.7703490644525845e+100,9.591795750760475e+100,3.432570427858881e+100,4.129173942894148e+99
3.71,-4.201537758059016e+101,6.669940792609609e+101,7.53210140791233e+100,1.7157346888380744e+101,7.268147239097549e+100,8.820742607336222e+99
3.72,-8.008120713036895e+101,9.28237692251156e+101,1.2238907237385936e+101,2.432991264151832e+101,1.2537450576613142e+101,1.534529558907035e+100
3.73,-1.2330025912010882e+102,7.92542718114538e+101,1.4914786311739493e+101,2.1923353912634503e+101,1.6862182168856158e+101,2.0904420283283643e+100
3.74,-1.3540377094039695e+102,-5.923051865696841e+101,7.351641032643681e+100,-1.1619525762765365e+101,1.2908097101880516e+101,1.6701627255896897e+100
3.75,-2.3624504363714082e+101,-4.814638904760628e+102,-2.7794714365149022e+101,-1.1700347807151412e+102,-1.5815939629252775e+101,-1.7233289588958039e+100
3.7600000000000002,3.9874115806179257e+102,-1.4253214237657442e+103,-1.203831175745107e+102,-3.561900082394624e+102,-9.936323903262336e+101,-1.1759465614704564e+101
3.77,1.4375124652195369e+103,-3.1366861421848097e+103,-3.1044977241544305e+102,-7.955890207558942e+102,-2.814478173480729e+102,-3.383399930487558e+101
3.7800000000000002,3.4706939233273376e+103,-5.60903713075427e+103,-6.283209963735607e+102,-1.4415243929845642e+103,-6.041962895035838e+102,-7.32887220603984e+101
3.79,6.700054907269626e+103,-7.950478197123191e+103,-1.0353526037601663e+103,-2.0805595664260197e+103,-1.0560235855614758e+103,-1.2917574652611878e+102
3.8000000000000003,1.0473610693085378e+104,-7.155595934956417e+103,-1.2930539661794854e+103,-1.9655904271460043e+103,-1.4485788944545843e+103,-1.7938112467415195e+102
