t,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C,C_star,M,A,T
2.2800000000000002,0.3150222290350028,0.3842785829882722,0.4511187100019928,0.5363311648393451,0.7405119814816371,1.363966566428524,3.102112274896177,7.2716919888559515,15.938741256476055,31.763281676368543,57.42211779160797,142.41016090171132,54.60773150201679,5.471792608178052,470.78658706306715,8.333870274757386
2.29,0.3194831779919778,0.39090210408453296,0.46007127543612497,0.5465704404870549,0.747847622922041,1.3578209060255366,3.062381826600286,7.170183110584942,15.752352328302955,31.504860379605464,57.18700261700364,142.71760028969805,55.036955136534665,5.583363836268516,470.5887537229054,8.397695592471033
2.3000000000000003,0.32395343837863605,0.3975629559327406,0.4691212536728517,0.5570302356351281,0.755644871150601,1.3525533128865994,3.0240749637168274,7.0704122732090235,15.566908050385733,31.24416526843547,56.94285237603602,142.9970641241035,55.457254103190245,5.696202487516261,470.3907690386282,8.461877985254675
2.31,0.328432396595219,0.4042601215225101,0.47826698677580215,0.5677077791487134,0.763899181521862,1.3481583601544833,2.987192920419614,6.972408407259973,15.382499709528124,30.98137889175815,56.689919922339385,143.24867713686933,55.868489980449255,5.8103075341436705,470.1926534511539,8.52641257789803
2.32,0.33291943774913735,0.41099258341663025,0.48750681533102286,0.5786003013279335,0.7726060087096001,1.344630525599375,2.951736453150709,6.876199170164369,15.199216508891213,30.71668222077315,56.42846027775882,143.47258038806112,56.270530643201546,5.925677773943411,469.99442728539265,8.591294407431542
2.33,0.3374139454629286,0.41775932363055845,0.4968390784381803,0.5897050336366865,0.7817608066925941,1.3419641959440243,2.9177058560615223,6.781810970152003,15.01714556914904,30.45025456265207,56.15873040782739,143.66893094592973,56.66325030946543,6.042311828857053,469.7961107384836,8.656518423362034
2.34,0.34191530168010176,0.42455932350502373,0.5062621137081568,0.601019208442293,0.7913590286659249,1.3401536709275819,2.885100976206863,6.689268990556739,14.836371931850413,30.182273477485545,55.88098899936429,143.8379015565085,57.04652958214344,6.1602081435188,469.5977238681933,8.722079487882867
2.35,0.3464228865165444,0.4313915635434074,0.5157742571397843,0.6125400587761418,0.8013961272524082,1.3391931673512862,2.8539212270957592,6.598597211957608,14.656978563007906,29.91291470671322,55.59549625449369,143.97968031069942,57.4202554727052,6.279364983773301,469.3992865821601,8.78797237611735
2.36,0.35093607808542093,0.43825502326500027,0.5253738430769731,0.6242648180900153,0.8118675544338327,1.3390768227803682,2.824165602846333,6.509818435979844,14.47904635944723,29.6423520995411,55.302513679234686,144.09447030030256,57.78432142817556,6.399780435183076,469.20081862693684,8.854191776324054
2.37,0.3554542523141932,0.4451486810738351,0.5350592042023398,0.6361907200220591,0.8227687613059714,1.3397986990741837,2.795832692395502,6.422954310217203,14.302654156337281,29.37075753961406,55.00230387019653,144.18248927160803,58.13862735739219,6.5214524015741695,469.00233957707974,8.920732290110335
2.38,0.3599767827937189,0.45207151408784196,0.5448286714388019,0.6483149981709585,0.8340951980751469,1.3413527857418899,2.7689206924515073,6.338025351221912,14.127878736425645,29.098300881971724,54.69513031590184,144.24396926791744,58.48307964157189,6.644378603501666,468.80386882491257,8.987588432635523
2.39,0.364503040639662,0.4590224979532714,0.5546805738212388,0.6606348858776641,0.8458423140982052,1.3437330031086596,2.7434274198325324,6.255050966989679,13.954794840891674,28.825149895552443,54.381257204955,144.27915626407457,58.81759113631158,6.768556576683997,468.60542557065867,9.054754632807828
2.4,0.3690323943429484,0.4660006066834261,0.5646132384239362,0.6731476160057612,0.8580055577138725,1.346933205321003,2.719350324110111,6.17404948064919,13.783475181123357,28.551470204336525,54.06094923111055,144.28830980116308,59.14208117543302,6.893983670503968,468.40702881255487,9.122225233502226
2.41,0.3735642096434755,0.4730048125496218,0.5746249903302825,0.6858504206605759,0.8705803760722979,1.3509471835523164,2.696686500647608,6.095038153062942,13.613990447262456,28.277425225466104,53.73447140302957,144.27170264916197,59.45647557930163,7.020657046791375,468.20869733728955,9.189994491958835
2.42,0.37809784939111946,0.4800340858440275,0.5847141524598272,0.6987405310391579,0.8835622150352246,1.35576866831571,2.6754327013886194,6.018033206359767,13.446409327044925,28.00317612700903,53.402088862635075,144.229620397942,59.76070663311425,7.148573678026128,468.01044971080455,9.25805657984086
2.43,0.3826326734228349,0.4870873946979778,0.5948790454524109,0.711815177223777,0.8969465190136067,1.3613913319443782,2.6555853461750156,5.943049846882328,13.280798521728537,27.72888178178851,53.06406670579639,144.16236107463772,60.05471307102052,7.277730345816243,467.8123042693248,9.326405583460913
2.44,0.38716803846514414,0.4941637049387871,0.605117987560664,0.7250715879423543,0.9107287308330223,1.3678087912552843,2.6371405340257548,5.8701022869654,13.117222759701598,27.454698720399833,52.720669810131646,144.07023478189657,60.33844006090066,7.408123639596868,467.6142791107871,9.395035504156427
2.45,0.39170329807027116,0.5012619799938143,0.6154292945430105,0.7385069902904611,0.924904291665439,1.3750146105120105,2.620094054329352,5.799203765056244,12.955744806783782,27.18078108283354,52.372162672048766,143.95356336371717,60.61183919043612,7.539749955605725,467.4163920867507,9.46394025885449
2.46,0.3962378024692629,0.5083811805979751,0.6258112794901819,0.752118609623493,0.9394686406925077,1.383002302533312,2.6044413963042414,5.73036657093933,12.796425494865357,26.907280593836614,52.018809233761594,143.81267994536472,60.874868419059716,7.672605494834791,467.21866079393874,9.533113679968022
2.47,0.40077089850220043,0.5155202646464929,0.6362622526878673,0.7659036693248046,0.9544172149473311,1.3917653309336557,2.59017775912409,5.663602066793889,12.639323738717984,26.63434652650818,51.66087272607398,143.64792856155415,61.12749204596922,7.806686261773681,467.02110256655857,9.602549515818218
2.48,0.40530192957970756,0.5226781870996366,0.64678052149918,0.7798593905366819,0.9697454492006101,1.4012971126497924,2.5772980621361636,5.598920706935969,12.484496549101086,26.362125663810307,51.29861551747578,143.45966381422565,61.36968068148039,7.941988063468381,466.82373446901465,9.672241431258394
2.49,0.40983023562400944,0.529853899821282,0.6573643902115285,0.7939829919445949,0.9854487757573938,1.4115910197741923,2.565796954203949,5.53633205890065,12.331999052774698,26.090762270278173,50.932298964761515,143.24825048626818,61.60141120271856,8.078506508235336,466.6265732887425,9.742183008084174
2.5,0.4143551529833295,0.5370463513371533,0.6680121598413326,0.808271689625579,1.0015226241483237,1.4226403805779653,2.555668822058719,5.475844826184502,12.181884520687692,25.820398075399517,50.56218326458218,143.0140631023794,61.82266669138203,8.216237003951884,466.42963552912977,9.812367745180303
2.5100000000000002,0.4188760144064128,0.5442544867086069,0.6787221279836824,0.8227226968085662,1.017962420943194,1.434438481357579,2.5469077992321836,5.41746686808985,12.034204386860186,25.55117224820529,50.188527314997266,142.75748555912654,62.03343638472915,8.355174757010403,466.2329374030048,9.882789059092335
2.52,0.4233921490556239,0.5514772474783828,0.689492588711361,0.8373332235993167,1.0347635896267735,1.4469785686593173,2.5395077753877042,5.361205217987936,11.889008262508803,25.283221366210398,49.81158858208275,142.4789107953003,62.23371563558877,8.495314771744598,466.03649482643465,9.953440284881466
2.5300000000000002,0.4279028824600213,0.5587135714525434,0.7003218323560545,0.8521004768039201,1.051921550287179,1.4602538501300775,2.5334624037195077,5.307066104694973,11.74634396473121,25.016679407031475,49.43162296834619,142.17874036020797,62.423505836742834,8.636651848887116,465.84032341265174,10.024314676404172
2.54,0.4324075365036434,0.5659623925446197,0.7112081453243748,0.8670216597164119,1.0694317193591714,1.4742574956998573,2.5287651086004037,5.255054972364265,11.60625754102154,24.75167773597998,49.04888468700182,141.8573840169299,62.602814351609105,8.779180584423504,465.6444384663318,10.095405406835798
2.5500000000000003,0.4369054294461172,0.5732226406760165,0.7221498099492287,0.8820939718837869,1.0872895094055905,1.4889826390439709,2.5254090934306332,5.205176499177354,11.468793290176052,24.48834509009875,48.66362614118814,141.51525937620755,62.771654450765034,8.922895368821623,465.4488549781726,10.166705569420104
2.56,0.44139587597721613,0.5804932417383769,0.7331451043895122,0.8973146088645478,1.1054903289220641,1.5044223793539149,2.5233873487632184,5.157434615043813,11.333993779248797,24.22680755749502,48.276097806602046,141.15279156297586,62.93004525666948,9.067790386700898,465.25358761969466,10.238208178472451
2.57,0.44587818720733585,0.5877731173758277,0.7441923023677375,0.9126807620243933,1.1240295820130342,1.520569781662963,2.522692658266137,5.111832521560974,11.201899875935357,23.967188582997764,47.88654812157438,140.7704127762181,63.07801164500847,9.21385961532504,465.05865073846684,10.309906169722947
2.58,0.45035167072032894,0.595061184898539,0.755289673012462,0.9281896183048174,1.1429026681433303,1.5374178779887755,2.523317605651478,5.06837270991522,11.072550771399804,23.709608960419295,47.49522338008685,140.36856192198135,63.21558416847345,9.361096823985248,464.86405835353116,10.381792401172074
2.59,0.45481563065465386,0.602356357251159,0.7664354807528895,0.9438383599924005,1.1621049819101872,1.5549596686804612,2.525254581891015,5.0270569780866285,10.94598400014536,23.454186820925024,47.102367626154525,139.94768427283879,63.34279898793045,9.509495573795798,464.66982415097226,10.45385965417159
2.6,0.4592693677837097,0.609657542953985,0.777627985177223,0.9596241644888995,1.1816319127888197,1.5731881234537177,2.528495791769699,4.987886448072891,10.82223546286249,23.201037628331,46.708222554516695,139.50823110997283,63.45969779206672,9.659049217315928,464.4759614798447,10.526100634420652
2.61,0.4637121795605889,0.6169636459203711,0.7888654407531823,0.975544204084387,1.2014788447955627,1.5920961814971364,2.5330332586785422,4.950861584027712,10.701339459308942,22.950274193995785,46.3130274229632,139.05065929593562,63.56632768349584,9.809750897314395,464.2824833486905,10.598507972513016
2.62,0.4681433602274839,0.6242735654269012,0.8001460966991565,0.9915956457245142,1.2216411562300218,1.6116767524291715,2.5388588307770408,4.915982208686942,10.583328710910497,22.70200667505865,45.91701896157745,138.57543092746596,63.66274109419471,9.961593546629397,464.08940242200504,10.671074225078696
2.63,0.47256220093617074,0.6315861960904645,0.8114681968578238,1.007775650785511,1.2421142194115977,1.631922717153424,2.5459641868852634,4.883247519564324,10.468234383971073,22.45634257494149,45.520431286071876,138.08301298838822,63.74899569760017,10.114569888110497,463.8967310169489,10.743791875971688
2.64,0.4769679899368085,0.6389004280155073,0.8228299797536079,1.0240813748763145,1.2628934005071715,1.6528269296249467,2.5543408439844755,4.85265610363233,10.356086101984387,22.213386724154606,45.1234958049007,137.57387708751537,63.82515435584364,10.268672435841538,463.7044810998108,10.81665333812528
2.65,0.4813600126356801,0.6462151465356543,0.8342296781802765,1.040509967568075,1.283974059106789,1.6743822160043815,2.5639801596606038,4.824205954678688,10.246911987015054,21.973241319565744,44.726441158600316,137.0484989862205,63.891284964688474,10.423893493357609,463.5126642841101,10.889650953876139
2.66,0.48573755176375194,0.6535292322482511,0.845665519111709,1.0570585721720167,1.3053515479636586,1.6965813754742258,2.5748733375771633,4.797894488254308,10.140738681660459,21.73600592731208,44.32949314471248,136.50735827397583,63.94746036290138,10.580225154056789,463.32129182804863,10.962776996424711
2.67,0.4900998875470327,0.6608415610267128,0.8571357235794169,1.0737243255134583,1.3270212127104453,1.7194171807866514,2.5870114323339983,4.77371855653722,10.037591373497154,21.501777492081228,43.93287464910228,135.95093802997923,63.993758230999795,10.737659301467179,463.13037463233263,11.036023671230538
2.68,0.49444629793908845,0.6681510041762141,0.8686385067478815,1.0905043578089297,1.348978391643991,1.7428823794751747,2.600385355763994,4.751674462925839,9.937493811533242,21.270650328763725,43.5368055651101,135.37972454742862,64.03026102389154,10.896187610817837,462.93992323742685,11.109383118038743
2.69,0.49877605878523107,0.67545642837833,0.8801720776749886,1.1073957923847437,1.3712184153839988,1.7669696937679173,2.6149858802173727,4.731757976335392,9.84046833667751,21.042716148493067,43.14150274341412,134.79420696002148,64.05705584000629,11.05580154872201,462.74994782241475,11.182847412020353
2.7,0.5030884440140888,0.6827566956852162,0.8917346391311878,1.1243957454232771,1.3937366065491914,1.7916718206516573,2.6308036420953167,4.713964345136837,9.746535909961183,20.81806408094533,42.747179941664875,134.19487688929414,64.07423429814506,11.216492373302613,462.56045820389784,11.256408565137162
2.71,0.5073827258744306,0.6900506636119996,0.9033243875471534,1.1415013257717235,1.4165282794777163,1.8169814323573483,2.647829146242222,4.698288310727,9.65571613547425,20.596780685776135,42.354047768112885,133.58222813495948,64.08189243535374,11.378251135194892,462.37146383463977,11.330058527938512
2.72,0.5116581751973279,0.6973371852791792,0.9149395130312796,1.1587096347990626,1.4395887399833371,1.8428911769813856,2.6660527706394483,4.684724120922344,9.56802728135304,20.378949959928836,41.962313623016975,132.95675638389838,64.08013061374984,11.541068679049001,462.1829738021396,11.403789191588327
2.73,0.5159140616772682,0.7046151095828889,0.9265781994170035,1.1760177662694598,1.4629132851209234,1.8693936791333976,2.685464771086824,4.673265543038369,9.483486299942074,20.164653344306522,41.5721816419919,132.31895892962243,64.06905342937608,11.704935645292034,461.9949968273513,11.477592390025006
2.74,0.520149654088525,0.7118832811452556,0.9382386239503836,1.1934228059886567,1.4864972027654344,1.8964815392908256,2.7060552826183017,4.663905876115675,9.402108861514538,19.953969767111552,41.18385267708156,131.66933429732686,64.04876955171527,11.869842469758686,461.8075412653931,11.551459901186085
2.75,0.5243642205908013,0.7191405405007874,0.9499189573348238,1.2109218316713433,1.5103357713647416,1.9241473342888542,2.72781432363896,4.656637963284443,9.323909375081646,19.74697565520723,40.797524249704544,131.00838196753233,64.0193916251908,12.035779385590283,461.62061510485455,11.625383449263222
2.7600000000000002,0.5285570290350267,0.7263857242586189,0.9616173637231215,1.2285119127820305,1.5344242596683277,1.9523836175458162,2.750731799339513,4.651454203771692,9.24890101168296,19.543744952980195,40.4133905127391,130.33660208566113,63.9810361574021,12.202736424903666,461.4342259676083,11.699354706864545
2.77,0.5327273473202409,0.7336176654099111,0.9733320009192772,1.2461901105570525,1.5587579266044373,1.981182919854666,2.774797506473191,4.648346565275702,9.177095721784454,19.344349124767675,40.03164219571822,129.65449521644402,63.93382344127956,12.37070342192466,461.248381107724,11.773365297807365
2.7800000000000002,0.5368744436833133,0.7408351933596437,0.9850610201428146,1.2639534776365495,1.583332020824997,2.0105377487711675,2.8000011344980047,4.647306594432157,9.108504265652169,19.148857198264473,39.65246659992994,128.96256201382252,63.87787739599785,12.53967001329232,461.06308741316286,11.847406798753415
2.79,0.5409975870529146,0.7480371341500974,0.9968025660744992,1.2817990579401795,1.6081417804516112,2.0404405887869466,2.8263322686359493,4.648325427894185,9.043136235726688,18.957335785123306,39.276047569262126,128.26130295016262,63.81332545456737,12.709625640301837,460.8783514061694,11.921470741672287
2.8000000000000003,0.5450960474170127,0.75522231069562,1.008554776906591,1.299723886542666,1.6331824328170672,2.070883901443249,2.8537803927094156,4.65139380306047,8.981000079094963,18.76984910334107,38.90256546534008,127.55121804924474,63.74029844879257,12.88055955124843,460.6941792439319,11.995548616367216
2.81,0.5491690962289526,0.7623895431163349,1.020315784589186,1.3177249897332892,1.658449194328506,2.101860125847648,2.882334893097843,4.656502069600078,8.922103116018125,18.586458986615355,38.532197126002174,126.83280664904473,63.65893052199454,13.052460805018242,460.510576718376,12.069631873497867
2.82,0.55321600679366,0.7695376489662156,1.032083714829532,1.335799384834176,1.683937270159619,2.1333616785185368,2.911985060701322,4.663640199140407,8.866451563939036,18.407224915048264,38.16511585552648,126.10656713353043,63.569358999005516,13.225318273269039,460.32754925771707,12.143711927090033
2.83,0.5572360546634952,0.7766654434589637,1.0438566870637296,1.3539440799870044,1.7096418539176934,2.1653809530967947,2.942720092460595,4.672797794394568,8.814050562213387,18.23220405004902,37.80149142270647,125.37299666428315,63.4717242485541,13.399120642523593,460.1451019284748,12.21778015703787
2.84,0.5612285180745095,0.7837717397994346,1.0556328146293381,1.3721560741264731,1.7355581274374088,2.1979103204864474,2.9745290940473494,4.683964099057479,8.764904192610544,18.061451255573967,37.441490041879995,124.63259094403189,63.36616957461899,13.573856417553818,459.96323943659723,12.29182791212535
2.85,0.5651926783954376,0.790855349543358,1.0674102049688907,1.3904323569945105,1.761681260624172,2.2309421290088314,3.0074010825018185,4.697128007534334,8.719015499682467,17.895019119374478,37.085274354784666,123.88584398411449,63.2528411092384,13.749513925072991,459.7819661286342,12.365846513172654
2.86,0.5691278205986117,0.797915083017577,1.0791869599326458,1.4087699092605441,1.788006411392471,2.2644687047382575,3.0413249893003025,4.712278074899112,8.676386509520087,17.732957968911844,36.733003405792914,123.13324788545422,63.131887717714086,13.92608131814812,459.6012859925557,12.439827256464934
2.87,0.573033233716173,0.804949749562314,1.0909611757091482,1.427165702205565,1.8145287251855784,2.2984823508464727,3.0762896606484134,4.729402524046439,8.63701825480407,17.575315916643106,36.38483266551159,122.37529258988836,63.00346084243612,14.103546578252292,459.4212026613737,12.513761416391032
2.88,0.5769082113375003,0.8119581579596062,1.1027309431034065,1.4456166977979512,1.8412433348609156,2.3329753477464754,3.1122838598923477,4.748489254673357,8.600910794077294,17.422138881690223,36.04091401879259,121.61246566775212,62.867714397969706,14.281897519660046,459.2417194147451,12.587640248929615
2.89,0.5807520521160248,0.8189391168519579,1.1144943477801257,1.4641198487273481,1.868145360527863,2.3679399530830842,3.1492962694469546,4.769525851677032,8.56806323177422,17.273470616153077,35.70139576151475,120.84525210545826,62.72480465741254,14.461121793684653,459.0628391810998,12.661454995103867
2.9,0.5845640602902796,0.8258914352740373,1.126249470753258,1.4826720987711361,1.895229909673633,2.403368402262221,3.187315494143808,4.7924995951849345,8.538473735244736,17.12935271615121,35.366422571240015,120.07413410891037,62.574890173045254,14.641206894582345,458.8845645382606,12.735196884975307
2.91,0.5883435462226579,0.8328139229937921,1.137994388384131,1.5012703824624984,1.9224920766690954,2.439252907711274,3.2263300610154633,4.81739746601814,8.512139557730626,16.989824669075556,35.036135545266966,119.29959089065966,62.41813161938168,14.822140162348479,458.70689771803154,12.808857140746072
2.92,0.592089826952573,0.8397053909925875,1.1497271726877452,1.5199116251761335,1.9499269426380132,2.4755856588299214,3.266328420917746,4.844206153295879,8.489057057559798,16.854923881231915,34.71067220477495,118.52209847585257,62.254691679918906,15.003908787581274,458.52984060882295,12.882426980522123
2.93,0.5958022267651341,0.846564651973823,1.161445891679058,1.5385927432573008,1.9775295753598512,2.51235882197426,3.3072989501783074,4.872912061931431,8.46922171682335,16.724685704597693,34.39016649903709,117.74212951521379,62.08473493690238,15.186499816677355,458.353394758302,12.955897622216746
2.94,0.599480077774573,0.8533905208784042,1.1731486097076775,1.557310644121986,2.0052950291441856,2.5495645403486407,3.349229951921224,4.903501319587505,8.452628160182371,16.599143466336578,34.07474881624722,116.96015310258973,61.90842775619893,15.369900157021021,458.1775613764523,13.029260287490319
2.95,0.6031227204712147,0.8601818155876575,1.1848333882626858,1.5760622269898759,2.033218345344846,2.5871949350274224,3.3921096602318936,4.935959787174005,8.43927016890343,16.47832846970031,33.76454594047435,116.17663460724398,61.725938236072,15.554096585082123,458.00234133543955,13.102506206469744
2.96,0.6067295043648341,0.8669373573866658,1.1964982860980988,1.5948443826735306,2.0612945519031722,2.6252421041812037,3.435926239631094,4.970273063136439,8.429140701609484,16.362270040688028,33.45968109896148,115.39203549894505,61.5374360566237,15.739075750511265,457.8277351748843,13.175626621515274
2.97,0.6102997886338006,0.8736559714792689,1.2081413594629542,1.6136539934990517,2.0895186630188887,2.663698122502773,3.4806677849946435,5.006426488185911,8.422231913911958,16.250995569740716,33.16027400140936,114.60681318082278,61.34309234123418,15.924824180946127,457.65374310667517,13.248612791216235
2.98,0.6138329427499799,0.8803364876512181,1.2197606626957813,1.6324879337145164,2.1178856793125154,2.702555041493838,3.5263223236205765,5.04440515267447,8.418535174328113,16.14453053166358,32.86644083865342,113.82142083495803,61.14307956688876,16.111328289090395,457.48036501738073,13.32145599500697
2.99,0.6173283471357083,0.886977740900499,1.231354248696242,1.651343069717936,2.1463905877966973,2.741804889372604,3.5728778162516965,5.084193902482424,8.418041081352557,16.04289851529968,32.57829430186258,113.03630727139561,60.93757145420175,16.29857437913627,457.30760047190404,13.394147537668898
3.0,0.6207853937587788,0.8935785721336191,1.2429201696415206,1.6702162606933249,2.1750283623105013,2.7814396716161602,3.620322159560577,5.125777347077403,8.420739479516984,15.946121240077217,32.295943572055215,112.2519167702021,60.726742888295625,16.486548654676405,457.13544871529876,13.466678754090427
3.0100000000000002,0.6242034867861226,0.9001378288582491,1.2544564776011475,1.6891043590478552,2.2037939637140216,2.8214513711335836,3.668643187673588,5.16913986596056,8.426619475541589,15.854218580421712,32.019494329772776,111.46868893716534,60.510769822984855,16.675237226123297,456.9639086758561,13.53904101404771
3.02,0.6275820434005885,0.9066543658119628,1.2659612247506165,1.7080042101248731,2.2326823392353075,2.861831947200932,3.717828670637149,5.214265610225472,8.435669455532874,15.767208616194214,31.749048828032425,110.68705859095806,60.289829127126396,16.86462611592088,456.79297897215196,13.61122572680103
3.0300000000000002,0.6309204944511454,0.9131270457173014,1.2774324641299253,1.726912652851183,2.2616884228893284,2.902573335901408,3.7678663164469484,5.261138509569054,8.447877100213294,15.685107651809743,31.484705892398818,109.90745562549246,60.0640985030368,17.054701266963868,456.62265791556115,13.683224346154624
3.04,0.6342182851737035,0.9195547400262941,1.2888682502663031,1.74582652012538,2.2908071355877406,2.9436674500969127,3.8187437718765436,5.3097422773154035,8.463229400351667,15.607930245295924,31.22656094614122,109.1303048879541,59.83375638351385,17.24544855032831,456.4529435143497,13.755028375513808
3.0500000000000003,0.6374748758501101,0.925936329678678,1.3002666399293112,1.764742639434247,2.320033385517783,2.985106179772191,3.8704486240414404,5.360060416532333,8.48171267182448,15.535689231244227,30.974706020871107,108.35602605194053,59.59898184379705,17.436853773647442,456.2838334768492,13.826629372953104
3.06,0.6406897423651715,0.9322707058697072,1.3116256930750272,1.7836578338054527,2.349362068923188,3.026881392949205,3.9229684031265672,5.41207622793825,8.50331257027599,15.468395734324154,30.729229743969906,107.58503347991693,59.35995453600166,17.62890269035225,456.1153252131578,13.898018956245345
3.0700000000000003,0.6438623772532676,0.9385567708905815,1.3229434731489225,1.8025689215099088,2.378788069337646,3.068984934271374,3.976290580005853,5.465772809369966,8.528014105818212,15.406059222087478,30.49021743013964,106.81773616019761,59.11685453577365,17.821581006582147,455.94741584350777,13.969188808600332
3.08,0.6469922903574269,0.9447934389480408,1.3342180479786852,1.821472716866367,2.4083062581613772,3.111408625558163,4.03040256805258,5.521133061978949,8.5558016571168,15.348687524813196,30.257751088275793,106.05453759211089,58.869862264640496,18.014874390502577,455.7801022012309,14.040130684003126
3.09,0.65007900958933,0.9509796370151709,1.3454474905713243,1.84036603083814,2.4379114949711114,3.1541442659351535,4.085291723962215,5.57813969470944,8.586658985227023,15.296286862628017,30.031909448803265,105.29583568970543,58.61915839702029,18.208768481391715,455.6133808370414,14.110836412770082
3.1,0.653122081660426,0.9571143056950184,1.3566298799481475,1.8592456717038566,2.467598627933367,3.197183632079639,4.140945348717764,5.636775228907455,8.62056924727181,15.2488618716256,29.812767988979278,104.54202268657,58.36492377056055,18.403248898928332,455.4472480231801,14.181297907089558
3.11,0.6561210724738566,0.9631964000376602,1.367763302173356,1.8781084462532551,2.4973624950105937,3.240518479548453,4.197350690570891,5.697022006149214,8.657515010817203,15.206415617329741,29.600398920713566,103.79348500437301,58.107339325852195,18.598301252809144,455.28169975503596,14.251507165758595
3.12,0.6590755683537284,0.9692248905393146,1.3788458510234016,1.8969511598493414,2.5271979233905513,3.2841405415974023,4.254494943126893,5.758862187885038,8.697478265556155,15.168949637821095,29.39487127109899,103.0506032259159,57.84658598104041,18.793911152417564,455.1167317590244,14.321456281159186
3.13,0.6619851767704032,0.9751987640628895,1.3898756289273893,1.9157706172478866,2.5570997300684333,3.328041529585813,4.312365246413496,5.822277759899876,8.740440436164391,15.136463968280598,29.19625090722472,102.31375201218732,57.58284454904343,18.99006421686077,454.9523394967142,14.391137445004231
3.14,0.6648495270855348,0.9811170247817235,1.400850747932436,1.934563623435948,2.5870627224379343,3.372213133367917,4.3709486878567825,5.88725053651422,8.786382394819755,15.10895716578759,29.004600563225626,101.5833000260896,57.3162956553231,19.186746085251496,454.78851816911083,14.460542954208021
3.15,0.6676682713446891,0.9869786951455554,1.411769330676878,1.9533269844446235,2.617081698821455,3.4166470215743336,4.4302323029784585,5.9537621642283725,8.835284473342409,15.086426335588524,28.819979873095047,100.859609866201,57.04711965348174,19.383942427182408,454.62526272133135,14.529665216937415
3.16,0.6704410846029846,0.9927828165744653,1.422629511490644,1.972057508693386,2.647151449790467,3.4613348429970885,4.4902030781620885,6.021794128973425,8.887126477585024,15.068867146864145,28.642445365915368,100.14303794990148,56.7754965650603,19.58163895213214,454.4625678447069,14.59849675703021
3.17,0.6731676660666636,0.9985284506700634,1.4334294373603982,1.9907520075246026,2.677266758232494,3.506268226155162,4.5508479498287215,6.091327756825182,8.941887697189692,15.056273865971967,28.47205052768128,99.43393449686637,56.50160598205904,19.77982142134296,454.3004279834555,14.667030221440339
3.18,0.6758477400295775,1.004214680315777,1.444167268968291,2.0094072959958074,2.707422399791106,3.5514387793668907,4.612153804526177,6.1623442162540885,8.999546916189676,15.048639384898374,28.308845846806932,98.7326434927491,56.22562698110902,19.978475659352917,454.13883734024125,14.73525838700151
3.19,0.6784810565419376,1.0098406106276847,1.454841181817109,2.0280201939952023,2.7376131437786366,3.596838091471873,4.6741074802082325,6.234824522406315,9.060082424792085,15.04595524355438,28.152878838230784,98.03950262568182,55.94773805229705,20.17758756500914,453.9777898802683,14.803174166281645
3.2,0.6810673922182896,1.0154053700062764,1.4654493673586146,2.046587527254912,2.7678337539134676,3.6424577322752665,4.736695766908561,6.308749540198476,9.123472030158075,15.048211654789426,28.00419407916278,97.35484324349125,55.66811702314163,20.37714312308568,453.8172793361783,14.870770614006322
3.21,0.6836065505697034,1.0209081109159814,1.4759900341198773,2.0651061286243397,2.7980789896583325,3.688289253892164,4.79990540884103,6.384099989802262,9.189693068939516,15.055397524203267,27.862833222548574,96.67899027267161,55.38694099415261,20.577128413931025,453.6572992113187,14.938040931614552
3.22,0.6860983627548755,1.0263480109332253,1.4864614088878043,2.0835728391893347,2.828343607111721,3.7343241913685894,4.863723105244749,6.460856449833429,9.258722417775896,15.067500474069739,27.728835031165993,96.01226217948766,55.10438626731198,20.777529625243808,453.49784278451995,15.004978473573225
3.23,0.6885426889523474,1.031724274185211,1.4968617379654574,2.1019845091434908,2.8586223592155005,3.780554062212098,4.9281355093676735,6.538999357186022,9.330536500893313,15.084506873477482,27.602235442053324,95.35497099137461,54.820628263258875,20.978333066902646,453.3389031170902,15.071576756269664
3.24,0.690939418838034,1.0370361322632973,1.5071892883981963,2.12033799911357,2.8889099970542613,3.826970367582698,4.993129230132288,6.6185090114505325,9.405111301237557,15.10640185890779,27.48306758856054,94.70742224246096,54.535841458795346,21.179525181907074,453.1804730567125,15.137829463338758
3.25,0.6932884723577746,1.042282845330013,1.5174423492496731,2.138630181388074,2.919201270852836,3.873564592985124,5.058690832917262,6.699365577685121,9.482422370092976,15.133169357634703,27.3713618370907,94.06991495009336,54.25019931989803,21.381092558878905,453.0225452424165,15.203730452246528
3.2600000000000002,0.6955898001787107,1.0474637030110143,1.527619232786998,2.1568579412985516,2.949490931285091,3.9203282094272387,5.124806841123961,6.7815490904549955,9.562444837875708,15.164792109144887,27.267145813292686,93.44274157060065,53.963874239401775,21.58302194280031,452.86511210875415,15.269273759473405
3.27,0.6978433838446366,1.0525780250900096,1.5377182755845153,2.1750181787447653,2.979773731073004,3.9672526750108474,5.191463738466259,6.8650394590325625,9.645153425988683,15.201251684713048,27.17044441857434,92.82618793627613,53.677037479119264,21.785300244142732,452.70816588924623,15.33445360441151
3.2800000000000002,0.7000492375510247,1.057625163380218,1.5477378402651085,2.1931078091894394,3.0100444252784078,4.014329434391199,5.258647967301197,6.949816465581467,9.730522451170899,15.242528515489628,27.081279903148303,92.22053332430391,53.389859098355636,21.987914558143324,452.5516986240848,15.399264400687901
