t,V,Na_c,Na_i,m,h1,h2,Ca_d,d_L,f_L1,f_L2,K_c,K_i,r,s,a_ur,i_ur,n,pa,Ca_c,Ca_i,O_C,O_TC,O_TMgC,O_TMgMg,O,Ca_rel,Ca_up,O_Calse,F1,F2
2.14,6.365987415e-314,9.50654114574e-312,9.336781482e-313,0.0,0.0,2.779814486575e-312,9.50654114574e-312,9.97338021976e-313,0.0,0.0,2.5e-323,9.50654114574e-312,1.018557979836e-312,0.0,0.0,2.2e-322,9.50654114574e-312,1.018557979767e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,1.230757559e-312,0.0,0.0,2.31297541256e-312,9.50654114574e-312,1.29441743278e-312,0.0,0.0
2.15,2.5e-323,9.50654114574e-312,1.31563739064e-312,0.0,0.0,2.2e-322,9.50654114574e-312,1.3156373905e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,1.527836969806e-312,0.0,0.0,2.33419537047e-312,9.50654114574e-312,1.591496843585e-312,0.0,0.0,2.5e-323,9.50654114574e-312,1.612716801445e-312,0.0,0.0,2.2e-322,9.50654114574e-312,1.612716801237e-312,0.0,0.0
2.16,6.365987415e-314,9.50654114574e-312,1.82491638061e-312,0.0,0.0,2.41907520211e-312,9.50654114574e-312,1.88857625439e-312,0.0,0.0,2.5e-323,9.50654114574e-312,1.90979621225e-312,0.0,0.0,2.2e-322,9.50654114574e-312,1.909796211972e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,2.121995791415e-312,0.0,0.0,2.100775833466e-312,9.50654114574e-312,2.185655665193e-312,0.0,0.0
2.17,2.5e-323,9.50654114574e-312,2.206875623053e-312,0.0,0.0,2.2e-322,9.50654114574e-312,2.20687562271e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,2.41907520222e-312,0.0,0.0,2.50395503375e-312,9.50654114574e-312,2.482735076e-312,0.0,0.0,2.5e-323,9.50654114574e-312,2.50395503386e-312,0.0,0.0,2.2e-322,9.50654114574e-312,2.503955033443e-312,0.0,0.0
2.18,6.365987415e-314,9.50654114574e-312,2.716154613023e-312,0.0,0.0,2.037115959737e-312,9.50654114574e-312,2.7798144868e-312,0.0,0.0,2.5e-323,9.50654114574e-312,2.80103444466e-312,0.0,0.0,2.2e-322,9.50654114574e-312,2.80103444418e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,3.01323402383e-312,0.0,0.0,2.843474360304e-312,9.50654114574e-312,3.076893897606e-312,0.0,0.0
2.19,2.5e-323,9.50654114574e-312,3.098113855466e-312,0.0,0.0,2.2e-322,9.50654114574e-312,3.098113854913e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,3.31031343463e-312,0.0,0.0,2.58883486539e-312,9.50654114574e-312,3.37397330841e-312,0.0,0.0,2.5e-323,9.50654114574e-312,3.39519326627e-312,0.0,0.0,2.2e-322,9.50654114574e-312,3.39519326565e-312,0.0,0.0
2.2,6.365987415e-314,9.50654114574e-312,3.607392845436e-312,0.0,0.0,2.864694318213e-312,9.50654114574e-312,3.671052719215e-312,0.0,0.0,2.5e-323,9.50654114574e-312,3.692272677075e-312,0.0,0.0,2.2e-322,9.50654114574e-312,3.692272676383e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,3.90447225624e-312,0.0,0.0,2.737374570755e-312,9.50654114574e-312,3.96813213002e-312,0.0,0.0
2.21,2.5e-323,9.50654114574e-312,3.98935208788e-312,0.0,0.0,2.2e-322,9.50654114574e-312,3.98935208712e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,4.201551667045e-312,0.0,0.0,3.03445398149e-312,9.50654114574e-312,4.265211540823e-312,0.0,0.0,2.5e-323,9.50654114574e-312,4.286431498684e-312,0.0,0.0,2.2e-322,9.50654114574e-312,4.286431497854e-312,0.0,0.0
2.22,4.2e-322,9.50654114574e-312,4.519851035764e-312,0.0,0.0,8.91238232615e-313,9.50654114574e-312,4.562290951633e-312,0.0,0.0,2.5e-323,9.50654114574e-312,4.583510909493e-312,0.0,0.0,2.3341953723e-313,9.50654114574e-312,4.583510908584e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,4.795710488654e-312,0.0,0.0,2.631274781207e-312,9.50654114574e-312,4.85937036243e-312,0.0,0.0
2.23,2.5e-323,9.50654114574e-312,4.88059032029e-312,0.0,0.0,2.2e-322,9.50654114574e-312,4.88059031932e-312,0.0,0.0,6.365987415e-314,9.50654114574e-312,2.75859452845e-313,0.0,0.0,3.0556739394e-312,9.50654114574e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.50654114574e-312,3.60739284484e-313,0.0,0.0,3.07689389731e-312,9.52776110365e-312,5.7293886366e-313,0.0,0.0
2.24,2.121995833e-314,9.52776110365e-312,7.21478569067e-313,0.0,0.0,1.591496843634e-312,9.52776110365e-312,7.8513844283e-313,0.0,0.0,2.5e-323,9.52776110365e-312,8.06358400705e-313,0.0,0.0,1.0609978977e-313,9.52776110365e-312,8.06358400666e-313,0.0,0.0,8.487983205e-314,9.52776110365e-312,9.9733802195e-313,0.0,0.0,2.121995833e-314,9.52776110365e-312,1.14587772736e-312,0.0,0.0
2.25,4.8805903233e-313,9.52776110365e-312,1.20953760112e-312,0.0,0.0,2.5e-323,9.52776110365e-312,1.230757558997e-312,0.0,0.0,2.1219957932e-313,9.52776110365e-312,1.230757558957e-312,0.0,0.0,1.0609978977e-313,9.52776110365e-312,1.25197751677e-312,0.0,0.0,3.09811385522e-312,9.52776110365e-312,1.421737180243e-312,0.0,0.0,2.121995833e-314,9.52776110365e-312,1.57027688565e-312,0.0,0.0
2.2600000000000002,4.8805903233e-313,9.52776110365e-312,1.633936759414e-312,0.0,0.0,2.5e-323,9.52776110365e-312,1.65515671729e-312,0.0,0.0,1.0609978977e-313,9.52776110365e-312,1.65515671725e-312,0.0,0.0,2.1219957932e-313,9.52776110365e-312,1.65515671705e-312,0.0,0.0,6.365987415e-314,9.52776110365e-312,2.75859452845e-313,0.0,0.0,3.11933381313e-312,9.52776110365e-312,3.39519326624e-313,0.0,0.0
2.27,1.93e-322,9.52776110365e-312,3.60739284484e-313,0.0,0.0,3.14055377104e-312,9.548981061567e-312,5.7293886366e-313,0.0,0.0,2.121995833e-314,9.548981061567e-312,7.21478569067e-313,0.0,0.0,1.591496843634e-312,9.548981061567e-312,7.8513844283e-313,0.0,0.0,2.5e-323,9.548981061567e-312,8.06358400705e-313,0.0,0.0,1.0609978977e-313,9.548981061567e-312,8.06358400666e-313,0.0,0.0
2.2800000000000002,8.487983205e-314,9.548981061567e-312,9.9733802195e-313,0.0,0.0,2.121995833e-314,9.548981061567e-312,1.14587772736e-312,0.0,0.0,6.365987377e-313,9.548981061567e-312,1.20953760112e-312,0.0,0.0,2.5e-323,9.548981061567e-312,1.230757558997e-312,0.0,0.0,2.1219957932e-313,9.548981061567e-312,1.230757558957e-312,0.0,0.0,1.0609978977e-313,9.548981061567e-312,1.25197751677e-312,0.0,0.0
2.29,3.16177372895e-312,9.548981061567e-312,1.421737180243e-312,0.0,0.0,2.121995833e-314,9.548981061567e-312,1.57027688565e-312,0.0,0.0,6.365987377e-313,9.548981061567e-312,1.633936759414e-312,0.0,0.0,2.5e-323,9.548981061567e-312,1.65515671729e-312,0.0,0.0,1.0609978977e-313,9.548981061567e-312,1.65515671725e-312,0.0,0.0,2.1219957932e-313,9.548981061567e-312,1.65515671705e-312,0.0,0.0
2.3000000000000003,6.365987415e-314,9.548981061567e-312,2.75859452845e-313,0.0,0.0,3.18299368686e-312,9.548981061567e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.548981061567e-312,3.60739284484e-313,0.0,0.0,3.07689389731e-312,9.57020101948e-312,5.7293886366e-313,0.0,0.0,2.121995833e-314,9.57020101948e-312,7.21478569067e-313,0.0,0.0,1.591496843634e-312,9.57020101948e-312,7.8513844283e-313,0.0,0.0
2.31,2.5e-323,9.57020101948e-312,8.06358400705e-313,0.0,0.0,1.0609978977e-313,9.57020101948e-312,8.06358400666e-313,0.0,0.0,8.487983205e-314,9.57020101948e-312,1.018557979866e-312,0.0,0.0,2.121995833e-314,9.57020101948e-312,1.167097685273e-312,0.0,0.0,1.0609978996e-313,9.57020101948e-312,1.230757559037e-312,0.0,0.0,2.5e-323,9.57020101948e-312,1.25197751691e-312,0.0,0.0
2.32,2.1219957932e-313,9.57020101948e-312,1.25197751687e-312,0.0,0.0,2.121995833e-314,9.57020101948e-312,1.42173718025e-312,0.0,0.0,1.2731974787e-313,9.57020101948e-312,1.48539705401e-312,0.0,0.0,2.5e-323,9.57020101948e-312,1.506617011887e-312,0.0,0.0,2.1219957932e-313,9.57020101948e-312,1.506617011783e-312,0.0,0.0,1.0609978977e-313,9.57020101948e-312,1.527836969594e-312,0.0,0.0
2.33,3.20421364477e-312,9.57020101948e-312,1.697596633133e-312,0.0,0.0,2.121995833e-314,9.57020101948e-312,1.84613633854e-312,0.0,0.0,1.0609978996e-313,9.57020101948e-312,1.909796212304e-312,0.0,0.0,2.5e-323,9.57020101948e-312,1.93101617018e-312,0.0,0.0,1.0609978977e-313,9.57020101948e-312,1.93101617014e-312,0.0,0.0,2.1219957932e-313,9.57020101948e-312,1.931016169877e-312,0.0,0.0
2.34,6.365987415e-314,9.57020101948e-312,2.75859452845e-313,0.0,0.0,3.225433602677e-312,9.57020101948e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.57020101948e-312,3.60739284484e-313,0.0,0.0,3.246653560587e-312,9.591420977396e-312,6.1537877948e-313,0.0,0.0,6.365987415e-314,9.591420977396e-312,8.27578358625e-313,0.0,0.0,3.18299368686e-312,9.591420977396e-312,8.91238232403e-313,0.0,0.0
2.35,2.5e-323,9.591420977396e-312,9.12458190263e-313,0.0,0.0,1.0609978977e-313,9.591420977396e-312,9.12458190214e-313,0.0,0.0,3.267873518497e-312,9.591420977396e-312,1.10343781152e-312,0.0,0.0,6.365987415e-314,9.591420977396e-312,1.31563739066e-312,0.0,0.0,3.225433602677e-312,9.591420977396e-312,1.37929726444e-312,0.0,0.0,2.5e-323,9.591420977396e-312,1.4005172223e-312,0.0,0.0
2.36,1.0609978977e-313,9.591420977396e-312,1.400517222254e-312,0.0,0.0,2.2e-322,9.591420977396e-312,1.400517222136e-312,0.0,0.0,3.289093476406e-312,9.591420977396e-312,1.612716801465e-312,0.0,0.0,6.365987415e-314,9.591420977396e-312,1.82491638061e-312,0.0,0.0,3.11933381313e-312,9.591420977396e-312,1.88857625439e-312,0.0,0.0,2.5e-323,9.591420977396e-312,1.90979621225e-312,0.0,0.0
2.37,1.0609978977e-313,9.591420977396e-312,1.9097962122e-312,0.0,0.0,2.2e-322,9.591420977396e-312,1.90979621197e-312,0.0,0.0,6.365987415e-314,9.591420977396e-312,2.75859452845e-313,0.0,0.0,3.310313434316e-312,9.591420977396e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.591420977396e-312,3.60739284484e-313,0.0,0.0,4.2e-322,9.61264093531e-312,6.36598737393e-313,0.0,0.0
2.38,2.185655665104e-312,9.61264093531e-312,7.0025861117e-313,0.0,0.0,2.5e-323,9.61264093531e-312,7.2147856903e-313,0.0,0.0,2.121995833e-314,9.61264093531e-312,8.91238232383e-313,0.0,0.0,1.591496843634e-312,9.61264093531e-312,9.54898106147e-313,0.0,0.0,2.5e-323,9.61264093531e-312,9.7611806402e-313,0.0,0.0,4.2e-322,9.61264093531e-312,1.188317643173e-312,0.0,0.0
2.39,2.779814486575e-312,9.61264093531e-312,1.25197751695e-312,0.0,0.0,2.5e-323,9.61264093531e-312,1.27319747481e-312,0.0,0.0,2.3341953723e-313,9.61264093531e-312,1.273197474757e-312,0.0,0.0,4.2e-322,9.61264093531e-312,1.50661701189e-312,0.0,0.0,2.291755454653e-312,9.61264093531e-312,1.57027688567e-312,0.0,0.0,2.5e-323,9.61264093531e-312,1.59149684353e-312,0.0,0.0
2.4,4.2e-322,9.61264093531e-312,1.803696422696e-312,0.0,0.0,2.291755454653e-312,9.61264093531e-312,1.867356296474e-312,0.0,0.0,2.5e-323,9.61264093531e-312,1.888576254335e-312,0.0,0.0,1.0609978977e-313,9.61264093531e-312,1.888576254265e-312,0.0,0.0,2.121995833e-314,9.61264093531e-312,2.03711595977e-312,0.0,0.0,8.27578358887e-313,9.61264093531e-312,2.100775833535e-312,0.0,0.0
2.41,2.5e-323,9.61264093531e-312,2.12199579141e-312,0.0,0.0,1.0609978977e-313,9.61264093531e-312,2.12199579127e-312,0.0,0.0,4.2e-322,9.61264093531e-312,2.355415328475e-312,0.0,0.0,2.249315538833e-312,9.61264093531e-312,2.419075202254e-312,0.0,0.0,2.5e-323,9.61264093531e-312,2.440295160114e-312,0.0,0.0,2.3341953723e-313,9.61264093531e-312,2.44029515991e-312,0.0,0.0
2.42,2.1219957932e-313,9.61264093531e-312,2.44029515979e-312,0.0,0.0,1.0609978977e-313,9.61264093531e-312,2.461515117623e-312,0.0,0.0,2.121995833e-314,9.61264093531e-312,2.67371469721e-312,0.0,0.0,1.591496843634e-312,9.61264093531e-312,2.737374570973e-312,0.0,0.0,2.5e-323,9.61264093531e-312,2.75859452885e-312,0.0,0.0,4.2e-322,9.61264093531e-312,2.970794108e-312,0.0,0.0
2.43,2.779814486575e-312,9.61264093531e-312,3.034453981777e-312,0.0,0.0,2.5e-323,9.61264093531e-312,3.055673939637e-312,0.0,0.0,2.2e-322,9.61264093531e-312,3.055673939583e-312,0.0,0.0,4.2e-322,9.61264093531e-312,3.289093476718e-312,0.0,0.0,2.779814486575e-312,9.61264093531e-312,3.352753350496e-312,0.0,0.0,2.5e-323,9.61264093531e-312,3.373973308356e-312,0.0,0.0
2.44,2.3341953723e-313,9.61264093531e-312,3.373973308223e-312,0.0,0.0,4.2e-322,9.61264093531e-312,3.607392845436e-312,0.0,0.0,2.291755454653e-312,9.61264093531e-312,3.671052719215e-312,0.0,0.0,2.5e-323,9.61264093531e-312,3.692272677075e-312,0.0,0.0,2.121995833e-314,9.61264093531e-312,3.862032340426e-312,0.0,0.0,8.27578358887e-313,9.61264093531e-312,3.92569221419e-312,0.0,0.0
2.45,2.5e-323,9.61264093531e-312,3.946912172065e-312,0.0,0.0,4.2e-322,9.61264093531e-312,4.159111751216e-312,0.0,0.0,2.249315538833e-312,9.61264093531e-312,4.222771624994e-312,0.0,0.0,2.5e-323,9.61264093531e-312,4.243991582854e-312,0.0,0.0,2.2e-322,9.61264093531e-312,4.2439915828e-312,0.0,0.0,1.0609978977e-313,9.61264093531e-312,4.265211540636e-312,0.0,0.0
2.46,4.2e-322,9.61264093531e-312,4.49863107785e-312,0.0,0.0,2.249315538833e-312,9.61264093531e-312,4.56229095163e-312,0.0,0.0,2.5e-323,9.61264093531e-312,4.58351090949e-312,0.0,0.0,2.3341953723e-313,9.61264093531e-312,4.583510909275e-312,0.0,0.0,2.2e-322,9.61264093531e-312,4.583510909073e-312,0.0,0.0,2.3341953723e-313,9.61264093531e-312,4.604730866493e-312,0.0,0.0
2.47,6.365987415e-314,9.61264093531e-312,2.75859452845e-313,0.0,0.0,3.331533392226e-312,9.61264093531e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.61264093531e-312,3.60739284484e-313,0.0,0.0,2.121995833e-314,9.633860893225e-312,5.5171890575e-313,0.0,0.0,1.25197751708e-312,9.633860893225e-312,6.15378779513e-313,0.0,0.0,2.5e-323,9.633860893225e-312,6.3659873739e-313,0.0,0.0
2.48,2.121995833e-314,9.633860893225e-312,8.06358400725e-313,0.0,0.0,1.25197751708e-312,9.633860893225e-312,8.7001827449e-313,0.0,0.0,2.5e-323,9.633860893225e-312,8.91238232364e-313,0.0,0.0,3.352753350135e-312,9.633860893225e-312,1.082217853605e-312,0.0,0.0,2.2e-322,9.633860893225e-312,1.08221785355e-312,0.0,0.0,2.3341953723e-313,9.633860893225e-312,1.1034378114e-312,0.0,0.0
2.49,6.365987415e-314,9.633860893225e-312,2.75859452845e-313,0.0,0.0,3.373973308045e-312,9.633860893225e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.633860893225e-312,3.60739284484e-313,0.0,0.0,6.365987415e-314,9.65508085114e-312,6.1537877948e-313,0.0,0.0,3.373973308045e-312,9.65508085114e-312,6.79038653257e-313,0.0,0.0,2.5e-323,9.65508085114e-312,7.00258611117e-313,0.0,0.0
2.5,6.365987415e-314,9.65508085114e-312,9.12458190283e-313,0.0,0.0,3.373973308045e-312,9.65508085114e-312,9.7611806406e-313,0.0,0.0,2.5e-323,9.65508085114e-312,9.9733802192e-313,0.0,0.0,1.0609978977e-313,9.65508085114e-312,9.97338021852e-313,0.0,0.0,6.365987415e-314,9.65508085114e-312,2.75859452845e-313,0.0,0.0,3.395193265955e-312,9.65508085114e-312,3.39519326624e-313,0.0,0.0
2.5100000000000002,1.93e-322,9.65508085114e-312,3.60739284484e-313,0.0,0.0,4.2e-322,9.676300809055e-312,6.1537877948e-313,0.0,0.0,2.31297541256e-312,9.676300809055e-312,6.79038653257e-313,0.0,0.0,2.5e-323,9.676300809055e-312,7.00258611117e-313,0.0,0.0,6.365987415e-314,9.676300809055e-312,9.12458190283e-313,0.0,0.0,3.395193265955e-312,9.676300809055e-312,9.7611806406e-313,0.0,0.0
2.52,2.5e-323,9.676300809055e-312,9.9733802192e-313,0.0,0.0,1.0609978977e-313,9.676300809055e-312,9.97338021852e-313,0.0,0.0,2.121995833e-314,9.676300809055e-312,1.167097685273e-312,0.0,0.0,2.121995791375e-312,9.676300809055e-312,1.230757559037e-312,0.0,0.0,2.5e-323,9.676300809055e-312,1.25197751691e-312,0.0,0.0,2.121995833e-314,9.676300809055e-312,1.400517222334e-312,0.0,0.0
2.5300000000000002,1.591496843634e-312,9.676300809055e-312,1.464177096097e-312,0.0,0.0,2.5e-323,9.676300809055e-312,1.48539705397e-312,0.0,0.0,2.1219957932e-313,9.676300809055e-312,1.48539705392e-312,0.0,0.0,1.0609978977e-313,9.676300809055e-312,1.506617011684e-312,0.0,0.0,6.365987415e-314,9.676300809055e-312,2.75859452845e-313,0.0,0.0,3.416413223864e-312,9.676300809055e-312,3.39519326624e-313,0.0,0.0
2.54,1.93e-322,9.676300809055e-312,3.60739284484e-313,0.0,0.0,2.121995833e-314,9.69752076697e-312,5.9415882158e-313,0.0,0.0,8.27578358887e-313,9.69752076697e-312,6.57818695343e-313,0.0,0.0,2.5e-323,9.69752076697e-312,6.7903865322e-313,0.0,0.0,2.121995833e-314,9.69752076697e-312,8.2757835864e-313,0.0,0.0,2.121995791375e-312,9.69752076697e-312,8.91238232403e-313,0.0,0.0
2.5500000000000003,2.5e-323,9.69752076697e-312,9.1245819028e-313,0.0,0.0,2.1219957932e-313,9.69752076697e-312,9.12458190224e-313,0.0,0.0,2.801034444484e-312,9.69752076697e-312,1.103437811524e-312,0.0,0.0,1.0609978977e-313,9.69752076697e-312,1.103437811406e-312,0.0,0.0,4.2e-322,9.69752076697e-312,1.31563739066e-312,0.0,0.0,2.41907520211e-312,9.69752076697e-312,1.37929726444e-312,0.0,0.0
2.56,2.5e-323,9.69752076697e-312,1.4005172223e-312,0.0,0.0,1.0609978977e-313,9.69752076697e-312,1.40051722214e-312,0.0,0.0,4.2e-322,9.69752076697e-312,1.612716801465e-312,0.0,0.0,7.6391848516e-313,9.69752076697e-312,1.655156717333e-312,0.0,0.0,2.5e-323,9.69752076697e-312,1.676376675194e-312,0.0,0.0,1.0609978977e-313,9.69752076697e-312,1.676376674966e-312,0.0,0.0
2.57,4.2e-322,9.69752076697e-312,1.90979621227e-312,0.0,0.0,2.48273507584e-312,9.69752076697e-312,1.973456086047e-312,0.0,0.0,2.5e-323,9.69752076697e-312,1.99467604391e-312,0.0,0.0,2.3341953723e-313,9.69752076697e-312,1.994676043606e-312,0.0,0.0,6.365987415e-314,9.69752076697e-312,2.75859452845e-313,0.0,0.0,3.437633181774e-312,9.69752076697e-312,3.39519326624e-313,0.0,0.0
2.58,1.93e-322,9.69752076697e-312,3.60739284484e-313,0.0,0.0,3.458853139683e-312,9.718740724884e-312,5.7293886366e-313,0.0,0.0,2.121995833e-314,9.718740724884e-312,7.21478569067e-313,0.0,0.0,2.121995791375e-312,9.718740724884e-312,7.8513844283e-313,0.0,0.0,2.5e-323,9.718740724884e-312,8.06358400705e-313,0.0,0.0,1.0609978977e-313,9.718740724884e-312,8.06358400666e-313,0.0,0.0
2.59,8.487983205e-314,9.718740724884e-312,9.9733802195e-313,0.0,0.0,2.121995833e-314,9.718740724884e-312,1.14587772736e-312,0.0,0.0,1.018557980073e-312,9.718740724884e-312,1.20953760112e-312,0.0,0.0,2.5e-323,9.718740724884e-312,1.230757558997e-312,0.0,0.0,2.1219957932e-313,9.718740724884e-312,1.230757558957e-312,0.0,0.0,1.0609978977e-313,9.718740724884e-312,1.25197751677e-312,0.0,0.0
2.6,3.480073097593e-312,9.718740724884e-312,1.421737180243e-312,0.0,0.0,2.121995833e-314,9.718740724884e-312,1.57027688565e-312,0.0,0.0,1.018557980073e-312,9.718740724884e-312,1.633936759414e-312,0.0,0.0,2.5e-323,9.718740724884e-312,1.65515671729e-312,0.0,0.0,1.0609978977e-313,9.718740724884e-312,1.65515671725e-312,0.0,0.0,2.1219957932e-313,9.718740724884e-312,1.65515671705e-312,0.0,0.0
2.61,6.365987415e-314,9.718740724884e-312,2.75859452845e-313,0.0,0.0,3.501293055503e-312,9.718740724884e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.718740724884e-312,3.60739284484e-313,0.0,0.0,3.52251301341e-312,9.7399606828e-312,5.94158821564e-313,0.0,0.0,2.121995833e-314,9.7399606828e-312,7.4269852698e-313,0.0,0.0,2.12199579507e-313,9.7399606828e-312,7.85138442835e-313,0.0,0.0
2.62,2.5e-323,9.7399606828e-312,8.0635840071e-313,0.0,0.0,1.0609978977e-313,9.7399606828e-312,8.0635840066e-313,0.0,0.0,6.365987415e-314,9.7399606828e-312,2.75859452845e-313,0.0,0.0,2.12199579507e-313,9.7399606828e-312,3.18299368714e-313,0.0,0.0,1.93e-322,9.7399606828e-312,3.39519326574e-313,0.0,0.0,6.365987415e-314,9.761180640713e-312,4.24399158247e-313,0.0,0.0
2.63,1.8e-322,9.761180640713e-312,4.24399158213e-313,0.0,0.0,1.93e-322,9.7399606828e-312,3.39519326574e-313,0.0,0.0,6.365987415e-314,9.761180640713e-312,4.24399158247e-313,0.0,0.0,1.8e-322,9.761180640713e-312,4.24399158213e-313,0.0,0.0,2.5e-323,9.69752076697e-312,1.4005172223e-312,0.0,0.0,1.0609978977e-313,9.69752076697e-312,1.40051722214e-312,0.0,0.0
2.64,4.2e-322,9.69752076697e-312,1.612716801465e-312,0.0,0.0,7.6391848516e-313,9.69752076697e-312,1.655156717333e-312,0.0,0.0,2.5e-323,9.69752076697e-312,1.676376675194e-312,0.0,0.0,1.0609978977e-313,9.69752076697e-312,1.676376674966e-312,0.0,0.0,4.2e-322,9.69752076697e-312,1.90979621227e-312,0.0,0.0,2.48273507584e-312,9.69752076697e-312,1.973456086047e-312,0.0,0.0
2.65,2.5e-323,9.69752076697e-312,1.99467604391e-312,0.0,0.0,2.3341953723e-313,9.69752076697e-312,1.994676043606e-312,0.0,0.0,6.365987415e-314,9.69752076697e-312,2.75859452845e-313,0.0,0.0,3.437633181774e-312,9.69752076697e-312,3.39519326624e-313,0.0,0.0,1.93e-322,9.69752076697e-312,3.60739284484e-313,0.0,0.0,3.458853139683e-312,9.718740724884e-312,5.7293886366e-313,0.0,0.0
2.66,2.121995833e-314,9.718740724884e-312,7.21478569067e-313,0.0,0.0,2.121995791375e-312,9.718740724884e-312,7.8513844283e-313,0.0,0.0,2.5e-323,9.718740724884e-312,8.06358400705e-313,0.0,0.0,1.0609978977e-313,9.718740724884e-312,8.06358400666e-313,0.0,0.0,8.487983205e-314,9.718740724884e-312,9.9733802195e-313,0.0,0.0,2.121995833e-314,9.718740724884e-312,1.14587772736e-312,0.0,0.0
2.67,1.018557980073e-312,9.718740724884e-312,1.20953760112e-312,0.0,0.0,2.5e-323,9.718740724884e-312,1.230757558997e-312,0.0,0.0,2.1219957932e-313,9.718740724884e-312,1.230757558957e-312,0.0,0.0,1.0609978977e-313,9.718740724884e-312,1.25197751677e-312,0.0,0.0,3.480073097593e-312,9.718740724884e-312,1.421737180243e-312,0.0,0.0,2.121995833e-314,9.718740724884e-312,1.57027688565e-312,0.0,0.0
2.68,1.018557980073e-312,9.718740724884e-312,1.633936759414e-312,0.0,0.0,2.5e-323,9.718740724884e-312,1.65515671729e-312,0.0,0.0,1.0609978977e-313,9.718740724884e-312,1.65515671725e-312,0.0,0.0,2.1219957932e-313,9.718740724884e-312,1.65515671705e-312,0.0,0.0,6.365987415e-314,9.718740724884e-312,2.75859452845e-313,0.0,0.0,3.501293055503e-312,9.718740724884e-312,3.39519326624e-313,0.0,0.0
2.69,1.93e-322,9.718740724884e-312,3.60739284484e-313,0.0,0.0,3.52251301341e-312,9.7399606828e-312,5.94158821564e-313,0.0,0.0,2.121995833e-314,9.7399606828e-312,7.4269852698e-313,0.0,0.0,2.12199579507e-313,9.7399606828e-312,7.85138442835e-313,0.0,0.0,2.5e-323,9.7399606828e-312,8.0635840071e-313,0.0,0.0,1.0609978977e-313,9.7399606828e-312,8.0635840066e-313,0.0,0.0
2.7,6.365987415e-314,9.7399606828e-312,2.75859452845e-313,0.0,0.0,2.12199579507e-313,9.7399606828e-312,3.18299368714e-313,0.0,0.0,1.93e-322,9.7399606828e-312,3.39519326574e-313,0.0,0.0,6.365987415e-314,9.761180640713e-312,4.24399158247e-313,0.0,0.0,1.8e-322,9.761180640713e-312,4.24399158213e-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
