t,V,Kc,Ki,Nai,y,x,Cai,s,m,h,d,f,f2,Ca_up,Ca_rel,p
2.54,-75.08829168644097,4.02179765681673,139.9947755844232,8.007259508861324,0.5954131867930123,0.01129766273358014,3.8541483010100756e-05,0.9929444562156107,0.01721988228799502,0.7977064147140109,2.0059630986484805e-06,0.9999934534230409,0.9652177037504884,2.0036080837150583,0.9570492780552015,0.9999946460415209
2.5500000000000003,-74.81082851042362,4.0218923946152145,139.9947480809251,8.007294541858762,0.5969791242029501,0.01140619908467837,3.886481666503944e-05,0.9930369305318881,0.01784087394193435,0.789080728994889,2.1488324503829947e-06,0.9999929450545473,0.965092252467876,2.001707420638915,0.9619779338434,0.9999942730732923
2.56,-74.52128430434789,4.021980188151173,139.9947212776283,8.007329591562472,0.5984896037783695,0.011523812578082888,3.920491236533436e-05,0.9931203892777034,0.018511566182360856,0.7798847400076334,2.308699991318516e-06,0.9999923727662298,0.9649575567820743,1.9998220695247446,0.9668661555797597,0.9999938587561578
2.57,-74.21828376509073,4.022060318843976,139.99469526000783,8.007364649605206,0.5999429542243758,0.011651006269598498,3.9563716662589665e-05,0.9931947709385347,0.019239008658044468,0.7700603411202135,2.4886449750393226e-06,0.9999917245689844,0.9648132560564082,1.9979520050107267,0.9717138721450681,0.9999933962193083
2.58,-73.90021899584656,4.022131992479306,139.99467012252566,8.007399711470198,0.6013372015416112,0.011788373955973366,3.994351360764666e-05,0.9932599537733497,0.02003173148405097,0.759541154444185,2.692522073432348e-06,0.9999909853831643,0.9646589094897476,1.996097211882477,0.9765209689655945,0.9999928770176183
2.59,-73.56519414828698,4.022194325588167,139.99464597020696,8.007434777944821,0.6026700089972366,0.011936617318218956,4.03470037457556e-05,0.9933157461840493,0.020900132402771825,0.7482509797046082,2.9251897056720827e-06,0.9999901360806736,0.9644939827329417,1.9942576867788113,0.981287280144978,0.9999922906707814
2.6,-73.2109534685779,4.022246328535958,139.99462292059314,8.007469857097027,0.6039386005863088,0.012096567701410215,4.077740889090731e-05,0.993361874131886,0.021856961770016645,0.736101856448094,3.1929039684523757e-06,0.9999891519637184,0.9643178311121838,1.9924334402987445,0.9860125786309518,0.9999916240251633
2.61,-72.83478089776806,4.022286883793649,139.99460110624702,8.007504967246952,0.6051396574340824,0.012269215164993737,4.123861490420598e-05,0.9933979638392563,0.022918231191901107,0.7229915658150128,3.5037821199394864e-06,0.9999880006941086,0.9641296773821814,1.9906244997507212,0.99069656329729,0.9999908603297195
2.62,-72.43336459248167,4.02231471859057,139.99458067789973,8.007540141200861,0.6062691808216771,0.012455746269547189,4.173536091697457e-05,0.993423518774443,0.024104146392259385,0.70880046573551,3.86860365850742e-06,0.9999866392188322,0.9639285830590597,1.9888309126537251,0.9953388424276615,0.999989977946479
2.63,-72.00260879368648,4.022328369669243,139.99456180849694,8.00757543243106,0.6073223103211728,0.012657593822819828,4.2273502659916905e-05,0.9934378887430115,0.025440796532842678,0.6933873840914254,4.301930544475568e-06,0.9999850089751213,0.963713411589218,1.9870527511853466,0.9999389123941127,0.9999889484632123
2.64,-71.53736104884254,4.02232613652461,139.9945446985562,8.0076109245273,0.6082930674500532,0.01287650552858605,4.286038497390034e-05,0.9934402261536628,0.02696242076217683,0.6765841417087952,4.823912728668397e-06,0.9999830284852544,0.9634827782962885,1.9852901181535219,1.0044961288388394,0.999987733840403
2.65,-71.03100011490862,4.022306016479051,139.9945295835916,8.007646746113132,0.6091739819925376,0.013114642202816303,4.350539293361133e-05,0.9934294220836014,0.02871506633154828,0.6581878783159772,5.463189423693121e-06,0.9999805812703519,0.9632349802375106,1.9835431552812106,1.0090096663540622,0.9999862819317977
2.66,-70.47481727615283,4.022265617655974,139.99451674403716,8.007683094404447,0.6099555572249775,0.013374714850730536,4.422075763057925e-05,0.9934040147147314,0.03076233226359027,0.6379506380993765,6.261776912497681e-06,0.9999774955400389,0.9629679015340743,1.9818120542515805,1.013478463975169,0.9999845194266054
2.67,-69.85699693327236,4.022202029895881,139.9945065199371,8.007720275618812,0.6106254277560119,0.013660195193254789,4.502284080040796e-05,0.9933620451548322,0.03319514058177044,0.6155637043288011,7.283859231826827e-06,0.9999735075173838,0.9626788726029643,1.9800970729759657,1.0179011440713712,0.999982339743433
2.68,-69.16089673230826,4.02211163330164,139.99449933267806,8.007758776085485,0.6111670151806234,0.013975641325596045,4.593421113115728e-05,0.9933008278152987,0.03614894417142239,0.5906338322823216,8.632275881978196e-06,0.9999681926852338,0.9623644618362668,1.9783985593966018,1.0222758921166968,0.9999795817014715
2.69,-68.36190011808868,4.021989794058792,139.9944957194313,8.007799397539225,0.6115572167946896,0.01432723813687932,4.6987245036902806e-05,0.9932165569539643,0.039836745265076544,0.5626443401796468,1.0482351908187717e-05,0.9999608248529823,0.9620201481853331,1.9767169884948856,1.0266002672279244,0.999975988829197
2.7,-67.42115890366014,4.021830351242586,139.99449639111273,8.007843536391173,0.6117621390807089,0.014723754093598666,4.823079789512003e-05,0.9931035837117058,0.044618273830367615,0.5308867026547521,1.315856851044784e-05,0.999950058753105,0.9616397808299585,1.975053022690267,1.0308708883250506,0.9999711251307962
2.71,-66.27148286711446,4.021624663448332,139.99450233977646,8.007893836662076,0.611728293904043,0.01517841856560562,4.9743903077565915e-05,0.9929529331164003,0.051165353436820875,0.4943260008672764,1.7334372911614447e-05,0.9999331097975915,0.9612146131620907,1.9734076185947778,1.0350828703496755,0.9999641774804975
2.72,-64.77940275259465,4.02135959153862,139.99451506524665,8.007956008726605,0.6113614275869815,0.015713159877761645,5.166808567535156e-05,0.9927487642429218,0.06093821339491323,0.4512922059684163,2.467020266406709e-05,0.999903180710931,0.9607313859737396,1.9717822363310988,1.039228699272353,0.9999534040448868
2.73,-62.60861550694686,4.021012235707643,139.9945371647699,8.008045614859789,0.6104610147049949,0.01637063785662166,5.430274299974845e-05,0.9924575166643939,0.07806170402328907,0.3985723904342766,4.0671685020849016e-05,0.999838315592783,0.9601678459071037,1.9701793228605375,1.0432955836381872,0.9999340756449863
2.74,-58.29627982873977,4.0205291419396865,139.99457465576475,8.00823583786177,0.6083757110927901,0.017268930590931916,5.8548154550977704e-05,0.9919714371048798,0.12393550068333191,0.3269614538467591,0.00010184428023842923,0.999603508040338,0.9594784576499717,1.9686038327832582,1.047256946449195,0.9998839114977572
2.75,17.269539964288313,4.022748793287403,139.99431222118156,8.012392544047147,0.5032642668768559,0.026353935278940616,0.00020111676990994089,0.9001289191908988,0.9936334999613724,0.0005102447780195405,0.9444604095036694,0.8350612588519138,0.9577005931014816,1.9671602464443305,1.0502538439501032,0.9820015467397634
2.7600000000000002,3.7056201073743575,4.036374244069851,139.9927757318087,8.012354619369978,0.29961347873274086,0.04797868828724798,0.0019000383009266444,0.6654826628681766,0.9825990876513979,5.594179083520737e-07,0.9615392287881455,0.5065220150175728,0.9215459580127584,1.9693747174730936,0.98048690924601,0.9341103697493764
2.77,-2.123604462120333,4.043433445079685,139.99196039048064,8.01243396230991,0.19602718252312232,0.06408619107964665,0.004557249194136741,0.5138481716849088,0.9727052589919165,1.299820443530157e-06,0.9243498823477302,0.30746904139757036,0.7878181054558382,1.9833770619808408,0.8230075818757484,0.8885659273129733
2.7800000000000002,-5.789043719923783,4.046559146806879,139.99157811604047,8.012468448867908,0.13409359889845363,0.07790561448338507,0.006219712167027872,0.4110712224942633,0.9636618100623014,2.2286779364611044e-06,0.8859464940618602,0.1872128715147005,0.6125221332941967,2.0075147855331648,0.6831962903316524,0.8452686653838148
2.79,-8.851689416214326,4.047769044357057,139.99140700091314,8.012474572581862,0.09483856757278378,0.0901287532891538,0.007061005323179434,0.33958306613016687,0.9537405613650047,3.552660123202627e-06,0.8395662364569961,0.11513216792919925,0.45821942560729795,2.0371141446858867,0.5670480919406464,0.8041348893075227
2.8000000000000003,-11.490117344439005,4.048020631078044,139.9913417857649,8.012473517253687,0.0690160746175961,0.10106836421818279,0.007346453418847918,0.28891809220547177,0.94295778303275,5.392401379549068e-06,0.7845639821577108,0.07281337021051726,0.34440812829018524,2.068848481194418,0.4714698116181877,0.7651017612672527
2.81,-13.771373327284206,4.047798732681982,139.99132916366463,8.012477597073966,0.05148007022190185,0.11095109961177302,0.007270339577563503,0.2521810027163346,0.9315691915394312,7.83493349059384e-06,0.7228355642224992,0.049197354464167765,0.2679668700643014,2.10058034701787,0.39302357028086293,0.7281265025782149
2.82,-15.766921066704493,4.047349518166608,139.9913420581094,8.0124935237142,0.03923771458949936,0.11994785043643805,0.006966670620868414,0.22488641155973327,0.9197276454228439,1.0973486355305894e-05,0.6568529155379065,0.03764267449211885,0.21956651074246164,2.131002471560511,0.3286880897667207,0.6931844408406937
2.83,-17.540726031942135,4.046800327404669,139.9913664493341,8.012525144694692,0.03048705689746816,0.12818588716986362,0.006527041075726443,0.20414628331595083,0.9074887004597868,1.4923596059539152e-05,0.5890379348461144,0.034170575637958306,0.1905146724502639,2.1593633105207273,0.2759288833476304,0.6602676545259455
2.84,-19.13993023393193,4.046219221061234,139.9913948274697,8.012574817607016,0.024105195115405008,0.13576114084580373,0.00601387212191379,0.18808040181617053,0.8948816838803646,1.9819263731864744e-05,0.5216795417840696,0.03641007986933812,0.17442851758621358,2.1852771365399555,0.23265321572597386,0.6293836557600552
2.85,-20.595584292444922,4.045643734182302,139.9914230328795,8.012643980554978,0.01936947126375493,0.14274851017893977,0.005469410433870837,0.17543413111844255,0.8819579455088681,2.579811393008876e-05,0.45690470356411783,0.04294968806069292,0.16704822552511198,2.2085953576528876,0.19714558907774463,0.600552642918009
2.86,-21.927370614390394,4.045094913514841,139.99144871488716,8.012733350605554,0.01580152731896749,0.14920906695569774,0.004921846506896952,0.16534611914585406,0.8688046116996101,3.2984358611809405e-05,0.3965355759190365,0.05293163143255116,0.1656473213051402,2.229319798469782,0.16800570181303898,0.5738025358673358
2.87,-23.148519277250823,4.0445844500501495,139.99147054942114,8.012842971389285,0.013077097611554235,0.15519450635080467,0.004389542451359464,0.15720934652588492,0.8555339350445111,4.1476382704747505e-05,0.3418949391699318,0.0658002555333213,0.1685076145080839,2.2475444891545058,0.14409419789863692,0.5491622490793454
2.88,-24.26962187801284,4.044118502433803,139.99148782004698,8.012972209796024,0.010971958067336274,0.16074961247334307,0.003883993317494275,0.15058685252340848,0.8422599094827663,5.134460727923438e-05,0.29367980742202415,0.0811555595720305,0.17454706262007444,2.2634168543934243,0.12448694245778393,0.5266547285544301
2.89,-25.30119816485512,4.043699864784602,139.99150018060377,8.013119745582223,0.00932844213368725,0.16591343988379764,0.0034119174313328154,0.14515913440093148,0.8290707456074612,6.264417423608311e-05,0.2519673011261934,0.09868141137336663,0.18307806655405112,2.2771120944762706,0.10843721807926113,0.5062918029688692
2.9,-26.255235800040726,4.043329258115314,139.99150751385716,8.013283573302633,0.008034082438063823,0.17071972619762737,0.002976735349526789,0.14069021143016744,0.8160029451208282,7.544505429838188e-05,0.21633731639022089,0.11812646681007585,0.19365607758731815,2.288816516448316,0.09534481800650334,0.48807272603229934
2.91,-27.14598443474773,4.043006128583306,139.9915098441272,8.013461023065004,0.007007682908951739,0.17519687333753933,0.002579610864220889,0.13700511651813826,0.8030205566288724,8.988007298516812e-05,0.18605070933967968,0.1393202334665383,0.2059860277653799,2.298716878684401,0.08473120835875092,0.4719874537818429
2.92,-27.990230673934178,4.04272915488921,139.9915072817187,8.013648802619388,0.006190019076122539,0.17936772590812755,0.0022201830388335494,0.13397450387457407,0.790000922865726,0.00010621008489674208,0.16022427322091035,0.16221025412307624,0.21986435143607866,2.306993727145289,0.0762195447411071,0.45802471801018607
2.93,-28.807232277615356,4.042496574715414,139.99149998712923,8.013843056949424,0.005537561571143119,0.18324928004192412,0.0018970769644327807,0.1315039367773364,0.7767265158751927,0.00012490714734816286,0.1379678252536771,0.18691005069979774,0.2351430363815078,2.3138173478452093,0.06951874872076187,0.4461840553905071
2.94,-29.618442045593053,4.042306396981793,139.9914881477315,8.014039439898813,0.005018184572245831,0.18685241462415997,0.001608266048477617,0.1295262484676459,0.7628811541275009,0.00014676198979391707,0.11847636882673059,0.21375078535431052,0.25170726037121366,2.319345412651965,0.06441045072138187,0.4364905335571548
2.95,-30.447125298918525,4.042156542608206,139.99147196226036,8.014233190515313,0.004608203434752798,0.19018169757113818,0.0013513464907831435,0.12799593768029993,0.748048181156775,0.00017303256044722546,0.10108506427831772,0.24333245847298693,0.26946141100348897,2.3237217436219217,0.060737360416936025,0.42901093369774934
2.96,-31.31794212046991,4.042044942279628,139.99145162998425,8.014419209037667,0.004290330664907635,0.19323529785375024,0.001123777011029844,0.12688493714804605,0.7317083785242005,0.00020566770228634863,0.08529826751501338,0.27657040461338134,0.2883200731315482,2.3270759177678917,0.05839121374029206,0.42387021231144084
2.97,-32.25649263321233,4.0419696124720135,139.99142734222394,8.014592139356564,0.004052276783799455,0.19600502444483325,0.0009231285780076247,0.1261793138436579,0.7132373971814404,0.00024766567374343316,0.07080135452098871,0.3147265094706792,0.30820120339333174,2.329523667558985,0.05729806073661564,0.4212667783718158
2.98,-33.28865842328028,4.04192872620708,139.99139927440078,8.014746495326156,0.0038858118223836498,0.19847653287414233,0.0007473616009227148,0.12587660213337606,0.6919078006906374,0.00030366629068036044,0.05745885430310183,0.359393902080977,0.3290187978349643,2.3311681954914314,0.057399065860220075,0.4214837104144699
2.99,-34.43929947681553,4.0419206896688245,139.9913675773772,8.01487692107972,0.0037861556273060654,0.20062981381290332,0.0005950797167798141,0.1259835364997788,0.6669114302070661,0.00038092372480920574,0.04529790201304676,0.4123590755670575,0.35067269494448977,2.3321024922756006,0.05862752293083379,0.4248898422971104
3.0,-35.729664696812506,4.041944227109772,139.9913323678136,8.01497871971265,0.003751581628661661,0.20244020759237474,0.00046560250712884756,0.12651395670010007,0.637431882626384,0.0004908646201049777,0.03447095879575078,0.47519818440735895,0.37303494153203576,2.332412353482567,0.06088826120024472,0.43191994235627934
3.0100000000000002,-37.17332403025786,4.041998462126871,139.9912937188625,8.015048717817631,0.0037831151990885916,0.20388028010552944,0.00035864890079117997,0.1274867193606994,0.6027983549919,0.0006514672574224501,0.025189164951307113,0.5484423170591924,0.3959364483032667,2.3321790206088715,0.06405108354064842,0.4430210927431478
3.02,-38.772195516553076,4.042082971528949,139.99125165385217,8.015086235681034,0.0038842257069614796,0.2049226928566565,0.000273618401032029,0.1289237533260995,0.5627084783960438,0.0008907465208778121,0.017625497466116875,0.630363901676786,0.41916255133053226,2.331479831615737,0.06796644297082889,0.4585623354462833
3.0300000000000002,-40.51647501927073,4.042197800734517,139.9912061442167,8.01509353996243,0.004060508276370205,0.2055434771999872,0.00020887062090483007,0.13084898149014043,0.517411044812345,0.0012518827170767209,0.011815464784008089,0.7160462685381941,0.44246549208764324,2.3303860223789234,0.0724957936244428,0.47873155607466605
3.04,-42.39191706277574,4.042343483302825,139.9911571069579,8.015075191392315,0.0043195345946578515,0.20572421759044593,0.00016154739501157556,0.13328931800867735,0.46768086588689506,0.0018015092214963648,0.007611417792856022,0.7979119713548156,0.4655923126010226,2.3289588441165816,0.07753655431754672,0.5034672852707588
3.0500000000000003,-44.39358030629146,4.042521180002019,139.9911043887807,8.015036404674795,0.004671222866156996,0.20545150391650532,0.00012804547832768448,0.13627892796592742,0.4145282932811015,0.002645172107742963,0.004724359957500477,0.8681763911547875,0.48831605911915954,2.3272464917555524,0.0830286571525914,0.5324605763660022
3.06,-46.540719022734045,4.042733096967438,139.9910477190275,8.014981240863824,0.005129132298333451,0.20471307817704446,0.00010473346794293001,0.139867684745689,0.3588239772078764,0.003959127189801406,0.0028199313395920193,0.9218640384197225,0.5104573487947532,2.325283537565925,0.08894601467090792,0.5652193497026555
3.0700000000000003,-48.886765743481256,4.042983327094424,139.99098661512846,8.01491145274256,0.005713066462541169,0.2034916474374789,8.84776762388921e-05,0.14413495806832025,0.3011701576882845,0.006057683147015853,0.0016021805176964538,0.9582634893043996,0.5318916131148654,2.323092713130325,0.09528327833678037,0.6011555391692927
3.08,-51.51822681843185,4.043279152705069,139.99092023598777,8.014826435312308,0.006453363225558976,0.20175861590325367,7.684456367369806e-05,0.1492104160148846,0.24231378769222822,0.00953434160099838,0.0008495934806493881,0.980121844655892,0.552545247866094,2.320687846828903,0.10204479448405092,0.6396486954781752
3.09,-54.53296806526291,4.043632504109613,139.9908472169429,8.014724615087033,0.007397139035378949,0.19947131471429783,6.807758449242684e-05,0.15530281046801517,0.18412923073112603,0.015545934976467607,0.0004099223572087085,0.9916815567838677,0.5723862916403295,2.318076956358464,0.1092372730307877,0.680044143070772
3.1,-57.99287471911812,4.044060428056961,139.9907656138199,8.014606228089512,0.008616254549068881,0.19657827143516238,6.099013202174952e-05,0.16273324815677623,0.1303845984580376,0.02634083006479954,0.00017637193926394704,0.9969900066703031,0.5914136728102202,2.315265202462308,0.11686477847799337,0.7215649353823744
3.11,-61.87874162210977,4.044582364007252,139.9906732022105,8.014475602054269,0.010216227124480283,0.1930335861242627,5.48564692776605e-05,0.17196297463983576,0.08566916419567662,0.04612949444316126,6.760275605552634e-05,0.9990648596280084,0.6096467399300459,2.31225784448453,0.1249242656655496,0.7631898051513658
3.12,-66.09521851052632,4.0452120901730675,139.9905683727843,8.01434008727916,0.012345921022108162,0.18881227395700637,4.930719909122552e-05,0.1836072997084946,0.05265848783208433,0.08229573177542555,2.3589141950485855e-05,0.9997465551953197,0.627115739172787,2.3090630668298355,0.133401288201885,0.803634882167057
3.13,-70.50791704900251,4.045943433355008,139.9904517278236,8.014206558458724,0.01520798499862137,0.18391686008976246,4.4215596555751916e-05,0.19843304488611865,0.0308178013229471,0.14648132716111503,7.760892359616701e-06,0.9999371931424778,0.6438541068788839,2.3056939687485882,0.1422672406584667,0.8415155249612915
3.14,-74.94432005900876,4.046730169096387,139.99032833644134,8.014079253864741,0.019063225863163676,0.1783784256975954,3.959583417088943e-05,0.21731257794190748,0.01761751060772677,0.2533381585798723,2.5164850506502957e-06,0.9999846752346033,0.6598932739588581,2.3021691032425755,0.15147949026324659,0.875590457562327
3.15,-79.15672963048563,4.047467790902841,139.99020979814253,8.01395984226072,0.02420532822267415,0.17226292557176262,3.5538687703352365e-05,0.24104917068407378,0.010209021294171262,0.41136761651946113,8.552625230462015e-07,0.9999959751563983,0.6752596323802051,2.2985116710454934,0.1609842764599959,0.9049578895274788
3.16,-82.82758632112008,4.048003539444312,139.99011317345776,8.013848267973815,0.03087243061028711,0.16568376085338943,3.2167224348111925e-05,0.269993219993663,0.00628731988788701,0.6033107844345637,3.30268168170322e-07,0.9999987492470642,0.6899729346385087,2.2947478629651714,0.17072136622099593,0.9291719063983738
3.17,-85.68592590850874,4.048200211378249,139.99005391365904,8.013743539302283,0.03910895477027504,0.1588042361371961,2.957436179924216e-05,0.3036006683629164,0.004289222968301236,0.779692044364509,1.559448402039776e-07,0.9999995012803053,0.7040463332330831,2.290904699849204,0.18062954105252463,0.9482881686501912
3.18,-87.6556123891133,4.04801387846001,139.99003718531313,8.013644414224341,0.04869311400806801,0.15181183587280372,2.7753615931488928e-05,0.34039374956973406,0.003288206042402182,0.8970687608563097,9.24200845421343e-08,0.9999997372932694,0.717488859364642,2.287007656491663,0.1906519814813234,0.9628095612119973
3.19,-88.86732619878525,4.047502890312517,139.99005678860655,8.013549888713232,0.05922683442177604,0.14487506671669126,2.658655596316641e-05,0.3785120626871658,0.0027899231986366606,0.9549569021230687,6.677358201770883e-08,0.9999998236598688,0.7303096210905416,2.2830786545360793,0.20074026696796707,0.9735149777846046
3.2,-89.53955317794929,4.046770420781183,139.99010147863828,8.013459339049634,0.07030290102175935,0.1381147779220564,2.589944979002701e-05,0.4163649737184995,0.002546140498638537,0.9778217512374278,5.5654221361020104e-08,0.9999998591173739,0.7425212283253624,2.2791350658067278,0.21085603834005368,0.9812473442838127
3.21,-89.870111375428,4.045910879050715,139.99016090472009,8.013372424925663,0.08160871170773966,0.13160219500671486,2.5528718110754445e-05,0.4529107410324256,0.002433996263525918,0.9857660130111984,5.081306105903995e-08,0.9999998742920776,0.7541408437874071,2.275189809885409,0.22097052883480856,0.986762592124452
3.22,-89.99826642450611,4.044990737555757,139.9902277558401,8.013288955049198,0.09294153619681417,0.12537163433649548,2.535205859337261e-05,0.4875991267639516,0.0023917820395297877,0.9883697347430404,4.897565123765345e-08,0.9999998802526139,0.7651893619227746,2.2712520972559083,0.23106294972668986,0.9906686202666104
3.23,-90.01047244490823,4.044050964170745,139.99029751210438,8.013208802478838,0.10418247280050397,0.1194345177014502,2.528944290353053e-05,0.520207077527526,0.0023877234296635673,0.9891663476958718,4.869443539629454e-08,0.999999881587708,0.7756899598160507,2.267328328715143,0.24111863105813058,0.993424728701601
3.24,-89.95714012340801,4.043115055186444,139.99036756938239,8.013131865967257,0.11526620287329545,0.11378950005786446,2.5292386587453928e-05,0.5506978839339671,0.002405054356970738,0.9893262081047222,4.9272645660373604e-08,0.9999998804161546,0.7856668096843795,2.2634228853113525,0.2511273840985416,0.995366098348169
3.25,-89.86683900242919,4.042195913026301,139.99043648626446,8.013058055187386,0.1261588486538238,0.10842863083294979,2.5332740527241423e-05,0.5791306865537958,0.002434738706380679,0.9892346029182411,5.035379029687852e-08,0.9999998777945006,0.7951441828048463,2.2595387345388662,0.26108221914930246,0.9967327590093862
3.2600000000000002,-89.75559984253887,4.041300367235622,139.99050348831827,8.01298728559745,0.13684424050913999,0.10334079940442863,2.5394509022333305e-05,0.6056093082492454,0.0024718191769257003,0.9890272104141057,5.174774510009572e-08,0.9999998742774611,0.8041459045344133,2.255677866223194,0.27097839982117744,0.9976948770519405
3.27,-89.63242127179986,4.040431854002528,139.9905681740993,8.01291947664564,0.14731598956484784,0.09851358414901004,2.5468676684747628e-05,0.6302551158597517,0.002513533910516735,0.9887576409006986,5.3350269770574394e-08,0.9999998701662434,0.8126950528590294,2.2518415969903285,0.2808127656671438,0.9983724662171801
3.2800000000000002,-89.50238413930911,4.039591931626249,139.99063034884162,8.012854551038574,0.15757306073699645,0.09393421977480006,2.5550163613697834e-05,0.6531932162841078,0.0025583237797716348,0.9884498302465725,5.510325097593977e-08,0.9999998656276532,0.8208138081105211,2.248030780124389,0.29058325479532493,0.9988499523846703
3.29,-89.36838600595598,4.0387811238656806,139.99068993190127,8.012792434342112,0.1676173237185315,0.08959009417108886,2.5636091435753994e-05,0.6745456851827829,0.002605297951606585,0.9881156705065324,5.697403321730731e-08,0.9999998607549075,0.8285233903742711,2.244245949822155,0.30028856958246325,0.9991866685218052
3.3000000000000003,-89.23209755252468,4.037999384278882,139.99074690579374,8.012733054707644,0.17745220798379022,0.08546899411855398,2.572481664576286e-05,0.6944284655175975,0.0026539421393262735,0.9877614308411387,5.894435602735632e-08,0.9999998555997708,0.8358440465465838,2.2404874200814717,0.30992794401232104,0.9994242983349036
3.31,-89.09449606953403,4.0372463546520425,139.99080128782782,8.012676342660146,0.18708195474819228,0.08155922057147515,2.581539003845807e-05,0.7129501122642863,0.002703956530873956,0.9873905668729135,6.100422679848101e-08,0.9999998501902593,0.8427950640093317,2.2367553528611284,0.31950098141238226,0.9995921358197059
3.3200000000000003,-88.95616214263441,4.036521508232788,139.99085311438054,8.012622230929704,0.19651120248874446,0.07784963396307706,2.5907256514241585e-05,0.7302114863900392,0.0027551671786120724,0.9870049844624936,6.314850219814697e-08,0.9999998445404753,0.8493947985468981,2.2330498050250553,0.329007541627613,0.9997107797029605
3.33,-88.8174457884632,4.035824229525631,139.99090243213126,8.012570654314668,0.20574475618701793,0.07432966295622608,2.6000087880314217e-05,0.746305913784106,0.002807471063831107,0.9866057157555733,6.537493226706101e-08,0.9999998386561944,0.855660709280771,2.229370760638646,0.3384476628247713,0.9997947151224572
3.34,-88.67856343714269,4.035153860538676,139.99094929297672,8.0125215495688,0.21478745395969173,0.07098929522435546,2.6093685891594107e-05,0.7613195494911686,0.0028608056796109033,0.9861932842176975,6.76830107796827e-08,0.9999998325381758,0.8616093964936405,2.225718153632935,0.34782150632160325,0.9998541471068755
3.35,-88.53965137166473,4.034509725926111,139.99099375126042,8.012474855306218,0.22364409503936966,0.06781905786014364,2.6187929266372742e-05,0.7753318443375287,0.0029151552964686383,0.9857679038496675,7.007332614277546e-08,0.9999998261840078,0.867256640467464,2.222091883309959,0.35712931864910524,0.9998962701941015
3.36,-88.4007966857554,4.033891147309342,139.99103586219,8.01243051192365,0.23231939930700496,0.06480999435302365,2.6282743369833422e-05,0.7884160231629866,0.0029704843539881676,0.9853295998459785,7.254715709974826e-08,0.9999998195892627,0.8726174387908013,2.218491824985325,0.36637140542504326,0.9999261470827882
3.37,-88.26205709198176,4.0332974520246525,139.99107568086066,8.012388461513728,0.24081798386677938,0.06195363571768928,2.6378080734929806e-05,0.8006396055912949,0.0030267923200876824,0.9848782796423452,7.510625793005504e-08,0.9999998127481179,0.8777060493290819,2.2149178377978527,0.3755481121437276,0.9999473596095191
3.38,-88.12347131584549,4.032727977789403,139.9911132617387,8.012348647823874,0.24914434975810607,0.059241981826110686,2.6473911107391524e-05,0.8120647822035528,0.00308407904769321,0.9844137733951268,7.775270472046409e-08,0.9999998056537827,0.8825360156034168,2.211369769737757,0.38465981177021974,0.999962429011603
3.39,-87.9850660204777,4.032182075136638,139.99114865837393,8.012311016171195,0.25730287779440647,0.05666746914367867,2.6570214866950853e-05,0.8227489252849458,0.0031423483540195434,0.9839358605784493,8.048881142375961e-08,0.999999798298742,0.8871202121560786,2.2078474615236114,0.39370689516280377,0.9999731453340591
3.4,-87.84685951082322,4.031659108747441,139.9911819232452,8.012275513398102,0.26529782581486416,0.054222950194862195,2.6666979519482576e-05,0.8327449394846084,0.003201607024428809,0.9834442840555213,8.331708629941231e-08,0.9999997906748782,0.8914708719972989,2.2043507489993135,0.4026897651436311,0.9999807706293257
3.41,-87.70886436712802,4.031158458120819,139.99121310767418,8.012242087816494,0.27313332861924555,0.051901669573635706,2.676419726029397e-05,0.8421016399149251,0.003261863954383555,0.9829387599049889,8.624019917586497e-08,0.99999978277356,0.8955996192679634,2.200879465018227,0.4116088318353608,0.9999862002653455
3.42,-87.5710888864586,4.030679517713232,139.99124226179853,8.012210689157172,0.28081339945115413,0.04969724260428866,2.68618636666378e-05,0.8508640735920954,0.003323129734768443,0.9824189826301578,8.926096889148116e-08,0.9999997745856805,0.8995174984737999,2.1974334406171594,0.4204645097540657,0.9999900643546532
3.43,-87.43353825495933,4.030221696907023,139.99126943456235,8.012181268515656,0.28834193216454995,0.04760363233289843,2.6959976652946596e-05,0.859073860189373,0.003385416244849349,0.9818846292218991,9.238235096378601e-08,0.9999997661016823,0.9032350060125075,2.1940125060437428,0.4292572152648619,0.9999928167934371
3.44,-87.29621507947336,4.029784419754731,139.99129467373353,8.012153778306123,0.2957227038312461,0.04561513024445519,2.705853601946555e-05,0.8667694667282232,0.0034487365707902905,0.9813353606941655,9.560743792255335e-08,0.9999997573115597,0.9067621167603512,2.1906164913095085,0.4379873652123892,0.9999947836589053
3.45,-87.15911965567675,4.029367124651871,139.99131802592998,8.012128172220615,0.3029593774492326,0.0437263397366739,2.7157543252140478e-05,0.8739864327483167,0.0035131048982972313,0.9807708225433958,9.893946071071009e-08,0.9999997482048485,0.910108307133855,2.1872452264873616,0.44665537618516493,0.99999618956939
3.46,-87.02225038693716,4.028969264017883,139.99133953664344,8.012104405182393,0.3100555049009505,0.0419321576628725,2.725700118427743e-05,0.8807576187945564,0.0035785365104741905,0.9801906453956298,1.0238179489042223e-07,0.9999997387706068,0.9132825810202317,2.1838985420966432,0.4552616635635452,0.9999971918900274
