t,Vm,h
6.22,0.9364931227429019,0.8474739530959275
6.23,0.9365054896077518,0.8474174567156214
6.24,0.9365174708600134,0.8473609641016151
6.25,0.9365290754864956,0.8473044752536576
6.26,0.9365403119792495,0.8472479901714977
6.2700000000000005,0.9365511883702572,0.8471915088548844
6.28,0.9365617128857399,0.8471350313035667
6.29,0.9365718935747431,0.8470785575172936
6.3,0.9365817383114352,0.847022087495814
6.3100000000000005,0.9365912548010425,0.8469656212388771
6.32,0.9366004505857843,0.8469091587462318
6.33,0.9366093330508087,0.8468527000176274
6.34,0.936617909430127,0.8467962450528126
6.3500000000000005,0.9366261868125499,0.8467397938515366
6.36,0.9366341721476219,0.8466833464135487
6.37,0.9366418722514966,0.8466269027385979
6.38,0.9366492934838206,0.8465704628264333
6.390000000000001,0.9366564419676886,0.8465140266768041
6.4,0.9366633239378105,0.8464575942894594
6.41,0.9366699454919979,0.8464011656641486
6.42,0.9366763125957231,0.8463447408006206
6.43,0.9366824310866783,0.846288319698625
6.44,0.9366883066793339,0.8462319023579106
6.45,0.9366939449694986,0.8461754887782269
6.46,0.9366993514388773,0.8461190789593233
6.47,0.9367045314596305,0.8460626729009488
6.48,0.9367094902989335,0.8460062706028528
6.49,0.9367142331197381,0.8459498720647849
6.5,0.9367187646826453,0.8458934772864941
6.51,0.936723089659913,0.8458370862677298
6.5200000000000005,0.9367272127727023,0.8457806990082415
6.53,0.9367311386385696,0.8457243155077785
6.54,0.9367348717749535,0.8456679357660902
6.55,0.9367384166026599,0.8456115597829262
6.5600000000000005,0.9367417774493487,0.8455551875580357
6.57,0.9367449585530195,0.8454988190911683
6.58,0.9367479640654974,0.8454424543820733
6.59,0.9367507980559194,0.8453860934305005
6.6000000000000005,0.9367534645142203,0.8453297362361991
6.61,0.9367559673440957,0.8452733827989188
6.62,0.9367583101158163,0.8452170331184092
6.63,0.9367604963930884,0.8451606871944196
6.640000000000001,0.9367625297501494,0.8451043450266997
6.65,0.9367644136829156,0.8450480066149992
6.66,0.9367661516116438,0.8449916719590677
6.67,0.9367677468835925,0.8449353410586546
6.68,0.9367692027756841,0.8448790139135097
6.69,0.9367705224971659,0.8448226905233827
6.7,0.9367717091922713,0.8447663708880232
6.71,0.9367727659428824,0.8447100550071809
6.72,0.9367736957711904,0.8446537428806055
6.73,0.9367745016208479,0.8445974345080467
6.74,0.9367751861302026,0.8445411298892542
6.75,0.9367757520008578,0.844484829023978
6.76,0.9367762019380346,0.8444285319119677
6.7700000000000005,0.9367765385894464,0.844372238552973
6.78,0.9367767645474838,0.8443159489467439
6.79,0.9367768823513987,0.84425966309303
6.8,0.9367768944894882,0.8442033809915814
6.8100000000000005,0.9367768034012799,0.8441471026421479
6.82,0.936776611479715,0.8440908280444791
6.83,0.9367763210733338,0.8440345571983252
6.84,0.9367759344884588,0.843978290103436
6.8500000000000005,0.9367754539913802,0.8439220267595614
6.86,0.9367748818105393,0.8438657671664513
6.87,0.936774220103267,0.8438095113238558
6.88,0.9367734706427054,0.8437532592315249
6.890000000000001,0.9367726353449202,0.8436970108892083
6.9,0.9367717161622201,0.8436407662966563
6.91,0.9367707150044602,0.8435845254536188
6.92,0.9367696337405608,0.8435282883598458
6.93,0.9367684742000263,0.8434720550150875
6.94,0.9367672381744647,0.8434158254190939
6.95,0.9367659274191067,0.843359599571615
6.96,0.9367645436543245,0.843303377472401
6.97,0.9367630885671515,0.8432471591212021
6.98,0.936761563812801,0.8431909445177682
6.99,0.9367599710161855,0.8431347336618498
7.0,0.9367583117734357,0.8430785265531967
7.01,0.9367565876291828,0.8430223231915593
7.0200000000000005,0.9367547998971293,0.8429661235766879
7.03,0.9367529499762794,0.8429099277083325
7.04,0.9367510392767058,0.8428537355862435
7.05,0.9367490691781889,0.8427975472101712
7.0600000000000005,0.9367470410313471,0.8427413625798656
7.07,0.9367449561587663,0.8426851816950772
7.08,0.9367428158561293,0.8426290045555563
7.09,0.9367406213933454,0.8425728311610533
7.1000000000000005,0.9367383740156797,0.8425166615113183
7.11,0.9367360749448835,0.8424604956061019
7.12,0.9367337253803228,0.8424043334451543
7.13,0.9367313265001086,0.842348175028226
7.140000000000001,0.9367288794622262,0.8422920203550673
7.15,0.9367263853837201,0.8422358694254288
7.16,0.9367238452036891,0.8421797222390608
7.17,0.9367212599356777,0.8421235787957138
7.18,0.9367186306007357,0.8420674390951381
7.19,0.9367159581982876,0.8420113031370846
7.2,0.9367132437069563,0.8419551709213035
7.21,0.9367104880853879,0.8418990424475452
7.22,0.9367076922730756,0.8418429177155606
7.23,0.9367048571911836,0.8417867967251
7.24,0.9367019837433718,0.8417306794759141
7.25,0.9366990728166192,0.8416745659677535
7.26,0.9366961252820493,0.8416184562003686
7.2700000000000005,0.9366931419957527,0.8415623501735102
7.28,0.9366901237996126,0.841506247886929
7.29,0.9366870715014302,0.8414501493403755
7.3,0.9366839857656264,0.8413940545336005
7.3100000000000005,0.9366808673239801,0.8413379634663546
7.32,0.9366777169137785,0.8412818761383886
7.33,0.9366745352563224,0.8412257925494531
7.34,0.9366713230574981,0.8411697126992989
7.3500000000000005,0.9366680810083504,0.8411136365876768
7.36,0.9366648097856549,0.8410575642143374
7.37,0.9366615100524902,0.8410014955790318
7.38,0.9366581824588106,0.8409454306815105
7.390000000000001,0.9366548276420184,0.8408893695215245
7.4,0.936651446227536,0.8408333120988246
7.41,0.9366480388293794,0.8407772584131616
7.42,0.9366446060507292,0.8407212084642864
7.43,0.9366411484709338,0.8406651622519501
7.44,0.9366376665850216,0.8406091197759032
7.45,0.936634160926601,0.8405530810358969
7.46,0.9366306320287816,0.8404970460316821
7.47,0.9366270804132878,0.8404410147630097
7.48,0.936623506590886,0.8403849872296307
7.49,0.9366199110618112,0.840328963431296
7.5,0.9366162943161946,0.8402729433677568
7.51,0.9366126568344902,0.840216927038764
7.5200000000000005,0.9366089990879019,0.8401609144440687
7.53,0.9366053215388103,0.8401049055834219
7.54,0.9366016246412001,0.8400489004565745
7.55,0.936597908841087,0.839992899063278
7.5600000000000005,0.9365941745769443,0.8399369014032831
7.57,0.9365904222663496,0.8398809074763413
7.58,0.9365866522548559,0.8398249172822033
7.59,0.9365828649277153,0.8397689308206207
7.6000000000000005,0.9365790606709024,0.8397129480913443
7.61,0.9365752398623985,0.8396569690941256
7.62,0.936571402872517,0.8396009938287156
7.63,0.936567550064227,0.8395450222948655
7.640000000000001,0.9365636817934798,0.8394890544923267
7.65,0.9365597984095331,0.8394330904208502
7.66,0.9365559002552759,0.8393771300801877
7.67,0.9365519876675541,0.83932117347009
7.68,0.9365480609774945,0.8392652205903087
7.69,0.936544120510831,0.8392092714405951
7.7,0.9365401665882286,0.8391533260207004
7.71,0.9365361995256086,0.8390973843303761
7.72,0.9365322196288376,0.8390414463693735
7.73,0.9365282271263263,0.838985512137444
7.74,0.9365242222761929,0.8389295816343391
7.75,0.9365202053505564,0.8388736548598099
7.76,0.9365161766156548,0.8388177318136082
7.7700000000000005,0.9365121363320615,0.8387618124954852
7.78,0.9365080847548997,0.8387058969051926
7.79,0.9365040221340573,0.8386499850424818
7.8,0.9364999487144027,0.8385940769071041
7.8100000000000005,0.9364958647359999,0.8385381724988112
7.82,0.936491770434323,0.8384822718173548
7.83,0.936487666040472,0.8384263748624862
7.84,0.9364835517813878,0.838370481633957
7.8500000000000005,0.9364794278800669,0.8383145921315188
7.86,0.9364752945557775,0.8382587063549233
7.87,0.9364711520238377,0.838202824303922
7.88,0.9364670004631895,0.8381469459782667
7.890000000000001,0.9364628400529252,0.8380910713777088
7.9,0.9364586709853738,0.8380352005020002
7.91,0.9364544934488012,0.8379793333508925
7.92,0.9364503076275673,0.8379234699241372
7.930000000000001,0.9364461137022865,0.8378676102214865
7.94,0.9364419118499843,0.8378117542426917
7.95,0.9364377022442574,0.8377559019875047
7.96,0.9364334850554317,0.8377000534556772
7.97,0.9364292604507205,0.8376442086469612
7.98,0.9364250285943839,0.8375883675611083
7.99,0.936420789647887,0.8375325301978703
8.0,0.9364165437700583,0.8374766965569992
8.01,0.9364122911172484,0.8374208666382467
8.02,0.936408031843489,0.8373650404413647
8.03,0.9364037660814442,0.8373092179661051
8.040000000000001,0.9363994939488596,0.8372533992122199
8.05,0.9363952155820262,0.8371975841794608
8.06,0.9363909311144919,0.8371417728675798
8.07,0.9363866406770605,0.8370859652763291
8.08,0.9363823443979027,0.8370301614054604
8.09,0.9363780424026682,0.8369743612547257
8.1,0.9363737348145963,0.836918564823877
8.11,0.9363694217546271,0.8368627721126665
8.120000000000001,0.9363651033415135,0.836806983120846
8.13,0.9363607796919317,0.8367511978481678
8.14,0.9363564509205926,0.8366954162943836
8.15,0.9363521171403537,0.8366396384592458
8.16,0.9363477784623294,0.8365838643425064
8.17,0.9363434349960033,0.8365280939439176
8.18,0.9363390868403529,0.8364723272632314
8.19,0.9363347340735455,0.8364165643002
8.2,0.9363303767906567,0.8363608050545754
8.21,0.9363260150859074,0.8363050495261101
8.22,0.9363216490514954,0.836249297714556
8.23,0.9363172787776693,0.8361935496196655
8.24,0.936312904352803,0.8361378052411907
8.25,0.9363085258634691,0.8360820645788841
8.26,0.9363041433945141,0.8360263276324977
8.27,0.9362997570291314,0.8359705944017839
8.28,0.9362953668489362,0.8359148648864949
8.290000000000001,0.9362909729340394,0.8358591390863831
8.3,0.9362865753631219,0.8358034170012008
8.31,0.936282174213508,0.8357476986307004
8.32,0.9362777695612406,0.8356919839746342
8.33,0.9362733617933073,0.8356362730327546
8.34,0.9362689502464241,0.835580565804814
8.35,0.9362645354184146,0.8355248622905648
8.36,0.936260117371198,0.8354691624897593
8.370000000000001,0.9362556961660023,0.8354134664021502
8.38,0.9362512718633641,0.8353577740274899
8.39,0.9362468445231283,0.8353020853655307
8.4,0.9362424142044486,0.8352464004160253
8.41,0.9362379809657873,0.8351907191787261
8.42,0.9362335448649147,0.8351350416533857
8.43,0.9362291059589105,0.8350793678397566
8.44,0.9362246643041623,0.8350236977375912
8.45,0.9362202199563664,0.8349680313466423
8.46,0.9362157729705278,0.8349123686666625
8.47,0.9362113234009599,0.8348567096974043
8.48,0.9362068713002276,0.8348010544386205
8.49,0.9362024167046069,0.8347454028900635
8.5,0.9361979596579334,0.834689755051486
8.51,0.936193500208152,0.8346341109226408
8.52,0.9361890384023486,0.8345784705032806
8.53,0.9361845742867502,0.834522833793158
8.540000000000001,0.9361801079067242,0.8344672007920257
8.55,0.9361756393067794,0.8344115714996366
8.56,0.9361711685305649,0.8343559459157434
8.57,0.9361666956208711,0.8343003240400988
8.58,0.936162220619629,0.8342447058724556
8.59,0.9361577435679106,0.8341890914125667
8.6,0.9361532645059288,0.8341334806601849
8.61,0.9361487834730372,0.834077873615063
8.620000000000001,0.9361443005077305,0.8340222702769539
8.63,0.9361398156476438,0.8339666706456104
8.64,0.9361353289295538,0.8339110747207854
8.65,0.9361308403893773,0.8338554825022318
8.66,0.9361263500621725,0.8337998939897028
8.67,0.9361218579821382,0.833744309182951
8.68,0.9361173641813575,0.8336887280817293
8.69,0.9361128686873503,0.833633150685791
8.700000000000001,0.9361083715303786,0.8335775769948889
8.71,0.9361038727401885,0.833522007008776
8.72,0.9360993723456206,0.8334664407272053
8.73,0.9360948703746096,0.8334108781499301
8.74,0.9360903668541845,0.833355319276703
8.75,0.9360858618104688,0.8332997641072775
8.76,0.93608135526868,0.8332442126414065
8.77,0.9360768472531299,0.833188664878843
8.78,0.9360723377872248,0.8331331208193403
8.790000000000001,0.936067826893465,0.8330775804626515
8.8,0.9360633145934454,0.8330220438085296
8.81,0.9360588009078548,0.832966510856728
8.82,0.9360542858564764,0.8329109816069998
8.83,0.936049769458188,0.8328554560590982
8.84,0.9360452517309611,0.8327999342127763
8.85,0.9360407326918618,0.8327444160677876
8.86,0.9360362123570508,0.8326889016238851
8.870000000000001,0.9360316907417824,0.8326333908808221
8.88,0.9360271678809421,0.8325778838383521
8.89,0.9360226438160281,0.8325223804962282
8.9,0.9360181185665274,0.8324668808542037
8.91,0.9360135921513195,0.832411384912032
8.92,0.9360090645887055,0.8323558926694665
8.93,0.9360045358964079,0.8323004041262606
8.94,0.9360000060915712,0.8322449192821675
8.950000000000001,0.9359954751907614,0.8321894381369407
8.96,0.9359909432099663,0.8321339606903337
8.97,0.9359864101645954,0.8320784869420998
8.98,0.9359818760694797,0.8320230168919925
8.99,0.9359773409388721,0.8319675505397653
9.0,0.9359728047864471,0.8319120878851717
9.01,0.9359682676253007,0.8318566289279652
9.02,0.935963729467951,0.8318011736678992
9.03,0.9359591903263373,0.8317457221047273
9.040000000000001,0.935954650211821,0.8316902742382031
9.05,0.9359501091351848,0.83163483006808
9.06,0.9359455671066336,0.8315793895941118
9.07,0.9359410241370133,0.831523952816052
9.08,0.9359364802572648,0.8314685197336542
9.09,0.9359319354874711,0.831413090346672
9.1,0.9359273898403231,0.8313576646548592
9.11,0.9359228433281568,0.8313022426579693
9.120000000000001,0.9359182959629538,0.831246824355756
9.13,0.935913747756341,0.831191409747973
9.14,0.9359091987195902,0.8311359988343742
9.15,0.935904648863619,0.831080591614713
9.16,0.9359000981989902,0.8310251880887435
9.17,0.9358955467359118,0.8309697882562191
9.18,0.935890994484237,0.8309143921168939
9.19,0.9358864414534646,0.8308589996705215
9.200000000000001,0.9358818876527383,0.8308036109168557
9.21,0.9358773330908476,0.8307482258556504
9.22,0.9358727777762271,0.8306928444866596
9.23,0.9358682217169565,0.8306374668096369
9.24,0.9358636649207611,0.8305820928243363
9.25,0.9358591073950113,0.8305267225305116
9.26,0.9358545491467231,0.8304713559279168
9.27,0.9358499916179295,0.8304159930162155
9.28,0.935845431681073,0.8303606337953598
9.290000000000001,0.9358408710983729,0.8303052782649931
9.3,0.9358363098728982,0.8302499264248697
9.31,0.9358317480077184,0.8301945782747439
9.32,0.9358271855059025,0.8301392338143698
9.33,0.9358226223705198,0.8300838930435019
9.34,0.9358180586046396,0.8300285559618943
9.35,0.9358134942113311,0.8299732225693013
9.36,0.9358089291936634,0.8299178928654772
9.370000000000001,0.9358043635547059,0.8298625668501762
9.38,0.9357997972975276,0.8298072445231527
9.39,0.935795230425198,0.8297519258841607
9.4,0.935790662940786,0.8296966109329548
9.41,0.9357860948473612,0.829641299669289
9.42,0.9357815261479925,0.8295859920929176
9.43,0.9357769568457492,0.829530688203595
9.44,0.9357723869437008,0.8294753880010753
9.450000000000001,0.9357678164449161,0.829420091485113
9.46,0.9357632453524646,0.8293647986554621
9.47,0.9357586736752682,0.8293095095118774
9.48,0.9357541014244063,0.8292542240541135
9.49,0.935749528604034,0.8291989422819249
9.5,0.935744955218284,0.8291436641950659
9.51,0.9357403812712888,0.8290883897932907
9.52,0.9357358067671809,0.8290331190763538
9.53,0.9357312317100933,0.8289778520440093
9.540000000000001,0.9357266561041583,0.8289225886960118
9.55,0.9357220799535086,0.8288673290321155
9.56,0.9357175032622771,0.8288120730520747
9.57,0.9357129260345961,0.8287568207556437
9.58,0.9357083482745984,0.828701572142577
9.59,0.9357037699864166,0.8286463272126288
9.6,0.9356991911741833,0.8285910859655534
9.61,0.9356946118420312,0.8285358484011052
9.620000000000001,0.9356900319940928,0.8284806145190385
9.63,0.9356854516345009,0.8284253843191076
9.64,0.935680870767388,0.8283701578010669
9.65,0.935676289396887,0.8283149349646708
9.66,0.9356717075271301,0.8282597158096735
9.67,0.9356671251622503,0.8282045003358293
9.68,0.93566254230638,0.8281492885428925
9.69,0.935657958963652,0.8280940804306176
9.700000000000001,0.9356533751381988,0.8280388759987589
9.71,0.9356487908312567,0.8279836752470717
9.72,0.9356442060383462,0.8279284781753133
9.73,0.9356396207621871,0.8278732847832386
9.74,0.9356350350059777,0.8278180950706023
9.75,0.9356304487729158,0.8277629090371591
9.76,0.9356258620661996,0.8277077266826635
9.77,0.9356212748890268,0.8276525480068702
9.78,0.9356166872445956,0.827597373009534
9.790000000000001,0.935612099136104,0.8275422016904093
9.8,0.9356075105667498,0.8274870340492511
9.81,0.9356029215397311,0.8274318700858136
9.82,0.935598332058246,0.827376709799852
9.83,0.9355937421254924,0.8273215531911207
9.84,0.9355891517446683,0.8272664002593743
9.85,0.9355845609189716,0.8272112510043674
9.86,0.9355799696516003,0.8271561054258549
9.870000000000001,0.9355753779457525,0.8271009635235914
9.88,0.9355707858046262,0.8270458252973314
9.89,0.9355661932314192,0.8269906907468297
9.9,0.9355616002293298,0.826935559871841
9.91,0.9355570068015556,0.8268804326721197
9.92,0.9355524129512949,0.8268253091474208
9.93,0.9355478186817455,0.8267701892974987
9.94,0.9355432239961056,0.8267150731221081
9.950000000000001,0.9355386288953288,0.8266599606210044
9.96,0.9355340333671587,0.8266048517939459
9.97,0.9355294374105233,0.8265497466406883
9.98,0.9355248410270044,0.8264946451609867
9.99,0.9355202442181837,0.826439547354596
