t,x1,x2,x3,x4,x5,x6,x7,x8,x9
2.54,0.8000001041136462,1.43501256078812e-17,1.0159612791025051e-07,2.031922823372552,1.8286888118879175e-25,1.2585093262259556e-18,2.517018943573968e-09,5.034038534998398,3.770644086204271e-17
2.5500000000000003,0.8000001041136462,1.435012560788004e-17,1.0159612791022136e-07,2.031922823371969,1.8286888118872471e-25,1.2585093262260286e-18,2.5170189435741137e-09,5.03403853499869,3.770644086202937e-17
2.56,0.8000001041136462,1.4350125607878875e-17,1.015961279101922e-07,2.0319228233713855,1.8286888118865768e-25,1.2585093262261014e-18,2.5170189435742597e-09,5.034038534998981,3.7706440862016026e-17
2.57,0.8000001041136462,1.4350125607877713e-17,1.0159612791016304e-07,2.0319228233708024,1.8286888118859064e-25,1.2585093262261744e-18,2.5170189435744053e-09,5.034038534999272,3.7706440862002684e-17
2.58,0.8000001041136462,1.4350125607876548e-17,1.0159612791013389e-07,2.0319228233702193,1.828688811885236e-25,1.2585093262262472e-18,2.5170189435745513e-09,5.034038534999564,3.770644086198934e-17
2.59,0.8000001041136462,1.4350125607875386e-17,1.0159612791010473e-07,2.0319228233696363,1.8286888118845656e-25,1.2585093262263202e-18,2.517018943574697e-09,5.034038534999856,3.7706440861976e-17
2.6,0.8000001041136462,1.435012560787422e-17,1.0159612791007557e-07,2.031922823369053,1.8286888118838952e-25,1.258509326226393e-18,2.517018943574843e-09,5.034038535000147,3.7706440861962655e-17
2.61,0.8000001041136462,1.4350125607873057e-17,1.015961279100464e-07,2.0319228233684696,1.8286888118832248e-25,1.258509326226466e-18,2.5170189435749885e-09,5.034038535000439,3.770644086194931e-17
2.62,0.8000001041136462,1.4350125607871895e-17,1.0159612791001725e-07,2.0319228233678865,1.8286888118825544e-25,1.2585093262265388e-18,2.5170189435751345e-09,5.034038535000731,3.770644086193597e-17
2.63,0.8000001041136462,1.435012560787073e-17,1.0159612790998809e-07,2.0319228233673035,1.828688811881884e-25,1.2585093262266118e-18,2.51701894357528e-09,5.034038535001022,3.7706440861922627e-17
2.64,0.8000001041136462,1.4350125607869568e-17,1.0159612790995893e-07,2.0319228233667204,1.8286888118812133e-25,1.2585093262266846e-18,2.517018943575426e-09,5.034038535001313,3.7706440861909284e-17
2.65,0.8000001041136462,1.4350125607868404e-17,1.0159612790992978e-07,2.0319228233661373,1.828688811880543e-25,1.2585093262267576e-18,2.5170189435755716e-09,5.0340385350016055,3.770644086189594e-17
2.66,0.8000001041136462,1.4350125607867242e-17,1.0159612790990062e-07,2.031922823365554,1.8286888118798725e-25,1.2585093262268304e-18,2.5170189435757176e-09,5.034038535001897,3.77064408618826e-17
2.67,0.8000001041136462,1.4350125607866077e-17,1.0159612790987147e-07,2.0319228233649707,1.8286888118792021e-25,1.2585093262269034e-18,2.5170189435758632e-09,5.034038535002188,3.7706440861869255e-17
2.68,0.8000001041136462,1.4350125607864915e-17,1.015961279098423e-07,2.0319228233643876,1.8286888118785317e-25,1.2585093262269762e-18,2.5170189435760092e-09,5.03403853500248,3.770644086185591e-17
2.69,0.8000001041136462,1.435012560786375e-17,1.0159612790981314e-07,2.0319228233638045,1.8286888118778613e-25,1.2585093262270492e-18,2.517018943576155e-09,5.034038535002772,3.770644086184257e-17
2.7,0.8000001041136462,1.4350125607862586e-17,1.0159612790978398e-07,2.0319228233632214,1.828688811877191e-25,1.258509326227122e-18,2.5170189435763008e-09,5.034038535003063,3.7706440861829227e-17
2.71,0.8000001041136462,1.4350125607861424e-17,1.0159612790975483e-07,2.0319228233626383,1.8286888118765205e-25,1.258509326227195e-18,2.5170189435764464e-09,5.034038535003355,3.7706440861815884e-17
2.72,0.8000001041136462,1.435012560786026e-17,1.0159612790972567e-07,2.031922823362055,1.8286888118758501e-25,1.2585093262272678e-18,2.5170189435765924e-09,5.0340385350036465,3.770644086180254e-17
2.73,0.8000001041136462,1.4350125607859098e-17,1.0159612790969651e-07,2.0319228233614717,1.8286888118751797e-25,1.2585093262273408e-18,2.517018943576738e-09,5.034038535003938,3.77064408617892e-17
2.74,0.8000001041136462,1.4350125607857933e-17,1.0159612790966736e-07,2.0319228233608886,1.8286888118745093e-25,1.2585093262274136e-18,2.517018943576884e-09,5.034038535004229,3.770644086177586e-17
2.75,0.8000001041136462,1.435012560785677e-17,1.0159612790963819e-07,2.0319228233603055,1.828688811873839e-25,1.2585093262274866e-18,2.5170189435770295e-09,5.034038535004521,3.770644086176252e-17
2.7600000000000002,0.8000001041136462,1.4350125607855606e-17,1.0159612790960903e-07,2.0319228233597224,1.8286888118731683e-25,1.2585093262275594e-18,2.5170189435771755e-09,5.034038535004813,3.7706440861749176e-17
2.77,0.8000001041136462,1.435012560785444e-17,1.0159612790957987e-07,2.0319228233591393,1.828688811872498e-25,1.2585093262276323e-18,2.517018943577321e-09,5.034038535005104,3.770644086173583e-17
2.7800000000000002,0.8000001041136462,1.435012560785328e-17,1.0159612790955072e-07,2.0319228233585562,1.8286888118718275e-25,1.2585093262277051e-18,2.517018943577467e-09,5.034038535005396,3.770644086172249e-17
2.79,0.8000001041136462,1.4350125607852115e-17,1.0159612790952156e-07,2.0319228233579727,1.828688811871157e-25,1.2585093262277781e-18,2.5170189435776127e-09,5.0340385350056875,3.770644086170915e-17
2.8000000000000003,0.8000001041136462,1.4350125607850953e-17,1.015961279094924e-07,2.0319228233573896,1.8286888118704867e-25,1.258509326227851e-18,2.5170189435777587e-09,5.034038535005979,3.7706440861695804e-17
2.81,0.8000001041136462,1.4350125607849788e-17,1.0159612790946325e-07,2.0319228233568065,1.8286888118698163e-25,1.258509326227924e-18,2.5170189435779043e-09,5.03403853500627,3.770644086168246e-17
2.82,0.8000001041136462,1.4350125607848627e-17,1.0159612790943408e-07,2.0319228233562234,1.828688811869146e-25,1.2585093262279967e-18,2.5170189435780503e-09,5.034038535006562,3.770644086166912e-17
2.83,0.8000001041136462,1.4350125607847462e-17,1.0159612790940492e-07,2.0319228233556403,1.8286888118684755e-25,1.2585093262280697e-18,2.517018943578196e-09,5.034038535006854,3.7706440861655776e-17
2.84,0.8000001041136462,1.43501256078463e-17,1.0159612790937577e-07,2.031922823355057,1.8286888118678051e-25,1.2585093262281425e-18,2.517018943578342e-09,5.034038535007145,3.770644086164243e-17
2.85,0.8000001041136462,1.4350125607845135e-17,1.0159612790934661e-07,2.0319228233544737,1.8286888118671347e-25,1.2585093262282155e-18,2.5170189435784874e-09,5.034038535007437,3.770644086162909e-17
2.86,0.8000001041136462,1.435012560784397e-17,1.0159612790931745e-07,2.0319228233538906,1.8286888118664643e-25,1.2585093262282883e-18,2.5170189435786334e-09,5.034038535007729,3.770644086161575e-17
2.87,0.8000001041136462,1.435012560784281e-17,1.015961279092883e-07,2.0319228233533075,1.828688811865794e-25,1.2585093262283613e-18,2.517018943578779e-09,5.03403853500802,3.7706440861602404e-17
2.88,0.8000001041136462,1.4350125607841644e-17,1.0159612790925914e-07,2.0319228233527244,1.8286888118651233e-25,1.2585093262284341e-18,2.517018943578925e-09,5.034038535008312,3.770644086158906e-17
2.89,0.8000001041136462,1.4350125607840482e-17,1.0159612790922998e-07,2.0319228233521414,1.828688811864453e-25,1.2585093262285071e-18,2.5170189435790706e-09,5.034038535008603,3.770644086157572e-17
2.9,0.8000001041136462,1.4350125607839317e-17,1.0159612790920081e-07,2.031922823351558,1.8286888118637825e-25,1.25850932622858e-18,2.5170189435792166e-09,5.034038535008895,3.7706440861562376e-17
2.91,0.8000001041136462,1.4350125607838156e-17,1.0159612790917166e-07,2.0319228233509747,1.828688811863112e-25,1.2585093262286529e-18,2.517018943579362e-09,5.034038535009186,3.7706440861549033e-17
2.92,0.8000001041136462,1.435012560783699e-17,1.015961279091425e-07,2.0319228233503916,1.8286888118624417e-25,1.2585093262287257e-18,2.517018943579508e-09,5.034038535009478,3.770644086153569e-17
2.93,0.8000001041136462,1.4350125607835826e-17,1.0159612790911334e-07,2.0319228233498086,1.8286888118617713e-25,1.2585093262287987e-18,2.5170189435796538e-09,5.03403853500977,3.770644086152235e-17
2.94,0.8000001041136462,1.4350125607834664e-17,1.0159612790908419e-07,2.0319228233492255,1.828688811861101e-25,1.2585093262288715e-18,2.5170189435797998e-09,5.034038535010061,3.7706440861509005e-17
2.95,0.8000001041136462,1.43501256078335e-17,1.0159612790905503e-07,2.0319228233486424,1.8286888118604305e-25,1.2585093262289445e-18,2.5170189435799453e-09,5.034038535010353,3.770644086149566e-17
2.96,0.8000001041136462,1.4350125607832338e-17,1.0159612790902588e-07,2.031922823348059,1.82868881185976e-25,1.2585093262290173e-18,2.5170189435800913e-09,5.0340385350106445,3.770644086148232e-17
2.97,0.8000001041136462,1.4350125607831173e-17,1.015961279089967e-07,2.0319228233474758,1.8286888118590897e-25,1.2585093262290903e-18,2.517018943580237e-09,5.034038535010936,3.7706440861468976e-17
2.98,0.8000001041136462,1.435012560783001e-17,1.0159612790896755e-07,2.0319228233468927,1.8286888118584193e-25,1.258509326229163e-18,2.517018943580383e-09,5.034038535011227,3.7706440861455633e-17
2.99,0.8000001041136462,1.4350125607828847e-17,1.0159612790893839e-07,2.0319228233463096,1.828688811857749e-25,1.258509326229236e-18,2.517018943580529e-09,5.034038535011519,3.770644086144229e-17
3.0,0.8000001041136462,1.4350125607827685e-17,1.0159612790890924e-07,2.0319228233457265,1.8286888118570783e-25,1.2585093262293089e-18,2.5170189435806745e-09,5.034038535011811,3.770644086142895e-17
3.0100000000000002,0.8000001041136462,1.435012560782652e-17,1.0159612790888008e-07,2.031922823345143,1.8286888118564079e-25,1.2585093262293819e-18,2.5170189435808205e-09,5.034038535012102,3.7706440861415605e-17
3.02,0.8000001041136462,1.4350125607825355e-17,1.0159612790885092e-07,2.03192282334456,1.8286888118557375e-25,1.2585093262294547e-18,2.517018943580966e-09,5.034038535012394,3.770644086140226e-17
3.0300000000000002,0.8000001041136462,1.4350125607824194e-17,1.0159612790882177e-07,2.031922823343977,1.828688811855067e-25,1.2585093262295277e-18,2.517018943581112e-09,5.0340385350126855,3.770644086138892e-17
3.04,0.8000001041136462,1.435012560782303e-17,1.015961279087926e-07,2.0319228233433937,1.8286888118543967e-25,1.2585093262296005e-18,2.5170189435812577e-09,5.034038535012977,3.7706440861375576e-17
3.0500000000000003,0.8000001041136462,1.4350125607821867e-17,1.0159612790876344e-07,2.0319228233428106,1.8286888118537263e-25,1.2585093262296735e-18,2.5170189435814037e-09,5.034038535013269,3.7706440861362233e-17
3.06,0.8000001041136462,1.4350125607820702e-17,1.0159612790873428e-07,2.0319228233422275,1.8286888118530559e-25,1.2585093262297463e-18,2.5170189435815493e-09,5.03403853501356,3.770644086134889e-17
3.0700000000000003,0.8000001041136462,1.435012560781954e-17,1.0159612790870513e-07,2.031922823341644,1.8286888118523855e-25,1.2585093262298192e-18,2.5170189435816953e-09,5.034038535013852,3.770644086133555e-17
3.08,0.8000001041136462,1.4350125607818376e-17,1.0159612790867597e-07,2.031922823341061,1.828688811851715e-25,1.258509326229892e-18,2.517018943581841e-09,5.034038535014143,3.7706440861322205e-17
3.09,0.8000001041136462,1.4350125607817214e-17,1.0159612790864681e-07,2.031922823340478,1.8286888118510447e-25,1.258509326229965e-18,2.517018943581987e-09,5.034038535014435,3.770644086130886e-17
3.1,0.8000001041136462,1.435012560781605e-17,1.0159612790861766e-07,2.0319228233398947,1.8286888118503743e-25,1.2585093262300378e-18,2.5170189435821324e-09,5.0340385350147265,3.770644086129552e-17
3.11,0.8000001041136462,1.4350125607814884e-17,1.0159612790858849e-07,2.0319228233393116,1.8286888118497039e-25,1.2585093262301108e-18,2.5170189435822784e-09,5.034038535015018,3.7706440861282176e-17
3.12,0.8000001041136462,1.4350125607813723e-17,1.0159612790855933e-07,2.0319228233387285,1.8286888118490333e-25,1.2585093262301836e-18,2.517018943582424e-09,5.03403853501531,3.7706440861268833e-17
3.13,0.8000001041136462,1.4350125607812558e-17,1.0159612790853018e-07,2.031922823338145,1.8286888118483629e-25,1.2585093262302566e-18,2.51701894358257e-09,5.034038535015601,3.770644086125549e-17
3.14,0.8000001041136462,1.4350125607811396e-17,1.0159612790850102e-07,2.031922823337562,1.8286888118476925e-25,1.2585093262303294e-18,2.5170189435827156e-09,5.034038535015893,3.770644086124215e-17
3.15,0.8000001041136462,1.435012560781023e-17,1.0159612790847186e-07,2.031922823336979,1.828688811847022e-25,1.2585093262304024e-18,2.5170189435828616e-09,5.034038535016184,3.7706440861228805e-17
3.16,0.8000001041136462,1.435012560780907e-17,1.015961279084427e-07,2.0319228233363957,1.8286888118463517e-25,1.2585093262304752e-18,2.517018943583007e-09,5.034038535016476,3.770644086121546e-17
3.17,0.8000001041136462,1.4350125607807905e-17,1.0159612790841355e-07,2.0319228233358126,1.8286888118456813e-25,1.2585093262305482e-18,2.517018943583153e-09,5.034038535016768,3.770644086120212e-17
3.18,0.8000001041136462,1.435012560780674e-17,1.015961279083844e-07,2.0319228233352296,1.8286888118450109e-25,1.258509326230621e-18,2.5170189435832987e-09,5.034038535017059,3.7706440861188776e-17
3.19,0.8000001041136462,1.4350125607805578e-17,1.0159612790835522e-07,2.031922823334646,1.8286888118443405e-25,1.258509326230694e-18,2.5170189435834447e-09,5.034038535017351,3.7706440861175434e-17
3.2,0.8000001041136462,1.4350125607804413e-17,1.0159612790832607e-07,2.031922823334063,1.82868881184367e-25,1.2585093262307668e-18,2.5170189435835903e-09,5.034038535017642,3.770644086116209e-17
3.21,0.8000001041136462,1.4350125607803252e-17,1.0159612790829691e-07,2.03192282333348,1.8286888118429997e-25,1.2585093262308398e-18,2.5170189435837363e-09,5.034038535017934,3.770644086114875e-17
3.22,0.8000001041136462,1.4350125607802087e-17,1.0159612790826775e-07,2.0319228233328968,1.8286888118423293e-25,1.2585093262309126e-18,2.517018943583882e-09,5.034038535018226,3.7706440861135405e-17
3.23,0.8000001041136462,1.4350125607800925e-17,1.015961279082386e-07,2.0319228233323137,1.8286888118416586e-25,1.2585093262309856e-18,2.517018943584028e-09,5.034038535018517,3.770644086112206e-17
3.24,0.8000001041136462,1.435012560779976e-17,1.0159612790820944e-07,2.03192282333173,1.8286888118409882e-25,1.2585093262310584e-18,2.5170189435841735e-09,5.034038535018809,3.770644086110872e-17
3.25,0.8000001041136462,1.43501256077986e-17,1.0159612790818028e-07,2.031922823331147,1.8286888118403178e-25,1.2585093262311314e-18,2.5170189435843195e-09,5.0340385350191,3.7706440861095376e-17
3.2600000000000002,0.8000001041136462,1.4350125607797434e-17,1.0159612790815112e-07,2.031922823330564,1.8286888118396474e-25,1.2585093262312042e-18,2.517018943584465e-09,5.034038535019392,3.7706440861082034e-17
3.27,0.8000001041136462,1.435012560779627e-17,1.0159612790812196e-07,2.031922823329981,1.828688811838977e-25,1.2585093262312772e-18,2.517018943584611e-09,5.0340385350196835,3.770644086106869e-17
3.2800000000000002,0.8000001041136462,1.4350125607795107e-17,1.015961279080928e-07,2.0319228233293978,1.8286888118383066e-25,1.25850932623135e-18,2.5170189435847566e-09,5.034038535019975,3.770644086105535e-17
3.29,0.8000001041136462,1.4350125607793943e-17,1.0159612790806365e-07,2.0319228233288147,1.8286888118376362e-25,1.258509326231423e-18,2.5170189435849026e-09,5.034038535020267,3.7706440861042005e-17
3.3000000000000003,0.8000001041136462,1.435012560779278e-17,1.0159612790803449e-07,2.031922823328231,1.8286888118369658e-25,1.2585093262314958e-18,2.5170189435850482e-09,5.034038535020558,3.770644086102866e-17
3.31,0.8000001041136462,1.4350125607791616e-17,1.0159612790800533e-07,2.031922823327648,1.8286888118362954e-25,1.2585093262315688e-18,2.5170189435851942e-09,5.03403853502085,3.770644086101532e-17
3.3200000000000003,0.8000001041136462,1.4350125607790454e-17,1.0159612790797618e-07,2.031922823327065,1.828688811835625e-25,1.2585093262316416e-18,2.51701894358534e-09,5.034038535021141,3.7706440861001977e-17
3.33,0.8000001041136462,1.435012560778929e-17,1.0159612790794701e-07,2.031922823326482,1.8286888118349546e-25,1.2585093262317146e-18,2.517018943585486e-09,5.034038535021433,3.7706440860988634e-17
3.34,0.8000001041136462,1.4350125607788125e-17,1.0159612790791785e-07,2.031922823325899,1.8286888118342842e-25,1.2585093262317874e-18,2.5170189435856314e-09,5.0340385350217245,3.770644086097529e-17
3.35,0.8000001041136462,1.4350125607786963e-17,1.015961279078887e-07,2.0319228233253157,1.8286888118336136e-25,1.2585093262318603e-18,2.5170189435857774e-09,5.034038535022016,3.770644086096195e-17
3.36,0.8000001041136462,1.4350125607785798e-17,1.0159612790785954e-07,2.031922823324732,1.8286888118329432e-25,1.2585093262319331e-18,2.517018943585923e-09,5.034038535022308,3.7706440860948605e-17
3.37,0.8000001041136462,1.4350125607784636e-17,1.0159612790783038e-07,2.031922823324149,1.8286888118322728e-25,1.2585093262320061e-18,2.517018943586069e-09,5.034038535022599,3.770644086093526e-17
3.38,0.8000001041136462,1.4350125607783472e-17,1.0159612790780122e-07,2.031922823323566,1.8286888118316024e-25,1.258509326232079e-18,2.5170189435862146e-09,5.034038535022891,3.770644086092192e-17
3.39,0.8000001041136462,1.435012560778231e-17,1.0159612790777207e-07,2.031922823322983,1.828688811830932e-25,1.258509326232152e-18,2.5170189435863605e-09,5.034038535023183,3.7706440860908577e-17
3.4,0.8000001041136462,1.4350125607781145e-17,1.015961279077429e-07,2.0319228233224,1.8286888118302616e-25,1.2585093262322247e-18,2.517018943586506e-09,5.034038535023474,3.7706440860895234e-17
3.41,0.8000001041136462,1.4350125607779983e-17,1.0159612790771374e-07,2.0319228233218163,1.8286888118295912e-25,1.2585093262322977e-18,2.517018943586652e-09,5.0340385350237655,3.770644086088189e-17
3.42,0.8000001041136462,1.435012560777882e-17,1.0159612790768459e-07,2.031922823321233,1.8286888118289208e-25,1.2585093262323705e-18,2.5170189435867977e-09,5.034038535024057,3.770644086086855e-17
3.43,0.8000001041136462,1.4350125607777654e-17,1.0159612790765543e-07,2.03192282332065,1.8286888118282504e-25,1.2585093262324435e-18,2.5170189435869437e-09,5.034038535024349,3.7706440860855205e-17
3.44,0.8000001041136462,1.4350125607776492e-17,1.0159612790762627e-07,2.031922823320067,1.82868881182758e-25,1.2585093262325163e-18,2.5170189435870893e-09,5.03403853502464,3.770644086084186e-17
3.45,0.8000001041136462,1.4350125607775327e-17,1.0159612790759712e-07,2.031922823319484,1.8286888118269096e-25,1.2585093262325893e-18,2.5170189435872353e-09,5.034038535024932,3.770644086082852e-17
3.46,0.8000001041136462,1.4350125607774166e-17,1.0159612790756796e-07,2.031922823318901,1.8286888118262392e-25,1.2585093262326621e-18,2.517018943587381e-09,5.034038535025224,3.7706440860815177e-17
3.47,0.8000001041136462,1.4350125607773e-17,1.0159612790753879e-07,2.0319228233183173,1.8286888118255686e-25,1.2585093262327351e-18,2.517018943587527e-09,5.034038535025515,3.7706440860801834e-17
3.48,0.8000001041136462,1.435012560777184e-17,1.0159612790750963e-07,2.031922823317734,1.8286888118248982e-25,1.2585093262328079e-18,2.5170189435876725e-09,5.034038535025807,3.770644086078849e-17
3.49,0.8000001041136462,1.4350125607770674e-17,1.0159612790748048e-07,2.031922823317151,1.8286888118242278e-25,1.2585093262328809e-18,2.5170189435878185e-09,5.034038535026098,3.770644086077515e-17
3.5,0.8000001041136462,1.4350125607769513e-17,1.0159612790745132e-07,2.031922823316568,1.8286888118235574e-25,1.2585093262329537e-18,2.517018943587964e-09,5.03403853502639,3.7706440860761805e-17
3.5100000000000002,0.8000001041136462,1.4350125607768348e-17,1.0159612790742216e-07,2.031922823315985,1.828688811822887e-25,1.2585093262330267e-18,2.51701894358811e-09,5.034038535026681,3.770644086074846e-17
3.52,0.8000001041136462,1.4350125607767183e-17,1.0159612790739301e-07,2.031922823315402,1.8286888118222166e-25,1.2585093262330995e-18,2.5170189435882556e-09,5.034038535026973,3.770644086073512e-17
3.5300000000000002,0.8000001041136462,1.435012560776602e-17,1.0159612790736385e-07,2.0319228233148183,1.8286888118215462e-25,1.2585093262331725e-18,2.5170189435884016e-09,5.034038535027265,3.7706440860721777e-17
3.54,0.8000001041136462,1.4350125607764856e-17,1.015961279073347e-07,2.0319228233142352,1.8286888118208758e-25,1.2585093262332453e-18,2.517018943588547e-09,5.034038535027556,3.7706440860708434e-17
3.5500000000000003,0.8000001041136462,1.4350125607763695e-17,1.0159612790730552e-07,2.031922823313652,1.8286888118202054e-25,1.2585093262333183e-18,2.517018943588693e-09,5.034038535027848,3.770644086069509e-17
3.56,0.8000001041136462,1.435012560776253e-17,1.0159612790727637e-07,2.031922823313069,1.828688811819535e-25,1.258509326233391e-18,2.5170189435888388e-09,5.03403853502814,3.770644086068175e-17
3.5700000000000003,0.8000001041136462,1.4350125607761368e-17,1.0159612790724721e-07,2.031922823312486,1.8286888118188646e-25,1.258509326233464e-18,2.5170189435889848e-09,5.034038535028431,3.7706440860668405e-17
3.58,0.8000001041136462,1.4350125607760203e-17,1.0159612790721806e-07,2.0319228233119024,1.8286888118181942e-25,1.2585093262335369e-18,2.5170189435891304e-09,5.0340385350287224,3.770644086065506e-17
3.59,0.8000001041136462,1.435012560775904e-17,1.015961279071889e-07,2.0319228233113193,1.8286888118175236e-25,1.2585093262336099e-18,2.5170189435892764e-09,5.034038535029014,3.770644086064172e-17
3.6,0.8000001041136462,1.4350125607757877e-17,1.0159612790715974e-07,2.0319228233107363,1.8286888118168532e-25,1.2585093262336827e-18,2.517018943589422e-09,5.034038535029306,3.770644086062838e-17
3.61,0.8000001041136462,1.4350125607756712e-17,1.0159612790713059e-07,2.031922823310153,1.8286888118161828e-25,1.2585093262337557e-18,2.517018943589568e-09,5.034038535029597,3.7706440860615034e-17
3.62,0.8000001041136462,1.435012560775555e-17,1.0159612790710142e-07,2.03192282330957,1.8286888118155124e-25,1.2585093262338285e-18,2.5170189435897135e-09,5.034038535029889,3.770644086060169e-17
3.63,0.8000001041136462,1.4350125607754386e-17,1.0159612790707226e-07,2.031922823308987,1.828688811814842e-25,1.2585093262339014e-18,2.5170189435898595e-09,5.034038535030181,3.770644086058835e-17
3.64,0.8000001041136462,1.4350125607753224e-17,1.015961279070431e-07,2.0319228233084035,1.8286888118141716e-25,1.2585093262339744e-18,2.517018943590005e-09,5.034038535030472,3.7706440860575006e-17
3.65,0.8000001041136462,1.435012560775206e-17,1.0159612790701395e-07,2.0319228233078204,1.8286888118135012e-25,1.2585093262340472e-18,2.517018943590151e-09,5.0340385350307635,3.770644086056166e-17
3.66,0.8000001041136462,1.4350125607750897e-17,1.0159612790698479e-07,2.0319228233072373,1.8286888118128308e-25,1.2585093262341202e-18,2.5170189435902967e-09,5.034038535031055,3.770644086054832e-17
3.67,0.8000001041136462,1.4350125607749732e-17,1.0159612790695563e-07,2.031922823306654,1.8286888118121604e-25,1.258509326234193e-18,2.5170189435904427e-09,5.034038535031347,3.770644086053498e-17
3.68,0.8000001041136462,1.4350125607748568e-17,1.0159612790692648e-07,2.031922823306071,1.82868881181149e-25,1.258509326234266e-18,2.5170189435905883e-09,5.034038535031638,3.7706440860521634e-17
3.69,0.8000001041136462,1.4350125607747406e-17,1.0159612790689731e-07,2.031922823305488,1.8286888118108196e-25,1.2585093262343388e-18,2.5170189435907343e-09,5.03403853503193,3.770644086050829e-17
3.7,0.8000001041136462,1.435012560774624e-17,1.0159612790686815e-07,2.0319228233049045,1.8286888118101492e-25,1.2585093262344118e-18,2.51701894359088e-09,5.034038535032222,3.770644086049495e-17
3.71,0.8000001041136462,1.435012560774508e-17,1.01596127906839e-07,2.0319228233043214,1.8286888118094786e-25,1.2585093262344846e-18,2.517018943591026e-09,5.034038535032513,3.7706440860481606e-17
3.72,0.8000001041136462,1.4350125607743915e-17,1.0159612790680984e-07,2.0319228233037383,1.8286888118088082e-25,1.2585093262345576e-18,2.5170189435911714e-09,5.0340385350328045,3.770644086046826e-17
3.73,0.8000001041136462,1.4350125607742753e-17,1.0159612790678068e-07,2.031922823303155,1.8286888118081378e-25,1.2585093262346304e-18,2.5170189435913174e-09,5.034038535033097,3.770644086045492e-17
3.74,0.8000001041136462,1.4350125607741588e-17,1.0159612790675153e-07,2.031922823302572,1.8286888118074674e-25,1.2585093262347034e-18,2.517018943591463e-09,5.034038535033388,3.770644086044158e-17
3.75,0.8000001041136462,1.4350125607740423e-17,1.0159612790672237e-07,2.031922823301989,1.828688811806797e-25,1.2585093262347762e-18,2.517018943591609e-09,5.034038535033679,3.7706440860428234e-17
3.7600000000000002,0.8000001041136462,1.4350125607739262e-17,1.015961279066932e-07,2.0319228233014055,1.8286888118061266e-25,1.2585093262348492e-18,2.5170189435917546e-09,5.034038535033971,3.770644086041489e-17
3.77,0.8000001041136462,1.4350125607738097e-17,1.0159612790666404e-07,2.0319228233008224,1.8286888118054562e-25,1.258509326234922e-18,2.5170189435919006e-09,5.034038535034263,3.770644086040155e-17
3.7800000000000002,0.8000001041136462,1.4350125607736935e-17,1.0159612790663489e-07,2.0319228233002393,1.8286888118047858e-25,1.258509326234995e-18,2.517018943592046e-09,5.034038535034554,3.7706440860388206e-17
3.79,0.8000001041136462,1.435012560773577e-17,1.0159612790660573e-07,2.0319228232996562,1.8286888118041154e-25,1.2585093262350678e-18,2.517018943592192e-09,5.0340385350348456,3.770644086037486e-17
3.8000000000000003,0.8000001041136462,1.435012560773461e-17,1.0159612790657657e-07,2.031922823299073,1.828688811803445e-25,1.2585093262351408e-18,2.517018943592338e-09,5.034038535035138,3.770644086036152e-17
3.81,0.8000001041136462,1.4350125607733444e-17,1.0159612790654742e-07,2.0319228232984896,1.8286888118027746e-25,1.2585093262352136e-18,2.5170189435924838e-09,5.034038535035429,3.770644086034818e-17
3.8200000000000003,0.8000001041136462,1.4350125607732282e-17,1.0159612790651826e-07,2.0319228232979065,1.8286888118021042e-25,1.2585093262352866e-18,2.5170189435926298e-09,5.03403853503572,3.7706440860334834e-17
3.83,0.8000001041136462,1.4350125607731117e-17,1.015961279064891e-07,2.0319228232973234,1.8286888118014335e-25,1.2585093262353594e-18,2.5170189435927753e-09,5.034038535036012,3.770644086032149e-17
3.84,0.8000001041136462,1.4350125607729952e-17,1.0159612790645993e-07,2.0319228232967403,1.8286888118007631e-25,1.2585093262354324e-18,2.5170189435929213e-09,5.034038535036304,3.770644086030815e-17
3.85,0.8000001041136462,1.435012560772879e-17,1.0159612790643078e-07,2.0319228232961573,1.8286888118000927e-25,1.2585093262355052e-18,2.517018943593067e-09,5.034038535036595,3.7706440860294806e-17
3.86,0.8000001041136462,1.4350125607727626e-17,1.0159612790640162e-07,2.031922823295574,1.8286888117994223e-25,1.2585093262355782e-18,2.517018943593213e-09,5.034038535036887,3.770644086028146e-17
3.87,0.8000001041136462,1.4350125607726464e-17,1.0159612790637247e-07,2.0319228232949906,1.828688811798752e-25,1.258509326235651e-18,2.5170189435933585e-09,5.034038535037179,3.770644086026812e-17
3.88,0.8000001041136462,1.43501256077253e-17,1.0159612790634331e-07,2.0319228232944075,1.8286888117980815e-25,1.258509326235724e-18,2.5170189435935045e-09,5.03403853503747,3.770644086025478e-17
3.89,0.8000001041136462,1.4350125607724138e-17,1.0159612790631415e-07,2.0319228232938245,1.8286888117974111e-25,1.2585093262357968e-18,2.51701894359365e-09,5.034038535037761,3.7706440860241435e-17
3.9,0.8000001041136462,1.4350125607722973e-17,1.01596127906285e-07,2.0319228232932414,1.8286888117967407e-25,1.2585093262358697e-18,2.517018943593796e-09,5.034038535038054,3.770644086022809e-17
3.91,0.8000001041136462,1.435012560772181e-17,1.0159612790625583e-07,2.0319228232926583,1.8286888117960703e-25,1.2585093262359425e-18,2.5170189435939417e-09,5.034038535038345,3.770644086021475e-17
3.92,0.8000001041136462,1.4350125607720646e-17,1.0159612790622667e-07,2.031922823292075,1.8286888117954e-25,1.2585093262360155e-18,2.5170189435940877e-09,5.034038535038636,3.7706440860201406e-17
