t,EGF,R,Ra,R2,RP,R_PL,R_PLP,R_G,R_G_S,R_Sh,R_ShP,R_Sh_G,R_Sh_G_S,G_S,ShP,Sh_G,Sh_G_S,PLC_gamma,PLC_gamma_P,PLC_gamma_P_I,Grb,Shc,SOS
2.38,582.4961454632282,2.49614546322758,27.933768983772197,16.29225894924486,0.7918253549232382,3.246832675838683,2.7078354848107096,0.22226327026298084,0.06456325425445386,1.5434518465240354,8.414499856104,1.234887324626733,0.26662475991037704,0.637379437227321,1.8873355251606332,0.3350311589121936,0.1794734076880373,98.49281509342997,0.36043421810425536,0.19208252781645782,82.05977738711798,136.13869612107393,32.85195914091981
2.39,582.46949143508,2.469491435079362,27.837455450652975,16.261214055289244,0.7919692752442544,3.2559636702652477,2.730849095325753,0.22340801024944565,0.06525952913014968,1.5436351829194754,8.45686553659268,1.2466719280929854,0.27069027402455864,0.6396188134546028,1.9081280119617534,0.3398754169772881,0.18307785444052566,98.45256583668073,0.36497002766431585,0.1956513700640204,82.03139817363052,136.05105579499067,32.841353528950165
2.4,582.4432439556186,2.443243955618005,27.741742209134394,16.22998917355779,0.7921020814905966,3.2649863071649174,2.7538731262678793,0.22454874717563292,0.06595877478432063,1.5437872925890481,8.499001971918352,1.2584696400278261,0.27478980264739633,0.6418540250081574,1.9290012269667727,0.3447552969678011,0.18673175384655408,98.41234613093829,0.36952982240893156,0.19926461322005537,82.00289195954238,135.9634630150362,32.83066564371357
2.41,582.4173962619536,2.4173962619530163,27.64662535025749,16.19859044995263,0.7922239885421841,3.273901244697236,2.7769064639695498,0.22568547191891894,0.06666097067661234,1.543908746193105,8.540908825719109,1.2702797420739234,0.278923290151439,0.6440850978552344,1.9499543797172283,0.3496706772970836,0.1904354044521009,98.3721564053612,0.37411340322790304,0.202922482744179,81.97425934557477,135.87591893439597,32.81989523686462
2.42,582.3919417072594,2.391941707258835,27.552100972425066,16.167023926714954,0.7923352081420403,3.282709145986401,2.799948005272694,0.2268181759595324,0.06736609624025071,1.5440001063353626,8.582585796421807,1.2821015209611497,0.28309067812381805,0.6463120584567124,1.9709866814649937,0.3546214341507431,0.1941891022537422,98.33199707691679,0.3787205698007232,0.20662520202346168,81.94550093385413,135.78842468028833,32.80904206492548
2.43,582.3668737762812,2.3668737762805594,27.458165171649675,16.13529553465977,0.7924359486712569,3.2914106812100816,2.822996657023172,0.22794685144721338,0.06807413086660627,1.544061927350085,8.624032621630134,1.2939342678915162,0.28729190528500514,0.6485349337822041,1.9920973443955052,0.3596074412592657,0.1979931409102434,98.29186854892218,0.38335112035753016,0.2103729924871119,81.91661732855802,135.7009813512782,32.79810588915594
2.44,582.3421860587218,2.3421860587212118,27.364814057103427,16.10341110731968,0.7925264155488999,3.3000065240520287,2.84605133681523,0.22907149108322764,0.06878505393206441,1.5440947557887448,8.665249070350761,1.3057772795338711,0.291526907663137,0.6507537512769224,2.0132855829356187,0.3646285703289289,0.2018478113835151,98.25177121360106,0.3880048521132116,0.21416607341854996,81.88760913479841,135.61359002201536,32.78708647574437
2.45,582.3178722525695,2.3178722525688658,27.272043748681963,16.07137637951461,0.7926068111876764,3.308497352161177,2.869110972847402,0.23019208813363584,0.06949884479482275,1.5440991304094587,8.706234943864791,1.3176298578743013,0.2957956185866714,0.6529685388628376,2.034550613579614,0.3696846910047712,0.20575340198520567,98.2117054517859,0.3926815612230019,0.21800466198259302,81.85847695875783,135.52625174269514,32.77598359577047
2.46,582.293926163476,2.2939261634754353,27.17985037693277,16.039196987980414,0.7926773350098847,3.3168838470824853,2.892174503894478,0.23130863642520888,0.07021548279565624,1.5440755822319203,8.74699007545769,1.3294913102167953,0.30009796870132194,0.6551793249352366,2.0558916549103032,0.37477567089558644,0.20971019836989718,98.17167163299737,0.39738104280135594,0.22188897322437548,81.82922140766037,135.43896753921643,32.76479702519789
2.47,582.2703417074318,2.270341707431172,27.08823008035782,16.00687847069913,0.7927381835571123,3.325166694637263,2.915240879089179,0.2324211303521252,0.07093494725557667,1.5440246345312059,8.787514330985225,1.3413609490045018,0.3044338859941416,0.6573861383568192,2.0773079274315203,0.3799013755741872,0.21371848358132145,98.13167011526971,0.4021030909030503,0.22581922010086145,81.79984308988139,135.35173841289784,32.753526544812146
2.48,582.2471129062986,2.247112906297976,26.997179007935177,15.974426269345376,0.7927895505006751,3.333346584335707,2.938309058048822,0.23352956485663634,0.07165721748037078,1.5439468029593746,8.827807607543729,1.3532380919908094,0.3088032958218849,0.6595890084525895,2.09879865379075,0.3850616686507583,0.21777853798978652,98.09170124557032,0.4068474985969835,0.22979561344822824,81.77034261475724,135.26456534125288,32.742171940255375
2.49,582.2242338828947,2.224233882894112,26.906693321968287,15.941845731928451,0.7928316266458226,3.3414242087286503,2.961378011023668,0.23463393540809796,0.0723822727655713,1.5438425956750954,8.867869832021347,1.3651220624324134,0.3132061209396427,0.6617879650047997,2.1203630590262788,0.39025641185080795,0.22189063922277336,98.05176536025672,0.41161405804580387,0.23381836194522512,81.74072059237596,135.1774492788316,32.73073300206722
2.5,582.201698860706,2.2016988607053714,26.816769197554386,15.909142113415722,0.7928646000002469,3.3494002633862854,2.98444671882175,0.23573423799886448,0.07311009239697043,1.5437125133904839,8.907700960877325,1.3770121890557336,0.3176422815266993,0.6639830382473764,2.142000370561573,0.39548546504575777,0.22605506216600618,98.01186278514848,0.41640256052547536,0.23788767211807274,81.71097763356266,135.0903911573764,32.719209525662954
2.5100000000000002,582.1795021628685,2.1795021628679256,26.727402822492248,15.876320576751775,0.7928886557651705,3.357275446806821,3.0075141727501578,0.23683046913794534,0.07384065565183863,1.5435570494773967,8.94730097971409,1.3889078060470683,0.32211169521760835,0.666174258859347,2.1637098182320416,0.4007486862945245,0.2302720789566168,97.97199383564599,0.42121279645560683,0.2420037483414944,81.68111434983511,135.00339188606063,32.70760131131459
2.52,582.157638212859,2.157638212858429,26.638590395791816,15.84338619325925,0.7929039762409654,3.3650504606029465,3.0305793744434304,0.23792262585155846,0.07457394179850314,1.5433766901185053,8.986669903279958,1.4008082529397234,0.3266142771399952,0.668361657956324,2.185490634206489,0.40604593187335264,0.2345419590074818,97.93215881668455,0.4260445554097335,0.2461667928594054,81.65113135343313,134.91645235143446,32.6959081640977
2.5300000000000002,582.136101528345,2.136101528344402,26.55032813178541,15.810343945516975,0.792910741075188,3.3727260085752926,3.053641336144202,0.2390107056560496,0.07530993010249615,1.543171914278971,9.025807773746601,1.412712874913877,0.3311499399254001,0.6705452670897748,2.20734205333045,0.4113770563527028,0.23886496890666242,97.89235802334782,0.4308976262059052,0.2503770057268378,81.6210292570531,134.8295734185453,32.68412989397567
2.54,582.1148867206102,2.1148867206097246,26.46261225967305,15.77719872821883,0.7929091272315082,3.3803027966931074,3.07669908061521,0.24009470655333626,0.07604859982734787,1.5429431938243487,9.064714660392767,1.4246210227600202,0.3357185937420958,0.672725118239945,2.2292633131256423,0.4167419126357839,0.24324137241864904,97.85259174094386,0.43577179693181556,0.2546345848160662,81.59080867382289,134.74275593110065,32.672266315771964
2.5500000000000003,582.0939884929254,2.0939884929247796,26.375439023931076,15.743955349417416,0.7928993090077646,3.3877815329037766,3.099751641121035,0.24117462702211268,0.07678993023639355,1.5426909936131723,9.10339065902047,1.4365320529061674,0.34032014632372415,0.6749012438099945,2.251253653854625,0.42214035200434363,0.24767143046632542,97.81286024518232,0.4406668549823648,0.2589397258105615,81.560470217231,134.65600071181115,32.660317249163576
2.56,582.0734016418288,2.0734016418281174,26.28880468231189,15.710618530778925,0.7928814578134108,3.3951629274306585,3.1227980612157924,0.2422504660214366,0.07753390059177746,1.542415771726325,9.141835892071299,1.4484453272715228,0.34495450300880665,0.6770736766171035,2.2733123184083777,0.42757222414426993,0.25215540116581575,97.77316380205764,0.4455825870640595,0.26329262223191086,81.53001450117932,134.56930856220356,32.648282518616504
2.57,582.0531210530029,2.053121053002189,26.20270550831413,15.677192909680107,0.7928557423848397,3.402447692165596,3.14583739489097,0.24332222297138337,0.07828049015866015,1.5421179794480855,9.180050507439582,1.4603602134425724,0.3496215667600059,0.6792424498892302,2.295438552522891,0.43303737720865854,0.25669353976311327,97.73350266827694,0.45051877926108036,0.26769346540547206,81.49944213980643,134.48268026341506,32.636161953429
2.58,582.033141698758,2.033141698757297,26.117137792322943,15.643683040757212,0.7928223288704421,3.409636540330752,3.168868706616112,0.24438989774052217,0.07902967820787778,1.5417980613210491,9.218034677673208,1.4722760847532534,0.354321238189411,0.6814075972601885,2.3176316048978696,0.43853565786973464,0.26128609859992746,97.69387709152595,0.4554752170830028,0.2721424444442527,81.46875374737914,134.3961165766955,32.623955387742605
2.59,582.0134586370687,2.0134586370679837,26.03209784146648,15.610093396925965,0.7927813807899203,3.4167301864004314,3.1918910712760957,0.2454534906399778,0.07978144401710717,1.5414564552723597,9.255788599548696,1.484192320272536,0.3590534155896374,0.6835691527631006,2.3398907272209635,0.4440669113600148,0.2659333271077369,97.65428731057834,0.46045168549481,0.27663974625038434,81.43794993824994,134.30961824362802,32.61166266052243
2.6,581.9940670113331,1.9940670113323988,25.947581979060654,15.576428369909436,0.7927330592653711,3.4237293460787206,3.21490357406951,0.2465130024181803,0.08053576687124239,1.5410935925595783,9.293312493918902,1.496108304746847,0.3638179949656462,0.6857271508232936,2.362215174143428,0.44963098150274194,0.2706354718188494,97.61473355539125,0.46544796893417384,0.28118555552640456,81.40703132685326,134.22318598634396,32.59928361552098
2.61,581.9749620503277,1.9749620503269998,25.86358654391659,15.542692270667494,0.79267752327942,3.430634736301364,3.2379053103952127,0.24756843425613287,0.08129262606257077,1.5407098976978049,9.330606605620561,1.508023428530572,0.36861487006703364,0.6878816262510161,2.3846042032432906,0.4552277107402196,0.27539277638150905,97.5752160471886,0.47046385132592233,0.2857800547889583,81.375998527711,134.13682050771897,32.58681810123788
2.62,581.9561390623777,1.9561390623770443,25.780107893715655,15.508889332741633,0.7926149291322134,3.437447074519811,3.2608953860886247,0.2486197877472918,0.08205200089687391,1.540305788941993,9.36767120160947,1.5199370878693899,0.3734439324063098,0.6900326142394424,2.407057075358137,0.46085694022422163,0.28020548145504487,97.53573499890115,0.4754991161797346,0.29042342431075224,81.34485215516149,134.05052249213537,32.57426597100234
2.63,581.9375934354101,1.9375934354094202,25.6971424042479,15.475023712634961,0.7925454307131443,3.4441670787152705,3.283872917302353,0.24966706489309567,0.08281387069350316,1.539881678204654,9.404506570898105,1.5318486848247894,0.37830507129142527,0.6921801503572993,2.4295730545420096,0.4665185098432736,0.2850738247270133,97.49629061524377,0.4805535466031963,0.29511584213547365,81.31359282336966,133.96429260566867,32.56162708293077
2.64,581.9193206353722,1.9193206353714545,25.614686469799537,15.441099491015756,0.7924691795462598,3.4507954672099843,3.3068370304856236,0.250710268094148,0.08357821478712935,1.5394379711303965,9.44111302399256,1.5437576272982647,0.3831981738543431,0.694324270542988,2.452151408126728,0.47221225826747315,0.28999804089645537,97.45688309289365,0.48562692533836926,0.2998574840724431,81.28222114625926,133.87813149643372,32.548901299919095
2.65,581.9013162053823,1.9013162053814998,25.53273650303799,15.407120673552187,0.7923863249109531,3.4573329585750296,3.329786862320123,0.2517494001436246,0.0843450125287308,1.5389750671140225,9.477490892553353,1.5556633290112065,0.38812312508098595,0.6964650110981265,2.4747914067364376,0.4779380229847392,0.2949783616726781,97.41751262061705,0.4907190347874346,0.30464852370042894,81.25073773747997,133.79203979484652,32.53608848961949
2.66,581.8835757695834,1.8835757695827182,25.451288931660944,15.373091189376346,0.7922970144600245,3.463780272155599,3.352721559375409,0.2527844642348396,0.08511424328169599,1.5384933589486782,9.513640530495367,1.5675652091999197,0.39307980785025204,0.6986024086773345,2.4974923240016293,0.48369564028237017,0.3000150158736553,97.3781793790704,0.4958296569683426,0.3094891324303192,81.2191432106,133.70601811334808,32.52318852431707
2.67,581.8660950246206,1.866095024619887,25.370340203561117,15.339014895786983,0.7922013935288619,3.470138126971328,3.3756402785023187,0.25381546393155197,0.08588588643078347,1.5379932334475501,9.549562311300585,1.5794626930603277,0.39806810294917055,0.7007365002879099,2.520253437064052,0.48948494537253295,0.3051082292622746,97.33888354145886,0.500958573654664,0.31437947941290745,81.1874381787055,133.62006704754344,32.51020128106987
2.68,581.848869739386,1.848869739385362,25.289886786301633,15.30489557878409,0.7920996053190938,3.476407241702273,3.398542186733322,0.2548424031631662,0.08665992138249178,1.5374750714151275,9.585256627861096,1.5913552116918086,0.4030878891039992,0.7028673232828967,2.5430740265532283,0.49530577242159146,0.31025822455773217,97.29962527362194,0.5061055663923761,0.31931973155016,81.15562325439637,133.53418717639536,32.49712664167289
2.69,581.8318957543089,1.8318957543081265,25.20992516690576,15.270736953833842,0.7919917910339248,3.482588334614887,3.4214264612101024,0.255865286218556,0.08743632756590367,1.5369392476544061,9.620723892182264,1.6032422020686985,0.4081390430104382,0.7049949153545171,2.5659533765921534,0.5011579545847457,0.31546522143724703,97.26040473415087,0.5112704165234456,0.3243100535007627,81.12369904975995,133.44837906247,32.483964492631905
2.7,581.8151689799269,1.815168979926125,25.130451852143185,15.236542667001686,0.791878089909061,3.4886821234003125,3.4442922891538705,0.2568841177379991,0.08821508443427342,1.5363861310465357,9.655964534863893,1.615123107055283,0.4132214393623962,0.7071193145281855,2.5888907748488066,0.5070413240488553,0.3207294365226814,97.22122207454919,0.5164529052199791,0.3293506076767294,81.0916661763104,133.3626432522515,32.47071472515247
2.71,581.7986853994363,1.7986853994355283,25.051463366345846,15.202316294616518,0.7917586374491978,3.4946893260300955,3.467138867596783,0.25789890273779176,0.08899617146232704,1.5358160855615288,9.690979005586957,1.626997375185099,0.418334950882978,0.7092405591539136,2.611885512333393,0.5129557120171003,0.3260510834578291,97.18207743863005,0.5216528134512782,0.33444155429188066,81.05952524510303,133.27698027497507,32.45737723504296
2.72,581.7824410648261,1.7824410648253823,24.972956253208487,15.168061345304165,0.791633566558861,3.5006106599708358,3.489965403498676,0.25890964658215243,0.08977956815047694,1.5352294697672069,9.72576777197838,1.638864460820389,0.4234794483518862,0.7113586879019221,2.6349368836057017,0.5189009487874544,0.3314303728394587,97.14297096314479,0.5268699220591162,0.3395830513266559,81.02727686656632,133.19139064384947,32.44395192275626
2.73,581.7664320933894,1.7664320933886783,24.894927077355437,15.133781261881857,0.791503008503406,3.5064468414951246,3.5127711138411684,0.25991635495821624,0.0905652540286304,1.534626636426269,9.760331318570964,1.6507238242892401,0.42865480063302874,0.713473739758004,2.6580441869583815,0.524876863825647,0.33686751215693356,97.10390277833929,0.5321040118266579,0.34477525449783153,80.99492165035036,133.1058748571395,32.43043869342341
2.74,581.7506546679335,1.7506546679327615,24.817372423609317,15.099479421886267,0.7913670922008238,3.512198585938911,3.535555225499582,0.2609190338814315,0.09135320865601121,1.5340079329594407,9.794670146698758,1.6625749318034988,0.4338608747042017,0.7155857540164645,2.68120672436373,0.5308832857840327,0.34236270581618006,97.06487300780012,0.5373548634849763,0.35001831727649624,80.96246020533825,133.0204333978701,32.41683745680715
2.75,581.7351050354364,1.7351050354356405,24.74028889722516,15.065159138675611,0.7912259442147801,3.5178666075612686,3.558316975208194,0.26191768968818324,0.09214341162265587,1.5333737015447773,9.828784773999418,1.6744172554687786,0.4390975356858981,0.7176947702740785,2.704423801519816,0.5369200425431822,0.3479161551282188,97.02588176859908,0.5426222577457834,0.35531239088575084,80.92989313958907,132.93506673410985,32.40314812728916
2.7600000000000002,581.7197795075392,1.7197795075384417,24.66367312309374,15.030823661090212,0.791079689996709,3.5234516194149252,3.5810556094386405,0.26291232902528106,0.09293584254884119,1.5327242784369257,9.86267573467929,1.6862502731842524,0.4443646468687973,0.7198008284235424,2.727694727775107,0.5429869612218815,0.35352805834212797,96.98692917152331,0.5479059752999513,0.3606576243232351,80.89722106038535,132.84977531949158,32.389370623816696
2.77,581.7046744614327,1.7046744614319005,24.58752174472372,14.996476172803742,0.7909284553959437,3.528954333219102,3.6037703842596716,0.26390295883877235,0.09373048108406702,1.532059993118995,9.896343579942114,1.6980734685187804,0.44966206974096523,0.7219039686468165,2.7510188160269906,0.5490838681803448,0.3591986106875373,96.94801532132364,0.5532057968086864,0.36605416438897703,80.86444457430278,132.76455959378424,32.37550486984062
2.7800000000000002,581.6897863333425,1.6897863333417467,24.511831427378638,14.962119797484835,0.7907723631352214,3.534375459188976,3.6264605655470303,0.2648895863754024,0.09452730691438059,1.5313811705985885,9.929788875343604,1.7098863310313368,0.4549896640203959,0.7240042314105098,2.774395383110148,0.5552105891507941,0.3649280042380447,96.90914031661826,0.5585215030326157,0.37150215561319216,80.8315642868592,132.67941998250706,32.361550793416676
2.79,581.6751116194328,1.6751116194320437,24.43659885704961,14.927757598135099,0.7906115343322757,3.5397157059086184,3.649125428842409,0.265872219171399,0.09532629976134027,1.5306881305525164,9.963012201227153,1.7216883561461265,0.46034728768219985,0.7261016574592175,2.797823749693965,0.5613669492403823,0.37071642795411797,96.87030425014204,0.5638528748226473,0.3770017402843606,80.79858080258528,132.5943568975035,32.34750832714313
2.8000000000000003,581.6606468746767,1.6606468746759442,24.361820740569033,14.893392578022834,0.7904460886387615,3.544975780192019,3.6717642593085715,0.266850865044731,0.0961274393832707,1.5299811873349936,9.996014152315304,1.7334790451497264,0.4657347969872621,0.7281962878094201,2.8213032403144798,0.5675527729690987,0.3765640676768183,96.83150720890094,0.5691996931487089,0.3825530584498303,80.76549472497973,132.50937073725228,32.333377408143235
2.81,581.6463887118713,1.646388711870606,24.287493805644292,14.859027681866417,0.7902761433746491,3.5501563871891975,3.694376351669293,0.26782553209700455,0.09693070557636539,1.5292606505580943,10.028795337219673,1.7452579051812145,0.47115204651060644,0.7302881637432295,2.8448331833983906,0.5737678843048429,0.3824711061250908,96.79274927409762,0.5745617391256207,0.3881562479183554,80.73230665646172,132.42446188670203,32.31915797804472
2.82,581.6323338040432,1.6323338040423994,24.213614799001867,14.824665799564519,0.7901017991374721,3.555258234019043,3.71696100986924,0.2687962288515097,0.09773607817211943,1.528526833327872,10.061356377328964,1.7570244490425049,0.47659888916458754,0.7323773267995933,2.8684129110858354,0.5800121066351013,0.3884377229762957,96.75403051783022,0.5799387939732329,0.3938114443083406,80.69901719835835,132.3396307104388,32.30484998288742
2.83,581.6184788808879,1.6184788808870814,24.140180487935847,14.790309760758687,0.7899231632468986,3.560282024083484,3.7395175473428948,0.26976296402617495,0.09854353704099633,1.5277800389450489,10.093697908605463,1.7687781953088144,0.48207517623003854,0.7344638187721693,2.8920417593883263,0.5862852628489049,0.39446409480124833,96.71535100846629,0.5853306390914689,0.3995187810159426,80.66562695097171,132.2548775638721,32.29045337315556
2.84,581.6048207243607,1.60482072435985,24.06718766229693,14.755962331858402,0.7897403672463919,3.5652284525680087,3.7620452872776973,0.2707257463559313,0.09935306209715049,1.527020551045726,10.125820582338063,1.7805186684951446,0.4875807573890605,0.7365476817064397,2.9157190684093917,0.5925871754346318,0.4005503949782264,96.67671081483095,0.5907370561517048,0.40527838917171505,80.63213651354349,132.1702028019097,32.27596810382913
2.85,581.5913561726824,1.5913561726816383,23.994633131604406,14.7216262323616,0.7895535118912466,3.570098219333719,3.7845435618618244,0.27168458510140364,0.10016463329463585,1.5262486651123806,10.157725059330994,1.7922453988217468,0.4931154807473912,0.7386289578845378,2.939444182117602,0.5989176664223302,0.4066967938117801,96.63810999406837,0.5961578270259048,0.41109039771026457,80.59854648391624,132.08560675363572,32.261394134261664
2.86,581.5780821169473,1.5780821169465185,23.922513726546864,14.687304125874807,0.7893627009675103,3.5748920209550428,3.8070117126300533,0.27263948972973856,0.10097823063073867,1.5254646692102025,10.189412013087184,1.803957922303345,0.4986791928646537,0.7407076898246736,2.9632164484804497,0.60527655746228,0.4129034584720951,96.599548599216,0.6015927338584436,0.4169549333405295,80.56485745871254,132.00108973811973,32.246731428207845
2.87,581.5649955007531,1.5649955007523166,23.85082629868456,14.65299862039981,0.7891680420404485,3.5796105505652553,3.829449090385093,0.27359046990485536,0.10179383414632852,1.524668843624634,10.220882129732388,1.8156557807009757,0.5042717387817395,0.7427839202750458,2.987035219445685,0.61166366984844,0.41917055300793005,96.56102667941283,0.6070415590799553,0.422872120556933,80.53107003333476,131.91665206485814,32.231979953788965
2.88,581.5520933193344,1.5520933193336162,23.7795677204552,14.618712270534962,0.7889696422278879,3.584254498722803,3.8518550551113875,0.27453753552009286,0.10261142392686953,1.5238614633604242,10.252136107140693,1.8273385215132931,0.5098929620471455,0.7448576922074764,3.010899850964149,0.6180788245493556,0.425498238346099,96.52254427909328,0.6125040854297867,0.4288420816428161,80.49718480188973,131.83229403207878,32.21713968347242
2.89,581.53937261852,1.5393726185192904,23.70873488517768,14.584447580944987,0.7887676006370444,3.5888245550031477,3.874228975851575,0.27548069675966863,0.1034309801036767,1.5230428025688536,10.283174653564812,1.8390056979690625,0.515542704748656,0.7469290488093785,3.0348097030204664,0.6245218422450437,0.43188667229099953,96.48410143648795,0.6179800959827748,0.4348649366746304,80.46320235707358,131.74801592359205,32.202210594047294
2.9,581.5268304940183,1.5268304940176058,23.638324707078883,14.550207004502518,0.7885620159502695,3.5933214062596117,3.8965702307227272,0.2764199640265052,0.10425248285456955,1.5222131302573403,10.313998488337676,1.8506568690051846,0.5212208075353202,0.7489980334800559,3.058764139636182,0.6309925433530486,0.43833600952489044,96.44569818532436,0.6234693741681823,0.4409408035251921,80.42912329022049,131.6638180123503,32.18719266660516
2.91,581.5144640903384,1.5144640903376312,23.568334121291997,14.515992943069618,0.7883529870993309,3.597745736390395,3.9188782068505987,0.2773553479296958,0.10507591240502027,1.521372709998263,10.344608341546405,1.8622915992441418,0.5269271096516867,0.7510646898232934,3.082762528887325,0.6374907480676919,0.44484640160916433,96.40733455509192,0.6289717037979623,0.4470697978691997,80.39494819126938,131.57970056099526,32.172085886510835
2.92,581.502270600407,1.5022706004062556,23.498760083853234,14.481807747794623,0.7881406134542844,3.602098226267701,3.94115230034501,0.2782868592804949,0.10590124902856306,1.5205217998540081,10.375004953909968,1.8739094589854037,0.5326614489501679,0.7531290616446613,3.106804242910258,0.6440162763740479,0.4514179969850763,96.36901057112523,0.6344868690767674,0.45325203318537033,80.36067764875166,131.49566382203102,32.15689024339154
2.93,581.4902472640443,1.490247264043561,23.42959957167856,14.447653722025864,0.7879249903542269,3.606379554612577,3.963391916160833,0.2792145091230943,0.10672847304850924,1.5196606550740783,10.405189075621275,1.8855100241783416,0.5384236619401096,0.7551911929400643,3.130888657932527,0.6505689481033231,0.45805094097625926,96.33072625382034,0.6400146546416146,0.45948762076471655,80.32631224969037,131.41170803617405,32.14160573109506
2.94,581.4783913676912,1.4783913676903966,23.3608495825525,14.41353312087657,0.7877062112111609,3.6105903975103852,3.985596468092923,0.280138308714116,0.10755756483819819,1.5187895269134146,10.435161466513103,1.897092876411264,0.5442135837973833,0.7572511278939179,3.1550151542727627,0.6571485829431502,0.46474537579028247,96.29248161911492,0.6455548455691046,0.46577666971275,80.29185257961176,131.3278334333586,32.12623234768022
2.95,581.4667002434162,1.4667002434152838,23.292507135108487,14.37944815217688,0.7874843674660877,3.6147314283471563,4.0077653787056695,0.28105826951697505,0.10838850482206044,1.5179086627457705,10.464922895672323,1.9086576028881281,0.5500310483970309,0.7593089108719446,3.1791831163555173,0.6637550004740088,0.47150144052122867,96.25427667859037,0.6511072274013904,0.4721192869554832,80.25729922250868,131.24404023294593,32.110770095387736
2.96,581.4551712679302,1.4551712679292954,23.224569268795495,14.3454009768942,0.7872595501505174,3.6188033173944056,4.029898079271126,0.28197440318188854,0.10922127347662869,1.5170183052584052,10.49447414126372,1.9202037963998724,0.5558758883468095,0.7613645864139763,3.203391932721426,0.6703880202057515,0.4783192711537974,96.21611143991616,0.6566715861720076,0.47851557724638016,80.22265276082133,131.16032864465015,32.09521898060879
2.97,581.4438018622833,1.4438018622823963,23.15703304386175,14.311393709709701,0.7870318490310851,3.622806731978156,4.0519940097383795,0.2828867215516648,0.11005585133087369,1.5161186929698511,10.523815990303815,1.931731055316619,0.5617479349977479,0.7634181992314836,3.227640996031729,0.6770474615888389,0.48519900056482956,96.17798590670111,0.6622477084137518,0.48496564316867147,80.187913775418,131.07669886822652,32.07957901387506
2.98,581.4325894905872,1.432589490586182,23.08989554129994,14.277428420445467,0.7868013519955951,3.626742336526817,4.074052618630576,0.2837952366593748,0.11089221896756239,1.5152100606977281,10.552949238093147,1.943238983552599,0.567647018488042,0.7654697941977473,3.2519297030842025,0.6837331440616384,0.49214075852910927,96.13990007850599,0.6678353811919954,0.49146958514468386,80.15308284554399,130.99315109349345,32.06385020981753
2.99,581.421531659542,1.4215316595409204,23.023153862814414,14.24350713441279,0.7865681453923321,3.630610792466347,4.09607336300745,0.28469996072238923,0.11173035702374147,1.5142926394082497,10.581874688079173,1.95472719054959,0.5735729677602383,0.7675194163440717,3.2762574548163634,0.69044488706817,0.49914467172280397,96.10185395096914,0.6734343921170021,0.49802750144012464,80.11816054880906,130.90968550059532,32.04803258714914
3.0,581.4106259178193,1.4106259178183074,22.956805130788855,14.209631833012118,0.7863323140146142,3.6344127581825254,4.118055708415948,0.28560090613872335,0.11257024619138313,1.5133666562817156,10.610593151618248,1.9661952912582197,0.5795256105828911,0.7695671108549662,3.3006236563118456,0.6971825100810646,0.5062108637268975,96.0638475158726,0.6790445293600106,0.5046394881689927,80.08314746116592,130.82630226013904,32.032126168643856
3.0100000000000002,581.3998698549134,1.3998698549123385,22.890846488211757,14.175804454708368,0.7860939415242083,3.638148888853923,4.13999912879758,0.28649808547615424,0.11341186721856757,1.5124323345767325,10.639105447591087,1.9776429060993777,0.5855047735919201,0.7716129230589829,3.325027716809485,0.70394583264454,0.5133394550350447,96.02588076136176,0.6846655816831355,0.5113056393036574,80.04804415687548,130.74300153365172,32.01613098109548
3.02,581.389261100473,1.3892611004720203,22.82527509861671,14.142026895782626,0.7858531101684332,3.6418198364752885,4.161903106426427,0.28739151147060304,0.11425520091016944,1.5114898938550965,10.667412402111873,1.9890696609395309,0.5915102823155524,0.7736568984230852,3.3494690497072814,0.7107346743994895,0.5205305630594504,95.98795367196018,0.6902973384565968,0.5180260466815673,80.01285120848219,130.65978347361164,32.00004705529174
3.0300000000000002,581.3787973240651,1.3787973240640563,22.760088146065893,14.108301010557057,0.7856099007987587,3.645426249838488,4.183767131889243,0.2882811970245021,0.11510022812810296,1.5105395499932166,10.695514848440029,2.0004751870826802,0.5975419611829164,0.7756990825507334,3.373947072564259,0.7175488550923643,0.527784302132567,95.95006622860006,0.6959395896648854,0.5248008000073832,79.9775691868062,130.57664822351188,31.983874426005674
3.04,581.3684762356411,1.36847623564007,22.695282835182724,14.074628610923684,0.7853643929196149,3.6489687745516606,4.205590704124634,0.2891671552092416,0.11594692979083489,1.5095815151109748,10.723413627165108,2.0118591212855286,0.6035996335072873,0.7777395211856205,3.3984612070963194,0.7243881945576693,0.5351007835040495,95.91221840858022,0.7015921258946013,0.5316299868489442,79.94219866095985,130.49359591777298,31.9676131320122
3.0500000000000003,581.3582955809227,1.3582955809216581,22.63085639078506,14.041011470883117,0.7851166646382272,3.6524480527729173,4.227373330016582,0.2900493992369819,0.11679528687810783,1.5086159980343068,10.751109584440142,2.0232211055892506,0.6096831216569762,0.7797782601733867,3.42301087920455,0.7312525128910079,0.5424801153794785,95.87441018607447,0.7072547384538403,0.5385136926822466,79.90674019819488,130.4106266828042,31.951263215912043
3.06,581.348253145261,1.3482531452599564,22.566806058193656,14.007451322751383,0.7848667926953853,3.6558647234348425,4.249114524735151,0.2909279424843334,0.11764528042699307,1.5076432039144751,10.778603573457525,2.0345607874608618,0.6157922469122113,0.7818153454936898,3.4475955189520073,0.7381416303043538,0.549922402887655,95.83664153170406,0.7129272192723757,0.5454520008536357,79.87119436402998,130.32774063611086,31.934824724279444
