t,V,n,R,a,C1,C2,C_G1,C3,C_G2,C4,C_G3
2.5500000000000003,-18.518125135721892,0.6598310056770755,0.005956106187976811,0.9999996851967542,0.23676608179111397,0.4080515721000332,0.005311271644689313,0.26381590768450325,0.0017213013353954585,0.07583469161621531,0.00032740982834393833
2.56,-19.989975834790815,0.6613958257232099,0.005956431150432228,0.9999996852139299,0.23522924962793684,0.40758683516491157,0.005321544064695336,0.26493712368025824,0.0017319589767271217,0.07656797641435589,0.00033006915428442443
2.57,-21.59819084921425,0.6628337292948623,0.005956755421348187,0.9999996852310665,0.23385023875653715,0.40715974576952263,0.005333108105104843,0.2659434250744574,0.0017417305661251192,0.07723178610246047,0.00033227107879929633
2.58,-23.342398413586764,0.6641371591249261,0.005957079624854404,0.9999996852481972,0.23263413046795947,0.4067748045476045,0.005346192092628628,0.26683063842855037,0.0017504774941884138,0.07782166448499693,0.0003339336233267692
2.59,-25.217788397299,0.665299041904012,0.005957404369933586,0.9999996852653538,0.23158595730937595,0.40643629157696837,0.005361070007711984,0.2675946743378916,0.0017580317599333606,0.07833330613639537,0.00033495964562254736
2.6,-27.214326345198952,0.6663131676811608,0.0059577302224521015,0.9999996852825662,0.23071090747706582,0.4061482825543357,0.005378069666028947,0.2682313771591941,0.0017641897033006564,0.07876249170862941,0.0003352350910912729
2.61,-29.316327515253892,0.6671746009208326,0.0059580576706393775,0.9999996852998607,0.23001462100722014,0.40591469801175906,0.0053975802011885,0.2687363063333029,0.001768705530433102,0.07910497524665354,0.0003346281676868202
2.62,-31.502617778999177,0.6678800793730746,0.005958387086085149,0.9999996853172572,0.22950355596841931,0.40573937681192557,0.0054200572412182145,0.2691044659223558,0.001771285420677932,0.07935633539071009,0.0003329902511086791
2.63,-33.74743589780411,0.6684283421026592,0.005958718684089369,0.9999996853347682,0.22918537693169694,0.40562615368838634,0.005446023697545989,0.2693300185051797,0.001771583330212317,0.07951181739439672,0.00033015946498239634
2.64,-36.022065732315944,0.6688203249293526,0.0059590524885276466,0.9999996853523913,0.22906929793264372,0.4055789113497633,0.0054760639421866115,0.2694060347317487,0.0017691998076590422,0.07956620478513088,0.0003259678120384491
2.65,-38.296965089788806,0.6690591786053577,0.005959388306506316,0.9999996853701121,0.22916630671973473,0.4056015746953654,0.005510809579662243,0.2693243340325151,0.0017636850999253493,0.07951376301154409,0.0003202523299182131
2.66,-40.543989084105995,0.6691500984120782,0.0059597257167448596,0.9999996853879255,0.22948921309380943,0.40569802115332426,0.00555091601815356,0.26907546013064165,0.0017545475482479372,0.07934828848384952,0.00031287002265521725
2.67,-42.73827445457188,0.6690999928297608,0.005960064073241264,0.9999996854057909,0.23005249677597017,0.40587189552601,0.005597030394914075,0.2686488106768307,0.0017412678484143664,0.07906327738624791,0.00030371539989519327
2.68,-44.85947712327585,0.6689170512843658,0.005960402523015246,0.9999996854236554,0.23087197111880722,0.4061263369710313,0.005649752880580224,0.26803290969869953,0.0017233192285630514,0.07865220394994932,0.0002927385246253968
2.69,-46.892273261715154,0.668610279891633,0.00596074003490331,0.9999996854414687,0.23196430872625184,0.40646364114883476,0.005709594290494252,0.26721578920007283,0.0017001932516682383,0.07810887887793211,0.00027996093665272586
2.7,-48.82622704200252,0.6681890689866397,0.005961075435322855,0.9999996854591703,0.23334649535981972,0.40688489339845757,0.005776933839297471,0.2661854305203615,0.0016714302511371213,0.07742784413604312,0.0002654866452103064
2.71,-50.65522715048721,0.667662829691179,0.005961407447727878,0.9999996854766927,0.23503526806081454,0.40738960596372564,0.0058519803672463545,0.2649302239761737,0.0016366533919442748,0.07660476498523092,0.00024950592395458777
2.72,-52.37672028488262,0.6670407176430617,0.005961734732726425,0.9999996854939647,0.23704658855981492,0.4079753936456049,0.005934740626664709,0.2634394078361802,0.0015956041484566903,0.0756367808937775,0.00023229061552286902
2.73,-53.9908994470862,0.6663314431471526,0.005962055927234938,0.9999996855109147,0.239395181634159,0.4086377125254487,0.006024997573078122,0.26170346376877146,0.0015481766595289328,0.07452278956814666,0.00021418062571174873
2.74,-55.499976806531016,0.6655431592228342,0.0059623696805974815,0.9999996855274741,0.24209416341377327,0.4093696855403647,0.00612230150469327,0.25971444718432485,0.0014944466807086747,0.07326364135544466,0.0001955631513383685
2.75,-56.90755872944267,0.6646834029358607,0.0059626746882869685,0.9999996855435709,0.24515474775999227,0.41016201429390514,0.006225974516659065,0.25746626057522026,0.0014346925799128957,0.07186224769823864,0.00017684676406531355
2.7600000000000002,-58.2181600001808,0.6637590824576369,0.005962969721410302,0.9999996855591409,0.2485860417528725,0.41100299041093385,0.006335129764476205,0.2549548572427339,0.0013694036775761542,0.07032359309343186,0.00015843362765182432
2.77,-59.43683097867682,0.6627764902668564,0.005963253652327314,0.9999996855741257,0.2523949122812844,0.4118785967071173,0.006448703956272192,0.2521783861638928,0.001299274147675232,0.06865466378607986,0.00014069320009315892
2.7800000000000002,-60.568885106979586,0.6617413344705979,0.005963525475746917,0.9999996855884714,0.25658591773060985,0.41277269332544997,0.006565501309499393,0.24913727863046253,0.0012251812911250452,0.06686430044485085,0.00012394035621515295
2.79,-61.61970545391265,0.6606587796967458,0.005963784325115156,0.9999996856021333,0.26116129284447387,0.41366727746507737,0.006684245753910211,0.24583428201087945,0.0011481491405648985,0.06496298839501498,0.00010842013823547092
2.8000000000000003,-62.59460952481463,0.6595334917591383,0.005964029484251706,0.9999996856150732,0.2661209763369908,0.41454280136949817,0.006803637075192491,0.24227444544202495,0.001069300651388057,0.06296260141124795,9.430010990206033e-05
2.81,-63.49875936686656,0.658369683200575,0.005964260394162044,0.9999996856272574,0.27146267359427473,0.4153785347672017,0.006922406731666933,0.23846506053228117,0.000989802749958757,0.06087611312285421,8.16702394339263e-05
2.82,-64.33710309438332,0.6571711572460754,0.0059644766553867525,0.9999996856386746,0.27718194510623817,0.41615295482899256,0.007039369183802067,0.23441556313358308,0.0009108095473943522,0.058717292025691675,7.054909210446654e-05
2.83,-65.11434052741605,0.6559413489934584,0.005964678025970172,0.9999996856493036,0.2832723168249137,0.41684414981698525,0.007153464888464675,0.2301373975676226,0.0008334089506033667,0.056500392712880876,6.08948906677159e-05
2.84,-65.83490500447817,0.6546833632992469,0.0059648644157036124,0.9999996856591435,0.2897254064805272,0.41743022102637833,0.007263792623533353,0.22564384928459208,0.0007585772448448039,0.054239856059904286,5.261916419384356e-05
2.85,-66.50295643835067,0.6534000091190075,0.005965035877190353,0.9999996856681962,0.2965310612772302,0.4178896704364011,0.007369629796590962,0.22094985097551056,0.0006871447817497234,0.05195002855011898,4.560117814108913e-05
2.86,-67.12238205382793,0.6520938305610033,0.005965192594460268,0.9999996856764722,0.30367750448378866,0.4182017646786119,0.007470441357153677,0.21607176755307286,0.0006197736931257533,0.0496449068004694,3.970161058768436e-05
2.87,-67.69680336734795,0.6507671343792203,0.005965334869389273,0.9999996856839741,0.3111514891492534,0.41834686378191155,0.007565876626248655,0.2110271625809282,0.0005569494319014174,0.04733791623530188,3.477435240771804e-05
2.88,-68.22958604096662,0.64942201466027,0.005965463107004867,0.9999996856907502,0.3189384550693545,0.4183067117149106,0.007655757634777649,0.20583455543385756,0.000498983158524092,0.04504172355155469,3.06758596379568e-05
2.89,-68.72385198034999,0.6480603745495745,0.00596557780010187,0.9999996856967548,0.3270226882452196,0.4180646787038162,0.007740060113406498,0.2005131731621351,0.00044602426778408944,0.04276808920499962,2.7271630716645456e-05
2.9,-69.18249242778508,0.6466839459434193,0.005965679513800692,0.9999996857022239,0.3353874807464219,0.41760596355865687,0.007818891020930379,0.19508270340939438,0.00039807841105840694,0.04052775101276201,2.444060745526941e-05
2.91,-69.60818193948893,0.645294306761846,0.005965768870291368,0.9999996857068885,0.3440152897095016,0.4169177448575244,0.007892463041411455,0.18956305220798006,0.00035503088440650484,0.03833034637178109,2.2077199748212595e-05
2.92,-70.00339249856742,0.6438928961282357,0.005965846534310725,0.9999996857110095,0.352887893748215,0.4159892822840928,0.007961068763382099,0.183974112637257,0.00031667199070636827,0.036184369600346614,2.0091637351215663e-05
2.93,-70.3704072682153,0.6424810279418846,0.005965913199676447,0.9999996857145359,0.3619865452206041,0.41481197458228314,0.008025056530626644,0.17833554867936247,0.0002827217903182669,0.034097157602122175,1.840926300814747e-05
2.94,-70.71133384001645,0.6410599030678686,0.005965969577056452,0.9999996857175127,0.3712921171645874,0.41337937807744274,0.008084809000420457,0.17266659736649612,0.0002528527526944623,0.032074899514242444,1.6969226717396917e-05
2.95,-71.0281169570758,0.6396306202079379,0.005966016383042831,0.9999996857199898,0.3807852439901063,0.4116871875822706,0.008140724661211985,0.16698589119350468,0.0002267099118958146,0.030122668189821563,1.5722727156521536e-05
2.96,-71.32255064284297,0.6381941855513084,0.0059660543306074825,0.9999996857219983,0.3904464548013703,0.4097331830973976,0.008193202626834768,0.16131130293291976,0.00020392787582671314,0.028244470093613687,1.4631134687532082e-05
2.97,-71.59628963183131,0.6367515213754675,0.00596608412097763,0.999999685723576,0.4002562984251871,0.40751714745730977,0.008242630785795124,0.15565981398885667,0.00018414443557581182,0.02644330928346828,1.366417296912999e-05
2.98,-71.85086005993372,0.6353034737649214,0.005966106436897958,0.9999996857247596,0.41019545947064306,0.40504076057156346,0.008289377147294727,0.15004740648369838,0.0001670108013356125,0.024721261164612634,1.2798291033477491e-05
2.99,-72.08766943499306,0.6338508195532059,0.005966121937195404,0.9999996857255832,0.42024486494349056,0.40230747493940455,0.008333783995895305,0.14448897862569232,0.0001521988136731595,0.023079552758698475,1.2015262973864562e-05
3.0,-72.30801591271955,0.6323942725503029,0.005966131252560269,0.9999996857260803,0.43038578091256763,0.3993223763900352,0.008376164420009775,0.1389982828135754,0.00013940555940708006,0.02151864689422858,1.130101826884927e-05
3.0100000000000002,-72.5130969209283,0.6309344891430453,0.005966134982401035,0.9999996857262826,0.44059989922118253,0.39609203459079556,0.00841680068234742,0.13358788464762228,0.00012835594147667722,0.02003832775834033,1.0644682825331827e-05
3.02,-72.70401714109134,0.6294720733339609,0.005966133692676132,0.9999996857262201,0.45086941407868597,0.39262434699922283,0.008455944070904527,0.1282691415240575,0.00011880357700038799,0.018637785754588583,1.003781676491325e-05
3.0300000000000002,-72.88179587380084,0.6280075812865952,0.005966127914582797,0.9999996857259204,0.46117708856818834,0.3889283799317827,0.008493815857073747,0.12305219901414247,0.00011053041902779864,0.017315699798640748,9.473825528827056e-06
3.04,-73.04737381771777,0.6265415254220088,0.005966118143994559,0.9999996857254099,0.4715063111440091,0.3850142096960209,0.008530609047031014,0.1179460033502203,0.00010334544046660753,0.01607031568042034,8.947518344827773e-06
3.0500000000000003,-73.2016193966828,0.6250743781832355,0.005966104841386736,0.9999996857247125,0.4818411438490446,0.3808927668409897,0.008566490439893345,0.11295832511345874,9.708293774113368e-05,0.01489952007118824,8.454741207202104e-06
3.06,-73.34533455583369,0.6236065754171656,0.0059660884323324784,0.9999996857238517,0.49216636117197216,0.3765756844655394,0.008601603085372372,0.10809579552745623,9.160032486019773e-05,0.013800909215522947,7.992121494856724e-06
3.0700000000000003,-73.47926000939404,0.6221385193759374,0.005966069308505252,0.9999996857228471,0.5024674788756256,0.3720751532948382,0.00863606891971347,0.10336395455789732,8.677566863282411e-05,0.012771851085131306,7.556893898435473e-06
3.08,-73.60408011420118,0.6206705814813253,0.00596604782891295,0.9999996857217169,0.5127307757634053,0.3674037850086294,0.008669991270365473,0.0987673049746629,8.250532057069982e-05,0.011809541667861065,7.1467606735197495e-06
3.09,-73.7204273896967,0.6192031048681294,0.0059660243213079415,0.999999685720487,0.5229433087625573,0.3625744844412409,0.008703457208545344,0.09430937101772657,7.870167071863595e-05,0.0109110555767008,6.75978180247078e-06
3.1,-73.8288866305518,0.6177364066710648,0.005965999083789628,0.9999996857191522,0.5330929205097945,0.35760033225757865,0.008736539722623745,0.0899927617172508,7.529105932315276e-05,0.010073390233449104,6.3942863185081576e-06
3.11,-73.92999874331709,0.6162707801393468,0.005965972386523831,0.9999996857177464,0.543168241909727,0.3524944753823714,0.008769299727089036,0.08581923722200953,7.221181631079312e-05,0.009293505192323982,6.048820165445908e-06
3.12,-74.02426419972006,0.6148064965249869,0.005965944473515201,0.9999996857162801,0.5531586880661598,0.3472700302523895,0.008801787876452518,0.08178977584976123,6.941249580954428e-05,0.008568355328148917,5.722093729514084e-06
3.13,-74.11214628709236,0.6133438068511067,0.0059659155644041974,0.9999996857147597,0.5630544507704557,0.34193999337251507,0.00883404618598149,0.0779046417577185,6.685028136993566e-05,0.007894920086501589,5.4129516386659684e-06
3.14,-74.19407400352844,0.6118829434719852,0.005965885856288415,0.9999996857131918,0.5728464849416302,0.33651716434805456,0.008866109436890974,0.07416345287810353,6.448959774006633e-05,0.007270226779465605,5.1203512579633295e-06
3.15,-74.27044467700219,0.6104241214829075,0.00596585552544671,0.9999996857116074,0.5825264908874325,0.33101408139871974,0.00889800631718366,0.07056524603296042,6.230098418659162e-05,0.006691368768067346,4.843343620787372e-06
3.16,-74.34162651573686,0.6089675400909504,0.005965824729027372,0.9999996857099541,0.5920868961679021,0.32544296042849075,0.008929760458676066,0.06710854017437362,6.026006530412515e-05,0.006155522367208795,4.581060762221165e-06
3.17,-74.4079608614636,0.6075133838195252,0.0059657936066544286,0.9999996857083449,0.6015208331560519,0.31981564632912723,0.008961391298835513,0.06379139686080085,5.834669929053236e-05,0.00565995894963185,4.332700523635691e-06
3.18,-74.46976435496467,0.6060618236654506,0.005965762281990952,0.9999996857067174,0.610822115740224,0.31414356834048196,0.008992914862501363,0.06061147903371037,5.654420031888614e-05,0.005202055605198082,4.097517424115284e-06
3.19,-74.52733075939157,0.6046130180676472,0.005965730864155075,0.999999685704901,0.6199852120270188,0.3084377105557358,0.009024344306151538,0.05756610433282288,5.4838796339309876e-05,0.004779300367284935,3.8748154557590444e-06
3.2,-74.58093274822103,0.6031671138594189,0.0059656994490816,0.9999996857036748,0.6290052174476938,0.3027085842017093,0.009055690462796405,0.05465229627716236,5.321908523525052e-05,0.0043892972947076,3.663942031085933e-06
3.21,-74.63082353019122,0.6017242471327398,0.005965668120785303,0.9999996857012834,0.6378778265895793,0.2969662073526907,0.009086962266888366,0.05186683170131605,5.1675609132777024e-05,0.00402976917411959,3.4642837967677923e-06
3.22,-74.6772383441428,0.6002845440330539,0.005965636952534986,0.999999685700004,0.6465993043398814,0.2912200904164964,0.009118167107949545,0.04920628471638277,5.020049990363737e-05,0.0036985585921798466,3.275262626316934e-06
3.23,-74.72039584322295,0.5988481214954606,0.005965606007945552,0.9999996856998838,0.6551664566071846,0.28547922655929264,0.00914931112158349,0.04666706746089233,4.878718632532297e-05,0.00339362766639582,3.096332672739869e-06
3.24,-74.76049930940373,0.5974150878915067,0.005965575341931539,0.9999996856926919,0.6635766008654153,0.27975208949612196,0.009180399398250234,0.04424546532233202,4.743018364706569e-05,0.0031130560074901802,2.926977471977229e-06
3.25,-74.79773783872467,0.5959855436607971,0.005965545001633202,0.9999996857031708,0.6718275371336359,0.2740466320568506,0.009211436196366562,0.041937670899428334,4.612487872141465e-05,0.002855038682042611,2.766707268219179e-06
3.2600000000000002,-74.83228737552162,0.5945595818628648,0.005965515027218265,0.9999996856791685,0.6799175191267193,0.26837029093702114,0.00924242508559026,0.03973981290997039,4.486738420081846e-05,0.00261788276583175,2.6150573283321377e-06
3.27,-74.86431179139427,0.5931372887534118,0.005965485452718069,0.9999996856591988,0.6878452255833966,0.26272998941118003,0.009273369115214453,0.0376479864445249,4.3654368140176945e-05,0.002400004431941812,2.4715856978345213e-06
3.2800000000000002,-74.89396368640476,0.5917187442148335,0.005965456306626551,0.9999996858182675,0.6956097326366427,0.2571321507436435,0.009304270879021491,0.0356582733723738,4.24829862755167e-05,0.0021999238975543385,2.335872367220849e-06
3.29,-74.92138523401661,0.5903040222095303,0.005965427612525178,0.9999996854752129,0.7032104869555107,0.2515827090365232,0.009335132602774977,0.03376676371100879,4.135079209173582e-05,0.002016261177299658,2.2075180254002194e-06
3.3000000000000003,-74.94670900122564,0.5888931912205163,0.0059653993896896605,0.9999996855468883,0.7106472790328945,0.24608712086819165,0.009365956230998273,0.03196957618281335,4.0255647811383644e-05,0.0018477316987530101,2.086142665328877e-06
3.31,-74.97005860501486,0.5874863146063771,0.005965371653547567,0.9999996870649639,0.7179202179755176,0.2406503823558651,0.009396743460233123,0.030262872462201003,3.9195688698333144e-05,0.0016931411023342617,1.971384815935646e-06
3.3200000000000003,-74.99154936043765,0.5860834509521238,0.0059653444161242575,0.9999996816006862,0.7250297074749092,0.23527704513092476,0.009427495788141262,0.028642870732190476,3.816927198222547e-05,0.0015513805855343374,1.8629004663765402e-06
3.33,-75.01128889608877,0.5846846544033404,0.005965317686462756,0.9999996866843957,0.7319764223044588,0.22997123294888513,0.00945821455469961,0.027105858118256516,3.717493356038492e-05,0.0014214221759672478,1.7603621862111214e-06
3.34,-75.02937776982102,0.5832899750003229,0.005965291471042499,0.999999705386796,0.7387612846063486,0.2247366586267333,0.009488900980454113,0.02564820310426257,3.621134776115716e-05,0.0013023139061222556,1.6634581567934203e-06
3.35,-75.04590987296545,0.5818994589031926,0.005965265774008446,0.9999996866777283,0.7453854446464695,0.21957664439966662,0.009519556174692776,0.02426635954761783,3.527731766548056e-05,0.0011931751891412156,1.5718915272183437e-06
3.36,-75.060972931843,0.5805131486623296,0.005965240597486859,0.9999996859400344,0.7518502600393576,0.21449413929429348,0.009550181153347334,0.022956875083147435,3.437175464168818e-05,0.0010931924384639123,1.4853803681095793e-06
3.37,-75.07464894973843,0.5791310834629856,0.005965215941865308,0.9999996856743358,0.7581572765997789,0.20949173647587677,0.009580776863178871,0.021716397703175145,3.349365349551971e-05,0.0010016148612849091,1.4036562333231653e-06
3.38,-75.08701475526678,0.5777532994349537,0.005965191806062215,0.999999685728575,0.7643082053333099,0.20457170153506712,0.009611344193679554,0.02054167693549989,3.264207828673187e-05,0.0009177485987247688,1.3264635586073242e-06
3.39,-75.09814219978784,0.5763798297544841,0.00596516818766728,0.9999996856738148,0.7703049110962306,0.19973598075281082,0.009641883981848022,0.01942956927861057,3.181615663503586e-05,0.0008409546406630104,1.2535595199741446e-06
3.4,-75.10809838210623,0.5750107047673974,0.005965145083098893,0.9999996856744329,0.7761493997779892,0.19498621173959624,0.009672397019579336,0.018377043252729024,3.101507137620752e-05,0.0007706462711659823,1.1847137169798567e-06
3.41,-75.11694628220354,0.5736459523533048,0.005965122487856969,0.9999996856734218,0.7818437927136844,0.1903237614032677,0.00970288406336653,0.017381174697673488,3.0238048941355574e-05,0.0007062819822568576,1.119706891999297e-06
3.42,-75.12474491638609,0.5722855980092215,0.005965100396613782,0.999999685671709,0.7873903176675378,0.1857497348600896,0.009733345837120695,0.016439148881405293,2.9484355841600937e-05,0.0006473636587714779,1.058330774950008e-06
3.43,-75.13154956062576,0.570929664973903,0.005965078803328368,0.9999996856706674,0.7927912968842213,0.18126498923028184,0.009763783035736415,0.015548261558230032,2.8753294251346163e-05,0.0005934339201064672,1.0003877277393995e-06
3.44,-75.13741202819259,0.5695781743860511,0.005965057701369272,0.9999996856695511,0.7980491335096442,0.17687015168013964,0.009794196328851442,0.014705918094346019,2.804419731733413e-05,0.0005440728089233031,9.456902068575253e-07
3.45,-75.14238093817698,0.5682311454380043,0.005965037083624139,0.9999996856684413,0.8031662985957173,0.1725656376608477,0.009824586363830455,0.013909631700095782,2.735642529618311e-05,0.0004988945678494174,8.940602342427062e-07
3.46,-75.14650194790178,0.5668885955088131,0.005965016942589013,0.9999996856672809,0.8081453195818286,0.16835166752417555,0.009854953767775551,0.013157021362455078,2.6689362782135605e-05,0.00045754481794977757,8.453289441983272e-07
3.47,-75.14981778662337,0.5655505401844971,0.005964997270380128,0.9999996856661261,0.8129887785104715,0.16422826932755413,0.009885299147785555,0.012445811296965389,2.6042418363233836e-05,0.00041970011468580687,7.993364856861038e-07
3.48,-75.15236869959729,0.5642169935138807,0.005964978058904243,0.9999996856653091,0.8176992899343298,0.16019531096604317,0.009915623094925947,0.011773826743409294,2.5415019239804848e-05,0.0003850625112977,7.559311022679813e-07
3.49,-75.15419243310286,0.5628879680011786,0.005964959299836407,0.9999996856641699,0.8222795015388825,0.15625250097678214,0.009945926183033959,0.011138992341839994,2.4806612518313125e-05,0.00035335971225387586,7.149691364435926e-07
3.5,-75.15532462847553,0.5615634748324074,0.005964940984774529,0.9999996856633865,0.8267320748452588,0.15239941629841797,0.009976208972634563,0.010539328803451275,2.4216660038347775e-05,0.00032434029954109625,6.763142225460561e-07
3.5100000000000002,-75.1557986754246,0.5602435237935064,0.005964923105148941,0.999999685662453,0.8310596922735733,0.14863549559276615,0.01000647200748402,0.009972950599457454,2.3644642422727834e-05,0.0002977754652724662,6.398375139047831e-07
3.52,-75.15564600976883,0.5589281234442031,0.00596490565233537,0.9999996856615335,0.835265042797441,0.1449600607638898,0.010036715817736986,0.009438062683621398,2.30900550474724e-05,0.00027345538187094977,6.054169848325205e-07
3.5300000000000002,-75.15489618004847,0.5576172811576345,0.005964888617661575,0.9999996856606332,0.8393508186397197,0.14137232378440315,0.010066940919441754,0.008932957823791516,2.255240840845432e-05,0.0002511883738823084,5.729372528106585e-07
3.54,-75.15357698659486,0.5563110032048068,0.0059648719924445875,0.9999996856597569,0.8433197090029763,0.13787139833643944,0.010097147815680562,0.008456013024952755,2.203122672277591e-05,0.00023079922141848732,5.422891368103454e-07
3.5500000000000003,-75.15171461006558,0.5550092948302082,0.005964855768022592,0.9999996856589008,0.8471743941059182,0.134456310520985,0.010127336996902549,0.008005686390468263,2.1526047238916192e-05,0.00021212763672833195,5.133693842627443e-07
3.56,-75.14933373053316,0.5537121603229347,0.005964839935787906,0.9999996856580665,0.8509175392877939,0.13112600909745353,0.010157508941559321,0.007580514371712117,2.103641935137046e-05,0.00019502675572874383,4.860803060156763e-07
3.5700000000000003,-75.14645759485003,0.5524196030589178,0.005964824487188377,0.9999996856572553,0.8545517927384282,0.1278793719919034,0.010187664115943388,0.0071791082525257096,2.0561904662299827e-05,0.00017936243201041604,4.6032959475355895e-07
3.58,-75.14310813331323,0.551131625571021,0.005964809413754099,0.9999996856564616,0.8580797802771766,0.12471521628206175,0.010217802974679181,0.006800150847203524,2.0102076233971184e-05,0.0001650118477779907,4.3603001133782025e-07
3.59,-75.13930608312039,0.5498482296219834,0.0059647947071331964,0.9999996856556834,0.8615040993259261,0.12163230846074383,0.010247925961446894,0.0064423938952588465,1.9656517598639845e-05,0.00015186197360219774,4.1309901729944515e-07
3.6,-75.13507090432641,0.5485694161604077,0.005964780359023133,0.9999996856549264,0.8648273254560407,0.11862935981912821,0.01027803350732627,0.0061046546564727765,1.9224824868257704e-05,0.00013981090237336543,3.914588983825067e-07
3.61,-75.13042110748705,0.5472951855108136,0.0059647663612983,0.9999996856541891,0.8680519946863607,0.11570505183157409,0.010308126033498951,0.005785812794036193,1.880660301412997e-05,0.00012876358187583858,3.710360013157727e-07
3.62,-75.12537401432184,0.5460255372404483,0.005964752705884098,0.999999685653469,0.8711806191922944,0.11285801863989818,0.010338203949147046,0.005484808517616093,1.8401469072012917e-05,0.00011863520516113766,3.5176105272885896e-07
3.63,-75.11994611192048,0.5447604703646711,0.005964739384880825,0.9999996856527665,0.8742156677350631,0.11008687613880105,0.010368267653100798,0.005200637961974432,1.8009049283776766e-05,0.00010934661114195954,3.335684732681308e-07
3.64,-75.11415288048833,0.5434999832536125,0.005964726390486943,0.9999996856520814,0.8771595780049677,0.10739020733118715,0.010398317533821736,0.0049323528687590015,1.7628979989107792e-05,0.00010082673757995871,3.1639650109384867e-07
3.65,-75.10800900649421,0.5422440737554559,0.0059647137150511086,0.9999996856514131,0.8800147450128436,0.10476658178799556,0.010428353969217973,0.004679055546387298,1.7260907170178994e-05,9.300994372148772e-05,3.001867552344868e-07
3.66,-75.10152835161901,0.540992739182804,0.005964701351055442,0.999999685650761,0.8827835251680214,0.102214551672181,0.010458377327324492,0.004439898163170848,1.690448601047184e-05,8.58365844055133e-05,2.84884211419563e-07
3.67,-75.09472403229779,0.5397459763615228,0.005964689291125767,0.9999996856501251,0.8854682330483706,0.09973265912669886,0.010488387966443758,0.0042140795346595735,1.655938065093671e-05,7.925210018174144e-05,2.704369388783486e-07
3.68,-75.0876084757955,0.5385037816655786,0.005964677528034663,0.9999996856495048,0.8880711396353038,0.09731944132371328,0.010518386235130659,0.004000842447539733,1.6225264148256106e-05,7.320642723552956e-05,2.567959182861347e-07
3.69,-75.08019341949594,0.5372661510191062,0.005964666054692199,0.9999996856488998,0.8905944743937032,0.09497342927294389,0.010548372472406918,0.0037994725740737533,1.590181833237327e-05,6.765418154024239e-05,2.439150308410802e-07
3.7,-75.07249002473837,0.5360330799660246,0.005964654864166563,0.9999996856483098,0.8930404198525401,0.0926931587654343,0.010578347008189945,0.003609294395524198,1.5588733231775545e-05,6.255327187494824e-05,2.3175064851551197e-07
3.71,-75.06450880771827,0.5348045636310718,0.005964643949652649,0.9999996856477343,0.8954111176812377,0.09047716274798341,0.010608310162928203,0.003429671598330266,1.5285707686915847e-05,5.7865986147648664e-05,2.2026181096880396e-07
3.72,-75.05625979697169,0.5335805968153494,0.005964633304506896,0.999999685647173,0.89770866089351,0.08832398610456861,0.01063826224834129,0.0032600021192715324,1.4992448300929883e-05,5.3557056160057015e-05,2.0940975472546408e-07
3.73,-75.04775243824454,0.5323611739420746,0.0059646229222129615,0.9999996856466256,0.8999351012530656,0.08623217537774823,0.010668203567303637,0.003099719579267577,1.4708669926472107e-05,4.959502088827303e-05,1.991580795951713e-07
3.74,-75.0389957383179,0.5311462891438946,0.005964612796406395,0.9999996856460915,0.9020924424299374,0.08420029259926357,0.010698134414054029,0.002948288064960127,1.4434095155578757e-05,4.5950530803580776e-05,1.8947236746627493e-07
3.75,-75.0299982111272,0.5299359362328192,0.00596460292085828,0.9999996856455708,0.9041826448708847,0.08222690847983842,0.010728055074581884,0.0028052032561070384,1.4168454157476392e-05,4.259712581819533e-05,1.8032025801816372e-07
3.7600000000000002,-75.02076794724559,0.5287301087436993,0.005964593289479698,0.9999996856450629,0.9062076233933942,0.08031060895737181,0.010757965826678328,0.0026699890403207335,1.3911484562983644e-05,3.951050128128043e-05,1.716712155523529e-07
3.77,-75.01131262988363,0.5275287999454117,0.005964583896319755,0.9999996856445678,0.9081692478732778,0.07844999567156799,0.010787866940152028,0.002542196451551414,1.3662931262893569e-05,3.66684102396734e-05,1.6349646777527324e-07
3.7800000000000002,-75.00163954632264,0.5263320028494319,0.005964574735562771,0.9999996856440847,0.9100693442247038,0.07664368595670192,0.010817758677099953,0.0024214027380396273,1.3422546173213291e-05,3.405062352256028e-05,1.5576894539525504e-07
3.79,-74.99175563736813,0.5251397102415544,0.005964565801528236,0.9999996856436135,0.9119096931823871,0.07489031736761283,0.010847641292009248,0.002307208547942078,1.319008814171923e-05,3.163844737971038e-05,1.4846307584953435e-07
3.8000000000000003,-74.98166747851329,0.5239519146715317,0.00596455708866488,0.9999996856431541,0.9136920328348574,0.07318854421920025,0.010877515031886163,0.002199238544560323,1.296532284990773e-05,2.9415025278826604e-05,1.4155486461897442e-07
3.81,-74.97138134795019,0.5227686084964891,0.005964548591554162,0.999999685642706,0.9154180565482142,0.07153704400594971,0.01090738013660026,0.0020971377776783542,1.2748022470054633e-05,2.7364645061800813e-05,1.3502161016062086e-07
3.8200000000000003,-74.96090318937222,0.521589783859025,0.0059645403049006255,0.999999685642269,0.917089416249477,0.06993451223678909,0.010937236838833825,0.002000573043452473,1.2537965788205168e-05,2.5473239947327403e-05,1.2884202623526771e-07
