t,V,m,h,j,X_kr,X_ks,X_to,Y_to,Ca_i,f,d,f_Ca,Ca_SR
2.21,-94.56354448734967,0.0003078199663942102,0.9984995933371454,0.9980460427211167,0.22826319946993012,0.0001057696499440572,4.256248526569817e-05,0.9999999476098703,0.046725425923895225,0.9831626193850707,1.1884939582076288e-05,0.9448787187721467,320.00532667218397
2.22,-94.5630668275974,0.0003078450714454852,0.9984992526041349,0.9980427734021656,0.22825987343322857,0.000105795531092421,4.2564492638134186e-05,0.9999999473962686,0.04672298682203136,0.9831633516743318,1.1778914214984192e-05,0.9448913604019564,320.00535359706384
2.23,-94.56259020884335,0.00030787012379683283,0.9984989137327106,0.998039507877818,0.22825654746403143,0.00010582140999201847,4.256649572942817e-05,0.9999999471828666,0.04672054713090499,0.9831640839317565,1.1673953982691242e-05,0.9449039987004547,320.0053805301639
2.24,-94.56211462867901,0.0003078951235618966,0.9984985767055319,0.9980362461437808,0.2282532215622956,0.00010584728664039458,4.25684945479713e-05,0.9999999469696638,0.046718106864270234,0.9831648161573457,1.1570048194205016e-05,0.9449166336688731,320.00540747136716
2.25,-94.56164008470395,0.0003079200708539752,0.998498241505516,0.9980329881957662,0.228249895727978,0.00010587316103510125,4.257048910208245e-05,0.9999999467566603,0.04671566603569961,0.9831655483511013,1.1467186297104364e-05,0.9449292653084361,320.0054344205583
2.2600000000000002,-94.56116657452573,0.0003079449657860229,0.9984979081158382,0.9980297340294915,0.22824656996103565,0.00010589903317369724,4.257247940000818e-05,0.9999999465438557,0.046713224658584004,0.9831662805130241,1.1365357877539388e-05,0.9449418936203612,320.00546137762336
2.27,-94.56069409575993,0.0003079698084706495,0.9984975765199318,0.9980264836406783,0.22824324426142578,0.00010592490305374827,4.257446544992275e-05,0.9999999463312501,0.04671078274613265,0.9831670126431159,1.1264552660231461e-05,0.9449545186058591,320.00548834244995
2.2800000000000002,-94.5602226460302,0.0003079945990201199,0.9984972467014879,0.9980232370250537,0.22823991862910561,0.00010595077067282692,4.2576447259928096e-05,0.9999999461188432,0.046708340311373185,0.9831677447413778,1.1164760508473205e-05,0.9449671402661334,320.0055153149273
2.29,-94.55975222296819,0.00030801933754635456,0.9984969186444561,0.9980199941783496,0.22823659306403252,0.00010597663602851272,4.2578424838053874e-05,0.999999945906635,0.046705897367151604,0.9831684768078112,1.1065971424128512e-05,0.9449797586023808,320.00554229494605
2.3000000000000003,-94.55928282421358,0.0003080440241609294,0.9984965923330436,0.9980167550963029,0.228233267566164,0.00010600249911839206,4.258039819225741e-05,0.9999999456946251,0.04670345392613227,0.9831692088424175,1.0968175547632528e-05,0.9449923736157912,320.0055692823983
2.31,-94.5588144474141,0.00030806865897507567,0.9984962677517158,0.9980135197746555,0.22822994213545758,0.00010602835994005826,4.258236733042373e-05,0.9999999454828135,0.046701010000797925,0.9831699408451982,1.0871363157991666e-05,0.9450049853075475,320.005596277178
2.32,-94.55834709022545,0.0003080932420996801,0.9984959448851961,0.9980102882091538,0.228226616771871,0.00010605421849111153,4.258433226036556e-05,0.9999999452712001,0.04669856560344969,0.9831706728161543,1.0775524672783594e-05,0.9450175936788254,320.0056232791801
2.33,-94.55788075031145,0.00030811777364528467,0.9984956237184659,0.9980070603955498,0.22822329147536205,0.000106080074769159,4.258629298982331e-05,0.9999999450597845,0.04669612074620705,0.9831714047552875,1.0680650648157239e-05,0.9450301987307942,320.0056502883016
2.34,-94.55741542534388,0.000308142253722087,0.9984953042367647,0.9980038363296,0.2282199662458886,0.00010610592877181471,4.258824952646508e-05,0.9999999448485667,0.046693675441007845,0.9831721366625991,1.0586731778832802e-05,0.9450428004646156,320.0056773044406
2.35,-94.55695111300255,0.0003081666824399398,0.9984949864255898,0.998000616007066,0.22821664108340864,0.00010613178049669957,4.259020187788668e-05,0.9999999446375466,0.04669122969960832,0.9831728685380902,1.0493758898101722e-05,0.945055398881445,320.005704327497
2.36,-94.55648781097534,0.0003081910599083515,0.9984946702706967,0.9979973994237143,0.2282133159878803,0.00010615762994144141,4.259215005161159e-05,0.9999999444267239,0.04668878353358308,0.9831736003817624,1.0401722977826724e-05,0.9450679939824304,320.00573135737216
2.37,-94.55602551695813,0.00030821538623648575,0.9984943557580989,0.9979941865753165,0.2282099909592618,0.00010618347710367498,4.2594094055091006e-05,0.9999999442160986,0.046686336954325086,0.983174332193617,1.0310615128441774e-05,0.9450805857687129,320.00575839396885
2.38,-94.55556422865483,0.00030823966153316167,0.9984940428740678,0.9979909774576489,0.22820666599751144,0.00010620932198104191,4.259603389570379e-05,0.9999999440056705,0.0466838899730457,0.9831750639736554,1.022042659895211e-05,0.945093174241427,320.0057854371915
2.39,-94.55510394377737,0.00030826388590685376,0.9984937316051332,0.9979877720664929,0.2282033411025876,0.00010623516457119077,4.259796958075653e-05,0.9999999437954394,0.04668144260077462,0.9831757957218789,1.0131148776934222e-05,0.9451057594017,320.0058124869459
2.4,-94.55464466004575,0.0003082880594656919,0.9984934219380824,0.9979845703976349,0.22820001627444889,0.000106261004871777,4.259990111748347e-05,0.9999999435854051,0.04667899484835995,0.9831765274382889,1.004277318853587e-05,0.9451183412506522,320.00583954313964
2.41,-94.5541863736137,0.0003083121823962808,0.9984931137457566,0.9979813724468684,0.22819669151304373,0.00010628684287985191,4.260182865620845e-05,0.9999999433755676,0.0466765468007515,0.9831772591228867,9.955234616170245e-06,0.9451309197922508,320.00586660506013
2.42,-94.55372908339736,0.00030833625474697654,0.9984928071010694,0.997978178209988,0.2281933668183385,0.00010631267859354282,4.260375209670403e-05,0.9999999431659267,0.046674098412749776,0.9831779907756736,9.868567503273616e-06,0.9451434950254632,320.0058936730837
2.43,-94.55327278726095,0.00030836027661885714,0.9984925020003024,0.9979749876827947,0.2281900421902928,0.00010633851201057251,4.260567143505655e-05,0.999999942956482,0.04667164968898614,0.983178722396651,9.782768134908462e-06,0.9451560669511712,320.0059207471697
2.44,-94.55281748293928,0.00030838424811954106,0.9984921984300187,0.9979718008610945,0.22818671762886544,0.00010636434312861738,4.2607586679785916e-05,0.9999999427472336,0.046669200640399346,0.9831794539858205,9.697827965764458e-06,0.9451686355704985,320.0059478272249
2.45,-94.55236316817467,0.00030840816935632473,0.9984918963770076,0.9979686177406986,0.2281833931340154,0.00010639017194536047,4.260949783938014e-05,0.9999999425381814,0.04666675127776747,0.9831801855431832,9.613738573049796e-06,0.9451812008845631,320.00597491315716
2.46,-94.55190984071706,0.0003084320404361819,0.9984915958282838,0.9979654383174229,0.22818006870570168,0.00010641599845849162,4.261140492229531e-05,0.999999942329325,0.046664301611707926,0.9831809170687404,9.53049165649122e-06,0.9451937628944769,320.006002004876
2.47,-94.55145749832398,0.0003084558614657642,0.998491296771088,0.9979622625870885,0.22817674434388346,0.00010644182266570733,4.261330793695563e-05,0.9999999421206643,0.04666185165267747,0.9831816485624937,9.448079038333992e-06,0.9452063216013454,320.0060291022921
2.48,-94.55100613876054,0.00030847963255140076,0.9984909991928868,0.9979590905455213,0.22817342004851995,0.00010646764456471089,4.261520689175339e-05,0.9999999419121994,0.0466594014109722,0.9831823800244444,9.366492663341922e-06,0.9452188770062683,320.00605620531746
2.49,-94.55055575979942,0.0003085033537990985,0.9984907030813721,0.9979559221885522,0.22817009581957048,0.00010649346415321232,4.261710179504897e-05,0.9999999417039299,0.046656950896727514,0.9831831114545936,9.285724598797347e-06,0.9452314291103386,320.0060833138655
2.5,-94.5501063592209,0.0003085270253145418,0.9984904084244622,0.9979527575120171,0.22816677165699456,0.00010651928142892834,4.2618992655170835e-05,0.9999999414958557,0.046654500119918195,0.9831838428529429,9.205767034501147e-06,0.9452439779146438,320.0061104278509
2.5100000000000002,-94.54965793481283,0.0003085506472030929,0.998490115210301,0.9979495965117565,0.2281634475607517,0.00010654509638958241,4.262087948041557e-05,0.9999999412879765,0.046652049090358326,0.9831845742194937,9.126612282772725e-06,0.9452565234202649,320.0061375471899
2.52,-94.54921048437066,0.00030857421956979154,0.9984898234272577,0.9979464391836165,0.22816012353080153,0.00010657090903290474,4.2622762279047846e-05,0.9999999410802924,0.046649597817701345,0.9831853055542471,9.048252778450034e-06,0.9452690656282768,320.00616467179987
2.5300000000000002,-94.54876400569741,0.0003085977425193552,0.998489533063928,0.9979432855234476,0.22815679956710386,0.00010659671935663227,4.2624641059300415e-05,0.9999999408728032,0.04664714631144001,0.9831860368572047,8.970681078889545e-06,0.9452816045397485,320.0061918015995
2.54,-94.5483184966037,0.0003086212161561789,0.998489244109133,0.9979401355271054,0.2281534756696185,0.00010662252735850865,4.262651582937414e-05,0.9999999406655087,0.046644694580906435,0.9831867681283678,8.893889863966279e-06,0.9452941401557425,320.0062189365091
2.5500000000000003,-94.54787395490771,0.0003086446405843354,0.9984889565519197,0.9979369891904505,0.22815015183830542,0.00010664833303628427,4.2628386597437954e-05,0.9999999404584086,0.046642242635272044,0.9831874993677377,8.817871936073782e-06,0.9453066724773155,320.00624607645
2.56,-94.54743037843524,0.0003086680159075752,0.9984886703815608,0.9979338465093484,0.22814682807312467,0.00010667413638771627,4.263025337162892e-05,0.999999940251503,0.04663979048354761,0.9831882305753159,8.742620220124142e-06,0.9453192015055176,320.0062732213451
2.57,-94.54698776501964,0.0003086913422293261,0.9984883855875549,0.9979307074796696,0.22814350437403644,0.0001066999374105685,4.2632116160052166e-05,0.9999999400447915,0.04663733813458326,0.9831889617511036,8.668127763547975e-06,0.9453317272413935,320.0063003711186
2.58,-94.54654611250187,0.00030871461965269393,0.9984881021596264,0.9979275720972896,0.22814018074100098,0.00010672573610261154,4.263397497078094e-05,0.9999999398382741,0.046634885597068416,0.9831896928951022,8.594387736294434e-06,0.9453442496859811,320.0063275256959
2.59,-94.54610541873045,0.000308737848280462,0.9984878200877252,0.9979244403580886,0.22813685717397866,0.00010675153246162272,4.2635829811856545e-05,0.9999999396319506,0.04663243287953188,0.9831904240073129,8.521393430831213e-06,0.9453567688403125,320.006354685004
2.6,-94.5456656815615,0.0003087610282150913,0.9984875393620274,0.997921312257952,0.22813353367292993,0.0001067773264853861,4.263768069128843e-05,0.9999999394258209,0.04662997999034175,0.9831911550877375,8.449138262144531e-06,0.9453692847054135,320.00638184897105
2.61,-94.54522689885874,0.0003087841595587204,0.9984872599729346,0.9979181877927702,0.2281302102378154,0.00010680311817169246,4.2639527617054094e-05,0.9999999392198847,0.046627526937705485,0.9831918861363769,8.37761576773915e-06,0.9453817972823039,320.0064090175266
2.62,-94.54478906849344,0.0003088072424131656,0.9984869819110745,0.9979150669584381,0.22812688686859572,0.0001068289075183393,4.2641370597099165e-05,0.999999939014142,0.04662507372966987,0.9831926171532327,8.306819607638363e-06,0.9453943065719972,320.0064361906016
2.63,-94.54435218834448,0.0003088302768799208,0.9984867051673002,0.9979119497508562,0.22812356356523167,0.00010685469452313088,4.264320963933733e-05,0.9999999388085925,0.046622620374121036,0.9831933481383062,8.236743564384002e-06,0.9454068125755011,320.00646336812827
2.64,-94.54391625629829,0.00030885326306015763,0.9984864297326909,0.9979088361659294,0.2281202403276841,0.00010688047918387818,4.2645044751650406e-05,0.9999999386032362,0.04662016687878443,0.9831940790915987,8.167381543036423e-06,0.9454193152938166,320.0064905500402
2.65,-94.54348126863752,0.0003088762010818254,0.9984861554920037,0.9979057261993494,0.22811691715590124,0.00010690626149758888,4.264687600372978e-05,0.9999999383980729,0.04661771331829754,0.9831948100131116,8.098676275396688e-06,0.9454318147304994,320.0065177357111
2.66,-94.54304722313556,0.00030889909104760767,0.99848588242829,0.9979026198470138,0.22811359404984308,0.00010693204146202291,4.2648703408315124e-05,0.9999999381931024,0.04661525970540251,0.9831955409028463,8.030617829162645e-06,0.9454443108867422,320.0065449250326
2.67,-94.54261411896168,0.00030892193303651765,0.9984856106166226,0.9978995171050133,0.22811027100948084,0.00010695781907564491,4.265052692483445e-05,0.9999999379883245,0.046612805994894105,0.9831962717608042,7.96324058861193e-06,0.945456803761526,320.0065721183812
2.68,-94.54218195400192,0.00030894472714895445,0.9984853400469512,0.9978964179692689,0.22810694803477558,0.00010698359433627734,4.265234656222177e-05,0.9999999377837393,0.04661035219513475,0.9831970025869865,7.89653797024203e-06,0.9454692933558764,320.0065993156852
2.69,-94.54175072614912,0.00030896747348500836,0.9984850707093985,0.9978933224357058,0.22810362512568846,0.00010700936724174895,4.265416232940974e-05,0.9999999375793464,0.046607898314359374,0.9831977333813946,7.830503487717662e-06,0.9454817796708141,320.00662651687395
2.7,-94.54132043330291,0.0003089901721444606,0.99848480259426,0.9978902305002547,0.22810030228218067,0.00010703513778989489,4.26559742353297e-05,0.9999999373751456,0.04660544436067538,0.98319846414403,7.765130751870735e-06,0.9454942627073551,320.0066537218779
2.71,-94.5408910733697,0.00030901282322678356,0.9984845356920048,0.9978871421588508,0.22809697950421357,0.00010706090597855657,4.265778228891163e-05,0.9999999371711369,0.04660299034206265,0.9831991948748939,7.700413470700399e-06,0.9455067424665105,320.0066809306284
2.72,-94.5404626442627,0.0003090354268311405,0.9984842699932748,0.9978840574074341,0.22809365679174856,0.0001070866718055818,4.265958649908417e-05,0.9999999369673201,0.04660053626637356,0.9831999255739877,7.636345449372996e-06,0.9455192189492861,320.0067081430582
2.73,-94.54003514390189,0.0003090579830563859,0.9984840054888852,0.9978809762419497,0.2280903341447472,0.00010711243526882466,4.266138687477461e-05,0.999999936763695,0.046598082141332965,0.9832006562413129,7.572920590222102e-06,0.9455316921566838,320.0067353591008
2.74,-94.53960857021404,0.00030908049200106515,0.9984837421698242,0.9978778986583472,0.22808701156317104,0.00010713819636614561,4.266318342490892e-05,0.9999999365602616,0.0465956279745382,0.9832013868768706,7.510132892748493e-06,0.9455441620896995,320.0067625786909
2.75,-94.53918292113275,0.0003091029537634147,0.9984834800272532,0.9978748246525814,0.22808368904698187,0.00010716395509541141,4.2664976158411716e-05,0.9999999363570197,0.046593173773459104,0.9832021174806623,7.447976453620173e-06,0.945556628749325,320.0067898017642
2.7600000000000002,-94.53875819459833,0.0003091253684413622,0.9984832190525067,0.9978717542206115,0.22808036659614148,0.00010718971145449518,4.266676508420626e-05,0.9999999361539689,0.04659071954543797,0.9832028480526894,7.386445466672348e-06,0.9455690921365468,320.00681702825773
2.77,-94.53833438855794,0.00030914773613252615,0.9984829592370925,0.9978686873584021,0.22807704421061173,0.00010721546544127634,4.266855021121449e-05,0.9999999359511093,0.0465882652976896,0.9832035785929532,7.325534222907454e-06,0.9455815522523471,320.00684425810925
2.7800000000000002,-94.5379115009655,0.00030917005693421607,0.9984827005726914,0.9978656240619221,0.22807372189035466,0.00010724121705364064,4.2670331548356996e-05,0.9999999357484406,0.046585811037301264,0.983204309101455,7.265237110495128e-06,0.9455940090977024,320.00687149125775
2.79,-94.53748952978175,0.0003091923309434328,0.9984824430511573,0.9978625643271458,0.22807039963533235,0.00010726696628948022,4.2672109104553016e-05,0.9999999355459628,0.04658335677123273,0.9832050395781963,7.205548614772233e-06,0.9456064626735851,320.00689872764326
2.8000000000000003,-94.53706847297418,0.0003092145582568678,0.9984821866645172,0.9978595081500518,0.228067077445507,0.00010729271314669346,4.2673882888720455e-05,0.9999999353436757,0.046580902506316246,0.9832057700231783,7.146463318242839e-06,0.9456189129809622,320.0069259672069
2.81,-94.53664832851709,0.000309236738970904,0.9984819314049712,0.9978564555266236,0.22806375532084092,0.00010731845762318516,4.2675652909775873e-05,0.999999935141579,0.046578448249256534,0.9832065004364025,7.087975900578238e-06,0.9456313600207962,320.00695320989087
2.82,-94.53622909439154,0.0003092588731816151,0.9984816772648929,0.99785340645285,0.22806043326129644,0.00010734419971686638,4.2677419176634495e-05,0.9999999349396728,0.04657599400663081,0.9832072308178701,7.030081138616934e-06,0.9456438037940444,320.00698045563837
2.83,-94.53581076858542,0.00030928096098476593,0.9984814242368285,0.9978503609247242,0.2280571112668361,0.00010736993942565456,4.267918169821019e-05,0.9999999347379567,0.046573539784888776,0.9832079611675826,6.9727739063646405e-06,0.9456562443016596,320.0070077043938
2.84,-94.53539334909338,0.00030930300247581234,0.9984811723134979,0.9978473189382445,0.2280537893374224,0.00010739567674747345,4.2680940483415495e-05,0.9999999345364307,0.04657108559035261,0.9832086914855412,6.916049174994299e-06,0.9456686815445894,320.0070349561025
2.85,-94.53497683391687,0.0003093249977499012,0.9984809214877934,0.9978442804894139,0.2280504674730181,0.00010742141168025313,4.268269554116161e-05,0.9999999343350945,0.04656863142921699,0.9832094217717475,6.859902012846053e-06,0.9456811155237766,320.00706221071084
2.86,-94.53456122106411,0.0003093469469018705,0.9984806717527811,0.99784124557424,0.22804714567358592,0.00010744714422193002,4.2684446880358374e-05,0.9999999341339482,0.04656617730754905,0.9832101520262028,6.804327585427273e-06,0.9456935462401594,320.00708946816644
2.87,-94.53414650855014,0.00030936885002624923,0.9984804231017,0.997838214188736,0.2280438239390887,0.00010747287437044686,4.26861945099143e-05,0.9999999339329914,0.046563723231288434,0.9832108822489082,6.749321155412532e-06,0.9457059736946709,320.00711672841794
2.88,-94.53373269439675,0.0003093907072172574,0.9984801755279622,0.997835186328919,0.22804050226948946,0.00010749860212375275,4.268793843873655e-05,0.999999933732224,0.04656126920624726,0.9832116124398653,6.6948780826436315e-06,0.9457183978882391,320.00714399141486
2.89,-94.53331977614731,0.0003094125186181532,0.9984799289961432,0.9978321619907145,0.22803718066474693,0.00010752432747953001,4.268967865745831e-05,0.999999933531646,0.04655881525673372,0.9832123425990754,6.640979588868598e-06,0.9457308188224975,320.00717125695223
2.9,-94.5329077494908,0.0003094342845611541,0.9984796833597275,0.9978291411696792,0.22803385912480356,0.00010755005043442005,4.269141508662774e-05,0.999999933331257,0.04655636147835834,0.9832130727265399,6.58755239439274e-06,0.9457432365017978,320.0071985242281
2.91,-94.53249661481237,0.00030945600490128565,0.998479438752716,0.997826123862315,0.22803053764964326,0.00010757577098770937,4.269314782337548e-05,0.9999999331310572,0.04655390778662854,0.98321380282226,6.5346608840781145e-06,0.9457556509236253,320.0072257939479
2.92,-94.53208637012922,0.00030947767973476344,0.9984791951673141,0.9978231100646521,0.22802721623922914,0.0001076014891373545,4.2694876875406855e-05,0.999999932931046,0.04655145418806586,0.9832145328862372,6.4822998743051385e-06,0.9457680620889356,320.00725306605534
2.93,-94.53167701346446,0.0003094993091575785,0.99847895259585,0.997820099772726,0.2280238948935243,0.00010762720488131781,4.26966022503945e-05,0.9999999327312236,0.04654900068909623,0.9832152629184728,6.430464254236403e-06,0.9457804699986802,320.0072803404951
2.94,-94.53126854284722,0.00030952089326549746,0.9984787110307758,0.9978170929825765,0.22802057361249198,0.00010765291821756756,4.269832395597844e-05,0.9999999325315897,0.04654654729604995,0.9832159929189682,6.379148985816692e-06,0.9457928746538068,320.0073076172123
2.95,-94.53086095631254,0.0003095424321540624,0.998478470464667,0.9978140896902482,0.22801725239609555,0.00010767862914407788,4.270004199976603e-05,0.9999999323321441,0.04654409401516172,0.9832167228877248,6.328349103772967e-06,0.94580527605526,320.0073348961532
2.96,-94.53045425190143,0.00030956392591859115,0.9984782308902223,0.9978110898917902,0.2280139312442984,0.00010770433765882874,4.270175638933201e-05,0.9999999321328868,0.04654164085257063,0.9832174528247438,6.278059715614377e-06,0.9458176742039804,320.00736217726484
2.97,-94.53004842766087,0.00030958537465417706,0.9984779923002639,0.9978080935832566,0.228010610157064,0.00010773004375980596,4.270346713221845e-05,0.9999999319338175,0.04653918781432013,0.9832181827300267,6.228276001632254e-06,0.9458300691009051,320.00738946049484
2.98,-94.52964348164379,0.000309606778455689,0.9984777546877377,0.9978051007607059,0.228007289134356,0.00010775574744500128,4.270517423593479e-05,0.9999999317349362,0.04653673490635809,0.9832189126035747,6.178993214900116e-06,0.9458424607469671,320.0074167457917
2.99,-94.52923941190907,0.0003096281374177714,0.9984775180457127,0.9978021114202014,0.22800396817613808,0.00010778144871241224,4.270687770795783e-05,0.9999999315362427,0.04653428213453674,0.9832196424453894,6.130206681273662e-06,0.9458548491430964,320.0074440331049
3.0,-94.52883621652155,0.0003096494516348444,0.9984772823673816,0.9977991255578109,0.22800064728237396,0.0001078071475600423,4.2708577555731707e-05,0.9999999313377367,0.046531829504612716,0.983220372255472,6.081911799390781e-06,0.9458672342902189,320.00747132238456
3.0100000000000002,-94.52843389355202,0.00030967072120110357,0.9984770476460605,0.9977961431696072,0.22799732645302753,0.00010783284398590075,4.271027378666794e-05,0.9999999311394181,0.046529377022247034,0.9832211020338238,6.034104040671537e-06,0.9458796161892572,320.00749861358156
3.02,-94.52803244107726,0.00030969194621052016,0.9984768138751887,0.9977931642516674,0.22799400568806275,0.00010785853798800272,4.2711966408145395e-05,0.9999999309412869,0.04652692469300509,0.9832218317804464,5.9867789493181885e-06,0.9458919948411297,320.00752590664774
3.0300000000000002,-94.52763185717994,0.00030971312675684084,0.9984765810483291,0.9977901888000736,0.22799068498744363,0.00010788422956436928,4.271365542751029e-05,0.9999999307433428,0.04652447252235667,0.9832225614953409,5.9399321423151695e-06,0.9459043702467517,320.0075532015356
3.04,-94.52723213994877,0.0003097342629335881,0.9984763491591683,0.9977872168109124,0.22798736435113431,0.0001079099187130273,4.27153408520762e-05,0.9999999305455858,0.04652202051567595,0.9832232911785087,5.893559309429106e-06,0.9459167424070346,320.00758049819854
3.0500000000000003,-94.52683328747834,0.00030975535483405975,0.9984761182015157,0.9977842482802751,0.227984043779099,0.00010793560543200951,4.271702268912406e-05,0.9999999303480155,0.04651956867824149,0.9832240208299513,5.847656213208801e-06,0.9459291113228862,320.0076077965907
3.06,-94.52643529786926,0.0003097764025513293,0.9984758881693047,0.9977812832042576,0.227980723271302,0.00010796128971935456,4.271870094590217e-05,0.9999999301506319,0.04651711701523623,0.98322475044967,5.8022186889852485e-06,0.9459414769952105,320.0076350966671
3.0700000000000003,-94.52603816922804,0.0003097974061782458,0.998475659056592,0.9977783215789607,0.2279774028277077,0.0001079869715731069,4.2720375629626176e-05,0.999999929953435,0.04651466553174752,0.983225480037666,5.75724264487162e-06,0.945953839424908,320.00766239838345
3.08,-94.52564189966719,0.000309818365807434,0.9984754308575576,0.9977753634004897,0.22797408244828057,0.00010801265099131689,4.272204674747907e-05,0.9999999297564244,0.046512214232767066,0.9832262095939408,5.712724061763277e-06,0.9459661986128756,320.00768970169634
3.09,-94.52524648730517,0.000309839281531294,0.9984752035665051,0.9977724086649544,0.22797076213298517,0.00010803832797204073,4.2723714306611226e-05,0.9999999295596,0.046509763123190974,0.9832269391184958,5.668658993337762e-06,0.9459785545600063,320.0077170065631
3.1,-94.52485193026637,0.00030986015344200164,0.9984749771778615,0.9977694573684698,0.2279674418817862,0.00010806400251334049,4.272537831414036e-05,0.9999999293629618,0.04650731220781974,0.9832276686113323,5.625043566054801e-06,0.9459909072671899,320.007744312942
3.11,-94.52445822668116,0.00030988098163150824,0.9984747516861772,0.997766509507155,0.22796412169464836,0.0001080896746132841,4.272703877715154e-05,0.9999999291665094,0.04650486149135825,0.9832283980724517,5.5818739791563085e-06,0.9460032567353119,320.0077716207919
3.12,-94.52406537468588,0.00030990176619154073,0.9984745270861258,0.997763565077134,0.22796080157153648,0.00010811534426994536,4.272869570269721e-05,0.9999999289702428,0.04650241097841575,0.9832291275018552,5.539146504666378e-06,0.9460156029652548,320.0077989300727
3.13,-94.52367337242278,0.0003099225072136017,0.998474303372505,0.9977606240745357,0.2279574815124155,0.00010814101148140393,4.2730349097797144e-05,0.9999999287741619,0.04649996067350591,0.9832298568995443,5.496857487391292e-06,0.946027945957897,320.0078262407449
3.14,-94.52328221603013,0.000309943204507052,0.9984740804341036,0.9977576864950047,0.22795416151723114,0.00010816667624451291,4.2731999089983435e-05,0.9999999285782665,0.04649751065243659,0.9832305862655204,5.4549488976709355e-06,0.9460402857168247,320.0078535521724
3.15,-94.52289190476709,0.0003099638583179267,0.9984738583243107,0.9977547523349479,0.22795084158595913,0.0001081923385580412,4.27336456199421e-05,0.9999999283825564,0.0464950608802843,0.9832313155997847,5.413447157756798e-06,0.9460526222414188,320.0078808646457
3.16,-94.52250243728918,0.0003099844688065349,0.9984736370644507,0.9977518215906284,0.22794752171856936,0.0001082179984203898,4.273528866488608e-05,0.9999999281870314,0.04649261134368147,0.9832320449023386,5.372362249604753e-06,0.9460649555318786,320.0079081782753
3.17,-94.52211381173647,0.00031000503605983174,0.9984734166484406,0.9977488942581869,0.22794420191502687,0.00010824365582964585,4.273692823326517e-05,0.9999999279916916,0.04649016204768351,0.9832327741731836,5.331690104269329e-06,0.9460772855891031,320.00793549301704
3.18,-94.52172602625434,0.00031002556016445395,0.9984731970702854,0.9977459703337693,0.2279408821752968,0.00010826931078390198,4.273856433353672e-05,0.9999999277965366,0.04648771299727403,0.9832335034123209,5.2914267074426665e-06,0.9460896124139884,320.0079628088277
3.19,-94.52133907899346,0.00031004604120671975,0.9984729783240783,0.9977430498135257,0.2279375624993443,0.00010829496328125625,4.274019697416557e-05,0.9999999276015663,0.04648526419736479,0.983234232619752,5.251568099454529e-06,0.9461019360074283,320.00799012566455
3.2,-94.52095296810977,0.00031006647927262913,0.9984727604040008,0.9977401326936106,0.22793424288713465,0.00010832061331981217,4.274182616362412e-05,0.9999999274067806,0.046482815652795745,0.983234961795478,5.212110375272289e-06,0.9461142563703134,320.00801744348547
3.21,-94.52056769176448,0.00031008687444786373,0.998472543304322,0.9977372189701831,0.2279309233386332,0.00010834626089767871,4.2743451910392287e-05,0.9999999272121792,0.046480367368335024,0.9832356909395005,5.173049684500947e-06,0.9461265735035319,320.00804476224886
3.22,-94.52018324812413,0.0003101072268177866,0.9984723270193993,0.9977343086394068,0.2279276038538054,0.0001083719060129703,4.274507422295752e-05,0.9999999270177622,0.046477919348678925,0.9832364200518208,5.134382231383109e-06,0.946138887407969,320.0080720819138
3.23,-94.51979963536051,0.0003101275364674426,0.9984721115436782,0.99773140169745,0.22792428443261675,0.00010839754866380684,4.2746693109814775e-05,0.9999999268235293,0.046475471598451945,0.9832371491324402,5.096104274799009e-06,0.9461511980845073,320.00809940243994
3.24,-94.51941685165075,0.0003101478034815583,0.9984718968716922,0.9977284981404851,0.22792096507503287,0.00010842318884831362,4.2748308579466576e-05,0.9999999266294805,0.046473024122206726,0.9832378781813601,5.058212128266489e-06,0.9461635055340265,320.00812672378765
3.25,-94.51903489517717,0.00031016802794454163,0.9984716829980631,0.9977255979646895,0.22791764578101945,0.00010844882656462144,4.274992064042294e-05,0.9999999264356153,0.04647057692442411,0.9832386071985819,5.020702159941018e-06,0.9461758097574037,320.00815404591776
3.2600000000000002,-94.51865376412748,0.0003101882099404823,0.9984714699175002,0.9977227011662447,0.2279143265505422,0.00010847446181086654,4.275152930120144e-05,0.9999999262419339,0.04646813000951312,0.983239336184107,4.983570792615672e-06,0.9461881107555131,320.0081813687917
3.27,-94.51827345669462,0.00031020834955315164,0.9984712576248016,0.9977198077413371,0.227911007383567,0.0001085000945851906,4.275313457032715e-05,0.999999926048436,0.04646568338181093,0.9832400651379365,4.946814503721152e-06,0.9462004085292265,320.0082086923716
3.2800000000000002,-94.51789397107683,0.00031022844686600266,0.9984710461148529,0.997716917686157,0.22790768828005983,0.00010852572488574077,4.275473645633268e-05,0.9999999258551214,0.046463237045582924,0.9832407940600719,4.910429825325772e-06,0.9462127030794123,320.00823601662023
3.29,-94.51751530547764,0.0003102485019621698,0.998470835382628,0.9977140309969,0.2279043692399866,0.00010855135271066964,4.27563349677582e-05,0.9999999256619901,0.04646079100502263,0.9832415229505147,4.874413344135467e-06,0.9462249944069369,320.0082633415007
3.3000000000000003,-94.51713745810586,0.0003102685149244693,0.998470625423189,0.9977111476697657,0.22790105026331348,0.00010857697805813527,4.275793011315136e-05,0.9999999254690419,0.04645834526425178,0.9832422518092662,4.838761701493784e-06,0.9462372825126633,320.0082906669771
