t,R,I_1,O,A,I_2
2.77,0.0009588836946447855,0.0018369610598527122,0.005005668809953728,0.3449680545118637,0.6472122803627697
2.7800000000000002,0.000958291190899125,0.0018244602203529876,0.00500521379238388,0.344945844536388,0.6472480404665372
2.79,0.0009577045888242846,0.0018120621859247317,0.005004767608966073,0.34492416268050047,0.6472831548748241
2.8000000000000003,0.000957123816675253,0.0017997661140217226,0.0050043300413272025,0.3449029963675136,0.6473176372977193
2.81,0.0009565488039974306,0.0017875711688913492,0.005003900871880867,0.34488233330177515,0.6473515011553828
2.82,0.0009559794712185502,0.0017754765224823389,0.00500348011895401,0.3448621617489848,0.6473847590724527
2.83,0.0009554157463373231,0.0017634813528288836,0.005003067657573004,0.3448424700594644,0.6474174237183551
2.84,0.0009548575641732229,0.0017515848440589057,0.005002663235625935,0.3448232466786465,0.6474495077814194
2.85,0.0009543048557754778,0.001739786187318819,0.005002266713136615,0.3448044804325016,0.647481023454199
2.86,0.0009537575528884183,0.0017280845802960566,0.005001877960178914,0.34478616039231075,0.6475119826666458
2.87,0.0009532155879007711,0.0017164792271621792,0.005001496857179655,0.344768275865611,0.6475423970949707
2.88,0.0009526788937949532,0.0017049693385159958,0.005001123295221512,0.34475081638714056,0.6475722781705047
2.89,0.0009521474329146888,0.0016935541322725465,0.005000756661417826,0.3447337726910799,0.647601636591531
2.9,0.0009516211440983185,0.001682232831872701,0.00500039678293571,0.3447171349035544,0.6476304832430605
2.91,0.0009510999601688011,0.0016710046668019882,0.005000043613880174,0.34470089313085983,0.6476588289031681
2.92,0.0009505838244463243,0.0016598688730773557,0.004999696939642389,0.34468503801440725,0.6476866839661876
2.93,0.0009500726817894093,0.0016488246928978965,0.004999356536374794,0.34466956041833424,0.6477140586052107
2.94,0.0009495664786165732,0.0016378713745903446,0.004999022170000928,0.34465445142291473,0.6477409627797004
2.95,0.0009490651629279908,0.0016270081725545597,0.004998693595225241,0.34463970231796814,0.6477674062431025
2.96,0.0009485686350222977,0.0016162343485492375,0.004998371532529665,0.3446253041640055,0.6477933980542836
2.97,0.0009480768468418339,0.0016055491689375625,0.0049980556970500856,0.3446112486564244,0.6478189475846775
2.98,0.0009475897504361547,0.0015949519060341646,0.004997745820268108,0.3445975276669004,0.6478440640070475
2.99,0.0009471072873749053,0.0015844418383389781,0.004997441859451516,0.34458413314378694,0.6478687561963374
3.0,0.0009466293990928115,0.0015740182502021237,0.004997143791895656,0.34457105719603165,0.6478930328411724
3.0100000000000002,0.0009461560268016127,0.0015636804317723785,0.004996851616109795,0.34455829208562344,0.6479169024503673
3.02,0.0009456871114019944,0.0015534276789456517,0.004996565353003479,0.3445458302200402,0.6479403733594349
3.0300000000000002,0.0009452226534544095,0.0015432592944355009,0.004996283940026497,0.34453366575208105,0.6479634531736899
3.04,0.0009447625830658255,0.001533174585292423,0.004996007629068118,0.34452179109238734,0.6479861499945058
3.0500000000000003,0.0009443068443481103,0.0015231728644318548,0.004995736429225572,0.34451019916464715,0.6480084716327041
3.06,0.0009438553903559995,0.001513253450489726,0.004995470199673934,0.3444988832649227,0.6480304256617234
3.0700000000000003,0.0009434081753900176,0.001503415667628772,0.0049952087911069535,0.3444878368504537,0.6480520194955061
3.08,0.0009429651550279672,0.0014936588454892462,0.004994952044719679,0.3444770535353049,0.6480732603938851
3.09,0.000942526286156418,0.0014839823191396212,0.0049946997911910615,0.34446652708601294,0.6480941554679713
3.1,0.0009420915060828876,0.001474385430471375,0.004994452283070019,0.34445625146755043,0.6481147112219771
3.11,0.0009416607805073385,0.0014648675248403623,0.004994209200543326,0.34444622072366443,0.6481349346209323
3.12,0.000941234067725057,0.0014554279534907937,0.004993970392710618,0.34443642905870114,0.6481548323021252
3.13,0.0009408113256443038,0.0014460660730236875,0.004993735731828627,0.3444268708164494,0.6481744107352997
3.14,0.000940392513009726,0.001436781245265292,0.0049935050875997014,0.34441754047292117,0.6481936762544536
3.15,0.0009399775893963091,0.001427572837220388,0.004993278326932098,0.34440843263208887,0.6482126350623946
3.16,0.0009395665151754802,0.0014184402210276135,0.0049930553142701235,0.3443995420215945,0.6482312932347799
3.17,0.0009391592252354482,0.001409382775828917,0.004992836448965915,0.3443908634616458,0.6482496562391111
3.18,0.0009387556942655484,0.0014003998829611808,0.004992621329065653,0.3443823919274549,0.6482677301459151
3.19,0.000938355881685071,0.001391490929925458,0.004992409877814166,0.34437412248872085,0.6482855206156454
3.2,0.0009379597472668852,0.001382655309200385,0.004992202023600371,0.34436605032133455,0.6483030331920873
3.21,0.0009375672511066689,0.0013738924181972846,0.004991997700223468,0.344358170703091,0.6483202733064563
3.22,0.0009371783535921358,0.001365201659215265,0.004991796847159128,0.3443504790094014,0.648337246281496
3.23,0.0009367930153722651,0.0013565824393963232,0.0049915994098256805,0.34434297070900555,0.6483539573355761
3.24,0.0009364111973265295,0.0013480341706804434,0.0049914053398503085,0.344335641359684,0.6483704115867903
3.25,0.0009360328667214029,0.001339556272306896,0.00499121452779329,0.3443284873556452,0.6483866133640187
3.2600000000000002,0.0009356579820637296,0.0013311481645488412,0.004991026968422847,0.3443215040868549,0.6484025679041502
3.27,0.0009352865054277335,0.0013228092737539209,0.004990842626080575,0.34431468743606036,0.6484182799719875
3.2800000000000002,0.0009349183992428541,0.001314539030990145,0.004990661469676557,0.34430803338800375,0.648433754220693
3.29,0.000934553626129534,0.0013063368719460832,0.004990483474412221,0.34430153800892327,0.6484489952108331
3.3000000000000003,0.0009341921488744578,0.001298202236888435,0.004990308621980926,0.3442951974429957,0.6484640074138028
3.31,0.0009338339304057896,0.0012901345706196076,0.004990136900768549,0.34428900790877837,0.6484787952152512
3.3200000000000003,0.0009334789337684119,0.0012821333224352863,0.00498996830605408,0.34428296569565164,0.648493362918506
3.33,0.0009331271577719834,0.0012741979486880761,0.0049898022075560875,0.34427706842130634,0.6485077140802235
3.34,0.0009327785513080523,0.0012663279064873514,0.00498963886877211,0.3442713120001452,0.6485218531172848
3.35,0.0009324330808615029,0.001258522658590663,0.004989478249430928,0.34426569302715077,0.6485357840459819
3.36,0.0009320907152798898,0.0012507816722504522,0.004989320275368443,0.3442602082367944,0.6485495107700875
3.37,0.0009317514240874514,0.0012431044190502616,0.0049891648681899105,0.3442548544407536,0.6485630371153778
3.38,0.0009314151774963343,0.001235490374864941,0.004989011944832334,0.3442496285256268,0.6485763668323834
3.39,0.0009310819464178163,0.0012279390198208478,0.004988861417126843,0.3442445274506474,0.6485895035991407
3.4,0.0009307517024735312,0.0012204498382560526,0.00498871319136109,0.3442395482453985,0.6486024510239432
3.41,0.0009304243991014608,0.001213022321112407,0.004988567564376014,0.34423468810412183,0.6486152121720569
3.42,0.0009301000161212675,0.0012056559601645474,0.004988424288612478,0.34422994415578667,0.6486277906903487
3.43,0.0009297785260466689,0.0011983502523149345,0.004988283278501975,0.34422531363398606,0.6486401899614975
3.44,0.0009294599003874899,0.0011911046987448414,0.004988144478079819,0.3442207938425082,0.6486524132651486
3.45,0.000929144111043878,0.0011839188046966517,0.0049880078315395066,0.34421638214598516,0.6486644638154891
3.46,0.0009288311302976991,0.001176792079436617,0.004987873283210976,0.3442120759677081,0.6486763447635002
3.47,0.0009285209308039355,0.001169724036217607,0.004987740777538858,0.34420787278744347,0.6486880591992086
3.48,0.0009282134855820819,0.0011627141922418655,0.004987610259060723,0.34420377013924836,0.6486996101539388
3.49,0.0009279087599250036,0.0011557620706393707,0.004987481851277668,0.3441997657629983,0.6487110002762985
3.5,0.000927606730055063,0.001148867195776014,0.004987355443522663,0.3441958572472414,0.6487222325878669
3.5100000000000002,0.0009273073696618477,0.0011420290965714014,0.004987230988711335,0.3441920422828728,0.648733309942365
3.52,0.0009270106517777107,0.001135247305991748,0.004987108461618135,0.3441883186251184,0.6487442351039637
3.5300000000000002,0.0009267165495893954,0.0011285213608080791,0.0049869878407003175,0.34418468407575126,0.6487550107826466
3.54,0.0009264250364206114,0.0011218508015611874,0.004986869108271445,0.3441811364810757,0.6487656396361053
3.5500000000000003,0.0009261360857146092,0.0011152351725265835,0.004986752250674897,0.3441776737299101,0.6487761242716357
3.56,0.0009258496710167554,0.0011086740216794515,0.004986637258457375,0.344174293751571,0.6487864672480336
3.5700000000000003,0.0009255657789600659,0.001102166902424862,0.004986523898239796,0.34417099499455395,0.6487966708099263
3.58,0.0009252843798795,0.0010957133695757345,0.004986412228531568,0.34416777533882065,0.648806737493986
3.59,0.0009250054477998451,0.0010893129820336795,0.004986302248655986,0.3441646328333456,0.6488166697191716
3.6,0.0009247289587708729,0.0010829653025303007,0.004986193927848699,0.3441615656331969,0.6488264698225245
3.61,0.0009244548891370145,0.0010766698973596093,0.004986087235505878,0.3441585719341971,0.6488361400963104
3.62,0.000924183215534722,0.0010704263363449827,0.0049859821410981,0.34415564997145304,0.6488456827896123
3.63,0.0009239139148898312,0.001064234192806127,0.004985878614084227,0.34415279801788606,0.6488551001099209
3.64,0.0009236469644149232,0.0010580930435260365,0.004985776623825282,0.3441500143827623,0.6488643942247265
3.65,0.0009233823429362172,0.0010520024708987271,0.0049856761367775134,0.3441472977086293,0.6488735669638864
3.66,0.0009231200278633638,0.0010459620579302046,0.004985577122602041,0.3441446462903228,0.6488826205026023
3.67,0.0009228599971910261,0.0010399713914928603,0.0049854795499771985,0.3441420585233349,0.6488915569119413
3.68,0.0009226022294358617,0.0010340300621933924,0.004985383386635979,0.3441395328887911,0.6489003781740172
3.69,0.0009223467034082618,0.0010281376639696884,0.004985288599741643,0.34413706790134135,0.6489090862343606
3.7,0.0009220933982106675,0.0010222937940593492,0.004985195155799637,0.34413466210790383,0.6489176830032957
3.71,0.0009218422932358866,0.0010164980529682162,0.004985103020569526,0.3441323140864095,0.6489261703573174
3.72,0.0009215933681654095,0.0010107500444388965,0.004985012158976919,0.3441300224445462,0.6489345501404683
3.73,0.0009213466029677253,0.0010050493754192897,0.00498492253502539,0.34412778581850334,0.6489428241657154
3.74,0.0009211019728054607,0.000999395658376023,0.004984834231374077,0.34412560304831863,0.6489509939229793
3.75,0.0009208594577460012,0.0009937885067896545,0.004984747220966586,0.344123472839722,0.648959061140123
3.7600000000000002,0.0009206190398778399,0.0009882275364505833,0.004984661434682174,0.3441213938628496,0.6489670276182725
3.77,0.0009203806994120421,0.0009827123672224013,0.004984576852841281,0.3441193648861623,0.6489748950086623
3.7800000000000002,0.0009201444167395762,0.0009772426220620695,0.0049844934567213044,0.3441173847037665,0.6489826649326504
3.79,0.0009199101724249288,0.0009718179269906112,0.004984411228579047,0.34411545213432204,0.6489903389828238
3.8000000000000003,0.0009196779471997183,0.0009664379110638023,0.004984330151673164,0.3441135660199491,0.6489979187241044
3.81,0.000919447721956309,0.0009611022063428642,0.004984250210286608,0.3441117252251359,0.6490054056948558
3.8200000000000003,0.0009192194777414259,0.0009558104478651536,0.00498417138974908,0.3441099286356462,0.6490128014079883
3.83,0.0009189931995909788,0.0009505622753752543,0.004984093617548556,0.3441081753978377,0.6490201071648503
3.84,0.0009187688715205695,0.0009453573310027802,0.004984016840084142,0.3441064646044385,0.6490273243001781
3.85,0.0009185464727733576,0.0009401952575164182,0.004983941080135383,0.3441047950590173,0.649034454365765
3.86,0.0009183259858509898,0.0009350757019780634,0.004983866313620015,0.3441031657779259,0.6490414987398397
3.87,0.0009181073934786287,0.0009299983143255299,0.004983792516064474,0.344101575799655,0.649048458775781
3.88,0.0009178906786034206,0.0009249627473454691,0.0049837196625518955,0.3441000241840457,0.6490553358029871
3.89,0.0009176758243929643,0.000919968656646284,0.004983647727670116,0.3440985100115006,0.6490621311277455
3.9,0.0009174628142337791,0.0009150157006310468,0.004983576685459681,0.3440970323821948,0.6490688460341018
3.91,0.0009172516317297729,0.000910103540470414,0.004983506509361839,0.3440955904152875,0.6490754817847295
3.92,0.0009170422569966074,0.0009052318411185234,0.004983437250085552,0.34409418326351066,0.6490820395312857
3.93,0.0009168346671321392,0.0009004002711530139,0.004983369025627147,0.34409281011042125,0.6490885203268132
3.94,0.0009166288509076654,0.0008956084986108358,0.0049833017121430935,0.3440914701086139,0.6490949254856436
3.95,0.0009164247914782543,0.0008908561958290594,0.004983235307568863,0.3440901624507054,0.6491012561618134
3.96,0.0009162224720611034,0.0008861430378184817,0.004983169812085564,0.3440888863449651,0.6491075134887265
3.97,0.0009160218759268641,0.0008814687022385528,0.004983105228218212,0.34408764101455624,0.6491136985798498
3.98,0.0009158229863909668,0.0008768328693723047,0.004983041560933995,0.34408642569677633,0.6491198125294075
3.99,0.0009156257868049467,0.0008722352221012776,0.004982978817740532,0.34408523964229837,0.6491258564130764
4.0,0.0009154302605477683,0.0008676754458804484,0.0049829170087841435,0.34408408211441166,0.6491318312886803
4.01,0.0009152363953393946,0.0008631532291502675,0.004982856067037695,0.3440829524966711,0.6491377381634921
4.0200000000000005,0.0009150441968482453,0.0008586682646885918,0.0049827955966613695,0.34408185063365243,0.6491435778897318
4.03,0.0009148536354804983,0.0008542202442052707,0.0049827358567094415,0.3440807754958024,0.6491493515762936
4.04,0.0009146646975745548,0.000849808863495266,0.004982676814575736,0.3440797264629353,0.6491550601938516
4.05,0.0009144773697888574,0.0008454338208355921,0.004982618434572341,0.3440787029321128,0.6491607046961057
4.0600000000000005,0.0009142916391096017,0.0008410948169618994,0.004982560677724897,0.3440777043172962,0.6491662860203492
4.07,0.00091410749285845,0.0008367915550450613,0.004982503501567875,0.34407673004899825,0.6491718050880378
4.08,0.0009139249187002437,0.0008325237406677558,0.004982446859939866,0.34407577957393515,0.6491772628053575
4.09,0.000913743904650717,0.0008282910818010529,0.0049823907027788565,0.34407485235467816,0.6491826600637923
4.1,0.0009135644384651886,0.0008240932888248572,0.004982334987945756,0.34407394786026074,0.6491879977383052
4.11,0.0009133864684913032,0.000819930077278714,0.004982280441842702,0.34407306499370116,0.6491932765368434
4.12,0.0009132100059770916,0.0008158011605901765,0.0049822265714030535,0.34407220358645846,0.6491984973955877
4.13,0.0009130350362746751,0.0008117062563433604,0.004982173389443658,0.3440713631004877,0.6492036611369093
4.14,0.0009128615446465909,0.0008076450844276379,0.004982120913165465,0.3440705430048589,0.649208768569471
4.15,0.0009126895162499545,0.0008036173670158903,0.004982069164406427,0.34406974277506513,0.6492138204887044
4.16,0.0009125189361206222,0.0007996228285427629,0.004982018169894394,0.3440689618923298,0.649218817677287
4.17,0.0009123497891573528,0.0007956611956829165,0.004981967961500009,0.34406819984291503,0.6492237609056198
4.18,0.0009121820601059712,0.000791732197329282,0.004981918576489608,0.34406745611742884,0.6492286509323052
4.19,0.0009120157335435297,0.0007878355645713128,0.004981870057778113,0.3440667302101334,0.649233488504623
4.2,0.000911850834825926,0.0007839710328670623,0.004981821683893639,0.34406602249713913,0.649238274205962
4.21,0.0009116873343993545,0.0007801383368976262,0.0049817737682868665,0.34406533218301805,0.6492430088137475
4.22,0.0009115252156312298,0.0007763372141789706,0.004981726383774415,0.34406465875578973,0.6492476930464315
4.23,0.0009113644676822546,0.0007725674046592926,0.00498167949652958,0.3440640018336363,0.649252327590541
4.24,0.000911205080059737,0.0007688286504064226,0.004981633068458333,0.3440633610476893,0.6492569131214471
4.25,0.0009110470426298267,0.0007651206955875796,0.004981587056924339,0.34406273604194015,0.6492614503037367
4.26,0.0009108903456297484,0.0007614432864491291,0.004981541414473971,0.3440621264731498,0.6492659397915853
4.2700000000000005,0.0009107349796800379,0.0007577961712963389,0.004981496088561323,0.3440615320107591,0.6492703822291296
4.28,0.000910580935796776,0.000754179100473138,0.004981451021273231,0.34406095233679873,0.6492747782508397
4.29,0.0009104281699596051,0.0007505918281319081,0.004981406832722309,0.34406038656951604,0.6492791284092905
4.3,0.0009102766738991907,0.0007470341086388849,0.004981363455619574,0.34405983441401106,0.6492834333205048
4.3100000000000005,0.0009101264469979099,0.0007435056979736304,0.004981320677230794,0.3440592957050844,0.6492876936067439
4.32,0.000909977476103097,0.0007400063547288985,0.004981278528710947,0.34405877007873437,0.6492919098555066
4.33,0.0009098297478678782,0.00073653583946776,0.00498123704702829,0.34405825717251626,0.649296082645154
4.34,0.0009096832487324367,0.000733093914704925,0.004981196275286718,0.34405775662494875,0.6493002125452192
4.3500000000000005,0.000909537964905278,0.0007296803448880624,0.004981156263048135,0.34405726807492076,0.6493043001167157
4.36,0.0009093938823444967,0.0007262948963791221,0.00498111706665482,0.34405679116109794,0.6493083459124467
4.37,0.0009092509867390406,0.000722937337435655,0.00498107874955179,0.3440563255213289,0.6493123504773144
4.38,0.0009091093019376125,0.0007196074392243136,0.004981040653167561,0.3440558715434589,0.6493163142859677
4.39,0.0009089688339753043,0.0007163049742999937,0.004981002458826793,0.34405542927117916,0.6493202378343047
4.4,0.0009088295485281894,0.0007130297159823961,0.004980964615456388,0.3440549979631802,0.6493241216764957
4.41,0.0009086914384583754,0.0007097814401511908,0.0049809270580646915,0.3440545774130007,0.6493279663151775
4.42,0.0009085544972094556,0.0007065599245136035,0.004980889712458958,0.3440541674288507,0.6493317722450924
4.43,0.0009084187188330498,0.0007033649485869534,0.004980852494708762,0.3440537678339025,0.6493355399533227
4.44,0.0009082840980153434,0.0007001962936811886,0.0049808153106094015,0.3440533784665827,0.6493392699195262
4.45,0.0009081506301036283,0.0006970537428814235,0.004980778055145306,0.34405299918086296,0.6493429626161716
4.46,0.0009080183111328416,0.0006939370810304738,0.004980740611953439,0.3440526298465518,0.6493466185087735
4.47,0.0009078871059841836,0.0006908460955371746,0.004980703463508372,0.3440522697881183,0.6493502380389287
4.48,0.0009077569627221981,0.0006877805759880929,0.004980667416336322,0.34405191803711477,0.6493538216322747
4.49,0.0009076279129374194,0.0006847403115306128,0.004980631678005647,0.3440515750998959,0.649357369752866
4.5,0.0009074999454927054,0.0006817250941277202,0.004980596276643081,0.34405124073303184,0.6493608828352553
4.51,0.0009073730489195943,0.000678734717442627,0.004980561248415598,0.3440509146900957,0.649364361307596
4.5200000000000005,0.0009072472113891995,0.0006757689768227496,0.004980526638060241,0.34405059672097454,0.6493678055918478
4.53,0.0009071224206831016,0.0006728276692836877,0.004980492499413933,0.3440502865711805,0.6493712161039814
4.54,0.0009069986641642441,0.0006699105934932009,0.004980458895943302,0.3440499839811614,0.6493745932541838
4.55,0.0009068759287478254,0.0006670175497551885,0.0049804259012744935,0.34404968868561214,0.649377937447064
4.5600000000000005,0.0009067542104014876,0.0006641483403225938,0.004980393418838524,0.3440494005969739,0.6493812490683937
4.57,0.0009066335339277265,0.0006613027700652257,0.004980360806340145,0.3440491201876748,0.6493845284573222
4.58,0.0009065138616199421,0.0006584806433017818,0.00498032860962028,0.34404884672444863,0.6493877760355974
4.59,0.0009063951837645231,0.000655681766908732,0.004980296844728471,0.3440485800174912,0.6493909921798624
4.6000000000000005,0.0009062774906772443,0.000652905949340069,0.004980265528703528,0.34404831987983553,0.649394177261328
4.61,0.000906160772704484,0.0006501530006123342,0.004980234679527781,0.34404806612724853,0.6493973316459356
4.62,0.0009060450202244384,0.0006474227322896413,0.00498020431608132,0.3440478185781284,0.6494004556945191
4.63,0.000905930223648338,0.0006447149574687021,0.0049801744580962514,0.34404757705340155,0.6494035497629681
4.64,0.0009058163734216632,0.000642029490763851,0.0049801451261109395,0.3440473413764196,0.6494066142023891
4.65,0.0009057034614965,0.0006393661483663661,0.004980116313552383,0.3440471114017231,0.6494096493566829
4.66,0.0009055915113924971,0.0006367247495475866,0.004980087417185472,0.34404688760476304,0.6494126555098585
4.67,0.0009054804953855509,0.0006341051124616974,0.004980058806014492,0.344046669456871,0.6494156330317866
4.68,0.0009053704076141551,0.0006315070578227462,0.004980030436204244,0.3440464568596072,0.6494185822498381
4.69,0.0009052612426659125,0.0006289304078081721,0.004980002256752366,0.3440462497244636,0.6494215034866939
4.7,0.0009051529955988148,0.0006263749860448446,0.004979974209063456,0.3440460479731543,0.6494243970604736
4.71,0.0009050456619625218,0.0006238406175951006,0.004979946226523193,0.3440458515379066,0.6494272632848614
4.72,0.0009049392378196425,0.0006213271289427831,0.004979918234072456,0.3440456603617518,0.6494301024692339
4.73,0.000904833719767013,0.0006188343479792793,0.00497989014778144,0.3440454743988158,0.6494329149187869
4.74,0.0009047291049569778,0.0006163621039895595,0.004979861874423783,0.3440452936146096,0.6494357009346621
4.75,0.0009046253238796313,0.0006139102293758275,0.004979834598258676,0.3440451167836244,0.6494384607972011
4.76,0.0009045224010636125,0.0006114785554912262,0.004979807704594916,0.34404494436367644,0.6494411948063955
4.7700000000000005,0.0009044203344570192,0.0006090669157435038,0.004979781088875236,0.3440447763383184,0.6494439032517386
4.78,0.0009043191151133497,0.0006066751450728723,0.004979754779794852,0.34404461256887,0.6494465864172871
4.79,0.0009042187338132193,0.0006043030797674736,0.0049797288125184025,0.34404445291276936,0.6494492445834458
4.8,0.0009041191810415727,0.0006019505574505568,0.00497970322909769,0.3440442972230761,0.6494518780270818
4.8100000000000005,0.0009040204469648958,0.0005996174170676557,0.004979678078889415,0.34404414534797356,0.6494544870216427
4.82,0.0009039225214084284,0.0005973034988737657,0.004979653418972923,0.3440439971302711,0.6494570718372706
4.83,0.0009038253938333762,0.0005950086444205205,0.004979629314567936,0.34404385240690727,0.6494596327409199
4.84,0.0009037290898486462,0.0005927326975876814,0.004979605144876197,0.34404371170284453,0.6494621699579198
4.8500000000000005,0.0009036335952712852,0.0005904755024002893,0.004979581046790968,0.34404357478766123,0.6494646837522003
4.86,0.0009035388926320243,0.0005882369040599779,0.004979557220856363,0.344043441369329,0.6494671743878632
4.87,0.0009034449754686316,0.0005860167493413659,0.004979533659513793,0.3440433113658151,0.6494696421141901
4.88,0.00090335183747807,0.0005838148862698086,0.004979510353320222,0.3440431846988383,0.6494720871771823
4.89,0.0009032594725239766,0.0005816311641094396,0.004979487290790474,0.34404306129394724,0.6494745098196447
4.9,0.0009031678746441425,0.0005794654333512126,0.004979464458239551,0.34404294108059763,0.6494769102812697
4.91,0.0009030770380579916,0.0005773175457009452,0.004979441839624948,0.3440428239922305,0.6494792887987214
4.92,0.0009029869571740605,0.0005751873540673589,0.0049794194163889655,0.3440427099663498,0.6494816456057197
4.93,0.0009028976236076569,0.0005730747133440583,0.004979397225925467,0.344042598901193,0.6494839809201997
4.94,0.0009028090309438755,0.0005709794791347578,0.004979375268175566,0.3440424907248515,0.6494862949649532
4.95,0.0009027211754672457,0.0005689015075495549,0.004979353491309667,0.3440423854058328,0.6494885879708362
4.96,0.0009026340518016373,0.0005668406563527653,0.004979331877209209,0.3440422828897286,0.6494908601579703
4.97,0.0009025476547286339,0.0005647967844700884,0.004979310405800959,0.3440421831255838,0.6494931117436566
4.98,0.0009024619791917182,0.0005627697519775245,0.004979289054963899,0.3440420860659264,0.6494953429424447
4.99,0.0009023770203004586,0.0005607594200902916,0.0049792678004361175,0.3440419916667975,0.6494975539662032
5.0,0.0009022927733346956,0.0005587656511517417,0.00497924661572169,0.34404189988778133,0.6494997450241893
5.01,0.0009022092337487276,0.0005567883086222772,0.004979225471997574,0.34404181069203515,0.6495019163231185
5.0200000000000005,0.000902126384017771,0.0005548272580687761,0.004979204590821732,0.3440417238154155,0.6495040680579136
5.03,0.0009020442062311011,0.0005528823661962501,0.004979184202166665,0.34404163898743073,0.6495062004206927
5.04,0.0009019627109066474,0.0005509534986460282,0.004979163990787861,0.34404155643686224,0.6495083136212491
5.05,0.00090188189231373,0.0005490405233822338,0.00497914395460166,0.3440414761076835,0.6495104078554677
5.0600000000000005,0.000901801744756592,0.0005471433094428256,0.004979124091814759,0.3440413979447752,0.6495124833169273
5.07,0.0009017222625728318,0.0005452617269289529,0.0049791044009416755,0.3440413218938538,0.6495145401969674
5.08,0.000901643440131832,0.0005433956469943086,0.004979084880822222,0.344041247901401,0.6495165786847525
5.09,0.0009015652718331909,0.0005415449418344846,0.004979065530638974,0.34404117591459227,0.6495185989673393
5.1000000000000005,0.0009014877521051534,0.000539709484676325,0.004979046349934737,0.34404110588122616,0.6495206012297414
5.11,0.0009014108754030407,0.000537889149767282,0.004979027338630023,0.3440410377496531,0.649522585654996
5.12,0.0009013346362076816,0.0005360838123647685,0.004979008497040511,0.3440409714687044,0.6495245524242289
5.13,0.0009012590290238429,0.0005342933487255134,0.004978989825894528,0.3440409069876213,0.6495265017167209
5.14,0.0009011840483786597,0.0005325176360949157,0.004978971326350506,0.3440408442559839,0.6495284337099734
5.15,0.0009011096900624801,0.0005307565560646394,0.00497895298208937,0.34404078328406806,0.6495303485326271
5.16,0.0009010359485277617,0.0005290099875145107,0.004978934796837139,0.3440407240163395,0.649532246363175
5.17,0.0009009628179384988,0.0005272778094511736,0.004978916779218986,0.34404066638250075,0.6495341273901444
5.18,0.0009008902930036871,0.0005255599032612599,0.004978898930729154,0.344040610338034,0.6495359917804753
5.19,0.0009008183684557473,0.0005238561512909797,0.004978881253250888,0.3440405558388383,0.6495378396993198
5.2,0.0009007470390492717,0.0005221664368363338,0.0049788637490693535,0.3440405028411738,0.6495396713100953
5.21,0.0009006762995597712,0.000520490644133325,0.00497884642088453,0.3440404513016063,0.6495414867745383
5.22,0.0009006061447824226,0.00051882865834817,0.004978829271824126,0.3440404011769514,0.6495432862527586
5.23,0.0009005365695308152,0.0005171803655675118,0.0049788123054564795,0.34404035242421904,0.649545069903293
5.24,0.0009004675686356976,0.0005155456527886318,0.004978795525803465,0.3440403050005579,0.6495468378831585
5.25,0.0009003991369437255,0.0005139244079096611,0.0049787789373533994,0.3440402588631996,0.6495485903479071
5.26,0.0009003312693162078,0.0005123165197197927,0.004978762545073946,0.34404021396940315,0.6495503274516787
5.2700000000000005,0.0009002639606278536,0.0005107218778894931,0.0049787463544250215,0.3440401702763994,0.6495520493472555
5.28,0.0009001972154846565,0.0005091403790418121,0.004978730196023578,0.34404012798370054,0.6495537561029998
5.29,0.0009001310230665336,0.0005075719110028496,0.004978714179511246,0.34404008690572896,0.6495554479180365
5.3,0.0009000653782373498,0.0005060163660009313,0.004978698312687434,0.34404004699821145,0.6495571249417689
5.3100000000000005,0.0009000002765077381,0.0005044736375059276,0.004978682592378077,0.3440400082325433,0.6495587873169979
5.32,0.0008999357134438904,0.0005029436198503406,0.004978667015092261,0.3440399705810211,0.6495604351850217
5.33,0.0008998716846680082,0.0005014262082205815,0.0049786515770043754,0.3440399340168292,0.6495620686856746
5.34,0.0008998081858587544,0.0004999212986482496,0.004978636273936265,0.34403989851402705,0.6495636879573657
5.3500000000000005,0.0008997452127517055,0.0004984287880014108,0.004978621101339381,0.3440398640475357,0.6495652931371194
5.36,0.0008996827611398028,0.0004969485739758766,0.004978606054276931,0.344039830593125,0.6495668843606133
5.37,0.0008996208268738038,0.0004954805550864811,0.004978591127406033,0.34403979812740015,0.6495684617622183
5.38,0.0008995594058627338,0.0004940246306583613,0.004978576314959862,0.34403976662778885,0.6495700254750373
5.39,0.0008994984940743382,0.0004925807008182344,0.004978561610729806,0.344039736072528,0.6495715756309447
5.4,0.0008994380865640875,0.0004911486675031634,0.004978547028117777,0.3440397064312935,0.6495731123498992
5.41,0.0008993781754113252,0.0004897284366139762,0.004978532642767085,0.3440396776453024,0.6495746357171901
5.42,0.0008993187598484905,0.0004883199073977263,0.004978518383283196,0.3440396497248648,0.6495761458953135
5.43,0.0008992598357839554,0.0004869229834131658,0.004978504247684425,0.34403962264844545,0.6495776430083228
5.44,0.0008992013991619165,0.0004855375690033647,0.004978490233977703,0.3440395963950108,0.649579127178961
5.45,0.0008991434459619387,0.00048416356928794086,0.004978476340159512,0.34403957094400667,0.6495805985286901
5.46,0.000899085972198497,0.0004828008901552908,0.004978462564216809,0.3440395462753365,0.6495820571777203
5.47,0.0008990289739205197,0.0004814494382548203,0.004978448904127964,0.3440395223693395,0.6495835032450391
5.48,0.0008989724472109306,0.00048010912098917473,0.00497843535786369,0.34403949920676874,0.6495849368484402
