t,Casp8,Casp8Bid,Bid,Apaf_1,CytcApaf_1,Cytc,Apop,Cytc_mito,Bax_2,tBid_mito,Bax,tBid,tBidBax,Bcl_2,Casp3,Casp3Bcl_2,Casp3Bid,IAP,Casp3IAP,Pro9,ApopPro9,ApopPro9_2,ApopCasp9_2Pro3,ApopCasp9_2,Pro3,Casp9Pro3,Casp9,Casp9IAP,ApopCasp9IAP,ApopCasp9_2IAP,ApopCasp9
2.75,0.0,0.0,0.004016364620608882,0.004752772548008634,0.0,0.0,0.0,0.004752772548008634,0.0,0.0,0.003692898116137009,0.0,0.0,0.003564917366727573,0.0,0.0,0.0,0.004016364620608882,0.0,0.004752772548008634,0.0,0.0,0.0,0.0,0.004752772548008634,0.0,0.0,0.0,0.0,0.0,0.0
2.7600000000000002,0.0,0.0,0.004016423636961176,0.004755487300214211,0.0,0.0,0.0,0.004755487300214211,0.0,0.0,0.0036919248348807514,0.0,0.0,0.0035634825436381954,0.0,0.0,0.0,0.004016423636961176,0.0,0.004755487300214211,0.0,0.0,0.0,0.0,0.004755487300214211,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.0,0.0,0.004016482649772594,0.004758201889539446,0.0,0.0,0.0,0.004758201889539446,0.0,0.0,0.0036909524894580856,0.0,0.0,0.003562048684074104,0.0,0.0,0.0,0.004016482649772594,0.0,0.004758201889539446,0.0,0.0,0.0,0.0,0.004758201889539446,0.0,0.0,0.0,0.0,0.0,0.0
2.7800000000000002,0.0,0.0,0.004016541659043348,0.004760916315994107,0.0,0.0,0.0,0.004760916315994107,0.0,0.0,0.0036899810788949515,0.0,0.0,0.0035606157870595808,0.0,0.0,0.0,0.004016541659043348,0.0,0.004760916315994107,0.0,0.0,0.0,0.0,0.004760916315994107,0.0,0.0,0.0,0.0,0.0,0.0
2.79,0.0,0.0,0.00401660066477365,0.004763630579587964,0.0,0.0,0.0,0.004763630579587964,0.0,0.0,0.00368901060221943,0.0,0.0,0.003559183851621043,0.0,0.0,0.0,0.00401660066477365,0.0,0.004763630579587964,0.0,0.0,0.0,0.0,0.004763630579587964,0.0,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0040166596669637105,0.004766344680330784,0.0,0.0,0.0,0.004766344680330784,0.0,0.0,0.0036880410584617385,0.0,0.0,0.0035577528767870487,0.0,0.0,0.0,0.0040166596669637105,0.0,0.004766344680330784,0.0,0.0,0.0,0.0,0.004766344680330784,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.0,0.0,0.0040167186656137445,0.004769058618232335,0.0,0.0,0.0,0.004769058618232335,0.0,0.0,0.003687072446654233,0.0,0.0,0.003556322861588293,0.0,0.0,0.0,0.0040167186656137445,0.0,0.004769058618232335,0.0,0.0,0.0,0.0,0.004769058618232335,0.0,0.0,0.0,0.0,0.0,0.0
2.82,0.0,0.0,0.0040167776607239625,0.0047717723933023825,0.0,0.0,0.0,0.0047717723933023825,0.0,0.0,0.0036861047658314086,0.0,0.0,0.0035548938050576112,0.0,0.0,0.0,0.0040167776607239625,0.0,0.0047717723933023825,0.0,0.0,0.0,0.0,0.0047717723933023825,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.0,0.0,0.004016836652294578,0.004774486005550693,0.0,0.0,0.0,0.004774486005550693,0.0,0.0,0.0036851380150298985,0.0,0.0,0.0035534657062299747,0.0,0.0,0.0,0.004016836652294578,0.0,0.004774486005550693,0.0,0.0,0.0,0.0,0.004774486005550693,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.0,0.0,0.004016895640325803,0.004777199454987033,0.0,0.0,0.0,0.004777199454987033,0.0,0.0,0.0036841721932884728,0.0,0.0,0.0035520385641424953,0.0,0.0,0.0,0.004016895640325803,0.0,0.004777199454987033,0.0,0.0,0.0,0.0,0.004777199454987033,0.0,0.0,0.0,0.0,0.0,0.0
2.85,0.0,0.0,0.004016954624817849,0.004779912741621166,0.0,0.0,0.0,0.004779912741621166,0.0,0.0,0.0036832072996480425,0.0,0.0,0.0035506123778344225,0.0,0.0,0.0,0.004016954624817849,0.0,0.004779912741621166,0.0,0.0,0.0,0.0,0.004779912741621166,0.0,0.0,0.0,0.0,0.0,0.0
2.86,0.0,0.0,0.00401701360577093,0.004782625865462857,0.0,0.0,0.0,0.004782625865462857,0.0,0.0,0.0036822433331516547,0.0,0.0,0.0035491871463471437,0.0,0.0,0.0,0.00401701360577093,0.0,0.004782625865462857,0.0,0.0,0.0,0.0,0.004782625865462857,0.0,0.0,0.0,0.0,0.0,0.0
2.87,0.0,0.0,0.004017072583185256,0.004785338826521869,0.0,0.0,0.0,0.004785338826521869,0.0,0.0,0.0036812802928444964,0.0,0.0,0.0035477628687241858,0.0,0.0,0.0,0.004017072583185256,0.0,0.004785338826521869,0.0,0.0,0.0,0.0,0.004785338826521869,0.0,0.0,0.0,0.0,0.0,0.0
2.88,0.0,0.0,0.004017131557061041,0.0047880516248079655,0.0,0.0,0.0,0.0047880516248079655,0.0,0.0,0.0036803181777738925,0.0,0.0,0.003546339544011214,0.0,0.0,0.0,0.004017131557061041,0.0,0.0047880516248079655,0.0,0.0,0.0,0.0,0.0047880516248079655,0.0,0.0,0.0,0.0,0.0,0.0
2.89,0.0,0.0,0.004017190527398496,0.004790764260330909,0.0,0.0,0.0,0.004790764260330909,0.0,0.0,0.0036793569869893053,0.0,0.0,0.0035449171712560314,0.0,0.0,0.0,0.004017190527398496,0.0,0.004790764260330909,0.0,0.0,0.0,0.0,0.004790764260330909,0.0,0.0,0.0,0.0,0.0,0.0
2.9,0.0,0.0,0.004017249494197834,0.004793476733100461,0.0,0.0,0.0,0.004793476733100461,0.0,0.0,0.0036783967195423367,0.0,0.0,0.0035434957495085796,0.0,0.0,0.0,0.004017249494197834,0.0,0.004793476733100461,0.0,0.0,0.0,0.0,0.004793476733100461,0.0,0.0,0.0,0.0,0.0,0.0
2.91,0.0,0.0,0.004017308457459267,0.004796189043126391,0.0,0.0,0.0,0.004796189043126391,0.0,0.0,0.003677437374334023,0.0,0.0,0.0035420752776682335,0.0,0.0,0.0,0.004017308457459267,0.0,0.004796189043126391,0.0,0.0,0.0,0.0,0.004796189043126391,0.0,0.0,0.0,0.0,0.0,0.0
2.92,0.0,0.0,0.00401736741718301,0.004798901190418575,0.0,0.0,0.0,0.004798901190418575,0.0,0.0,0.0036764789486222415,0.0,0.0,0.0035406557529911926,0.0,0.0,0.0,0.00401736741718301,0.0,0.004798901190418575,0.0,0.0,0.0,0.0,0.004798901190418575,0.0,0.0,0.0,0.0,0.0,0.0
2.93,0.0,0.0,0.004017426373369276,0.004801613174986809,0.0,0.0,0.0,0.004801613174986809,0.0,0.0,0.00367552144089739,0.0,0.0,0.0035392371739661893,0.0,0.0,0.0,0.004017426373369276,0.0,0.004801613174986809,0.0,0.0,0.0,0.0,0.004801613174986809,0.0,0.0,0.0,0.0,0.0,0.0
2.94,0.0,0.0,0.004017485326018277,0.004804324996840853,0.0,0.0,0.0,0.004804324996840853,0.0,0.0,0.0036745648501573286,0.0,0.0,0.003537819539589423,0.0,0.0,0.0,0.004017485326018277,0.0,0.004804324996840853,0.0,0.0,0.0,0.0,0.004804324996840853,0.0,0.0,0.0,0.0,0.0,0.0
2.95,0.0,0.0,0.0040175442751302255,0.004807036655990474,0.0,0.0,0.0,0.004807036655990474,0.0,0.0,0.003673609175401539,0.0,0.0,0.0035364028488587156,0.0,0.0,0.0,0.0040175442751302255,0.0,0.004807036655990474,0.0,0.0,0.0,0.0,0.004807036655990474,0.0,0.0,0.0,0.0,0.0,0.0
2.96,0.0,0.0,0.004017603220705333,0.004809748152445431,0.0,0.0,0.0,0.004809748152445431,0.0,0.0,0.003672654415631128,0.0,0.0,0.003534987100773515,0.0,0.0,0.0,0.004017603220705333,0.0,0.004809748152445431,0.0,0.0,0.0,0.0,0.004809748152445431,0.0,0.0,0.0,0.0,0.0,0.0
2.97,0.0,0.0,0.004017662162743812,0.004812459486215487,0.0,0.0,0.0,0.004812459486215487,0.0,0.0,0.003671700569848823,0.0,0.0,0.0035335722943348885,0.0,0.0,0.0,0.004017662162743812,0.0,0.004812459486215487,0.0,0.0,0.0,0.0,0.004812459486215487,0.0,0.0,0.0,0.0,0.0,0.0
2.98,0.0,0.0,0.0040177211012458755,0.004815170657310402,0.0,0.0,0.0,0.004815170657310402,0.0,0.0,0.003670747637058978,0.0,0.0,0.0035321584285455303,0.0,0.0,0.0,0.0040177211012458755,0.0,0.004815170657310402,0.0,0.0,0.0,0.0,0.004815170657310402,0.0,0.0,0.0,0.0,0.0,0.0
2.99,0.0,0.0,0.004017780036211735,0.004817881665739936,0.0,0.0,0.0,0.004817881665739936,0.0,0.0,0.0036697956162675665,0.0,0.0,0.003530745502409756,0.0,0.0,0.0,0.004017780036211735,0.0,0.004817881665739936,0.0,0.0,0.0,0.0,0.004817881665739936,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.004017838967641603,0.004820592511513849,0.0,0.0,0.0,0.004820592511513849,0.0,0.0,0.0036688445064821883,0.0,0.0,0.003529333514933505,0.0,0.0,0.0,0.004017838967641603,0.0,0.004820592511513849,0.0,0.0,0.0,0.0,0.004820592511513849,0.0,0.0,0.0,0.0,0.0,0.0
3.0100000000000002,0.0,0.0,0.004017897895535691,0.004823303194641901,0.0,0.0,0.0,0.004823303194641901,0.0,0.0,0.003667894306712065,0.0,0.0,0.0035279224651243394,0.0,0.0,0.0,0.004017897895535691,0.0,0.004823303194641901,0.0,0.0,0.0,0.0,0.004823303194641901,0.0,0.0,0.0,0.0,0.0,0.0
3.02,0.0,0.0,0.004017956819894212,0.0048260137151338485,0.0,0.0,0.0,0.0048260137151338485,0.0,0.0,0.003666945015968042,0.0,0.0,0.0035265123519914463,0.0,0.0,0.0,0.004017956819894212,0.0,0.0048260137151338485,0.0,0.0,0.0,0.0,0.0048260137151338485,0.0,0.0,0.0,0.0,0.0,0.0
3.0300000000000002,0.0,0.0,0.004018015740717377,0.004828724072999451,0.0,0.0,0.0,0.004828724072999451,0.0,0.0,0.003665996633262587,0.0,0.0,0.003525103174545634,0.0,0.0,0.0,0.004018015740717377,0.0,0.004828724072999451,0.0,0.0,0.0,0.0,0.004828724072999451,0.0,0.0,0.0,0.0,0.0,0.0
3.04,0.0,0.0,0.004018074658005399,0.004831434268248465,0.0,0.0,0.0,0.004831434268248465,0.0,0.0,0.0036650491576097916,0.0,0.0,0.003523694931799336,0.0,0.0,0.0,0.004018074658005399,0.0,0.004831434268248465,0.0,0.0,0.0,0.0,0.004831434268248465,0.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,0.0,0.0,0.00401813357175849,0.004834144300890648,0.0,0.0,0.0,0.004834144300890648,0.0,0.0,0.0036641025880253704,0.0,0.0,0.003522287622766607,0.0,0.0,0.0,0.00401813357175849,0.0,0.004834144300890648,0.0,0.0,0.0,0.0,0.004834144300890648,0.0,0.0,0.0,0.0,0.0,0.0
3.06,0.0,0.0,0.0040181924819768615,0.004836854170935755,0.0,0.0,0.0,0.004836854170935755,0.0,0.0,0.003663156923526662,0.0,0.0,0.003520881246463128,0.0,0.0,0.0,0.0040181924819768615,0.0,0.004836854170935755,0.0,0.0,0.0,0.0,0.004836854170935755,0.0,0.0,0.0,0.0,0.0,0.0
3.0700000000000003,0.0,0.0,0.0040182513886607265,0.004839563878393543,0.0,0.0,0.0,0.004839563878393543,0.0,0.0,0.003662212163132627,0.0,0.0,0.0035194758019062005,0.0,0.0,0.0,0.0040182513886607265,0.0,0.004839563878393543,0.0,0.0,0.0,0.0,0.004839563878393543,0.0,0.0,0.0,0.0,0.0,0.0
3.08,0.0,0.0,0.004018310291810297,0.004842273423273765,0.0,0.0,0.0,0.004842273423273765,0.0,0.0,0.0036612683058638504,0.0,0.0,0.00351807128811475,0.0,0.0,0.0,0.004018310291810297,0.0,0.004842273423273765,0.0,0.0,0.0,0.0,0.004842273423273765,0.0,0.0,0.0,0.0,0.0,0.0
3.09,0.0,0.0,0.004018369191425784,0.004844982805586178,0.0,0.0,0.0,0.004844982805586178,0.0,0.0,0.003660325350742539,0.0,0.0,0.0035166677041093275,0.0,0.0,0.0,0.004018369191425784,0.0,0.004844982805586178,0.0,0.0,0.0,0.0,0.004844982805586178,0.0,0.0,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.004018428087507401,0.004847692025340533,0.0,0.0,0.0,0.004847692025340533,0.0,0.0,0.003659383296792524,0.0,0.0,0.0035152650489121036,0.0,0.0,0.0,0.004018428087507401,0.0,0.004847692025340533,0.0,0.0,0.0,0.0,0.004847692025340533,0.0,0.0,0.0,0.0,0.0,0.0
3.11,0.0,0.0,0.004018486980055358,0.004850401082546585,0.0,0.0,0.0,0.004850401082546585,0.0,0.0,0.0036584421430392597,0.0,0.0,0.0035138633215468754,0.0,0.0,0.0,0.004018486980055358,0.0,0.004850401082546585,0.0,0.0,0.0,0.0,0.004850401082546585,0.0,0.0,0.0,0.0,0.0,0.0
3.12,0.0,0.0,0.004018545869069869,0.004853109977214086,0.0,0.0,0.0,0.004853109977214086,0.0,0.0,0.003657501888509823,0.0,0.0,0.0035124625210390618,0.0,0.0,0.0,0.004018545869069869,0.0,0.004853109977214086,0.0,0.0,0.0,0.0,0.004853109977214086,0.0,0.0,0.0,0.0,0.0,0.0
3.13,0.0,0.0,0.004018604754551145,0.004855818709352788,0.0,0.0,0.0,0.004855818709352788,0.0,0.0,0.0036565625322329143,0.0,0.0,0.0035110626464157054,0.0,0.0,0.0,0.004018604754551145,0.0,0.004855818709352788,0.0,0.0,0.0,0.0,0.004855818709352788,0.0,0.0,0.0,0.0,0.0,0.0
3.14,0.0,0.0,0.004018663636499399,0.004858527278972443,0.0,0.0,0.0,0.004858527278972443,0.0,0.0,0.0036556240732388582,0.0,0.0,0.0035096636967054716,0.0,0.0,0.0,0.004018663636499399,0.0,0.004858527278972443,0.0,0.0,0.0,0.0,0.004858527278972443,0.0,0.0,0.0,0.0,0.0,0.0
3.15,0.0,0.0,0.004018722514914841,0.0048612356860828,0.0,0.0,0.0,0.0048612356860828,0.0,0.0,0.003654686510559601,0.0,0.0,0.00350826567093865,0.0,0.0,0.0,0.004018722514914841,0.0,0.0048612356860828,0.0,0.0,0.0,0.0,0.0048612356860828,0.0,0.0,0.0,0.0,0.0,0.0
3.16,0.0,0.0,0.0040187813897976845,0.0048639439306936115,0.0,0.0,0.0,0.0048639439306936115,0.0,0.0,0.0036537498432287125,0.0,0.0,0.0035068685681471537,0.0,0.0,0.0,0.0040187813897976845,0.0,0.0048639439306936115,0.0,0.0,0.0,0.0,0.0048639439306936115,0.0,0.0,0.0,0.0,0.0,0.0
3.17,0.0,0.0,0.004018840261148141,0.004866652012814627,0.0,0.0,0.0,0.004866652012814627,0.0,0.0,0.003652814070281387,0.0,0.0,0.0035054723873645176,0.0,0.0,0.0,0.004018840261148141,0.0,0.004866652012814627,0.0,0.0,0.0,0.0,0.004866652012814627,0.0,0.0,0.0,0.0,0.0,0.0
3.18,0.0,0.0,0.004018899128966424,0.004869359932455594,0.0,0.0,0.0,0.004869359932455594,0.0,0.0,0.0036518791907544403,0.0,0.0,0.0035040771276259007,0.0,0.0,0.0,0.004018899128966424,0.0,0.004869359932455594,0.0,0.0,0.0,0.0,0.004869359932455594,0.0,0.0,0.0,0.0,0.0,0.0
3.19,0.0,0.0,0.004018957993252742,0.004872067689626261,0.0,0.0,0.0,0.004872067689626261,0.0,0.0,0.0036509452036863127,0.0,0.0,0.0035026827879680866,0.0,0.0,0.0,0.004018957993252742,0.0,0.004872067689626261,0.0,0.0,0.0,0.0,0.004872067689626261,0.0,0.0,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0040190168540073104,0.004874775284336378,0.0,0.0,0.0,0.004874775284336378,0.0,0.0,0.0036500121081170667,0.0,0.0,0.00350128936742948,0.0,0.0,0.0,0.0040190168540073104,0.0,0.004874775284336378,0.0,0.0,0.0,0.0,0.004874775284336378,0.0,0.0,0.0,0.0,0.0,0.0
3.21,0.0,0.0,0.004019075711230339,0.004877482716595691,0.0,0.0,0.0,0.004877482716595691,0.0,0.0,0.0036490799030883896,0.0,0.0,0.0034998968650501107,0.0,0.0,0.0,0.004019075711230339,0.0,0.004877482716595691,0.0,0.0,0.0,0.0,0.004877482716595691,0.0,0.0,0.0,0.0,0.0,0.0
3.22,0.0,0.0,0.00401913456492204,0.004880189986413945,0.0,0.0,0.0,0.004880189986413945,0.0,0.0,0.00364814858764359,0.0,0.0,0.003498505279871631,0.0,0.0,0.0,0.00401913456492204,0.0,0.004880189986413945,0.0,0.0,0.0,0.0,0.004880189986413945,0.0,0.0,0.0,0.0,0.0,0.0
3.23,0.0,0.0,0.004019193415082625,0.0048828970938008896,0.0,0.0,0.0,0.0048828970938008896,0.0,0.0,0.003647218160827601,0.0,0.0,0.0034971146109373163,0.0,0.0,0.0,0.004019193415082625,0.0,0.0048828970938008896,0.0,0.0,0.0,0.0,0.0048828970938008896,0.0,0.0,0.0,0.0,0.0,0.0
3.24,0.0,0.0,0.004019252261712308,0.004885604038766269,0.0,0.0,0.0,0.004885604038766269,0.0,0.0,0.003646288621686979,0.0,0.0,0.003495724857292066,0.0,0.0,0.0,0.004019252261712308,0.0,0.004885604038766269,0.0,0.0,0.0,0.0,0.004885604038766269,0.0,0.0,0.0,0.0,0.0,0.0
3.25,0.0,0.0,0.004019311104811298,0.004888310821319826,0.0,0.0,0.0,0.004888310821319826,0.0,0.0,0.003645359969269902,0.0,0.0,0.0034943360179824027,0.0,0.0,0.0,0.004019311104811298,0.0,0.004888310821319826,0.0,0.0,0.0,0.0,0.004888310821319826,0.0,0.0,0.0,0.0,0.0,0.0
3.2600000000000002,0.0,0.0,0.004019369944379809,0.004891017441471308,0.0,0.0,0.0,0.004891017441471308,0.0,0.0,0.003644432202626173,0.0,0.0,0.0034929480920564714,0.0,0.0,0.0,0.004019369944379809,0.0,0.004891017441471308,0.0,0.0,0.0,0.0,0.004891017441471308,0.0,0.0,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.004019428780418051,0.004893723899230457,0.0,0.0,0.0,0.004893723899230457,0.0,0.0,0.0036435053208072185,0.0,0.0,0.003491561078564042,0.0,0.0,0.0,0.004019428780418051,0.0,0.004893723899230457,0.0,0.0,0.0,0.0,0.004893723899230457,0.0,0.0,0.0,0.0,0.0,0.0
3.2800000000000002,0.0,0.0,0.004019487612926237,0.004896430194607017,0.0,0.0,0.0,0.004896430194607017,0.0,0.0,0.003642579322866086,0.0,0.0,0.003490174976556506,0.0,0.0,0.0,0.004019487612926237,0.0,0.004896430194607017,0.0,0.0,0.0,0.0,0.004896430194607017,0.0,0.0,0.0,0.0,0.0,0.0
3.29,0.0,0.0,0.004019546441904579,0.00489913632761073,0.0,0.0,0.0,0.00489913632761073,0.0,0.0,0.003641654207857448,0.0,0.0,0.00348878978508688,0.0,0.0,0.0,0.004019546441904579,0.0,0.00489913632761073,0.0,0.0,0.0,0.0,0.00489913632761073,0.0,0.0,0.0,0.0,0.0,0.0
3.3000000000000003,0.0,0.0,0.004019605267353288,0.0049018422982513386,0.0,0.0,0.0,0.0049018422982513386,0.0,0.0,0.0036407299748375996,0.0,0.0,0.0034874055032098027,0.0,0.0,0.0,0.004019605267353288,0.0,0.0049018422982513386,0.0,0.0,0.0,0.0,0.0049018422982513386,0.0,0.0,0.0,0.0,0.0,0.0
3.31,0.0,0.0,0.0040196640892725755,0.004904548106538583,0.0,0.0,0.0,0.004904548106538583,0.0,0.0,0.0036398066228644603,0.0,0.0,0.0034860221299815365,0.0,0.0,0.0,0.0040196640892725755,0.0,0.004904548106538583,0.0,0.0,0.0,0.0,0.004904548106538583,0.0,0.0,0.0,0.0,0.0,0.0
3.3200000000000003,0.0,0.0,0.004019722907662654,0.004907253752482207,0.0,0.0,0.0,0.004907253752482207,0.0,0.0,0.0036388841509975706,0.0,0.0,0.0034846396644599665,0.0,0.0,0.0,0.004019722907662654,0.0,0.004907253752482207,0.0,0.0,0.0,0.0,0.004907253752482207,0.0,0.0,0.0,0.0,0.0,0.0
3.33,0.0,0.0,0.004019781722523735,0.004909959236091947,0.0,0.0,0.0,0.004909959236091947,0.0,0.0,0.003637962558298096,0.0,0.0,0.003483258105704602,0.0,0.0,0.0,0.004019781722523735,0.0,0.004909959236091947,0.0,0.0,0.0,0.0,0.004909959236091947,0.0,0.0,0.0,0.0,0.0,0.0
3.34,0.0,0.0,0.004019840533856032,0.004912664557377546,0.0,0.0,0.0,0.004912664557377546,0.0,0.0,0.0036370418438288242,0.0,0.0,0.0034818774527765758,0.0,0.0,0.0,0.004019840533856032,0.0,0.004912664557377546,0.0,0.0,0.0,0.0,0.004912664557377546,0.0,0.0,0.0,0.0,0.0,0.0
3.35,0.0,0.0,0.004019899341659753,0.004915369716348741,0.0,0.0,0.0,0.004915369716348741,0.0,0.0,0.0036361220066541675,0.0,0.0,0.003480497704738643,0.0,0.0,0.0,0.004019899341659753,0.0,0.004915369716348741,0.0,0.0,0.0,0.0,0.004915369716348741,0.0,0.0,0.0,0.0,0.0,0.0
3.36,0.0,0.0,0.004019958145935112,0.004918074713015271,0.0,0.0,0.0,0.004918074713015271,0.0,0.0,0.00363520304584016,0.0,0.0,0.0034791188606551823,0.0,0.0,0.0,0.004019958145935112,0.0,0.004918074713015271,0.0,0.0,0.0,0.0,0.004918074713015271,0.0,0.0,0.0,0.0,0.0,0.0
3.37,0.0,0.0,0.004020016946682321,0.004920779547386874,0.0,0.0,0.0,0.004920779547386874,0.0,0.0,0.0036342849604544592,0.0,0.0,0.0034777409195921967,0.0,0.0,0.0,0.004020016946682321,0.0,0.004920779547386874,0.0,0.0,0.0,0.0,0.004920779547386874,0.0,0.0,0.0,0.0,0.0,0.0
3.38,0.0,0.0,0.004020075743901591,0.0049234842194732864,0.0,0.0,0.0,0.0049234842194732864,0.0,0.0,0.0036333677495663467,0.0,0.0,0.0034763638806173114,0.0,0.0,0.0,0.004020075743901591,0.0,0.0049234842194732864,0.0,0.0,0.0,0.0,0.0049234842194732864,0.0,0.0,0.0,0.0,0.0,0.0
3.39,0.0,0.0,0.004020134537593133,0.004926188729284247,0.0,0.0,0.0,0.004926188729284247,0.0,0.0,0.003632451412246727,0.0,0.0,0.003474987742799775,0.0,0.0,0.0,0.004020134537593133,0.0,0.004926188729284247,0.0,0.0,0.0,0.0,0.004926188729284247,0.0,0.0,0.0,0.0,0.0,0.0
3.4,0.0,0.0,0.004020193327757161,0.00492889307682949,0.0,0.0,0.0,0.00492889307682949,0.0,0.0,0.0036315359475681264,0.0,0.0,0.0034736125052104608,0.0,0.0,0.0,0.004020193327757161,0.0,0.00492889307682949,0.0,0.0,0.0,0.0,0.00492889307682949,0.0,0.0,0.0,0.0,0.0,0.0
3.41,0.0,0.0,0.0040202521143938835,0.004931597262118752,0.0,0.0,0.0,0.004931597262118752,0.0,0.0,0.003630621354604697,0.0,0.0,0.003472238166921863,0.0,0.0,0.0,0.0040202521143938835,0.0,0.004931597262118752,0.0,0.0,0.0,0.0,0.004931597262118752,0.0,0.0,0.0,0.0,0.0,0.0
3.42,0.0,0.0,0.004020310897503514,0.004934301285161769,0.0,0.0,0.0,0.004934301285161769,0.0,0.0,0.003629707632432212,0.0,0.0,0.0034708647270081014,0.0,0.0,0.0,0.004020310897503514,0.0,0.004934301285161769,0.0,0.0,0.0,0.0,0.004934301285161769,0.0,0.0,0.0,0.0,0.0,0.0
3.43,0.0,0.0,0.004020369677086264,0.004937005145968273,0.0,0.0,0.0,0.004937005145968273,0.0,0.0,0.0036287947801280683,0.0,0.0,0.0034694921845449178,0.0,0.0,0.0,0.004020369677086264,0.0,0.004937005145968273,0.0,0.0,0.0,0.0,0.004937005145968273,0.0,0.0,0.0,0.0,0.0,0.0
3.44,0.0,0.0,0.004020428453142345,0.004939708844547998,0.0,0.0,0.0,0.004939708844547998,0.0,0.0,0.003627882796771287,0.0,0.0,0.003468120538609678,0.0,0.0,0.0,0.004020428453142345,0.0,0.004939708844547998,0.0,0.0,0.0,0.0,0.004939708844547998,0.0,0.0,0.0,0.0,0.0,0.0
3.45,0.0,0.0,0.004020487225671969,0.004942412380910679,0.0,0.0,0.0,0.004942412380910679,0.0,0.0,0.003626971681442512,0.0,0.0,0.0034667497882813706,0.0,0.0,0.0,0.004020487225671969,0.0,0.004942412380910679,0.0,0.0,0.0,0.0,0.004942412380910679,0.0,0.0,0.0,0.0,0.0,0.0
3.46,0.0,0.0,0.004020545994675347,0.004945115755066047,0.0,0.0,0.0,0.004945115755066047,0.0,0.0,0.0036260614332240086,0.0,0.0,0.0034653799326406077,0.0,0.0,0.0,0.004020545994675347,0.0,0.004945115755066047,0.0,0.0,0.0,0.0,0.004945115755066047,0.0,0.0,0.0,0.0,0.0,0.0
3.47,0.0,0.0,0.00402060476015269,0.004947818967023836,0.0,0.0,0.0,0.004947818967023836,0.0,0.0,0.0036251520511996686,0.0,0.0,0.0034640109707696253,0.0,0.0,0.0,0.00402060476015269,0.0,0.004947818967023836,0.0,0.0,0.0,0.0,0.004947818967023836,0.0,0.0,0.0,0.0,0.0,0.0
3.48,0.0,0.0,0.00402066352210421,0.0049505220167937744,0.0,0.0,0.0,0.0049505220167937744,0.0,0.0,0.003624243534455004,0.0,0.0,0.0034626429017522815,0.0,0.0,0.0,0.00402066352210421,0.0,0.0049505220167937744,0.0,0.0,0.0,0.0,0.0049505220167937744,0.0,0.0,0.0,0.0,0.0,0.0
3.49,0.0,0.0,0.004020722280530119,0.004953224904385596,0.0,0.0,0.0,0.004953224904385596,0.0,0.0,0.003623335882077152,0.0,0.0,0.0034612757246740592,0.0,0.0,0.0,0.004020722280530119,0.0,0.004953224904385596,0.0,0.0,0.0,0.0,0.004953224904385596,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.004020781035430629,0.004955927629809029,0.0,0.0,0.0,0.004955927629809029,0.0,0.0,0.003622429093154872,0.0,0.0,0.0034599094386220633,0.0,0.0,0.0,0.004020781035430629,0.0,0.004955927629809029,0.0,0.0,0.0,0.0,0.004955927629809029,0.0,0.0,0.0,0.0,0.0,0.0
3.5100000000000002,0.0,0.0,0.00402083978680595,0.004958630193073805,0.0,0.0,0.0,0.004958630193073805,0.0,0.0,0.0036215231667785473,0.0,0.0,0.0034585440426850226,0.0,0.0,0.0,0.00402083978680595,0.0,0.004958630193073805,0.0,0.0,0.0,0.0,0.004958630193073805,0.0,0.0,0.0,0.0,0.0,0.0
3.52,0.0,0.0,0.004020898534656294,0.004961332594189651,0.0,0.0,0.0,0.004961332594189651,0.0,0.0,0.0036206181020401835,0.0,0.0,0.0034571795359532895,0.0,0.0,0.0,0.004020898534656294,0.0,0.004961332594189651,0.0,0.0,0.0,0.0,0.004961332594189651,0.0,0.0,0.0,0.0,0.0,0.0
3.5300000000000002,0.0,0.0,0.0040209572789818735,0.004964034833166297,0.0,0.0,0.0,0.004964034833166297,0.0,0.0,0.0036197138980334108,0.0,0.0,0.0034558159175188392,0.0,0.0,0.0,0.0040209572789818735,0.0,0.004964034833166297,0.0,0.0,0.0,0.0,0.004964034833166297,0.0,0.0,0.0,0.0,0.0,0.0
3.54,0.0,0.0,0.004021016019782899,0.00496673691001347,0.0,0.0,0.0,0.00496673691001347,0.0,0.0,0.003618810553853481,0.0,0.0,0.0034544531864752707,0.0,0.0,0.0,0.004021016019782899,0.0,0.00496673691001347,0.0,0.0,0.0,0.0,0.00496673691001347,0.0,0.0,0.0,0.0,0.0,0.0
